row_index,workflow_history,material_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:49:43.254529200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:49:56.190833Z","[""""]",,,undetermined,http://vocab.getty.edu/aat/300379012
2,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:49:43.254529200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:49:56.190833Z","[""Illustrations""]",,,,
3,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:49:43.254529200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:49:56.190833Z","[""paper""]",,,paper,http://vocab.getty.edu/aat/300014109
4,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:49:43.254529200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:49:56.190833Z","[""paper and parchment""]",,,paper;parchment,http://vocab.getty.edu/aat/300014109;http://vocab.getty.edu/aat/300011851
5,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:49:43.254529200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:49:56.190833Z","[""paper, illustration""]",,,paper,http://vocab.getty.edu/aat/300014109
6,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:49:43.254529200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:49:56.190833Z","[""paper, illustrations""]",,,paper,http://vocab.getty.edu/aat/300014109
7,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:49:43.254529200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:49:56.190833Z","[""parchment""]",,,parchment,http://vocab.getty.edu/aat/300011851
8,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:49:43.254529200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:49:56.190833Z","[""parchment (framed)""]",parchment,http://vocab.getty.edu/aat/300011851,,
9,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:49:43.254529200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:49:56.190833Z","[""parchment and paper""]",,,parchment;paper,http://vocab.getty.edu/aat/300011851;http://vocab.getty.edu/aat/300014109
10,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:49:43.254529200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:49:56.190833Z","[""parchment and paper, illustrations""]",,,parchment;paper,http://vocab.getty.edu/aat/300011851;http://vocab.getty.edu/aat/300014109
11,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:49:43.254529200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:49:56.190833Z","[""parchment, illustration""]",,,parchment,http://vocab.getty.edu/aat/300011851
12,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:49:43.254529200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:49:56.190833Z","[""parchment, illustrations""]",,,parchment,http://vocab.getty.edu/aat/300011851
13,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:49:43.254529200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:49:56.190833Z","[""parchment, illustrations (miniatures)""]",parchment,http://vocab.getty.edu/aat/300011851,,
14,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:49:43.254529200Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:49:56.190833Z","[""parchment, miniatures""]",parchment,http://vocab.getty.edu/aat/300011851,,
