row_index,workflow_history,place_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-03T15:07:40.074609600Z | PLACE RECON, STEP 3: START RECON 2023-11-03T15:08:12.915285800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-11-03T15:09:12.210989500Z | PLACE RECON, STEP 6: FINALIZED 2023-11-03T15:09:33.188703Z",Bolivia (Oropesa),Bolivia;Cochabamba,http://vocab.getty.edu/tgn/1000046;http://vocab.getty.edu/tgn/1020283,,
2,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-03T15:07:40.074609600Z | PLACE RECON, STEP 3: START RECON 2023-11-03T15:08:12.915285800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-11-03T15:09:12.210989500Z | PLACE RECON, STEP 6: FINALIZED 2023-11-03T15:09:33.188703Z",Byzantium,,,Istanbul,http://vocab.getty.edu/tgn/7002473
3,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-03T15:07:40.074609600Z | PLACE RECON, STEP 3: START RECON 2023-11-03T15:08:12.915285800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-11-03T15:09:12.210989500Z | PLACE RECON, STEP 6: FINALIZED 2023-11-03T15:09:33.188703Z",England,,,England,http://vocab.getty.edu/tgn/7002445
4,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-03T15:07:40.074609600Z | PLACE RECON, STEP 3: START RECON 2023-11-03T15:08:12.915285800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-11-03T15:09:12.210989500Z | PLACE RECON, STEP 6: FINALIZED 2023-11-03T15:09:33.188703Z","England (Dixton, Gloucester?)",England;Dixton;Gloucester,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7026610;http://vocab.getty.edu/tgn/7011128,,
5,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-03T15:07:40.074609600Z | PLACE RECON, STEP 3: START RECON 2023-11-03T15:08:12.915285800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-11-03T15:09:12.210989500Z | PLACE RECON, STEP 6: FINALIZED 2023-11-03T15:09:33.188703Z","England (Itchingfield, Sussex)",England;Itchingfield;Sussex,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7461740;http://vocab.getty.edu/tgn/7008133,,
6,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-03T15:07:40.074609600Z | PLACE RECON, STEP 3: START RECON 2023-11-03T15:08:12.915285800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-11-03T15:09:12.210989500Z | PLACE RECON, STEP 6: FINALIZED 2023-11-03T15:09:33.188703Z",England (London),England;London,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7011781,,
7,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-03T15:07:40.074609600Z | PLACE RECON, STEP 3: START RECON 2023-11-03T15:08:12.915285800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-11-03T15:09:12.210989500Z | PLACE RECON, STEP 6: FINALIZED 2023-11-03T15:09:33.188703Z",England (Westminster),England;City of Westminster,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7018934,,
8,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-03T15:07:40.074609600Z | PLACE RECON, STEP 3: START RECON 2023-11-03T15:08:12.915285800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-11-03T15:09:12.210989500Z | PLACE RECON, STEP 6: FINALIZED 2023-11-03T15:09:33.188703Z",England (Wiltshire?),England;Wiltshire,http://vocab.getty.edu/tgn/7002445;http://vocab.getty.edu/tgn/7008180,,
9,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-03T15:07:40.074609600Z | PLACE RECON, STEP 3: START RECON 2023-11-03T15:08:12.915285800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-11-03T15:09:12.210989500Z | PLACE RECON, STEP 6: FINALIZED 2023-11-03T15:09:33.188703Z",England?,,,England,http://vocab.getty.edu/tgn/7002445
10,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-03T15:07:40.074609600Z | PLACE RECON, STEP 3: START RECON 2023-11-03T15:08:12.915285800Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-11-03T15:09:12.210989500Z | PLACE RECON, STEP 6: FINALIZED 2023-11-03T15:09:33.188703Z",Flanders,,,Flanders,http://vocab.getty.edu/tgn/7024097
