row_index,workflow_history,material_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.747015Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""Paper""]",,,paper,http://vocab.getty.edu/aat/300014109
2,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""embroidered silk over parchment""]",silk,http://vocab.getty.edu/aat/300243428,,
3,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""paper""]",,,paper,http://vocab.getty.edu/aat/300014109
4,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""paper and parchment""]",,,paper;parchment,http://vocab.getty.edu/aat/300014109;http://vocab.getty.edu/aat/300011851
5,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""paper and parchment, music""]",paper;parchment,http://vocab.getty.edu/aat/300014109;http://vocab.getty.edu/aat/300011851,,
6,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""paper, color coats of arms""]",paper,http://vocab.getty.edu/aat/300014109,,
7,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""paper, ill.""]",,,paper,http://vocab.getty.edu/aat/300014109
8,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""paper, ill., charts""]",paper,http://vocab.getty.edu/aat/300014109,,
9,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""paper, ill., maps, diagrams""]",paper,http://vocab.getty.edu/aat/300014109,,
10,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""paper, ill., music""]",paper,http://vocab.getty.edu/aat/300014109,,
11,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""paper, music""]",,,paper,http://vocab.getty.edu/aat/300014109
12,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""parchment""]",,,parchment,http://vocab.getty.edu/aat/300011851
13,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""parchment and paper""]",,,parchment;paper,http://vocab.getty.edu/aat/300011851;http://vocab.getty.edu/aat/300014109
14,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""parchment and paper, ill.""]",parchment;paper,http://vocab.getty.edu/aat/300011851;http://vocab.getty.edu/aat/300014109,,
15,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""parchment, ill""]",,,parchment,http://vocab.getty.edu/aat/300011851
16,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""parchment, ill.""]",,,parchment,http://vocab.getty.edu/aat/300011851
17,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""parchment, ill. ; 550 x 382 (365 x 270) mm""]",parchment,http://vocab.getty.edu/aat/300011851,,
18,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""parchment, music""]",,,parchment,http://vocab.getty.edu/aat/300011851
19,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-11-02T19:51:04.761871900Z | MATERIAL RECON, STEP 3: FINALIZED 2023-11-02T19:51:15.226034500Z","[""parchment, paper""]",,,parchment;paper,http://vocab.getty.edu/aat/300011851;http://vocab.getty.edu/aat/300014109
