ds_id,date_added,date_last_updated,source_type,holding_institution,holding_institution_as_recorded,holding_institution_id_number,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place,production_date_as_recorded,production_date,century,century_aat,dated,uniform_title,uniform_title_as_recorded,uniform_title_agr,title_as_recorded_245,title_as_recorded_245_agr,genre_as_recorded,genre_as_recorded_lcsh,genre_as_recorded_aat,genre_as_recorded_rbprov,genre,named_subject_as_recorded,subject_as_recorded,subject,author_as_recorded,author_as_recorded_agr,author,artist_as_recorded,artist_as_recorded_agr,artist,scribe_as_recorded,scribe_as_recorded_agr,scribe,language_as_recorded,language,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner,material,material_placeholder,physical_description,acknowledgements,data_processed_at,data_source_modified,source_file
,,,digital-scriptorium,Q1093910,City College of New York,MS 1,"",,Germany,"","s. XV(2), 1450-1499",1450^1499,15,http://vocab.getty.edu/aat/300404465,false,,"","",Breviary,"","",,,,,,"",,"","",,"","",,"","",,Latin,"","Entered the library between 1877 and 1900 as suggested by the hyphenated form of the city name in the library stamp on f. 1 as ""The College of the City of New-York.""","",,"",parchment,Extent: ff. 1-329v; 146 x 109 mm.,"Sydney Van Nort researched and was thus able to limit the possible entry dates for this manuscript into CCNY's library. Without her work on this manuscript, this entry would not have been possible.",2022-04-04T09:34:50-04:00,2021-10-01,/Users/emeryr/code/GIT/ds-scripts/scripts/../data/digitalassets.lib.berkeley.edu/ds/cuny/mets/ds_50_5_00132492.xml
