row_index,workflow_history,language_as_recorded,language_code,authorized_label,structured_value
62,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.570875100Z",Latin with extensive rubrics in German,,Latin|German,Q397|Q188
63,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.782362Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.570875100Z","Latin, French",,Latin|French,Q397|Q150
64,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.570875100Z","Latin, German",,Latin|German,Q397|Q188
65,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.570875100Z","Latin, Italian",,Latin|Italian,Q397|Q652
66,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.570875100Z","Latin, with Italian on f. 2r",,Latin|Italian,Q397|Q652
67,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; Anglo-Norman,,Latin|Anglo-Norman,Q397|Q35214
68,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; Anglo-Norman French,,Latin|Anglo-Norman,Q397|Q35214
69,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; Anglo-Norman; Middle English,,Latin|Anglo-Norman|Middle English,Q397|Q35214|Q36395
70,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; Anglo-Saxon,,Latin|Old English,Q397|Q42365
71,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.681389800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; Calendar and prayers on ff. 240r-248v in French,,Latin|French,Q397|Q150
72,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.682389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z","Latin; Calendar, some rubrics and prayers in French",,Latin|French,Q397|Q150
73,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.682389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; Catalan,,Latin|Catalan,Q397|Q7026
74,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.682389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; Czech; German; Arabic; Polish,,Latin|Czech|German|Arabic|Polish,Q397|Q9056|Q188|Q13955|Q809
75,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.682389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; Czech; German; Hebrew,,Latin|Czech|German|Hebrew,Q397|Q9056|Q188|Q9288
76,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.682389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; Dutch,,Latin|Dutch,Q397|Q7411
77,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.682389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; English,,English|Latin,Q1860|Q397
78,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.682389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; English; Czech,,Latin|English|Czech,Q397|Q1860|Q9056
79,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.682389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; English; French,,Latin|English|French,Q397|Q1860|Q150
80,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.682389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; English; Welsh,,Latin|English|Welsh,Q397|Q1860|Q9309
81,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.682389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.783362400Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; Flemish,,Latin|Flemish,Q397|Q34147
82,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.682389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.784360800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; French,,French|Latin,Q150|Q397
83,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.682389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.784360800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.571873900Z",Latin; French (calendar and rubrics),,Latin|French,Q397|Q150
84,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.682389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.784360800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.572878Z","Latin; French (calendar, prayers ff. 156r-165v, and rubrics)",,Latin|French,Q397|Q150
85,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.683388900Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.784360800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.572878Z",Latin; French; Dutch,,Latin|French|Dutch,Q397|Q150|Q7411
86,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.792735900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.683388900Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.784360800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.572878Z",Latin; French; English,,Latin|French|English,Q397|Q150|Q1860
87,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.793734200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.683388900Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.785364500Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.572878Z",Latin; French; Italian,,Latin|French|Italian,Q397|Q150|Q652
88,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.793734200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.683388900Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.785364500Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.572878Z",Latin; French; Middle English,,Latin|French|Middle English,Q397|Q150|Q36395
89,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.793734200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.683388900Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.785364500Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.572878Z",Latin; German,,German|Latin,Q188|Q397
90,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.793734200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.683388900Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.785364500Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.572878Z",Latin; German; French,,Latin|German|French,Q397|Q188|Q150
91,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.793734200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.683388900Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.785364500Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.572878Z",Latin; German; French; English,,Latin|German|French|English,Q397|Q188|Q150|Q1860
92,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.793734200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.683388900Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.785364500Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.573873300Z",Latin; Greek,,Latin|Greek,Q397|Q9129
93,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.793734200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.683388900Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.785364500Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.573873300Z",Latin; Greek; Dutch,,Latin|Greek|Dutch,Q397|Q9129|Q7411
94,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.793734200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.683388900Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.785364500Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.573873300Z",Latin; Greek; Hebrew; English,,Latin|Greek|Hebrew|English,Q397|Q9129|Q9288|Q1860
95,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.793734200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.683388900Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.785364500Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.573873300Z",Latin; Greek; Italian,,Latin|Greek|Italian,Q397|Q9129|Q652
96,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.793734200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.683388900Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.785364500Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.573873300Z",Latin; Hebrew (some notes),,Latin|Hebrew,Q397|Q9288
97,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.793734200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.683388900Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.785364500Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.573873300Z",Latin; Hebrew in added note,,Latin|Hebrew,Q397|Q9288
98,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.793734200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.684388700Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.785364500Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.573873300Z",Latin; Hebrew; Greek,,Latin|Hebrew|Greek,Q397|Q9288|Q9129
99,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.793734200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.684388700Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.785364500Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.573873300Z",Latin; Icelandic,,Latin|Icelandic,Q397|Q294
100,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.684388700Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.785364500Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.573873300Z",Latin; Italian,,Italian|Latin,Q652|Q397
101,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.684388700Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.785364500Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.573873300Z",Latin; Italian; French; Greek,,Latin|Italian|French|Greek,Q397|Q652|Q150|Q9129
102,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.684388700Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Latin; Italian; French; Greek; Hebrew,,Latin|Italian|French|Greek|Hebrew,Q397|Q652|Q150|Q9129|Q9288
103,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.684388700Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Latin; Italian; French; Spanish,,Latin|Italian|French|Spanish,Q397|Q652|Q150|Q1321
104,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.684388700Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Latin; Italian; Spanish,,Latin|Italian|Spanish,Q397|Q652|Q1321
105,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Latin; Law French,,Latin|Law French,Q397|Q2044323
106,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Latin; Law French; Middle English,,Latin|Law French|Middle English,Q397|Q2044323|Q36395
107,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Latin; Low German,,Latin|Low German,Q397|Q25433
108,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Latin; Middle English,,Latin|Middle English,Q397|Q36395
109,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Latin; Middle French,,Latin|Middle French,Q397|Q1473289
110,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Latin; Middle-French,,Latin|Middle French,Q397|Q1473289
111,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Latin; Occitan,,Latin|Occitan,Q397|Q14185
112,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Latin; Old English,,Latin|Old English,Q397|Q42365
113,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Latin; Old High German,,Latin|Old High German,Q397|Q35218
114,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Latin; Rhenish,,Latin|Rhine Franconian,Q397|Q707007
115,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Latin; Spanish,,Latin|Spanish,Q397|Q1321
116,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Law French,,Law French,Q2044323
117,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Low German,,Low German,Q25433
118,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.786362800Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.574873700Z",Middle Dutch,,Middle Dutch,Q178806
119,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.794732800Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.685387100Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Middle English,,Middle English,Q36395
