row_index,workflow_history,language_as_recorded,language_code,authorized_label,structured_value
11,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z","English, with a few words in Latin",eng;lat,English|Latin,Q1860|Q397
12,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z","English, with a fragment from a document in Latin (f. 76-78)",eng;lat,English|Latin,Q1860|Q397
13,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z","English, with many works translated from Latin and retaining Latin titles",eng,English|Latin|Latin,Q1860|Q397|Q397
14,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z","English, with some notes in Latin and occasional words in Greek",eng;lat;grc,English|Latin|Greek,Q1860|Q397|Q9129
15,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z",Ethiopic,gez,Ge'ez,Q35667
16,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z",French,fre,French,Q150
17,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z",French,frm,French,Q150
18,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z",French and German,fre;ger,French|German,Q150|Q188
19,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z","French, with citations and margin notes in Latin",fre;lat,French|Latin,Q150|Q397
20,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z",German,ger,German,Q188
21,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z",German with Latin calendar and colophon,gmh;lat,German|Latin,Q188|Q397
22,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z","German, with Latin and Hebrew",ger;lat;heb,German|Latin|Hebrew,Q188|Q397|Q9288
23,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z","German, with Latin phrases",ger;lat,German|Latin,Q188|Q397
24,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z","German, with chapter and closing rubrics in Latin",ger;lat,German|Latin,Q188|Q397
25,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z","German, with some French on two leaves (f. 153-154)",ger;fre,German|French,Q188|Q150
26,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z","German, with some letters in Latin",ger;lat,German|Latin,Q188|Q397
27,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z",German; liturgical text on covers in Latin,ger;lat,German|Latin,Q188|Q397
28,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z",Greek,grc,Greek,Q9129
29,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.106999900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.679050500Z","Greek, with Greek and Latin annotations",grc;lat,Greek|Greek|Latin,Q9129|Q9129|Q397
30,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z",Hebrew,heb,Hebrew,Q9288
31,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z",Hebrew (vocalized and with accents),heb,Hebrew,Q9288
32,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z",Hebrew (vocalized),heb,Hebrew,Q9288
33,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z",Hebrew and Latin,heb;lat,Hebrew|Latin,Q9288|Q397
34,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z","Hebrew, with occasional notes in Italian (f. 22r, 24v, 26v, 27v, 82v, 83v)",heb;ita,Hebrew|Italian,Q9288|Q652
35,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z","Hebrew, with one interlinear glossed word in Latin (f. 54r)",heb;lat,Hebrew|Latin,Q9288|Q397
36,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z",Hebrew; introduction in Italian,heb;ita,Hebrew|Italian,Q9288|Q652
37,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z",In Catalan,cat,Catalan,Q7026
38,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z","In Coptic, with a few marginal notations of later date in Arabic and German",cop;ara;ger,Coptic|Arabic|German,Q36155|Q13955|Q188
39,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z",In Dutch,dut,Dutch,Q7411
40,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z","In English, with endorsement in Latin",eng;lat,English|Latin,Q1860|Q397
41,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.997694400Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z",In French,fre,French,Q150
42,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.998696300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z",In French,frm,French,Q150
43,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.998696300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z",In German,ger,German,Q188
44,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.998696300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z","In German, with Latin phrase",ger;lat,German|Latin,Q188|Q397
45,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.998696300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z",In Greek,grc,Greek,Q9129
46,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.998696300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z",In Hebrew,heb,Hebrew,Q9288
47,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.998696300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z",In Italian,ita,Italian,Q652
48,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-01-03T21:43:28.883082900Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-01-03T21:46:57.998696300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:14.416201500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-01-03T21:48:39.108001700Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-01-03T22:32:17.680049600Z",In Italian and Latin,ita,Italian|Latin,Q652|Q397
