row_index,workflow_history,material_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T16:19:49.943290100Z | MATERIAL RECON, STEP 3: FINALIZED 2024-01-10T16:20:01.744037300Z",,,,undetermined,http://vocab.getty.edu/aat/300379012
2,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T16:19:49.943290100Z | MATERIAL RECON, STEP 3: FINALIZED 2024-01-10T16:20:01.744037300Z",492 unnumbered pages,,,,
3,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T16:19:49.943290100Z | MATERIAL RECON, STEP 3: FINALIZED 2024-01-10T16:20:01.744037300Z","74 pages, illuminated border",,,,
4,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T16:19:49.943290100Z | MATERIAL RECON, STEP 3: FINALIZED 2024-01-10T16:20:01.744037300Z",bound,,,,
5,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T16:19:49.943290100Z | MATERIAL RECON, STEP 3: FINALIZED 2024-01-10T16:20:01.744037300Z","illustrations (woodcuts), parchment",parchment,http://vocab.getty.edu/aat/300011851,,
6,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T16:19:49.943290100Z | MATERIAL RECON, STEP 3: FINALIZED 2024-01-10T16:20:01.744037300Z",paper,,,paper,http://vocab.getty.edu/aat/300014109
7,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T16:19:49.943290100Z | MATERIAL RECON, STEP 3: FINALIZED 2024-01-10T16:20:01.744037300Z",paper and parchment,,,paper;parchment,http://vocab.getty.edu/aat/300014109;http://vocab.getty.edu/aat/300011851
8,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T16:19:49.943290100Z | MATERIAL RECON, STEP 3: FINALIZED 2024-01-10T16:20:01.744037300Z","paper and parchment, bound",paper;parchment,http://vocab.getty.edu/aat/300014109;http://vocab.getty.edu/aat/300011851,,
9,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T16:19:49.943290100Z | MATERIAL RECON, STEP 3: FINALIZED 2024-01-10T16:20:01.744037300Z",parchment,,,parchment,http://vocab.getty.edu/aat/300011851
10,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T16:19:49.943290100Z | MATERIAL RECON, STEP 3: FINALIZED 2024-01-10T16:20:01.744037300Z","parchment , music",parchment,http://vocab.getty.edu/aat/300011851,,
11,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T16:19:49.943290100Z | MATERIAL RECON, STEP 3: FINALIZED 2024-01-10T16:20:01.744037300Z",parchment and paper,,,parchment;paper,http://vocab.getty.edu/aat/300011851;http://vocab.getty.edu/aat/300014109
12,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T16:19:49.943290100Z | MATERIAL RECON, STEP 3: FINALIZED 2024-01-10T16:20:01.744037300Z","parchment, bound",parchment,http://vocab.getty.edu/aat/300011851,,
13,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T16:19:49.943290100Z | MATERIAL RECON, STEP 3: FINALIZED 2024-01-10T16:20:01.744037300Z","parchment, illustrations",,,parchment,http://vocab.getty.edu/aat/300011851
14,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T16:19:49.943290100Z | MATERIAL RECON, STEP 3: FINALIZED 2024-01-10T16:20:01.744037300Z","parchment, music",,,parchment,http://vocab.getty.edu/aat/300011851
