row_index,workflow_history,subject_as_recorded,authorized_label_add,structured_value_add,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value
180,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.339196800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.187796600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.699635300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.098432Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.105285600Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.315412100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.495735500Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.231050800Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.916982100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.851594Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.410533900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.374534800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.726960600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.802467600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.954076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.623709200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.403828500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.990567Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:07.064534400Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.339506300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.294388500Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.662246500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.858861400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.933571200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.109675100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.162887900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.438056200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Political science--Early works to 1800,,,a--v,0,http://id.loc.gov/authorities/subjects/sh85104443,Political science;Early works,http://id.worldcat.org/fast/1069781;http://id.worldcat.org/fast/1411636
181,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.339196800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.187796600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.699635300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.098432Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.105285600Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.315412100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.495735500Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.232061300Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.916982100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.851594Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.410533900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.374534800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.726960600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.802467600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.954076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.623709200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.403828500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.990567Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:07.064534400Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.339506300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.294388500Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.662246500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.858861400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.933571200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.109675100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.162887900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.438056200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Popes--Election,Popes--Election,http://id.worldcat.org/fast/1071270,a--x,0,http://id.loc.gov/authorities/subjects/sh85104873,,
182,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.339196800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.187796600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.699635300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.098432Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.105285600Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.315412100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.495735500Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.232061300Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.916982100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.851594Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.410533900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.374534800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.726960600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.802467600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.954076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.623709200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.403828500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.990567Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:07.064534400Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.339506300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.294388500Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.662246500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.858861400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.933571200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.109675100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.162887900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.438056200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Prayer--Early works to 1800,Prayer;Early works,http://id.worldcat.org/fast/1074680;http://id.worldcat.org/fast/1411636,a--v,0,http://id.loc.gov/authorities/subjects/sh2010107999,,
183,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.339196800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.187796600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.699635300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.098432Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.105285600Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.315412100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.495735500Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.232061300Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.916982100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.851594Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.410533900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.374534800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.726960600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.802467600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.954076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.623709200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.403828500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.990567Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:07.064534400Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.339506300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.294388500Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.662246500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.858861400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.933571200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.109675100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.162887900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.438056200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Prayer--England--History,Prayer;England;History,http://id.worldcat.org/fast/1074680;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/958235,a--z--x,0,,,
184,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.339196800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.187796600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.699635300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.098432Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.105285600Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.315412100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.495735500Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.233056400Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.916982100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.851594Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.410533900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.374534800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.726960600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.802467600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.954076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.623709200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.403828500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.990567Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:07.064534400Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.339506300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.294388500Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.662246500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.858861400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.933571200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.109675100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.162887900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.438056200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Prayers--Early works to 1800,Prayers;Early works,http://id.worldcat.org/fast/1074737;http://id.worldcat.org/fast/1411636,a--v,0,http://id.loc.gov/authorities/subjects/sh2010108004,,
185,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.339196800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.187796600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.699635300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.098432Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.105285600Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.315412100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.495735500Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.233056400Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.916982100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.851594Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.410533900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.374534800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.726960600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.802467600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.954076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.623709200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.403828500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.990567Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:07.145532200Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.339506300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.294388500Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.662246500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.858861400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.933571200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.109675100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.162887900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.438056200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Preaching--Early works to 1800,Preaching;Early works,http://id.worldcat.org/fast/1074813;http://id.worldcat.org/fast/1411636,a--v,0,http://id.loc.gov/authorities/subjects/sh2010105212,,
186,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.339196800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.187796600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.699635300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.098432Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.105285600Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.315412100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.495735500Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.233056400Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.916982100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.851594Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.410533900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.374534800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.726960600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.802467600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.954076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.623709200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.403828500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.990567Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:07.145532200Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.339506300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.294388500Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.662246500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.858861400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.934571100Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.109675100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.162887900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.438056200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Priesthood--Catholic Church--Early works to 1800,Priesthood--Catholic Church;Catholic Church;Early works,http://id.worldcat.org/fast/1767423;http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1411636,a--x--v,0,,,
187,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.339196800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.187796600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.699635300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.098432Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.105285600Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.315412100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.495735500Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.233056400Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.916982100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.851594Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.410533900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.374534800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.726960600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.802467600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.954076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.623709200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.403828500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.990567Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:07.145532200Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.339506300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.294388500Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.662246500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.858861400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.934571100Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.109675100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.162887900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.438056200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Priests--Early works to 1800,Priests;Early works,http://id.worldcat.org/fast/1076268;http://id.worldcat.org/fast/1411636,a--v,0,,,
188,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.339196800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.187796600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.699635300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.098432Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.105285600Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.315412100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.495735500Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.233056400Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.916982100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.851594Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.410533900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.374534800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.726960600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.802467600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.954076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.623709200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.403828500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.990567Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:07.145532200Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.339506300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.294388500Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.662246500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.858861400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.934571100Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.109675100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.162887900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.438056200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Processionals (Liturgical books)--England--Early works to 1800,Processionals (Liturgical books);England;Early works,http://id.worldcat.org/fast/1078060;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636,a--z--v,0,,,
189,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-09T20:48:12.339196800Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-09T20:48:58.187796600Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:49:47.699635300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-09T20:59:26.098432Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T20:59:44.105285600Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-09T21:03:53.315412100Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:04:16.495735500Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-09T21:26:49.233056400Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:28:12.916982100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-09T21:38:56.851594Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:40:24.410533900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-09T21:41:39.416708600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-09T21:42:16.374534800Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-09T21:53:03.727962900Z | KNOWN SUBJECT RECON APPLIED 2024-01-09T21:53:58.802467600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-10T14:47:21.954076800Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T14:47:59.623709200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-10T15:10:03.403828500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-10T15:10:55.990567Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-10T15:14:07.145532200Z | KNOWN SUBJECT RECON APPLIED 2024-01-10T15:43:36.339506300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-11T21:52:37.295383700Z | KNOWN SUBJECT RECON APPLIED 2024-01-11T21:53:44.662246500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-11T21:54:23.858861400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:54:59.934571100Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-11T21:55:41.109675100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-11T21:57:02.162887900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-11T21:58:04.438056200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-11T21:58:22.503658500Z",Processions--England--Early works to 1800,Processions;England;Early works,http://id.worldcat.org/fast/1078061;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1411636,a--z--v,0,,,
