row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-31T15:37:34.754394400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-31T15:38:20.667760100Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-31T15:39:09.459822600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-31T15:39:28.732230600Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-31T15:40:15.335272100Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-31T15:40:27.432181900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-31T15:40:38.365798Z | GENRE RECON, STEP 7: FINALIZED 2024-01-31T15:40:49.710215500Z",Almanacs,aat,,,,almanacs,http://vocab.getty.edu/aat/300026705
2,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-31T15:37:34.754394400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-31T15:38:20.667760100Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-31T15:39:09.459822600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-31T15:39:28.732230600Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-31T15:40:15.335272100Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-31T15:40:27.432181900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-31T15:40:38.365798Z | GENRE RECON, STEP 7: FINALIZED 2024-01-31T15:40:49.710215500Z",Alphabet books--Switzerland--16th century,aat,,alphabet books;Switzerland;Sixteenth century,http://vocab.getty.edu/aat/300202510;http://id.worldcat.org/fast/1205401;http://id.worldcat.org/fast/1119851,,
3,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-31T15:37:34.754394400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-31T15:38:20.667760100Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-31T15:39:09.459822600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-31T15:39:28.732230600Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-31T15:40:15.335272100Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-31T15:40:27.432181900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-31T15:40:38.365798Z | GENRE RECON, STEP 7: FINALIZED 2024-01-31T15:40:49.710215500Z",Ambrosian chants,lcsh,,Ambrosian chants,http://id.worldcat.org/fast/2071598,,
4,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-31T15:37:34.754394400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-31T15:38:20.667760100Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-31T15:39:09.459822600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-31T15:39:28.732230600Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-31T15:40:15.335272100Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-31T15:40:27.432181900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-31T15:40:38.365798Z | GENRE RECON, STEP 7: FINALIZED 2024-01-31T15:40:49.710215500Z",Anagrams,aat,,anagrams,http://vocab.getty.edu/aat/300202515,,
5,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-31T15:37:34.754394400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-31T15:38:20.667760100Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-31T15:39:09.459822600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-31T15:39:28.732230600Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-31T15:40:15.335272100Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-31T15:40:27.432181900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-31T15:40:38.365798Z | GENRE RECON, STEP 7: FINALIZED 2024-01-31T15:40:49.710215500Z",Armorial bindings (Binding)--England--16th century,rbbin,,Armorial bindings;England;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00132;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1119851,,
6,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-31T15:37:34.754394400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-31T15:38:20.667760100Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-31T15:39:09.459822600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-31T15:39:28.732230600Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-31T15:40:15.335272100Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-31T15:40:27.432181900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-31T15:40:38.365798Z | GENRE RECON, STEP 7: FINALIZED 2024-01-31T15:40:49.710215500Z",Armorial bindings (Binding)--England--17th century,rbbin,,Armorial bindings;England;Seventeenth century,http://id.loc.gov/vocabulary/rbmscv/cv00132;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1113663,,
7,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-31T15:37:34.754394400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-31T15:38:20.667760100Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-31T15:39:09.459822600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-31T15:39:28.732230600Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-31T15:40:15.335272100Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-31T15:40:27.432181900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-31T15:40:38.365798Z | GENRE RECON, STEP 7: FINALIZED 2024-01-31T15:40:49.710215500Z",Armorial bindings (Binding)--Italy--16th century,rbbin,,Armorial bindings;Italy;Sixteenth century,http://id.loc.gov/vocabulary/rbmscv/cv00132;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1119851,,
8,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-31T15:37:34.754394400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-31T15:38:20.667760100Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-31T15:39:09.459822600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-31T15:39:28.732230600Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-31T15:40:15.335272100Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-31T15:40:27.432181900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-31T15:40:38.365798Z | GENRE RECON, STEP 7: FINALIZED 2024-01-31T15:40:49.710215500Z",Armorials,aat,,armorials (reference sources),http://vocab.getty.edu/aat/300255028,,
9,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-31T15:37:34.754394400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-31T15:38:20.667760100Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-31T15:39:09.459822600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-31T15:39:28.732230600Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-31T15:40:15.335272100Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-31T15:40:27.432181900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-31T15:40:38.365798Z | GENRE RECON, STEP 7: FINALIZED 2024-01-31T15:40:49.710215500Z",Armorials--England--16th century,aat,,armorials (reference sources);England;Sixteenth century,http://vocab.getty.edu/aat/300255028;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1119851,,
10,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-31T15:37:34.754394400Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-31T15:38:20.667760100Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-31T15:39:09.459822600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-31T15:39:28.732230600Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-31T15:40:15.335272100Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-31T15:40:27.432181900Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-31T15:40:38.365798Z | GENRE RECON, STEP 7: FINALIZED 2024-01-31T15:40:49.710215500Z",Armorials--England--16th century,,,Sixteenth century;England;Sixteenth century,http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1119851,,
