row_index,workflow_history,place_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T17:28:13.955656300Z | PLACE RECON, STEP 3: START RECON 2024-01-10T17:28:24.883844100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2024-01-10T17:28:49.886192500Z | PLACE RECON, STEP 6: FINALIZED 2024-01-10T17:29:02.740661600Z",Arequipa,Arequipa,http://vocab.getty.edu/tgn/7005825,,
2,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T17:28:13.955656300Z | PLACE RECON, STEP 3: START RECON 2024-01-10T17:28:24.883844100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2024-01-10T17:28:49.886192500Z | PLACE RECON, STEP 6: FINALIZED 2024-01-10T17:29:02.740661600Z",Battle Abbey,,,,
3,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T17:28:13.955656300Z | PLACE RECON, STEP 3: START RECON 2024-01-10T17:28:24.883844100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2024-01-10T17:28:49.886192500Z | PLACE RECON, STEP 6: FINALIZED 2024-01-10T17:29:02.740661600Z",Bohemia,,,Bohemia,http://vocab.getty.edu/tgn/7006470
4,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T17:28:13.955656300Z | PLACE RECON, STEP 3: START RECON 2024-01-10T17:28:24.883844100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2024-01-10T17:28:49.886192500Z | PLACE RECON, STEP 6: FINALIZED 2024-01-10T17:29:02.740661600Z",Bohemia [?],Bohemia,http://vocab.getty.edu/tgn/7006470,,
5,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T17:28:13.955656300Z | PLACE RECON, STEP 3: START RECON 2024-01-10T17:28:24.883844100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2024-01-10T17:28:49.886192500Z | PLACE RECON, STEP 6: FINALIZED 2024-01-10T17:29:02.740661600Z",Bologna,,,Bologna,http://vocab.getty.edu/tgn/7004847
6,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T17:28:13.955656300Z | PLACE RECON, STEP 3: START RECON 2024-01-10T17:28:24.883844100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2024-01-10T17:28:49.886192500Z | PLACE RECON, STEP 6: FINALIZED 2024-01-10T17:29:02.740661600Z","Brussels, Flanders?",,,Brussels;Flanders,http://vocab.getty.edu/tgn/7007868;http://vocab.getty.edu/tgn/7024097
7,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T17:28:13.955656300Z | PLACE RECON, STEP 3: START RECON 2024-01-10T17:28:24.883844100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2024-01-10T17:28:49.886192500Z | PLACE RECON, STEP 6: FINALIZED 2024-01-10T17:29:02.740661600Z","Bury St. Edmunds, England",Bury Saint Edmunds;England,http://vocab.getty.edu/tgn/7010914;http://vocab.getty.edu/tgn/7002445,,
8,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T17:28:13.955656300Z | PLACE RECON, STEP 3: START RECON 2024-01-10T17:28:24.883844100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2024-01-10T17:28:49.886192500Z | PLACE RECON, STEP 6: FINALIZED 2024-01-10T17:29:02.740661600Z","Dieppe, France",Dieppe;France,http://vocab.getty.edu/tgn/7008922;http://vocab.getty.edu/tgn/1000070,,
9,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T17:28:13.955656300Z | PLACE RECON, STEP 3: START RECON 2024-01-10T17:28:24.883844100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2024-01-10T17:28:49.886192500Z | PLACE RECON, STEP 6: FINALIZED 2024-01-10T17:29:02.741659500Z",Eastern Europe,,,Eastern Europe,http://vocab.getty.edu/tgn/4003756
10,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-10T17:28:13.955656300Z | PLACE RECON, STEP 3: START RECON 2024-01-10T17:28:24.883844100Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2024-01-10T17:28:49.886192500Z | PLACE RECON, STEP 6: FINALIZED 2024-01-10T17:29:02.741659500Z",Edinburgh,Edinburgh,http://vocab.getty.edu/tgn/7009546,,
