row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
35,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.034623900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Catholic Church--Prayers and devotions--Early works to 1800,a--v--v,,,0,,Catholic Church;Prayers and devotions;Early works,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636
36,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.034623900Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Catholic Church--Sermons,a--v,,,0,http://id.loc.gov/authorities/subjects/sh85021172,Catholic Church;Sermons,http://id.worldcat.org/fast/531720;http://id.worldcat.org/fast/1423904
37,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Catholic Church. Archdeaconry of London (England),a;b,,,0,,,
38,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z",Catholic Church. Book of hours,a;t,Book of hours (Catholic Church),http://id.worldcat.org/fast/1365973,0,http://id.loc.gov/authorities/names/n93069135,,
39,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z",Catholic Church. Breviary,a;t,Breviary (Catholic Church),http://id.worldcat.org/fast/1357439,0,http://id.loc.gov/authorities/names/n80044531,,
40,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.993553300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Chaucer, Geoffrey, -1400",a;d,"Chaucer, Geoffrey, -1400",http://id.worldcat.org/fast/1812213,0,http://id.loc.gov/authorities/names/n79027228,,
41,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.082386100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.993553300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z",Cofradía de Santa Ana,a,,,0,,,
42,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.082386100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.993553300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Columbus, Christopher",a,"Columbus, Christopher",http://id.worldcat.org/fast/28086,0,http://id.loc.gov/authorities/names/n78085478,,
43,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.082386100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.993553300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Courtenay, William, approximately 1342-1396--Portraits",a;d--v,Portraits,http://id.worldcat.org/fast/1423831,0,,,
44,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.082386100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.993553300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Crescenzi, Pietro de', approximately 1233-approximately 1320. Ruralia commoda",a;d;t,"Ruralia commoda (Crescenzi, Pietro de')",http://id.worldcat.org/fast/1791586,0,http://id.loc.gov/authorities/names/no92016138,,
45,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Cyprian, Saint, Bishop of Carthage--Correspondence",a;c--v,"Correspondence (Cyprian, Saint, Bishop of Carthage)",http://id.worldcat.org/fast/1779696,0,http://id.loc.gov/authorities/names/no2016160120,,
46,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.071405100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.083385400Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.881785700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.799329500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.300229200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.232035700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.749141100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.035625500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.969282Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.719241600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.012594100Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.305804100Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.994553200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.892927300Z","Dion, approximately 408 B.C.-354 B.C.",a;d,"Dion, approximately 408 B.C.-354 B.C.",http://id.worldcat.org/fast/1815948,0,http://id.loc.gov/authorities/names/n85326845,,
