row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
11,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.065962500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.880784600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.797320400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.228033900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.747143600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.625782700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.032624600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.808229300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.968283400Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.717244400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.303800300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Bible--Sermons--Early works to 1800,a--v--v,Bible;Sermons;Early works,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/1423904;http://id.worldcat.org/fast/1411636,0,,,
12,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.065962500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.880784600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.797320400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.228033900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.747143600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.625782700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.032624600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.808229300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.968283400Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.717244400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.303800300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Bible. Acts--Commentaries,a;p--v,Bible. Acts;Commentaries,http://id.worldcat.org/fast/1892885;http://id.worldcat.org/fast/1423723,0,,,
13,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.065962500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.880784600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.797320400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.228033900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.747143600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.625782700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.032624600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.808229300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.968283400Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.717244400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.303800300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Bible. Catholic Epistles--Commentaries,a;p--v,Bible. Catholic Epistles;Commentaries,http://id.worldcat.org/fast/1892888;http://id.worldcat.org/fast/1423723,0,,,
14,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.070403200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.880784600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.797320400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.228033900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.747143600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.625782700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.032624600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.808229300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.968283400Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.717244400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.303800300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Bible. Ecclesiastes--Commentaries,a;p--v,Bible. Ecclesiastes;Commentaries,http://id.worldcat.org/fast/1892894;http://id.worldcat.org/fast/1423723,0,,,
15,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.070403200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.880784600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.797320400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.228033900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.747143600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.625782700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.032624600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.808229300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.968283400Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.303800300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Bible. Epistles of Paul--Commentaries--Early works to 1800,a;p--v--v,Bible. Epistles of Paul;Commentaries;Early works,http://id.worldcat.org/fast/1808029;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636,0,,,
16,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.070403200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.880784600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.797320400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.228033900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.747143600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.625782700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.032624600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.808229300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.968283400Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.303800300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Bible. Epistles--Paraphrases,a;p--v,Bible. Epistles;Paraphrases,http://id.worldcat.org/fast/1892899;http://id.worldcat.org/fast/1423839,0,,,
17,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.070403200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.880784600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.797320400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.228033900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.747143600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.625782700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.032624600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.968283400Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.303800300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Bible. Gospels,a;p,,,0,http://id.loc.gov/authorities/names/n79063688,Bible. Gospels,http://id.worldcat.org/fast/1808065
18,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.070403200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.880784600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.798328800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.228033900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.747143600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.625782700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.032624600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.968283400Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.303800300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Bible. Gospels--Paraphrases,a;p--v,Bible. Gospels;Paraphrases,http://id.worldcat.org/fast/1808065;http://id.worldcat.org/fast/1423839,0,,,
19,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.070403200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.880784600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.798328800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.228033900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.625782700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.032624600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.968283400Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.303800300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Bible. Job--Commentaries,a;p--v,Bible. Job;Commentaries,http://id.worldcat.org/fast/1892916;http://id.worldcat.org/fast/1423723,0,,,
20,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.070403200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.880784600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.798328800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.228033900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.625782700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.032624600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.968283400Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.303800300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Bible. Mark.--Latin--Commentaries,a;p--l--v,Bible. Mark;Latin language;Commentaries,http://id.worldcat.org/fast/1892928;http://id.worldcat.org/fast/993125;http://id.worldcat.org/fast/1423723,0,,,
21,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.070403200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.880784600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.798328800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.228033900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.032624600Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.968283400Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.303800300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Bible. Psalms,a;p,,,0,http://id.loc.gov/authorities/names/n79056804,Bible. Psalms,http://id.worldcat.org/fast/1808097
22,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-11T22:01:54.795487900Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-11T22:02:24.266579600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:03:06.706636100Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-11T22:14:08.070403200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:17:12.081386800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-11T22:18:19.880784600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:19:29.927979600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-11T22:33:34.798328800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-11T22:34:30.299230400Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-13T18:06:27.903511900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:07:10.228033900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-13T18:10:45.748140Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:11:09.626783100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-13T18:13:46.033624100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-13T18:14:14.809232Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-13T18:14:30.968283400Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-13T18:16:21.718243Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-13T18:16:54.559944Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-13T18:17:18.011595400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-13T18:17:46.304800900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-13T18:18:21.992553Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-13T18:19:26.891926Z",Bible. Psalms--Commentaries,a;p--v,Bible. Psalms;Commentaries,http://id.worldcat.org/fast/1808097;http://id.worldcat.org/fast/1423723,0,,,
