row_index,workflow_history,material_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-04T17:50:02.309361Z | MATERIAL RECON, STEP 3: FINALIZED 2024-02-04T17:50:25.230351Z",,,,undetermined,http://vocab.getty.edu/aat/300379012
2,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-04T17:50:02.309361Z | MATERIAL RECON, STEP 3: FINALIZED 2024-02-04T17:50:25.230351Z",ill,,,,
3,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-04T17:50:02.309361Z | MATERIAL RECON, STEP 3: FINALIZED 2024-02-04T17:50:25.230351Z",ill.,,,,
4,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-04T17:50:02.309361Z | MATERIAL RECON, STEP 3: FINALIZED 2024-02-04T17:50:25.230351Z","ill., vellum",parchment,http://vocab.getty.edu/aat/300011851,,
5,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-04T17:50:02.309361Z | MATERIAL RECON, STEP 3: FINALIZED 2024-02-04T17:50:25.230351Z",illuminations,,,,
6,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-04T17:50:02.309361Z | MATERIAL RECON, STEP 3: FINALIZED 2024-02-04T17:50:25.230351Z",illustration,,,,
7,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-04T17:50:02.309361Z | MATERIAL RECON, STEP 3: FINALIZED 2024-02-04T17:50:25.230351Z",music,,,,
8,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-04T17:50:02.309361Z | MATERIAL RECON, STEP 3: FINALIZED 2024-02-04T17:50:25.230351Z",paper,,,paper,http://vocab.getty.edu/aat/300014109
9,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-04T17:50:02.309361Z | MATERIAL RECON, STEP 3: FINALIZED 2024-02-04T17:50:25.230351Z",paper (ff. 1-4) and vellum (ff. 5-10),paper;parchment,http://vocab.getty.edu/aat/300014109;http://vocab.getty.edu/aat/300011851,,
10,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-04T17:50:02.309361Z | MATERIAL RECON, STEP 3: FINALIZED 2024-02-04T17:50:25.230351Z","paper (silked), ill.",paper;silk,http://vocab.getty.edu/aat/300014109;http://vocab.getty.edu/aat/300243428,,
11,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-02-04T17:50:02.309361Z | MATERIAL RECON, STEP 3: FINALIZED 2024-02-04T17:50:25.230351Z",paper and vellum,paper;parchment,http://vocab.getty.edu/aat/300014109;http://vocab.getty.edu/aat/300011851,,
