title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
al-Tanbīh fī al-fiqh,,,,Text on jurisprudence,Q64062,,
Sharḥ al-Tanbīh,,,,Texts on Islamic law,Q12197,,
al-Taḥrīr fī sharḥ alfāẓ al-Tanbīh,,,,Texts on Islamic law,Q12197,,
al-Tanqīḥ fīmā yuraddu ʻalá al-Taṣḥīḥ,,,,Texts on Islamic law,Q12197,,
Tadhkirat al-nabīh fī Taṣḥīḥ al-Tanbīh,,,,Texts on Islamic law,Q12197,,
Kifāyat al-nabīh fī sharḥ al-Tanbīh,,,,Texts on Islamic law,Q12197,,
Tasʹhīl al-hidāyah fī taḥṣīl al-Kifāyah,,,,Texts on Islamic law,Q12197,,
Tuḥfat al-nabīh fī sharḥ al-Tanbīh,,,,Texts on Islamic law,Q12197,,
Hādī al-nabīh ilá tadrīs al-Tanbīh,,,,Texts on Islamic law,Q12197,,
al-Rawḍ al-nazīh fī naẓm al-Tanbīh,,,,Texts on Islamic law,Q12197,,
al-Wasīṭ fī al-madhhab,,,,Texts on Islamic law,Q12197,,
al-ʻAzīz ʻalá al-Wajīz,,,,Texts on Islamic law,Q12197,,
al-Sharḥ al-ṣaghīr ʻalá al-Wajīz,,,,Texts on Islamic law,Q12197,,
Rawḍat al-ṭālibīn,,,,Texts on Islamic law,Q12197,,
al-Muhimmāt,,,,Texts on Islamic law,Q12197,,
Kitāb Nūr al-īḍāḥ min al-fiqh /,كتاب نور الايضاح من الفقه /,Nūr al-īḍāḥ fī al-fiqh ʻalá madhhab al-Imām Abī Ḥanīfah,نور الايضاح في الفقه على مذهب الامام ابي حنيفة,Text on jurisprudence,Q64062,,
al-Juzʾ al-awwal [al-thānī] min Sharḥ al-Bahjah al-wardīyah /,,,,Texts on Islamic law,Q12197,,
Kitāb Jamʻ al-jawāmiʻ fī al-uṣūl al-qawāṭiʻ /,كتاب جمع الجوامع في الاصول القواطع /,Jamʻ al-jawāmiʻ fī al-uṣūl,جمع الجوامع في الاصول,Texts on Islamic law,Q12197,,
Kitāb al-Minhāj /,كتاب المنهاج /,Minhāj al-ṭālibīn,منهاج الطالبين,Minhāj al-ṭālibīn,Q103561,,
Kitāb al-Qawāʻid /,كتاب القواعد /,Qawāʻid al-aḥkām fī maʻrifat al-ḥalāl wa-al-ḥarām,قواعد الاحكام في معرفة الحلال والحرام,Qawāʻid al-aḥkām fī maʻrifat al-ḥalāl wa-al-ḥarām,Q103551,,
Kitāb Qawāʻid al-aḥkām fī maʻrifat al-ḥalāl wa-al-ḥarām,كتاب قواعد الاحكام في معرفة الحلال والحرام,Qawāʻid al-aḥkām fī maʻrifat al-ḥalāl wa-al-ḥarām,قواعد الاحكام في معرفة الحلال والحرام,Qawāʻid al-aḥkām fī maʻrifat al-ḥalāl wa-al-ḥarām,Q103551,,
Sharḥ al-Farāʼiḍ al-Sirājīyah,شرح الفرائض السراجية,,,Sharḥ al-Farāʼiḍ al-Sirājīyah,Q11860,,
Kitab al-Faraʾid,,Farāʾiḍ,فرائض,Texts on Islamic law,Q12197,,
Kitāb Lughat al-tanbīh ... [etc,كتاب لغة التنبيه ... الخ,,,Texts on Islamic law,Q12197,,
Durar al-ḥukkām,,,,,,Durar al-ḥukkām,Q63899
ḥāshiyah ʻalá Durar al-ḥukkām,,,,Texts on Islamic law,Q12197,,
al-Durar al-lāmiʻah fī ʻamal al-munāsakhāt,,,,Texts on Islamic law,Q12197,,
Manẓūmat Baḥr al-ʻUlūm,منظومة بحر العلوم,,,Texts on Islamic law,Q12197,,
al-Durūs al-sharʻīyah fī fiqh al-Imāmīyah,الدروس الشرعية في فقه الامامية,,,Text on jurisprudence,Q64062,,
Durūs /,دروس /,Durūs al-sharʻīyah fī fiqh al-Imāmīyah,دروس الشرعية في فقه الامامية,Text on jurisprudence,Q64062,,
al-Dharīʻah ilá wuṣūl al-sharīʻah,الذريعة الى وصول الشريعة,,,Texts on Islamic law,Q12197,,
Dhikrá al-Shīʻah fī aḥkām al-sharīʻah,ذكرى الشيعة في احكام الشريعة,,,Dhikrá al-Shīʻah fī aḥkām al-sharīʻah,Q39486,,
Dhikrá al-Shīʻah fī aḥkām al-sharīʻah,,,,Dhikrá al-Shīʻah fī aḥkām al-sharīʻah,Q39486,,
Ḍawābiṭ al-uṣūl,ضوابط الاصول,,,Texts on Islamic law,Q12197,,
al-Maqṣid al-thālith min maqāṣid hādhā al-kitāb fī al-shakk,المقصد الثالث من مقاصد هذا الكتاب في الشك,Farāʼid al-uṣūl,فرائد الاصول,Texts on Islamic law,Q12197,,
Sharḥ al-Farāʼiḍ al-Sirājīyah,,,,Sharḥ al-Farāʼiḍ al-Sirājīyah,Q11860,,
Fatḥ al-jalīl al-ṣamad fī sharḥ al-Takmīl al-muʻtamad,,,,Texts on Islamic law,Q12197,,
Ḥāshiyah ʻalá Fatḥ al-qarīb al-mujīb,,,,Texts on Islamic law,Q12197,,
Fatḥ al-wahhāb bi-sharḥ Manhaj al-tullāb,,,,Texts on Islamic law,Q12197,,
al-Fawāʼid al-millīyah al-Risālah al-naflīyah,الفوائد الملية الرسالة النفلية,,,Texts on Islamic law,Q12197,,
Sharḥ Fiqh al-Kaydānī,,,,Text on jurisprudence,Q64062,,
al-Fuṣūl al-Gharawīyah fī al-uṣūl al-fiqhīyah,,,,Text on jurisprudence,Q64062,,
al-Ghāyah al-quṣwá,,,,Texts on Islamic law,Q12197,,
Ghāyat al-maʼmūl /,غاية المأمول /,Ghāyat al-maʼmūl fī sharḥ Zubdat al-uṣūl,غاية المأمول في شرح زبدة الاصول,Ghāyat al-maʼmūl fī sharḥ Zubdat al-uṣūl,Q103562,,
Hādhā Kitāb Sharḥ Jawād,هذا كتاب شرح جواد,Ghāyat al-maʼmūl fī sharḥ Zubdat al-uṣūl,غاية المأمول في شرح زبدة الاصول,Ghāyat al-maʼmūl fī sharḥ Zubdat al-uṣūl,Q103562,,
Ghāyat al-maʼmūl fī sharḥ Zubdat al-uṣūl,,,,Ghāyat al-maʼmūl fī sharḥ Zubdat al-uṣūl,Q103562,,
Ghāyat al-maʼmūl fī sharḥ Zubdat al-uṣūl,غاية المأمول في شرح زبدة الصول,,,Ghāyat al-maʼmūl fī sharḥ Zubdat al-uṣūl,Q103562,,
al-Ḥabl al-matīn fī iḥkām aḥkām al-dīn,الحبل المتين في احكام احكام الدين,,,Texts on Islamic law,Q12197,,
al-Ḥadāʼiq al-nāḍirah fī aḥkām al-ʻitrah al-ṭāhirah,,,,Texts on Islamic law,Q12197,,
Irshād al-adhhān ilá aḥkām al-īmān,ارشاد الاذهان الى احكام الايمان,,,Irshād al-adhhān ilá aḥkām al-īmān,Q103563,,
Talim ül-müteallim ve fıkıh'dan ve fetva-yi şerife,تعليم المتعلم وفقه دن وفتواى شريفه,,,Texts on Islamic law,Q12197,,
Majmūʻ fīhi Sharḥ al-Risālah al-Raslānīyah,مجموع فيه شرح الرسالة الرسلانية,,,Texts on Islamic law,Q12197,,
Kitāb al-Siyāsah al-sharʻīyah fī ṣalāḥ al-rāʻī wa-al-raʻīyah /,سياسة الشرعية في اصلاح الراعي والرعية,Siyāsah al-sharʻīyah,,Texts on Islamic law,Q12197,,
Ilmām bi-masāʼil al-Iʻlām,,,,Texts on Islamic law,Q12197,,
al-Targhīb fī al-ikhlāṣ wa-al-ṣidq wa-al-nīyah al-ṣāliḥah ... [etc,الترغيب في الاخلاص والصدق والنية الصالحة ... الخ,,,Texts on Islamic law,Q12197,,
al-Fuṣūl al-arbaʻūn fī uṣūl al-dīn ... [etc,الفصول الاربعون في اصول الدين ... الخ,,,Texts on Islamic law,Q12197,,
al-Urjūzah al-Raḥbīyah,,,,Texts on Islamic law,Q12197,,
Nuskhat Qarabāghī maʻa Īsāghūjī wa-ghayrihā,نسخه قرباغي مع ايساغوجي وغيرها,,,Texts on Islamic law,Q12197,,
Collection of Arabic texts on Islamic inheritance law,,,,,,Texts on Islamic law,Q12197
al-Miʻyār al-muʻrib,,,,Texts on Islamic law,Q12197,,
al-Muhadhdhab al-bāriʻ fī sharḥ Mukhtaṣar al-Sharāʼiʻ,المهذب البارع في شرح مختصر الشرائع,,,Texts on Islamic law,Q12197,,
Mukhtalaf al-Shīʻah fī aḥkām al-sharīʻah,مختلف الشيعة في احكام الشريعة,,,Texts on Islamic law,Q12197,,
Ḥāshiyah ʻalá Sharḥ Mukhtaṣar al-Muntahá,,,,Texts on Islamic law,Q12197,,
ḥāshiyah ʻalá Sharḥ Mukhtaṣar al-Muntahá,,,,Texts on Islamic law,Q12197,,
Sharḥ Mukhtaṣar al-Muntahá,,,,Sharḥ Mukhtaṣar al-Muntahá fī al-uṣūl,Q11657,,
Hādhā Kitāb Mukhtaṣar al-nāfiʻ,هذا كتاب مختصر النافع,Mukhtaṣar al-nāfiʻ,مختصر النافع,Mukhtaṣar al-nāfiʻ,Q103564,,
Kitāb Mukhtaṣar nāfiʻ,كتاب مختصر نافع,Mukhtaṣar al-nāfiʻ,مختصر النافع,Mukhtaṣar al-nāfiʻ,Q103564,,
al-Mukhtaṣar al-nāfiʻ /,المختصر النافع /,Mukhtaṣar al-nāfiʻ,مختصر النافع,Mukhtaṣar al-nāfiʻ,Q103564,,
al-Sharḥ al-ṣaghīr ʻalá al-Mukhtaṣar al-nāfiʻ,الشرح الصغير على المختصر النافع,Sharḥ al-ṣaghīr ʻalá al-Mukhtaṣar al-nāfiʻ,شرح الصغير على المختصر النافع,Texts on Islamic law,Q12197,,
al-Muntakhab fī uṣūl al-madhhab,,,,Texts on Islamic law,Q12197,,
Munyat al-labīb fī sharḥ Tahdhīb al-uṣūl lil-ʻAllāmah al-Ḥillī /,منية اللبيب في شرح تهذيب الاصول للعلامة الحلي /,Munyat al-labīb fī sharḥ al-Tahdhīb,منية اللبيب في شرح التهذيب,Commentary on al-Tahdhīb,Q54496,,
Hādhā Kitāb Munyat al-labīb fī sharḥ al-Tahdhīb /,هذا كتاب منية اللبيب في شرح التهذيب /,Munyat al-labīb fī sharḥ al-Tahdhīb,منية اللبيب في شرح التهذيب,Commentary on al-Tahdhīb,Q54496,,
Munyat al-labīb fī sharḥ al-Tahdlīb,,,,Texts on Islamic law,Q12197,,
al-Muʻtabar fī sharḥ al-Mukhtaṣar,,,,Texts on Islamic law,Q12197,,
al-Naql al-mastūr fī jawāz qabḍ al-maʻlūm maʻa ʻadam al-ḥuḍūr,,,,Texts on Islamic law,Q12197,,
Sharḥ Nibrās al-hudá,شرح نبراس الهدى,,,Texts on Islamic law,Q12197,,
Nihāyat al-iḥkām fī maʻrifat al-aḥkām,,,,Texts on Islamic law,Q12197,,
Nihāyat al-wuṣūl ilá ʻilm al-uṣūl,نهاية الوصول الى علم الاصول,,,Texts on Islamic law,Q12197,,
al-Qalāʼid al-sanīyah ʻalá al-Qawāʻid al-Shahīdīyah,القلائد السنية على القواعد الشهيدية,,,Texts on Islamic law,Q12197,,
Iʻlām al-muwaqqiʻīn ʻan rabb al-ʻālamīn,,,,Texts on Islamic law,Q12197,,
al-Badr al-ṭāliʻ fī sharḥ Jamʻ al-jawāmiʻ,,,,Texts on Islamic law,Q12197,,
al-Durar al-lawāmiʻ fī taḥrīr Jamʻ al-jawāmiʻ,,,,Texts on Islamic law,Q12197,,
ḥāshiyah ʻalá sharḥ Jamʻ al-jawāmiʻ,,,,,,Ḥāshiyah ʻalá sharḥ Jamʻ al-jawāmiʻ,Q11687
ḥāshiyah ʻalá al-Badr al-ṭāliʻ,,,,Texts on Islamic law,Q12197,,
Ḥāshiyah ʻalá sharḥ al-Maḥallī,,,,Texts on Islamic law,Q12197,,
Ghāyat al-wuṣūl ilá sharḥ Lubb al-uṣūl,,,,Texts on Islamic law,Q12197,,
Sarḥ al-lubb fī sharḥ al-Lubb,,,,Texts on Islamic law,Q12197,,
al-Taḥrīr fī uṣūl al-fiqh,,,,Text on jurisprudence,Q64062,,
al-Kawkab al-munīr sharḥ Mukhtaṣar al-Taḥrīr,,,,Texts on Islamic law,Q12197,,
al-Wajīz fī al-uṣūl,,,,,,Wajīz fī al-uṣūl,Q12204
Sharḥ al-Wajīz,,,,Texts on Islamic law,Q12197,,
Sharḥ Majāmiʻ al-ḥaqāʼiq,,,,Texts on Islamic law,Q12197,,
Sharḥ al-dāʼirah al-jāmiʻah li-durar qawāʻid al-uṣūl,,,,Texts on Islamic law,Q12197,,
Mukhtaṣar fī al-uṣūl,مختصر في الاصول,Maʻārij al-uṣūl,معارج الاصول,Texts on Islamic law,Q12197,,
Munyat al-labīb fī sharḥ al-Tahdhīb,منية اللبيب في شرح التهذيب,,,Texts on Islamic law,Q12197,,
Kitāb al-Jawhar al-manẓūm fī ashraf al-ʻulūm /,,Jawhar al-manẓūm fī ashraf al-ʻulūm,,Texts on Islamic law,Q12197,,
Jawharat al-uṣūl wa-tadhkirat al-fuḥūl,,,,Texts on Islamic law,Q12197,,
Kashf al-ghiṭāʼ ʻan khafīyāt mubhamāt al-sharīʻah al-gharrāʼ,,,,Texts on Islamic law,Q12197,,
Kashf al-ghiṭāʼ /,كشف الغطاء /,,,Texts on Islamic law,Q12197,,
Kitāb al-Ghaṣb,كتاب الغصب,Ghaṣb,غصب,Texts on Islamic law,Q12197,,
Kitāb al-Wuḍūḥ,,,,Texts on Islamic law,Q12197,,
Kitāb Man lā yaḥḍuruhu al-faqīh,,,,Texts on Islamic law,Q12197,,
Maʻālim al-dīn wa-malādhdh al-mujtahidīn,معالم الدين وملاذ المجتهدين,,,Maʻālim al-dīn wa-malādhdh al-mujtahidīn,Q51943,,
Khādim al-Rāfiʻī wa-al-Rawḍah,,,,Texts on Islamic law,Q12197,,
Asná al-maṭālib sharḥ Rawḍ al-ṭālib,,,,Texts on Islamic law,Q12197,,
Ḥāshiyah ʻalá al-Rawḍ,,,,Texts on Islamic law,Q12197,,
ḥawāshī sharḥ al-Rawḍ,,,,Texts on Islamic law,Q12197,,
Kifāyat al-akhyār fī ḥall Ghāyat al-ikhtiṣār,,,,Texts on Islamic law,Q12197,,
ḥāshiyah ʻalá sharḥ Ibn Qāsim,,,,Texts on Islamic law,Q12197,,
Minhāj al-ṭālibīn,,,,Texts on Islamic law,Q12197,,
Daqāʼiq al-Minhāj,,,,Texts on Islamic law,Q12197,,
Taʻlīq ʻalá mawāḍiʻ min kitāb al-Minhāj,,,,Texts on Islamic law,Q12197,,
Kafī al-muḥtaj ilá sharh al-Minhāj,,,,Texts on Islamic law,Q12197,,
Takmilat Kāfī al-muḥtāj,,,,Texts on Islamic law,Q12197,,
Qūt al-muḥtāj ilá al-Minhāj,,,,Texts on Islamic law,Q12197,,
ʻUjālat al-muḥtāj ilá tawjīh al-Minhāj,,,,ʻUjālat al-muḥtāj ilá tawjīh al-Minhāj,Q11732,,
al-Najm al-wahhāj,,,,Texts on Islamic law,Q12197,,
al-Furuʻ al-nāfiʻah ʻalá al-Minhāj,,,,Texts on Islamic law,Q12197,,
Bidāyat al-muḥtāj fī sharḥ al-Minhāj,,,,Texts on Islamic law,Q12197,,
Tuḥfat al-muḥtāj bi-sharḥ al-Minhāj,,,,Tuḥfat al-muḥtāj bi-sharḥ al-Minhāj,Q103560,,
Nihāyat al-muḥtāj ilá sharḥ al-Minhāj,,,,Texts on Islamic law,Q12197,,
Ḥāshiyah ʻalá sharḥ al-Manhaj,,,,Texts on Islamic law,Q12197,,
Yanābiʻ al-aḥkām fī maʻrifat al-ḥalāl wa-al-ḥarām,,,,Texts on Islamic law,Q12197,,
Sharḥ Jāmiʻ al-mukhtaṣarāt wa-mukhtaṣar al-jawāmiʻ,,,,Texts on Islamic law,Q12197,,
al-Majmūʻ al-mudhahhab fī qawāʻid al-madhhab,,,,Texts on Islamic law,Q12197,,
Bayān al-ikhtiṣāṣ bi-mā yamnaʻu al-iqtiṣāṣ,,,,Texts on Islamic law,Q12197,,
Ṭirāz al-maḥāfil fī alghāz al-masāʼil,,,,Texts on Islamic law,Q12197,,
ḥāshiyah ʻalá al-Anwār li-aʻmāl al-abrār,,,,Texts on Islamic law,Q12197,,
Hashiyah ʻalá al-Anwar li-aʻmal al-abrar,,,,Texts on Islamic law,Q12197,,
al-Qawāʻid fī al-furūʻ al-Shāfiʻīyah,,,,Texts on Islamic law,Q12197,,
Manẓūmah fī al-maʻfuwāt,,,,Texts on Islamic law,Q12197,,
Sharḥ al-Iqtiṣād fī kifāyat al-ʻuqqād,,,,Texts on Islamic law,Q12197,,
al-Wāḍiḥ al-mashhūd fī aḥkām al-ḥudūd,,,,Texts on Islamic law,Q12197,,
ʻUmdat al-rābiḥ fī maʻrifat al-ṭarīq al-wāḍiḥ,,,,Texts on Islamic law,Q12197,,
Tuḥfat al-mubtaghī li-maʻānī ʻʻyanbaghīʼʼ,,,,Texts on Islamic law,Q12197,,
Mawāhib al-ṣamad fī ḥall alfāẓ Ṣafwat al-Zubad,,,,Texts on Islamic law,Q12197,,
Ajwibah ʻan asʼilah,,,,Texts on Islamic law,Q12197,,
Tuḥfat al-ṭullāb bi-sharḥ Taḥrīr Tanqīḥ al-Lubāb,,,,Texts on Islamic law,Q12197,,
ḥāshiyah ʻalá sharḥ al-Taḥrīr,,,,Texts on Islamic law,Q12197,,
al-ʻUbāb al-muḥīṭ bi-muʻẓam nuṣūṣ al-Shāfiʻī wa-al-aṣḥāb,,,,Texts on Islamic law,Q12197,,
Taqrīb al-fawāʼid wa-tasʹhīl al-maqāṣid,,,,Texts on Islamic law,Q12197,,
ʻUnwān al-maʻlūm wa-manṭūq al-mafhūm,,,,Texts on Islamic law,Q12197,,
Simṭ al-farāʼid wa-ghurar al-fawāʼid,,,,Texts on Islamic law,Q12197,,
Kitāb fī al-fiqh al-Shāfiʻī,,,,Text on jurisprudence,Q64062,,
Sharḥ ʻalá Kitāb fī al-fiqh al-Shāfiʻī,,,,Text on jurisprudence,Q64062,,
Juzʻ fīhi ittiḥād al-siqāyah wa-al-maṭāhir fī raḥbat al-masājid,,,,Texts on Islamic law,Q12197,,
Īḍāḥ al-dalāʼil fī al-farq bayna al-masāʼil,,,,Texts on Islamic law,Q12197,,
al-Shāfī fī sharḥ al-Muqniʻ,,,,Texts on Islamic law,Q12197,,
al-Muṭliʻ fī ḥall alfāẓ al-Muqniʻ,,,,Texts on Islamic law,Q12197,,
al-Tanqīh al-mushbiʻ fī taḥrīr aḥkam al-Muqniʻ,,,,Texts on Islamic law,Q12197,,
Zād al-mustaqniʻ fī ikhtiṣar al-Muqniʻ,,,,Texts on Islamic law,Q12197,,
ḥāshiyah ʻalá al-Rawḍ al-murbiʻ li-sharḥ Zād al-mustaqniʻ,,,,Texts on Islamic law,Q12197,,
al-Kāfī fī al-furūʻ,,,,Texts on Islamic law,Q12197,,
al-ʻUddah sharḥ al-ʻUmdah,,,,Texts on Islamic law,Q12197,,
al-Ādāb al-sharʻīyah,,,,Texts on Islamic law,Q12197,,
Fatḥ al-wahhāb sharḥ al-Ādāb,,,,Texts on Islamic law,Q12197,,
al-Mudhahhab fī taṣḥīḥ al-madhhab,,,,Texts on Islamic law,Q12197,,
Tuḥfat al-mawdūd fī aḥkām al-mawlūd,,,,Texts on Islamic law,Q12197,,
al-Furūʻ fī al-fiqh,,,,Text on jurisprudence,Q64062,,
al-Minaḥ al-shāfiyah sharḥ al-Mufradāt al-wāfiyah,,,,Texts on Islamic law,Q12197,,
al-Iqnāʻ fī furūʻ madhhab al-Imām Aḥmad,,,,Texts on Islamic law,Q12197,,
Kashshāf al-qināʻ ʻan al-Iqnāʻ,,,,Texts on Islamic law,Q12197,,
Kashf al-qināʻ ʻan al-Iqnāʻ,,,,Texts on Islamic law,Q12197,,
Muntahá al-irādāt fī jamʻ al-Muqniʻ maʻa al-Tanqīḥ wa-ziyādāt,,,,,,Muntahá al-irādāt fī jamʻ al-Muqniʻ maʻa al-Tanqīḥ wa-ziyādāt,Q3682
Sharḥ Muntahá al-irādāt,,,,Texts on Islamic law,Q12197,,
Irshād ūlī al-nuhá li-daqāʼiq al-Muntahá,,,,Texts on Islamic law,Q12197,,
Īḍāḥ Fakhr al-Muḥaqqiqīn; : sharḥ bar qawāʻid ʻAllāmah Ḥillī,ايضاح فخر المحققين,Īḍāḥ al-fawāʼid fī sharḥ ishkālāt al-Qawāʻid,ايضاح الفوائد في شرح اشكالات القواعد,Texts on Islamic law,Q12197,,
Hādhihi risālah tusammá al-ʻIqd al-mufrad fī ḥukm al-amrad /,,ʻIqd al-mufrad fī ḥukm al-amrad,,Texts on Islamic law,Q12197,,
Hādhā Kitāb Irshād al-adhhān,هذا كتاب ارشاد الاذهان,Irshād al-adhhān ilá aḥkām al-īmān,ارشاد الاذهان الى احكام الايمان,Texts on Islamic law,Q12197,,
Irshād al-adhhān ilá aḥkām al-īmān,ارشاد الاذهان الى احكام الايمان,Irshād al-adhhān ilá aḥkām al-īmān,ارشاد الاذهان الى احكام الايمان,Irshād al-adhhān ilá aḥkām al-īmān,Q103563,,
Irshād al-adhhān ilá aḥkām al-īmān,,,,Irshād al-adhhān ilá aḥkām al-īmān,Q103563,,
Sharḥ ʻalá Irshād al-ʻAllāmah,شرح على ارشاد العلامة,,,Texts on Islamic law,Q12197,,
Irshād al-mutaʻallim wa-tanbīh al-muʻallim li-farāʼiḍ al-Shaykh al-Imām Khalīl,,,,Irshād al-mutaʻallim wa-tanbīh al-muʻallim li-farāʼiḍ al-Shaykh al-Imām Khalīl,Q103565,,
Hādhā Kitāb al-Ishārāt /,هذا كتاب الاشارات /,Ishārāt al-uṣūl,اشارات الاصول,Texts on Islamic law,Q12197,,
Kitāb Iṣlāḥ /,كتاب اصلاح /,,,Texts on Islamic law,Q12197,,
Iṣlāḥ al-ʻamal /,اصلاح العمل /,,,Texts on Islamic law,Q12197,,
al-Mujallad al-rābiʻ min Sharḥ Qawāʻid al-aḥkām,المجلد الرابع من شرح قواعد الاحكام,Jāmiʻ al-maqāṣid fī sharḥ al-Qawāʻid,جامع المقاصد في شرح القواعد,Jāmiʻ al-maqāṣid fī sharḥ al-Qawāʻid,Q103566,,
al-Mujallad al-thālith min Sharḥ Qawāʻid al-aḥkām,المجلد الثالث من شرح قواعد الاحكام,Jāmiʻ al-maqāṣid fī sharḥ al-Qawāʻid,جامع المقاصد في شرح القواعد,Jāmiʻ al-maqāṣid fī sharḥ al-Qawāʻid,Q103566,,
Jāmiʻ al-maqāṣid; min al-sukná ilá ākhir al-waṣīyah,جامع المقاصد,,,Texts on Islamic law,Q12197,,
Sharḥ Qawāʻid al-aḥkām,شرح قواعد الاحكام,Jāmiʻ al-maqāṣid fī sharḥ al-Qawāʻid,جامع المقاصد في شرح القواعد,Jāmiʻ al-maqāṣid fī sharḥ al-Qawāʻid,Q103566,,
Jāmiʻ al-maqāṣid [fī sharḥ al-Qawāʻid,,,,Texts on Islamic law,Q12197,,
al-Jāmiʻ li-aḥkām al-sharāʼiʻ,الجامع لاحكام الشرائع,,,al-Jāmiʻ li-aḥkām al-sharāʼiʻ,Q103567,,
al-Jāmiʻ li-aḥkām al-sharāʼiʻ,,,,al-Jāmiʻ li-aḥkām al-sharāʼiʻ,Q103567,,
Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām /,جواهر الكلام في شرح شرائع الاسلام /,Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām,جواهر الكلام في شرح شرائع الاسلام,Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām,Q103568,,
Kitāb ṣalāh min al-Jawāhir,كتاب صلوة من الجواهر,Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām,جواهر الكلام في شرح شرائع الاسلام,Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām,Q103568,,
Jawāhir al-kalām fī aḥkām al-amwāt wa-al-tayammum wa-al-najāsāt,جواهر الكلام في احكام الاموات والتيمم والنجاسات,Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām,جواهر الكلام في شرح شرائع الاسلام,Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām,Q103568,,
Section from Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām,,Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām,جواهر الكلام في شرح شرائع الاسلام,Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām,Q103568,,
Kitāb ṣalāt al-Jawāhir,كتاب صلوة الجواهر,Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām,جواهر الكلام في شرح شرائع الاسلام,Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām,Q103568,,
Jawāhir al-kalām min al-Ḥajj ilá ākhir Amr bi-maʻrūf,جواهر الكلام من الحج الى آخر امر بمعروف,Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām,جواهر الكلام في شرح شرائع الاسلام,Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām,Q103568,,
al-Ḍamān ilá ākhir al-Waṣīyah min al-Jawāhir,الضمان الى آخر الوصية من الجواهر,Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām,جواهر الكلام في شرح شرائع الاسلام,Jawāhir al-kalām fī sharḥ Sharāʼiʻ al-Islām,Q103568,,
Jawāhir al-ʻuqūl fī sharḥ Farāʼid al-uṣūl,جواهر العقول في شرح فرائد الاصول,,,Texts on Islamic law,Q12197,,
Jawāmiʼ al-shattāt,,,,Texts on Islamic law,Q12197,,
North African texts on law and doctrine,,,,Text on Islamic doctrine,Q55095,,
New series of Islamic manuscripts,,,,Islamic texts,Q27729,,
Manẓūmah fī al-khilāfiyāt,منظومة في الخلافيات,,,Texts on Islamic law,Q12197,,
Treatise on ritual purity,,,,Text on ritual purity,Q103569,,
Qaṭf al-anwār min Rawḍat al-azhār /,قطف الانوار من روضة الازهار /,,,Texts on Islamic law,Q12197,,
Taʻlīqah ʻalá al-Maʻālim fī uṣūl al-fiqh lil-Shaykh Ḥasan ibn al-Shahīd al-Thānī /,تعليقة على المعالم في اصول الفقه للشيخ حسن بن الشهيد الثاني /,Taʻlīqah ʻalá Maʻālim al-dīn wa-malādhdh al-mujtahidīn fī uṣūl al-dīn,تعليقة على معالم الدين وملاذ المجتهدين في اصول الدين,Text on jurisprudence,Q64062,,
al-Mujalladah al-sābiʻah min Kitāb Tatimmat al-Ibānah min furūʻ al-diyānah /,المجلدة السابعة من كتاب تتمة الابانة من فروع الديانة /,Tatimmat al-Ibānah,تتمة الابانة,Texts on Islamic law,Q12197,,
Fawāʾid al-akbarīyah,فوائد الاكبرية,,,Texts on Islamic law,Q12197,,
Treatise on inheritance,,,,Text on inheritance,Q103570,,
Hādhihi Ḥāshiyat Ḍawʾ al-shumūʻ ʻalá al-Majmūʻ /,هذه حاشية ضوء الشموع على المجموع /,Ḍawʾ al-shumūʻ,ضوء الشموع,Ḍawʾ al-shumūʻ,Q103571,,
Hādhā Kitāb al-Lumʻah al-shamsīyah ʻalá al-Tuḥfah al-qudsīyah li-Ibn al-Hāʼim /,هذا كتاب اللمعة الشمسية على التحفة القدسية لاابن الهائم /,Lumʻah al-shamsīyah ʻalá al-Tuḥfah al-qudsīyah,لمعة الشمسية على التحفة القدسية,Texts on Islamic law,Q12197,,
Mukhtaṣar Khalīl,مختصر خليل,Mukhtaṣar,مختصر,Mukhtaṣar,Q103572,,
Hādhā Sharḥ al-Taḥrīr /,هذا شرح التحرير /,Tuḥfat al-ṭullāb bi-sharḥ matn Taḥrīr tanqīḥ al-Lubāb fī fiqh al-Imām al-Shāfiʻī,تحفة الطلاب بشرح متن تحرير تنقيح اللباب في فقه الامام الشافعي,Text on jurisprudence,Q64062,,
