title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Gregory Matthew-Mark,,,,Gospels,Q6034,,
Il filocolo,,,,Filocolo,Q68141,,
Theological treatises,,,,Theological texts,Q822,,
Dedicatory prayer,,,,Prayer,Q20014,,
De viris illustribus urbis Romae,,De viris illustribus urbis Romae,,De viris illustribus urbis Romae,Q68142,,
Commentaria in Martialem,,,,Commentary on Martial,Q68143,,
Kanjin-mato hidenshū; soto,勧進的秘傳集,,,Texts on archery,Q68167,,
Nishisanjō-dono gosokujo kyōkunjō,西三条殿御息女教訓状,,,,,,
Hymns and prayers,,,,,,Hymns,Q3715
"Bibliotheca historiarum, libri I-VI",,Bibliotheca historica,,Bibliotheca historica,Q12787,,
Prajñāpāramitā,,Tripiṭaka,,Tripitaka,Q12750,,
Summa de vitiis,,,,,,Summa de vitiis,Q5074
Genealogia deorum gentilium,,,,Genealogy,Q5953,,
Historia scholastica; Genesis to Kings III,,Historia scholastica,,Historia scholastica,Q1372,,
Privileges and confirmations,,,,Privileges;Confirmation,Q4353;Q5990,,
Commentaria in Orationes Gregorii Nazianzeni,,,,Commentary on Gregory of Nazianzus,Q68688,,
"Instruttioni, 1550-1559",,,,,,,
Manifestatio secretorum decreti ad invenienda theumata et faciendum commendationes et aponendum sermones,,,,Rhetoric text,Q54646,,
Recognizances. Co. Kent. Temp. Elizabeth,,,,Recognizance,Q20411,,
"Lives of Saints Nicholas, Vitalis, Agatha, and Agnes",,,,Life of Saint Nicholas;Life of Saint Vitalis;Life of Saint Agatha;Life of Saint Agnes,Q68144;Q68145;Q68146;Q68147,,
Deeds of sale and other documents,,,,Deed of sale,Q12738,,
Kammavācā,,,,Kammavācā,Q68689,,
De vita et moribus philosophorum,,,,,,De vita et moribus philosophorum,Q39336
Book of Tobit and Book of Judith fragment,,Bible,,Book of Tobit;Book of Judith;Bible,Q19991;Q20493;Q661,,
Rawdat al-safa,,Rawz̤at al-ṣafāʼ,,Rawz̤at al-ṣafāʼ,Q48522,,
Scott Brown New Testament,,,,New Testament;Scott Brown New Testament,Q655;Q68148,,
Inuoumonoki; zen,犬追物記,,,Texts on archery,Q68167,,
Les diverses lecons de Pierre Messie Gentil-homme de Sevile,,Silva de varia leccion,,Silva de varia lección,Q68149,,
Leaf from Nicolaus Gospels,,,,Gospels;Nicolaus Gospels,Q6034;Q68123,,
Donacion,,,,Donation,Q8307,,
Offerings to be given to various deities,,,,,,,
"Trionfi, Sonetti e canzoni",,,,Triumphs,Q19996,,
Carta de censo perpetuo,,,,Carta de censo perpetuo,Q68690,,
De moribus ad Nicomachum,,,,Nicomachean Ethics,Q369,,
Noted processional for the Santorale and Commune sanctorum,,,,Processional,Q1336,,
Philosophical treatises,,,,Philosophical texts,Q20482,,
Praefatio in Cicerone novo ad Nicolaum,,,,Life of Cicero,Q68691,,
Sermones Domicales,,,,Sermons,Q1400,,
Small Toba Batak pustaha containing protective magic,,,,Pustaha,Q67348,,
Sir Edwin Pears Gospels,,Bible,,Bible;Gospels;Sir Edwin Pears Gospels,Q661;Q6034;Q68150,,
Carta executoria,,,,,,Carta ejecutoria,Q3718
Lectiones nove de sanctis,,,,Hadiography|Sermons,Q6022|Q1400,,
Histoire de la Bible,,,,Bible history,Q1405,,
Gospel lectionary fragment,,Bible,,Lectionary,Q663,,
Tractatus unicus ... in quaestione prima Sancti Thomae,,,,Commentary on Aquinas,Q68692,,
Gū-Nichi dōzan zuki; kan,隅日銅山圖記,,,Text on mining,Q68693,,
Religious treatises,,,,Religious texts,Q1465,,
Argos Lectionary,,Bible,,Lectionary;Argos Lectionary,Q663;Q68151,,
The Symeon Stylites Lectionary,,Bible,,Lectionary;Symeon Stylites Lectionary,Q663;Q68152,,
Reply to accusations made by Puritan ministers,,,,,,,
Mitate hyakkachō; zoku-hen,見立百化鳥,,,Mitate hyakkachō zoku-hen,Q68694,,
Book of hours (use of Châlons-sur-Marne),,,,Book of hours,Q795,,
Carta de vendida,,,,Carta de vendida,Q68695,,
Alchemical formulas and recipes,,,,Alchemical texts,Q3132,,
Spurious works,,,,Morality texts,Q39260,,
"Receptarium de medicinis communiter usitatis per medicos, tam phisicos quam cirurgicos, que communiter reperiuntur penes aromatarios; preparatae, et hoc secundum Mesue, Nicolam, Galienum, Rasim, Avicennam, et aliorum auctorum dicta",,,,Medicinal recipes,Q17546,,
Les Narbonnais; chanson de geste,,,,Les Narbonnais,Q68696,,
"Homily on Matthew, chapter 53",,,,Homilies,Q1246,,
Niederöstereichisches Grundbuch,,,,Land register,Q68697,,
Tabula super Bibliam,,,,Tabula super Bibliam,Q68698,,
Breviario de amor,,Breviari d'amor,,Breviari d'Amor,Q68153,,
"Acta professorum Academiae Vitebergensis à 29 Decemb. Anni 1567, usq(ue) ad 7th janua: Anni 1568 ... Conradi Schlusselburgij Schauuenburgensis, bona fide à me, ut omnia dicta & facta sunt, conscripta",,,,Acta professorum Academiae Vitebergensis,Q68699,,
Safe conduct pass,,,,,,,
Batak divination book with calendar to determine auspicious days,,,,Pustaha,Q67348,,
Barnabas Gospels,,Bible,,Bible;Gospels;Barnabas Gospels,Q661;Q6034;Q68154,,
Khamsah-ʼi Niẓāmī-i Ganjahʹī,خمسۀ نظامى گنجهاى,Khamsah,خمسه,Khamsa,Q18558,,
Giudizio d'una tragedia di Canace & Macareo,,,,,,,
Carta de venta,,,,Carta de venta,Q68700,,
Troisieme registre des contracts d'acquets faits dans l'etendue du fief et seigneurie de l'Epiniere,,,,Contracts,Q5056,,
Tibetan prayer manuscript,,,,Prayer,Q20014,,
Haskell Gospels,,Bible,,Bible;Gospels;Haskell Gospels,Q661;Q6034;Q68155,,
Harold Lamb manuscript of Mark,,Bible,,Bible;Gospel of Mark,Q661;Q1347,,
Garabed Gospels,,Bible,,Bible;Gospels;Garabed Gospels,Q661;Q6034;Q68156,,
Ogasawara-den saiku kata kikigaki,小笠原傳細工方聞書,,,,,,
Alphabetum iuris canonici,,,,Alphabet;Canon law text,Q39603;Q1415,,
Sangoku tsūran yochi rotei zenzu; tomo go-shi tsuketari ryakusetsu,三國通覧輿地路程全圖,Sangoku tsūran zusetsu,三國通覽圖説,Sangoku Tsūran Zusetsu,Q68157,,
"Rubricae de accusationibus, etc.",,,,Commentary on Decretals of Gregory IX,Q42436,,
Historia troiana,,,,History of Troy,Q68701,,
"Rubricae, libelli, etc.",,,,Legal texts,Q6030,,
Jeu des echecs moralisé,,De ludo scachorum,,De ludo scachorum,Q68158,,
Declarationes supplectiones ac remissiones,,,,Historical texts,Q7021,,
Enchiridion locorum communium adversus Luteranos,,,,Counter-Reformation texts,Q39563,,
Document concerning bread and grain tax,,,,Document,Q8301,,
Pro tabula expositionis symboli,,,,Text on the Apostles' Creed,Q68702,,
Ensei meii Hyuherando Satsubyō kikan; jō chū ge,遠西名醫扶歇蘭度 察病龜鑑,Enchiridion medicum,,Medical text,Q20372,,
Summa collationum ad omne genus hominum,,,,Text on education,Q68703,,
Circle Gospels,,Bible,,Bible;Gospels;Circle Gospels,Q661;Q6034;Q68159,,
Town council minutes,,,,Minutes,Q8037,,
Batak divination book,,,,Pustaha,Q67348,,
Homilie liber et alia opuscula,,,,Homilies,Q1246,,
Collection of manuscript leaves with musical notation,,,,Music,Q20017,,
Praxapostolos fragment,,Bible,,Bible;Praxapostolos,Q661;Q54353,,
"Diplomatic instructions issued by Eugenius IV, Sixtus IV and Clemnet VII, 1442-1528",,,,Diplomatic text,Q48527,,
Rockefeller-McCormick New Testament,,Bible,,Bible;New Testament;Rockefeller-McCormick New Testament,Q661;Q655;Q68160,,
Rongo oku,論語臆,,,Analects,Q68161,,
Collection of legal and hagiographical works,,,,Legal texts;Hagiography,Q6030;Q6022,,
The fall of princes,,,,,,Fall of Princes,Q39388
"Syriac manuscript sermon on the subject ""The new Covenant, or, second birth""",,,,Sermons,Q1400,,
Hyacinthus Gospels,,Bible,,Bible;Gospels;Hyacinthus Gospels,Q661;Q6034;Q68162,,
Summula de sacramentis,,,,Theological texts,Q822,,
Petition of inhabitants to Sir Nathaniel Bacon,,,,Petition,Q8048,,
Commentary on De oratore,,,,Commentary on Cicero,Q39254,,
Sermones discipuli de tempore,,,,Sermones Discipuli de tempore,Q68163,,
Account book].,,,,,,Account book,Q1387
Miscellaneous documents,,,,Documents,Q5023,,
Opera,,Works,,Opera,Q19943,,
"Manuscript notes of medical prescriptions and notes from Galen, 1589",,,,Medical text,Q20372,,
Vita Federici Aenobarbi imperatoris,,,,Biography of Frederick Barbarossa,Q68704,,
Bibliotheca historica,,Bibliotheca historica,,Bibliotheca historica,Q12787,,
Small pustaha fragment,,,,Pustaha,Q67348,,
Orationes in Laurentium Vallam,,,,Orationes in Laurentium Vallam,Q68705,,
Phra Malay,,,,Phra Malai,Q68706,,
Chrysanthus Gospels,,Bible,,Bible;Gospels;Chrysanthus Gospels,Q661;Q6034;Q68164,,
Collectanea in epistolas Pauli,,Collectanea in omnes D. Pauli apostoli Epistolas,,Pauline Epistles,Q38384,,
Trebizond Lectionary,,Bible,,Lectionary;Trebizond Lectionary,Q663;Q68165,,
Ananias fragment,,Bible,,Bible,Q661,,
Legenda aurea sanctorum,,,,Golden Legend,Q7220,,
Hymnal,,,,,,Hymnal,Q666
Sālihōtra (faras' nāmah),,,,Text on horses,Q68707,,
Ethiopic Antiphonary,,,,Antiphonary,Q654,,
Book of hours; use of Rouen,,,,,,Book of hours,Q795
Sale documents for Inquisition confiscations,,,,Inquisition texts,Q55179,,
Relazioni di ambasciatori veneti,,,,Reports,Q7548,,
Conclave quo Julius Papa Tertius creatus fuit,,,,Papal conclave text,Q39733,,
Martirologium,,,,Martyrologies,Q1474,,
Tetragram Gospels,,Bible,,Bible;Gospels;Tetragram Gospels,Q661;Q6034;Q68166,,
Breife declaracion concerning the use of the lawe,,,,Legal text,Q8041,,
Teheran Gospel fragments,,,,Gospels,Q6034,,
"Prayer book of Erasmus von Wolfstein, canon of Bamberg",,,,Prayer book,Q1486,,
Historia quatuor regum Anglie heroico carmine conclusa,,,,History of the Kings of England,Q68708,,
Inuoumono-related manuscripts,犬追物関連書物,,,Texts on archery,Q68167,,
John Adam service book,,Trephologion,,Service book;Trephologion;John Adam Service Book,Q40008;Q68168;Q68169,,
Osterreichische Chronik von den 95 Herrschaften,,,,History of Austria,Q68709,,
Historia ecclesiastica,,Ecclesiastical history,,Historia ecclesiastica,Q864,,
Profectus religiosi,,,,Moral commentaries,Q68710,,
Summa rudium,,,,Pastoral text,Q39947,,
Pentateuch,,Bible,,Bible;Pentateuch,Q661;Q10847,,
The Gamma Gospels,,Bible,,Bible;Gospels;Gamma Gospels,Q661;Q6034;Q68170,,
Selected passages from the Old and New Testaments,,Bible,,Bible;Old Testament;New Testament,Q661;Q664;Q655,,
Red gospels of Ganjasar,,Bible,,Bible;Gospels;Red Gospels of Ganjasar,Q661;Q6034;Q68171,,
Sermones de tempore,,,,,,Sermones de tempore,Q39773
La divina commedia,,,,Divine Comedy,Q17595,,
Collection of speeches and texts relating to ecclesiastical politics,,,,Ecclesiastical text,Q8055,,
Bible leaf in Latin.,,Bible,,Bible,Q661,,
D'Hendecourt Scroll,,Bible,,Bible;D'Hendecourt Scroll,Q661;Q68172,,
Humanist anthology,,,,Humanist texts,Q39649,,
Gospel lectionary of St. Menas the Wonder-worker,,Bible,,Lectionary,Q663,,
Memoria de la casa que tenia el Rey don Pedro el IIII; al tiempo qu se rompio la guerra entre el y el Rey don Pedro de Castillo ano MCCCCLVI [sic,,,,,,,
Carta de compra de las casas,,,,Carta de compra de las casas,Q68711,,
Legal documents,,,,,,Legal document,Q3666
Confirmation of jurisdiction,,,,Confirmation,Q5990,,
Versum et hymnorum libri tres,,,,Poetry,Q1330,,
Compendium regularum libri priorum,,,,"Commentary on Aristotle, Prior Analytics",Q1425,,
Vulgate Bible from Spain,,Bible,,Bible,Q661,,
Nicolaus Gospels,,Bible,,Bible;Gospels;Nicolaus Gospels,Q661;Q6034;Q68123,,
"Prayer book, with calendar",,,,Prayer book,Q1486,,
Tamil palm leaf books,,,,Palm leaf manuscript,Q48551,,
Bishop Stevens manuscript,,,,Ecclesiastical text,Q8055,,
The Silver Gospels,,Bible,,Bible;Gospels;Silver Gospels,Q661;Q6034;Q68173,,
Edward Goodman Gospels,,Bible,,Bible;Gospels;Edward Goodman Gospels,Q661;Q6034;Q68174,,
Manipulus curatorium,,,,Pastoral text,Q39947,,
Carta de censo e tributo,,,,Carta de censo e tributo,Q68712,,
"Medieval Breviary, Common Offices",,,,Breviary,Q657,,
Devotional book,,,,,,Devotional book,Q3720
De regimine principum,,De regimine principum,,De regimine principum,Q39992,,
Confirmacion,,,,Confirmation,Q5990,,
Novellae constitutiones,,,,Ordinances,Q12786,,
Hotoke no zu,佛の圖,,,Illustrations,Q3678,,
Bible. OT. Ester,,,,Bible;Old Testament;Book of Esther,Q661;Q664;Q39133,,
Summa de casibus et interrogationibus peccatorum,,,,Penitential text,Q39673,,
De ingenuis moribus,,,,De ingenuis moribus,Q68713,,
Successo della guerra fra Sultan Amorat imperatore de turchi et Sach Mehemet Cothuent re di Persia et li Giorgiani Cristiani del 1577 sino tutto l'anno 1582,,,,History of the Turco-Persian War,Q68714,,
Compendium historiae Britannicae ad Henricum VIII,,,,History of Britain,Q68715,,
Leaves from an altar missal,,,,Missal,Q662,,
Diplomatic documents,,,,Diplomatic text,Q48527,,
Exoteicho Gospels,,Bible,,Bible;Gospels;Exoteicho Gospels,Q661;Q6034;Q68175,,
Thomas Gospels,,Bible,,Bible;Gospels;Thomas Gospels,Q661;Q6034;Q68176,,
Booke of the treasure of nobilitye,,,,,,,
Choir book for the Office and the Mass,,,,Choir book,Q1449,,
Aminta,,,,,,,
Bonpo sutra,,,,Sutra,Q39398,,
Mahabharata and Ramayana,,Mahābhārata,,Mahabharata;Ramayana,Q27688;Q27562,,
Elizabeth Day McCormick Apocalypse,,Bible,,Bible;Book of Revelation;Elizabeth Day McCormick Apocalypse,Q661;Q1484;Q68177,,
Carta de Testamento,,,,Carta de Testamento,Q68716,,
Teseida,,,,Teseida,Q7229,,
"Commentary on Ethicae doctrinae elementa, Book I",,,,Commentary on Ethicae doctrinae elementa,Q68717,,
Naghzak,,,,Arabic grammatical text,Q27591,,
Scientific and theological treatises,,,,Scientific texts;Theological texts,Q7521;Q822,,
De legendis gentilium libris,,Address to young men,,Address to Young Men,Q39659,,
De mirac[u]lis S[an]c[ta]e Mari[a]e Virg[inis; Prognosticon futuri seculi. Amphilochei Episcopi Ichonii. In vita et miraculis beati Iohannis elemosinarii. De xv signis xv dierum precedentium diem iudicii. De penetentia Regis Solomonis. [Exposition on the Mass and its meaning]. Hec sunt presepta legis. Expositio brevis Remigii autissioderensis episcopi de ordine misse,,,,Miracles of the Virgin,Q39615,,
Regulae grammaticae et rhetoricae,,,,Grammatical text;Rhetoric text,Q6010;Q54646,,
Commentarius in libros analyticorum posteriorum Aristotelis,,,,Commentary on Aristotle,Q3120,,
Poetria nova,,,,Poetria nova,Q68178,,
Vulgate double leaf,,Bible,,Bible,Q661,,
Vājasaneyī Saṃhitā of the White Yajurveda,,Vedas,,Vedas,Q27715,,
Book of hours; use of Nevers,,Book of hours (Usum Nivernenses),,Book of hours,Q795,,
Sermones de adventu Domini,,,,Sermons,Q1400,,
Hebrew tracts on domestic and ceremonial matters,,,,Hebrew texts,Q44123,,
Vaticinia de summis pontificibus,,Vaticinia de summis pontificibus,,Prophecies,Q68179,,
Puspāṇjali,,,,,,,
Prayers to Mary,,,,Prayers,Q798,,
Quaestiones super libro Methaurorum,,,,Commentary on Aristotle,Q68718,,
Elegantiae linguae latinae,,,,Elegantiae linguae Latinae,Q68719,,
Rongo nanshō kōgi,論語難章講義,Lun yu,論語,Commentary on Analects,Q68124,,
Lectionary of Constantine the Reader,,,,Lectionary,Q663,,
Janina Gospels,,Bible,,Bible;Gospels;Janina Gospels,Q661;Q6034;Q68180,,
De primo bello Punico,,,,De primo bello Punico,Q19970,,
Opuscula,,Works,,Opuscula,Q5087,,
Batak divination tables for selecting auspicious days,,,,Pustaha,Q67348,,
Vom greulichen Laster des Volsauffens,,,,Text on drinking,Q68720,,
Copiosa descrittione delle case di Cipro,,,,Copiosa descrittione delle case di Cipro,Q68721,,
Praises of our Lady Mary,,,,Prayers,Q798,,
Miscellaneous official papers,,,,,,,
Demetrius Gospels,,Bible,,Bible;Gospels;Demetrius Gospels,Q661;Q6034;Q68181,,
Sumaria relacion del recebimiento que se ha hecho a la Md. del Rey don Phelipe en la ciudad de Caragoca,,,,Travel writings,Q48579,,
Registrum brevium,,,,Register of writs,Q39396,,
Pali palm leaf book,,,,Palm leaf manuscript,Q48551,,
Wigmore Abbey chronicle and Brut chronicle,,,,Chronicle;Brut Chronicle,Q1475;Q39915,,
Batak book with instructions to make amulets,,,,Pustaha,Q67348,,
Dierum solennium Christianae religionis,,,,Commemoration of holidays,Q68722,,
Psalter,,,,,,Psalter,Q660
Gospel fragments,,Bible,,,,Bible,Q661
Elegia di Madonna Fiametta,,,,Elegia di Madonna Fiammetta,Q68723,,
Rhetoricorum libri V,,,,Rhetoric text,Q54646,,
Bikyūhō,備急法,,,,,,
In rubricas soluto matrimonio,,,,Legal commentary,Q20406,,
Torah scroll,,Bible,,Torah,Q42434,,
"Noted Pontifical of Etienne Poncher, bishop of Paris",,,,Ecclesiastical text,Q8055,,
Morali,,,,Moralia,Q20033,,
De contemptu mundi,,,,De contemptu mundi,Q20444,,
Letter patent on lawsuit,,,,Letter patent,Q39548,,
Trionfi,,,,Triumphs,Q19996,,
Vexilla regis prodeunt; Pange lingua gloriosi : Gregorian chant fragment,,,,Music,Q20017,,
Two treatises,,,,Treatise,Q68724,,
Rubricae,,,,,,,
"Latin Bible, scattered leaves",,Bible,,Bible,Q661,,
Brut chronicle to 1374,,Chronicles of England,,Brut Chronicle,Q39915,,
De re aedificatoria,,,,De re aedificatoria,Q68725,,
Meaux Abbey fragments,,,,Fragments,Q5962,,
Shoshoku ōrai; Yoshitsune kaijō ; Benkeijō,諸職往来,,,,,,
Qura'n,,,,Qurʼan,Q3697,,
Vite de' santi Padri,,,,Lives of the Fathers,Q1429,,
Lives of the saints,,,,,,Lives of the Saints,Q1483
"Commentarior in primum librum, C. Cornelii taciti particula prima tenve et exiguum pignus ...",,,,Commentary on Tacitus,Q68726,,
De adventu Christi,,,,De adventu Christi,Q68727,,
Book of hours; use of Rome,,Book of hours (Usus Romanus),,Book of hours,Q795,,
Magna carta ; carta de foresta; and statutes,,,,Magna Carta;Charter of the Forest;Statutes,Q39147;Q68182;Q1320,,
Of the framing of man,,De hominis opificio,,De hominis opificio,Q68183,,
