File,subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
subjects-wellesley.csv,"Manuscripts, Latin (Medieval and modern)--Scotland",0,a--z,,"Manuscripts, Latin (Medieval and modern);Scotland",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1206715,Q10783;Q38497,,,
subjects-wellesley.csv,"Manuscripts, Latin (Medieval and modern)",fast,a,https://id.worldcat.org/fast/1008399,,,,"Manuscripts, Latin (Medieval and modern)",http://id.worldcat.org/fast/1008399,Q10783
subjects-wellesley.csv,Scotland,fast,a,https://id.worldcat.org/fast/1206715,,,,Scotland,http://id.worldcat.org/fast/1206715,Q38497
subjects-wellesley.csv,"Manuscripts, Italian--Massachusetts--Wellesley",0,a--z--z,,"Manuscripts, Italian;Massachusetts--Wellesley",http://id.worldcat.org/fast/1008378;http://id.worldcat.org/fast/1209093,Q269;Q68117,,,
subjects-wellesley.csv,Letters patent,0,a,,Letters patent,http://id.worldcat.org/fast/996795,Q38491,,,
subjects-wellesley.csv,Gold mines and mining,0,a,,Gold mines and mining,http://id.worldcat.org/fast/944469,Q12684,,,
subjects-wellesley.csv,Land grants,0,a,,Land grants,http://id.worldcat.org/fast/991259,Q8170,,,
subjects-wellesley.csv,"Holy Roman Empire--Charters, grants, privileges",0,a--x,,Europe--Holy Roman Empire;Charters,http://id.worldcat.org/fast/1205344;http://id.worldcat.org/fast/852538,Q4317;Q8353,,,
subjects-wellesley.csv,"Manuscripts, Spanish--Massachusetts--Wellesley",0,a--z--z,,"Manuscripts, Spanish;Massachusetts--Wellesley",http://id.worldcat.org/fast/1008500;http://id.worldcat.org/fast/1209093,Q202;Q68117,,,
subjects-wellesley.csv,Spiritual life--Catholic Church--Early works to 1800,0,a--x--v,,,,,Spiritual life--Catholic Church;Early works,http://id.worldcat.org/fast/1130109;http://id.worldcat.org/fast/1411636,Q215;Q300
subjects-wellesley.csv,Theology--Early works to 1800,0,a--v,,,,,Theology;Early works,http://id.worldcat.org/fast/1149559;http://id.worldcat.org/fast/1411636,Q4290;Q300
subjects-wellesley.csv,"Manuscripts, Latin (Medieval and modern)--Massachusetts--Wellesley",0,a--z--z,,"Manuscripts, Latin (Medieval and modern);Massachusetts--Wellesley",http://id.worldcat.org/fast/1008399;http://id.worldcat.org/fast/1209093,Q10783;Q68117,,,
subjects-wellesley.csv,Graduals (Chants)--Texts,0,a--v,,Graduals (Chants);Texts,http://id.worldcat.org/fast/1761754;http://id.worldcat.org/fast/1423705,Q4137;Q3066,,,
subjects-wellesley.csv,Missals--Texts--Early works to 1800,0,a--x--v,,Missals;Texts;Early works,http://id.worldcat.org/fast/1023680;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q4233;Q3066;Q300,,,
