subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Netherlands,ds-subject,,,Netherlands,http://id.worldcat.org/fast/1204034,Q5863,,,
"Primus and Felician, Martyrs",ds-subject,,,,,,,,
"Blaise, Saint, -approximately 316",ds-subject,,,,,,"Blaise, Saint, -approximately 316",http://id.worldcat.org/fast/1808451,Q2968
"Peter Lombard, Bishop of Paris, approximately 1100-1160",ds-subject,,,,,,"Peter Lombard, Bishop of Paris, approximately 1100-1160",http://id.worldcat.org/fast/1841039,Q42382
"Scriptum super IV libros Sententiarum (Thomas, Aquinas, Saint)",ds-subject,,,"Scriptum super IV libros Sententiarum (Thomas, Aquinas, Saint)",http://id.worldcat.org/fast/1363270,Q67878,,,
"Sententiarum libri IV (Peter Lombard, Bishop of Paris)",ds-subject,,,"Sententiarum libri IV (Peter Lombard, Bishop of Paris)",http://id.worldcat.org/fast/1356925,Q4783,,,
Italy--Rome,ds-subject,,,Italy--Rome,http://id.worldcat.org/fast/1204500,Q278,,,
Rome (Empire),ds-subject,,,Rome (Empire),http://id.worldcat.org/fast/1204885,Q3038,,,
"Dialogi (Gregory I, Pope)",ds-subject,,,"Dialogi (Gregory I, Pope)",http://id.worldcat.org/fast/1362212,Q10817,,,
"Works (Gregory I, Pope)",ds-subject,,,"Works (Gregory I, Pope)",http://id.worldcat.org/fast/1796248,Q67879,,,
