row_index,workflow_history,language_as_recorded,language_code,authorized_label,structured_value
14,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.791739600Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.679389300Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.781365200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.567873800Z",Dialect of Metz,,,
134,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Patois messin,,,
135,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-12-05T16:00:39.795736200Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2022-12-05T16:01:54.686389200Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2022-12-05T17:12:42.787363200Z | LANGUAGE RECON, STEP 6: FINALIZED 2022-12-05T17:14:25.575872600Z",Perigourdin,,,
