signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNote,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,link
"Columbia, Missouri, Saint Louis University, VFL MS 001","manuscript containing Bible, single leaves",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1270,1270,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Gothic textualis.,Q397,"Bible, single leaves",Bible,https://catalog.digital-scriptorium.org/entity/Q661,,Q124629903|Q124629904,Q734774,DS10008,56815252,VFL MS 001,https://iiif.archive.org/iiif/3/images_VFLMS001_44/manifest.json,https://catalog.digital-scriptorium.org/entity/Q44126,https://libcat.slu.edu/record=b1977068
"Columbia, Missouri, Saint Louis University, VFL MS 006","manuscript containing Psalter, single leaves",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1260,1260,https://catalog.digital-scriptorium.org/entity/Q122,,,Script: Gothic textualis.,Q397,"Psalter, single leaves",Bible,https://catalog.digital-scriptorium.org/entity/Q661,,Q124629903|Q124629904,Q734774,DS10011,56822639,VFL MS 006,https://iiif.archive.org/iiif/3/images_VFLMS006_44/manifest.json,https://catalog.digital-scriptorium.org/entity/Q44135,https://libcat.slu.edu/record=b1977096
"Columbia, Missouri, Saint Louis University, VFL MS 007","manuscript containing Corpus juris civilis, single leaf",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1280,1290,https://catalog.digital-scriptorium.org/entity/Q3087,,,Script: Gothic textualis rotunda (littera bononiensis).,Q397,"Corpus juris civilis, single leaf",Corpus Juris Civilis,https://catalog.digital-scriptorium.org/entity/Q5057,,Q124629903|Q124629904,Q734774,DS10013,56822746,VFL MS 007,https://iiif.archive.org/iiif/3/images_VFLMS007_44/manifest.json,https://catalog.digital-scriptorium.org/entity/Q44141,https://libcat.slu.edu/record=b1977098
"Columbia, Missouri, Saint Louis University, VFL MS 024","manuscript containing Qur'an, single leaves",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q99|https://catalog.digital-scriptorium.org/entity/Q100,1600,1799,https://catalog.digital-scriptorium.org/entity/Q138,,,"Script: Bahari, written in black ink; interlinear commentary is Nasta'liq, written in red; marginal annotations written in Shikasteh in black. Scripts identified by Robert Hillenbrand.",Q13955|Q9168,"Qur'an, single leaves",Qurʼan,https://catalog.digital-scriptorium.org/entity/Q3697,,Q124629903|Q124629904,Q734774,DS10017,56823506,VFL MS 024,https://iiif.archive.org/iiif/3/images_VFLMS024_44/manifest.json,https://catalog.digital-scriptorium.org/entity/Q44153,https://libcat.slu.edu/record=b1977167
"Columbia, Missouri, Saint Louis University, VFL MS 025",manuscript containing Qur'an single leaf,Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q101,1800,1800,https://catalog.digital-scriptorium.org/entity/Q2822,,,"Script: Ghubar, in black ink. Script identified by Robert Hillenbrand.",Q13955,Qur'an single leaf,Qurʼan,https://catalog.digital-scriptorium.org/entity/Q3697,,Q124629903|Q124629904,Q734774,DS10035,56890975,VFL MS 025,https://iiif.archive.org/iiif/3/images_VFLMS025_44/manifest.json,https://catalog.digital-scriptorium.org/entity/Q44207,https://libcat.slu.edu/record=b1977521
"Columbia, Missouri, Saint Louis University, VFL MS 056","manuscript containing Bible, imperfect",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q95,1225,1250,https://catalog.digital-scriptorium.org/entity/Q133,,,Script: Gothic textualis.,Q397,"Bible, imperfect",Bible,https://catalog.digital-scriptorium.org/entity/Q661,,Q124629906,Q734774,DS10047,905722590,VFL MS 056,https://iiif.archive.org/iiif/3/images_VFLMS056_44/manifest.json,https://catalog.digital-scriptorium.org/entity/Q44243,https://libcat.slu.edu/record=b3411323x
"Columbia, Missouri, Saint Louis University, VFL MS 055","manuscript containing Ferial psalter, single leaves",Q87167,https://catalog.digital-scriptorium.org/entity/Q33,https://catalog.digital-scriptorium.org/entity/Q97,1490,1490,https://catalog.digital-scriptorium.org/entity/Q134,,,Script: Gothic textualis.,Q397,"Ferial psalter, single leaves",Bible,https://catalog.digital-scriptorium.org/entity/Q661,,Q124629903|Q124629904,Q734774,DS10050,881475409,VFL MS 055,https://iiif.archive.org/iiif/3/images_VFLMS055_44/manifest.json,https://catalog.digital-scriptorium.org/entity/Q44252,https://libcat.slu.edu/record=b3420564
"Columbia, Missouri, Saint Louis University, VFL MS 039","manuscript containing Qur'an, single leaf",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q99,1600,1600,https://catalog.digital-scriptorium.org/entity/Q3086,,,Script: Naskhī in black ink with some accents in red; script identified by Robert Hillenbrand.,Q13955,"Qur'an, single leaf",Qurʼan,https://catalog.digital-scriptorium.org/entity/Q3697,,Q124515306,Q734774,DS10053,865582932,VFL MS 039,https://iiif.archive.org/iiif/3/images_VFLMS039_44/manifest.json,https://catalog.digital-scriptorium.org/entity/Q44261,https://libcat.slu.edu/record=b3600223
"Columbia, Missouri, Saint Louis University, VFL MS 040","manuscript containing Biographies of noted Sufis and distinguised men in Islam, single leaf (Pius XII Memorial Library. Manuscript. VFL MS 040)",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q97,1478,1478,https://catalog.digital-scriptorium.org/entity/Q38414,,,"Script: Naskhī tending toward Nasta'liq, in black ink; script identified by Robert Hillenbrand.",Q9168,"Biographies of noted Sufis and distinguised men in Islam, single leaf (Pius XII Memorial Library. Manuscript. VFL MS 040)",Biographies,https://catalog.digital-scriptorium.org/entity/Q39912,,Q124515306,Q734774,DS10054,865583110,VFL MS 040,https://iiif.archive.org/iiif/3/images_VFLMS040_44/manifest.json,https://catalog.digital-scriptorium.org/entity/Q44264,https://libcat.slu.edu/record=b3600224
"Columbia, Missouri, Saint Louis University, VFL MS 041","manuscript containing Qur'an, single leaf",Q87167,https://catalog.digital-scriptorium.org/entity/Q31,https://catalog.digital-scriptorium.org/entity/Q101,1800,1800,https://catalog.digital-scriptorium.org/entity/Q38260,,,Script: Maghribī in black ink with rubrics in red and yellow highlights; script identified by Robert Hillenbrand.,Q13955,"Qur'an, single leaf",Qurʼan,https://catalog.digital-scriptorium.org/entity/Q3697,,Q124515306,Q734774,DS10055,865583353,VFL MS 041,https://iiif.archive.org/iiif/3/images_VFLMS041_44/manifest.json,https://catalog.digital-scriptorium.org/entity/Q44267,https://libcat.slu.edu/record=b3600225
