signature,description,instanceOf,materialDS,centuryDS,earliestDate,latestDate,placeDS,scribeWikidata,artistWikidata,scriptNote,languageWikidata,titleRecord,titleStandard,titleDS,authorWikidata,ownerWikidata,holderWikidata,DSID,institutionalID,shelfmark,iiifURL,record,link
"Columbia, Missouri, Conception Abbey and Seminary, CA 35",manuscript containing Meteorologica,Q87167,,https://catalog.digital-scriptorium.org/entity/Q96,1300,1399,https://catalog.digital-scriptorium.org/entity/Q122,,,,Q397,Meteorologica,Meteorologica,https://catalog.digital-scriptorium.org/entity/Q656,Q868,,Q30257935,DS160,,CA 35,https://iiif.archivelab.org/iiif/images_CA35_15/manifest.json,https://catalog.digital-scriptorium.org/entity/Q682,
"Columbia, Missouri, Conception Abbey and Seminary, CA 34",manuscript containing De vita contemplativa,Q87167,,https://catalog.digital-scriptorium.org/entity/Q97,1400,1499,https://catalog.digital-scriptorium.org/entity/Q134,,,,Q397,De vita contemplativa,De vita contemplativa,https://catalog.digital-scriptorium.org/entity/Q659,Q3189618,,Q30257935,DS178,,CA 34,https://iiif.archivelab.org/iiif/images_CA34_15/manifest.json,https://catalog.digital-scriptorium.org/entity/Q736,
"Columbia, Missouri, Conception Abbey and Seminary, CA 24",manuscript containing Missal,Q87167,,https://catalog.digital-scriptorium.org/entity/Q94|https://catalog.digital-scriptorium.org/entity/Q93,1090,1110,https://catalog.digital-scriptorium.org/entity/Q652,,,,Q397,Missal,Missal,https://catalog.digital-scriptorium.org/entity/Q662,,,Q30257935,DS187,,CA 24,https://iiif.archivelab.org/iiif/images_CA24_15/manifest.json,https://catalog.digital-scriptorium.org/entity/Q763,
"Columbia, Missouri, Conception Abbey and Seminary, CA 10",manuscript containing Monastic life,Q87167,,https://catalog.digital-scriptorium.org/entity/Q96,1300,1399,https://catalog.digital-scriptorium.org/entity/Q131,,,,Q397,Monastic life,,,,,Q30257935,DS188,,CA 10,https://iiif.archivelab.org/iiif/images_CA10_15/manifest.json,https://catalog.digital-scriptorium.org/entity/Q766,
"Columbia, Missouri, Conception Abbey and Seminary, CA 36",manuscript containing Document,Q87167,,https://catalog.digital-scriptorium.org/entity/Q98,1500,1599,https://catalog.digital-scriptorium.org/entity/Q122,,,,Q150,Document,,,,,Q30257935,DS189,,CA 36,https://iiif.archivelab.org/iiif/images_CA36_15/manifest.json,https://catalog.digital-scriptorium.org/entity/Q769,
"Columbia, Missouri, Conception Abbey and Seminary, CA 38",manuscript containing Choir psalter,Q87167,,https://catalog.digital-scriptorium.org/entity/Q99,1600,1699,https://catalog.digital-scriptorium.org/entity/Q129,,,,Q397,Choir psalter,Psalter,https://catalog.digital-scriptorium.org/entity/Q660,,,Q30257935,DS190,,CA 38,https://iiif.archivelab.org/iiif/images_CA38_15/manifest.json,https://catalog.digital-scriptorium.org/entity/Q772,
"Columbia, Missouri, Conception Abbey and Seminary, CA 39",manuscript containing Choir psalter,Q87167,,https://catalog.digital-scriptorium.org/entity/Q100,1700,1799,https://catalog.digital-scriptorium.org/entity/Q129,,,,Q397,Choir psalter,Psalter,https://catalog.digital-scriptorium.org/entity/Q660,,,Q30257935,DS191,,CA 39,https://iiif.archivelab.org/iiif/images_CA39_15/manifest.json,https://catalog.digital-scriptorium.org/entity/Q775,
"Columbia, Missouri, Conception Abbey and Seminary, CA 40",manuscript containing Choir psalter,Q87167,,https://catalog.digital-scriptorium.org/entity/Q99,1600,1699,https://catalog.digital-scriptorium.org/entity/Q129,,,,Q397,Choir psalter,Psalter,https://catalog.digital-scriptorium.org/entity/Q660,,,Q30257935,DS192,,CA 40,https://iiif.archivelab.org/iiif/images_CA40_15/manifest.json,https://catalog.digital-scriptorium.org/entity/Q778,
"Columbia, Missouri, Conception Abbey and Seminary, CA 43",manuscript containing Psalter,Q87167,,https://catalog.digital-scriptorium.org/entity/Q96,1300,1399,https://catalog.digital-scriptorium.org/entity/Q651,,,,Q397,Psalter,Psalter,https://catalog.digital-scriptorium.org/entity/Q660,,,Q30257935,DS195,,CA 43,https://iiif.archivelab.org/iiif/images_CA43_15/manifest.json,https://catalog.digital-scriptorium.org/entity/Q787,
"Columbia, Missouri, Conception Abbey and Seminary, CA 01","manuscript containing Bible, O.T.",Q87167,,https://catalog.digital-scriptorium.org/entity/Q92|https://catalog.digital-scriptorium.org/entity/Q91,890,910,https://catalog.digital-scriptorium.org/entity/Q122,,,,Q397,"Bible, O.T.",Bible|Old Testament,https://catalog.digital-scriptorium.org/entity/Q661|https://catalog.digital-scriptorium.org/entity/Q664,,Q667880,Q30257935,DS157,,CA 01,https://iiif.archivelab.org/iiif/images_CA01_15/manifest.json,https://catalog.digital-scriptorium.org/entity/Q673,
