title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Collection of Arabic texts on logic and dialectic,,,,Arabic texts,Q12258,,
Majmūʻat rasāʼil,,,,,,Qurʼan commentary,Q39258
Baḥr al-jawāhir fī taḥqīq al-muṣṭalaḥāt al-ṭibbīyah min al-ʻArabīyah wa-al-Lāṭīnīyah wa-al-Yūnānīyah /,بحر الجواهر في تحقيق المصطلحات الطبية من العربية واللاطينية واليونانية /,Baḥr al-jawāhir,بحر الجواهر,Baḥr al-jawāhir,Q108612,,
Kifāyat al-qunūʻ fī al-ʻamal bi-al-rubʻ al-maqṭūʻ ... [etc,كفاية القنوع في العمل بالربع المقطوع ... الخ,,,,,,
al-Fawāʼid al-Fanārīyah] ... [etc.,الفوائد الفنارية ... الخ,,,,,Fawāʼid al-Fanārīyah,Q11831
Kitāb Muḥyī al-Dīn ... [etc,كتاب محيي الدين ... الخ,,,,,,
Sharḥ al-Risālah al-Shamsīyah] ... [etc.,شرح الرسالة الشمسية ... الخ,,,Sharḥ al-Risālah al-Shamsīyah,Q108590,,
al-Ghurrah fī al-manṭiq] ... [etc,الغرة في المنطق ... الخ,,,,,,
Ḥāshiyah ʻalá Sharḥ Īsāghūjī] ... [etc.,حاشية على شرح ايساغوجي ... الخ,,,Commentary on Īsāghūjī,Q103546,,
Ḥāshiyah ʻalá Tahdhīb al-manṭiq; Sharḥ al-Risālah al-Quṭbīyah,حاشية على تهذيب المنطق ؛,Works,اعمال,Ḥāshiyah ʻalá Tahdhīb al-mantiq;Sharḥ al-Risālah al-Quṭbīyah,Q51972;Q76808,,
Kitāb Sharḥ Nafīsī,كتاب شرح نفيسي,,,,,,
Khān Mullā bar Mīr Zāhid Sharḥ al-Tahdhīb,خانملا بر مير زاهد شرح التهذيب,,,,,,
Taḥrīr al-Majisṭī,تحرير المجسطي,,,,,,
Kitāb Jawāmiʻ ʻilm al-ḥisāb wa-Kitāb al-Tabṣirah fī al-hayʼah,كتاب جوامع علم الحساب وكتاب التبصرة في الهيئة,,,,,,
Makhāyil al-malāḥah fī masāʼil al-misāḥah /,مخايل الملاحة في مسائل المساحة /,,,,,,
Hādhā Kitāb Siyālkūtī ʻalá al-Taṣawwurāt,هذا كتاب سيالكوتي على التصورات,Ḥāshiyat al-Siyālkūtī,حاشية السيالكوتي,,,,
Hādhā Kitāb Qarah Dāwūd ʻalá al-Taṣawwurāt,هذا كتاب قره داود على التصورات,Ḥāshiyat Qarah Dāwūd,حاشية قره داود,Ḥāshiyat Qarah Dāwūd,Q108618,,
Four texts on logic,,,,Text on logic,Q20450,,
al-Jāmiʻ al-Shāhī,الجامع الشاهي,,,,,,
Sharḥ Kullīyāt al-Qānūn fī al-ṭibb,,,,Commentary on Avicenna,Q44052,,
Sharḥ al-Kullīyāt al-Qānūn fī al-ṭibb,,,,Commentary on Avicenna,Q44052,,
Sharḥ tashrīḥ al-Qānūn,,,,,,,
al-Qānūnchah fī al-ṭibb,,,,,,,
Quṣwá al-targhīb fī sharḥ al-Tahdhīb,,,,,,,
al-Raḥmah fī al-ṭibb wa-al-ḥikmah,,,,,,,
al-Risālah al-kubrá fī al-manṭiq,,,,,,,
Hādhihi Ḥāshiyah ʻalá al-Risālah al-Khānīyah fī ʻilm al-manṭiq /,,Ḥāshiyah ʻalá al-Risālah al-Khānīyah fī ʻilm al-manṭiq,,,,,
Ḥāshiyah ʻalá taṣdīqāt al-Risālah al-Shamsīyah,,,,,,,
Ḥāshiyah ʻalá al-Risālah al-Shamsīyah,,,,,,,
Risālah fī istikhrāj al-qiblah /,,,,,,,
Sharḥ Zīj Sanjaqdār ... [etc,شرح زيج سنجقدار ... الخ,,,Sharḥ Zīj Sanjaq Dār,Q108606,,
Taḥrīr al-qawāʻid al-manṭiqīyah fī sharḥ al-Risālah al-Shamsīyah ... [etc,تحرير القواعد المنطقية في شرح الرسالة الشمسية ... الخ,,,Taḥrīr al-qawāʻid al-manṭiqīyah fī sharḥ al-Risālah al-Shamsīyah,Q108587,,
Hādhā Kitāb ʻalá al-Waghlīsīyah ... [etc,هذا كتاب على الوغليسيه ... الخ,,,,,,
Collection of astronomical tables,,,,Astronomical text,Q38381,,
Sharḥ al-Ṭawāliʻ wa-Tashrīḥ al-aflāk,شرح الطوالع وتشريح الافلاك,,,,,,
Two commentaries on al-Mulakhkhaṣ fī al-hayʼah,,,,Commentary,Q1376,,
Commentary and gloss on the Īsāghūjī,,,,Commentary on Īsāghūjī,Q103546,,
Sharḥ Īsāghūjī] ... [etc,شرح ايساغوجي ... الخ,,,Sharḥ Īsāghūjī,Q11905,,
Ḥāshiyah ʻalá Sharḥ al-Shamsīyah] ... [etc,حاشية على شرح الشمسية ... الخ,,,Ḥāshiyah ʻalá Sharḥ al-Shamsīyah,Q108594,,
Bughyat al-nafs fī ḥall al-shams,,,,Bughyat al-nafs fī ḥall al-shams,Q108609,,
Sharḥ] Ashkāl al-taʼsīs ... [etc,شرح اشكال التأسيس ... الخ,,,Sharḥ Ashkāl al-taʼsīs,Q27615,,
al-Ḥāwī ... [etc,الحاوي ... الخ,,,,,,
Ṭibb al-Raḥmān ... [etc,طب الرحمن ... الخ,,,,,,
Ḥāshiyah ʻalá Taḥrīr al-qawāʻid al-manṭiqīyah fī sharḥ al-Risālah al-Shamsīyah] ... [etc,حاشية على تحرير القواعد المنطقية في شرح الرسالة الشمسية ... الخ,,,,,,
Shifāʼ al-asqām wa-dawāʼ al-ālām,,,,,,,
al-Risālah al-dhahabīyah fī al-ṭibb ... [etc,الرسالة الذهبية في الطب ... الخ,,,,,,
al-Qānūn fī al-ṭibb ... [etc,القانون في الطب ... الخ,,,Canon of Medicine,Q2826,,
Bāb fī taḥrīk al-kawākib,باب في تحريك الكواكب,,,,,,
"Ten Arabic texts on medicine, astrology, and magic",,,,Arabic texts,Q12258,,
Medical and philosophical advice,,,,Medical text;Philosophical text,Q20372;Q5996,,
"Arabic miscellany on geography, astronomy, and history",,,,Arabic texts;Miscellany,Q12258;Q3673,,
al-Anwār al-sāṭiʻāt ʻalá ashraf al-murabbaʻāt,الانوار الساطعات على اشرف المربعات,,,,,,
Ḥāshiyat Sayyid Dāwūd bar Sharḥ Maṭāliʻ ... [etc,حاشية سيد داوود بر شرح مطالع ... الخ,,,,,,
ʻAyn al-mīzān,,,,,,,
Badīʻ al-Mīẓān,,,,,,,
Baḥr al-jawāhir,,,,,,,
Sharḥ Tahdhīb al-manṭiq ... [etc,شرح تهذيب المنطق ... الخ,,,,,Geographical text;Mathematical text,Q76635;Q12185
Ḥāshiyah ʻalá Ḥāshiyat al-Jurjānī]... [etc.,حاشية على حاشية الجرجاني... الخ,,,Ḥāshiyah ʻalá ḥāshiyat al-Jurjānī,Q54399,,
Ḥāshiyah ʻalá Qūl Aḥmad ... [etc,حاشية على قول احمد ... الخ,,,,,,
ʻArāʼis al-nafāʼis ... [etc,عرائس النفائس ... الخ,,,ʻArāʼis al-nafāʼis,Q108598,,
Tadhkirat ūlī al-albāb wa-jāmiʻ lil-ʻajab al-ʻujāb,,,,,,,
Kitāb al-Hindī,,,,,,,
Sharḥ al-Yāsamīnīyah,,,,Sharḥ al-Yāsamīnīyah,Q108605,,
Bughyat al-ṭālibīn ʻalá judhūr Ibn al-Yāsamīn,,,,,,,
Sharḥ mukhtaṣar ʻalá al-Yāsamīnīyah,,,,,,,
Risālah al-muʻīnīyah fī al-hayʼah ... [etc,رساله المعينية فى الهيئه ... الخ,,,,,,
al-Risālah al-Shamsīyah fī al-ḥisāb,,,,al-Risālah al-Shamsīyah fī al-ḥisāb,Q108592,,
Sharḥ al-Risālah al-Shamsīyah,,,,Sharḥ al-Risālah al-Shamsīyah,Q108590,,
Talkhīṣ aʻmāl al-ḥisāb,,,,,,,
al-Fawāʼid al-Bahāʼīyah fī al-qawāʻid al-ḥisābīyah ... [etc,الفوائد البهائية في القواعد الحسابية ... الخ,,,al-Fawāʼid al-Bahāʼīyah fī al-qawāʻid al-ḥisābīyah,Q108591,,
Bughyat al-rāghib fī sharḥ Murshidat al-ṭālib,,,,,,,
Nuzhat al-nuẓẓār fī ṣināʻat al-ghubār,,Nuzhat al-nuẓẓār fī ʻilm al-ghubār,,,,,
Sharḥ Nuzʹhat al-nuẓẓār,,,,,,,
Sharḥ Nuzhat al-ṭullāb fī ʻilm al-ḥisāb,,,,,,,
Kashf al-astār ʻan Nuzhat al-ghubār,,,,,,,
al-Lumaʻ fī al-ḥisāb,,Lumaʻ al-yasīrah fī ʻilm al-ḥisāb,,Lumaʻ al-yasīrah fī ʻilm al-ḥisāb,Q108611,,
al-Qawl al-mubdiʻ fī sharḥ al-Muqniʻ,,,,,,,
al-Maʻūnah fī ʻilm al-ḥisāb,,,,,,,
al-Wasīlah fī ʻilm al-ḥisāb,,,,,,,
Miftāḥ al-ḥussāb,,,,,,,
Tuḥfat al-aḥbāb fī ʻilm al-ḥisāb,,,,,,,
Khulāṣat al-ḥisāb,,,,,,Khulāṣat al-ḥisāb,Q27667
ḥall al-Khulāṣah li-ahl al-riyāsah,,,,Ḥall al-Khulāṣah li-ahl al-riyāsah,Q108593,,
al-Mustaḥḍarāt fī ḥisāb al-majhūlāt,,,,,,,
Kitāb fī al-ḥisāb,,,,,,,
Taḥrīr Uṣūl al-handasah li-Uqlīdis,,,,,,,
Sharḥ muṣādarāt kitāb Uqlīdis fī al-uṣūl,,,,,,,
Sharḥ Ashkāl al-taʼsīs,,,,,,Sharḥ ashkāl al-taʼsīs,Q27615
Nihāyat al-īḍāḥ fī sharḥ bāb al-misāḥah min al-Miftāḥ,,,,,,,
Rafʻ al-ishkāl bi-ẓuhūr al-ʻashr fī al-ʻashr fī ghālib al-ashkāl,,,,,,,
al-Takmilah fī sharḥ al-Tadhkirah,,,,,,,
al-Zubdah fī al-hayʼah,,Zubdat al-hayʼah,,,,,
Sharḥ Tashrīḥ al-aflāk,,,,,,,
Mirqāt al-ʻulá fī sharḥ Sullam al-samāʼ,,,,,,,
Sharḥ al-Shamsīyah ... [etc,شرح الشمسية ... الخ,,,Sharḥ al-Shamsīyah,Q108603,,
Īsāghūjī ... [etc,ايساغوجي ... الخ,,,Īsāghūjī,Q55036,,
al-Fākhir fī al-ṭibb,,,,,,,
ḥaqāʼiq asrār al-ṭibb,,,,,,,
al-Ḥāwī fī ʻilm al-tadāwī,,,,,,,
Kitāb Sharḥ al-Jaghmīnī,كتاب شرح الجغميني,Sharḥ al-Mulakhkhaṣ fī al-hayʼah,شرح الملخص في الهيئة,Sharḥ al-Mulakhkhaṣ fī al-hayʼah,Q108586,,
Sharḥ al-Jighmīnī /,,,,,,,
Qāḍīʹzādah-yi Rūmī fī ʻilm al-hayʼah,قاضي زادۀ رومي في علم الهيئة,Sharḥ al-Mulakhkhaṣ fī al-hayʼah,شرح الملخص في الهيئة,Sharḥ al-Mulakhkhaṣ fī al-hayʼah,Q108586,,
Sharḥ Qāḍīʹzādah al-Rūmī ʻalá matn Jaghmīnī,شرح قاضي زاده الرومي على متن جغميني,Sharḥ al-Mulakhkhaṣ fī al-hayʼah,شرح الملخص في الهيئة,Sharḥ al-Mulakhkhaṣ fī al-hayʼah,Q108586,,
Mīr. Ḥāshiyat al-Jalāl ... [etc.,,,,,,,
al-Dharīʻah ilá makārim al-sharīʻah /,الذريعة الى مكارم الشريعة /,,,,,,
Sharḥ al-Mulakhkhaṣ fī al-hayʼah] ... [etc.,شرح الملخص في الهيئه,,,Sharḥ al-Mulakhkhaṣ fī al-hayʼah,Q108586,,
Risālat al-Jawāhir al-nayyirāt fī al-ʻamal bi-rubʻ al-muqanṭarāt ... [etc.,رسالة الجواهر النيرات في العمل بربع المقنطرات ... الخ,,,,,,
Ḥāshiyah ʻalá Ḥāshiyat al-Jurjānī ... [etc,حاشية على حاشية الجرجاني ... الخ,,,,,Texts on Islamic law,Q12197
Lawāmiʻ al-asrār fī sharḥ Maṭāliʻ al-anwār ... [etc,لوامع الاسرار في شرح مطالع الانوار ... الخ,Works,اعمال,Lawāmiʻ al-asrār fī sharḥ Maṭāliʻ al-anwār,Q39530,,
Ḥall al-Khulāṣah li-ahl al-riyāsah ... [etc,حل الخلاصة لاهل الرياسة ... الخ,,,Ḥall al-Khulāṣah li-ahl al-riyāsah,Q108593,,
Ḥāshiyah ʻalá sharḥ Qāḍīʹzādah ... [etc,حاشية على شرح قاضي‌زادة ... الخ,,,Ḥāshiyah ʻalá sharḥ Qāḍīʹzādah,Q108595,,
Ḥāshiyat al-Dawwānī ... [etc,حاشية الدواني ... الخ,,,,,,
al-Zīj al-jadīd,,,,,,Zīj al-jadīd,Q11812
Zīj Ulūghbey,,,,,,,
Ghunyat al-ṭālib fī taqwīm al-kawākib,,,,,,,
al-Sullam lil-manārah fī taqwīm al-sabʻah al-sayyārah,,,,,,,
Ṭirāz al-muʻlam fī tasʹhīl al-muḥkam,,,,,,,
Maḥlūlāt al-kawākib ʻalá uṣūl Ibn al-Shāṭir,,,,,,,
al-Jadwal al-kabīr bi-ṭarīq al-jayb,,,,,,,
Jadāwil,,,,,,,
Tuḥfat al-albāb fī bayān ḥukm al-adhnāb,,,,,,,
Maqālāt fī ʻilm aḥkām al-nujūm,,,,,,,
Fa-hādhihi jumlah min al-fawāʼid al-mutaʻallaqah bi-al-ṭaʻn wa-al-ṭāʻūn,فهذه جملة من الفوائد المتعلقة بالطعن والطاعون,Risālah fī al-ṭaʻn wa-al-ṭāʻūn,رسالة في الطعن والطاعون,,,,
Hādhā al-kitāb ʻalá arbaʻat funūn,هذا الكتاب على اربعة فنون,Mūjiz al-Qānūn,موجز القانون,Mūjiz al-Qānūn,Q39496,,
Astronomical almanac,,,,Astronomical text,Q38381,,
Fa-hādhā lumaʻ yasīrah fī ʻilm al-ḥisāb,فهذا لمع يسيرة في علم الحساب,Lumaʻ al-yasīrah fī ʻilm al-ḥisāb,لمع اليسيرة في علم الحساب,Lumaʻ al-yasīrah fī ʻilm al-ḥisāb,Q108611,,
Kitāb al-ʻIlal wa-al-aʻrāḍ ... [etc.,كتاب العلل والاعراض,Works,,,,,
Kitāb Aḥkām al-aʻwām,كتاب احكام الاعوام,,,,,,
Sayyidī Muḥammad al-Sanūsī ʻalá manẓūmat ibn al-Ḥabbāk,سيدي محمد السنوسي على منظومة بن الحباك,Sharḥ Bughyat al-ṭullāb fī ʻilm al-asṭurlāb,شرح بغية الطلاب في علم الاسطرلاب,,,,
Kitāb fī al-ṭibb; murattab ʻalá muqaddimah wa-ʻasharat abwāb wa-khātimah,كتاب في الطب,,,,,,
Baḥr al-daqāʼiq,بحر الدقائق,Baḥr al-jawāhir,بحر الجواهر,Baḥr al-jawāhir,Q108612,,
Risālah fī ādāb al-baḥth,,,,,,,
al-Kunnāsh al-maʻrūf bi-al-Muʻālajāt al-Buqrāṭīyah,الكناش المعروف بالمعالجات البقراطية,Muʻālajāt al-Buqrāṭīyah,معالجات البقراطية,Muʻālajāt al-Buqrāṭīyah,Q108616,,
Taḥrīr-i Uqlīdus,تحرير اقليدس,,,,,,
Kitāb Raqāʾiq al-ḥaqāʾiq fī maʻrifat ḥisāb al-daraj wa-al-daqāʾiq /,كتاب رقائق الحقائق في معرفة حساب الدرج والدقائق /,,,,,,
Khalkhālī ʻalá Sharḥ al-ʻAqāʼid li-Jalāl al-Dīn ʻalá al-ʻAḍudīyah ... [etc,خلخالي على شرح العقائد لجلال الدين على العضدية ... الخ,,,,,,
Sharḥ al-Urjūzah,شرح الارجوزة,,,,,,
Sharḥ Kitāb Majisṭī Baṭlamyūs Qulūdhī Yūnānī /,شرح كتاب مجسطي بطلميوس قلوذى يونانى /,Sharḥ Taḥrīr al-Majisṭī,شرح تحرير المجسطي,Sharḥ Taḥrīr al-Majisṭī,Q108615,,
Mukhtaṣar al-Adwiyah al-mufradah li-Ibn al-Bayṭār /,مختصر الادوية المفردة لابن البيطار /,Majmaʻ al-manāfiʻ al-badanīyah,مجمع المنافع البدنية,Majmaʻ al-manāfiʻ al-badanīyah,Q108617,,
Tashrīḥ al-aflāk ... [etc,تشريح الافلاك ... الخ,,,Tashrīḥ al-aflāk,Q11935,,
Ḥāshiyah ʻalá ḥāshiyat al-Bardāʻī ... [etc,حاشية على حاشية البرداعي ... الخ,,,,,,
Khulāṣat al-ḥisāb ... [etc,خلاصة الحساب ... الخ,,,,,Khulāṣat al-ḥisāb,Q27667
Manẓūmah fī dhikr al-burūj wa-al-maṭāliʻ wa-manāzil al-qamar ... [etc,منظومة في ذكر البروج والمطالع ومنازل القمر ... الخ,,,,,,
al-Fawāʼid al-Fanārīyah ... [etc,الفوائد الفنارية ... الخ,,,Fawāʼid al-Fanārīyah,Q11831,,
Mughnī al-ṭullāb,مغني الطلاب,,,Mughnī al-ṭullāb,Q11750,,
Kitāb Taḥrīr al-qawāʻid al-manṭiqīyah,كتاب تحرير القواعد المنطقيه,Sharḥ Shamsīyah,شرح شمسية,Sharḥ al-Shamsīyah,Q108603,,
Taḥrīr al-qawāʻid al-manṭiqīyah fī sharḥ al-Risālah al-Shamsīyah,تحرير القواعد المنطقية في شرح الرسالة الشمسية,Sharḥ Shamsīyah,شرح شمسية,Taḥrīr al-qawāʻid al-manṭiqīyah fī sharḥ al-Risālah al-Shamsīyah,Q108587,,
Sharḥ al-Risālah al-Shamsīyah,شرح الرسالة الشمسىة,,,Sharḥ al-Risālah al-Shamsīyah,Q108590,,
Sharḥ Shamsīyah,شرح شمسية,Sharḥ khuṭbah al-Quṭbīyah,شرح خطبة القطبية,Sharḥ khuṭbah al-Quṭbīyah,Q108614,,
Ḥāshiyah ʻalá Sharḥ al-Shamsīyah,حاشية علي شرح الشمسية,Sharḥ khuṭbah al-Quṭbīyah,شرح خطبة القطبية,Ḥāshiyah ʻalá Sharḥ al-Shamsīyah,Q108594,,
Sayyid ʻalá Sharḥ Shamsīyah,سيد على شرح شمسيه,Sharḥ khuṭbah al-Quṭbīyah,شرح خطبة القطبية,Sharḥ khuṭbah al-Quṭbīyah,Q108614,,
Lawāmiʻ al-asrār fī sharḥ Maṭāliʻ al-anwār,لوامع الاسرار في شرح مطالع الانوار,,,Lawāmiʻ al-asrār fī sharḥ Maṭāliʻ al-anwār,Q39530,,
Sharḥ Tahdhīb al-manṭiq wa-al-kalām,شرح تهذيب المنطق والکلام,Ḥāshiyat al-Ḥāshiyah al-Jalālīyah,حاشية الحاشية الجلالية,,,,
Sharḥ al-Tahdhīb /,شرح التهذيب /,Sharḥ Tahdhīb al-manṭiq wa-al-kalām,شرح تهذيب المنطق والکلام,,,,
Sharḥ Tahdhīb] ... [etc,شرح تهذيب ... الخ,,,,,,
Sharḥ Maṭāliʻ,شرح مطالع,Lawāmiʻ al-asrār fī sharḥ Maṭāliʻ al-anwār,لوامع الاسرار في شرح مطالع الانوار,Lawāmiʻ al-asrār fī sharḥ Maṭāliʻ al-anwār,Q39530,,
Sharḥ al-Mulakhkhaṣ fī al-hayʼah,شرح الملخص في الهىئة,,,Sharḥ al-Mulakhkhaṣ fī al-hayʼah,Q108586,,
Ḥāshiyah ʻalá Sharḥ al-Mulakhkhaṣ fī al-hayʼah,حاشية على شرح الملخص في الهيئه,,,,,,
Hādhihi Natījat al-afkār fī aʻmāl al-layl wa-al-nahār /,هذه نتيجة الافكار في اعمال الليل والنهار /,Natījat al-afkār fī aʻmāl al-layl wa-al-nahār,نتيجة الافکار في اعمال الليل والنهار,,,,
al-Barāhīn al-wāḍiḥah al-jalīyah ʻalá thubūt sayr al-aflāk wa-sukūn al-kurah al-arḍīyah,البراهىن الواضحة الجلىة على ثبوت سىر الافلاك وسکون الکرة الارضىة,,,,,,
Jadwal maḥlūl al-mayl,جدول محلول الميل,,,,,,
Jadwal daqāyiq masīr al-qamar,جدول دقايق مسير القمر,,,,,,
Kāmil al-ṣināʻah al-ṭibbīyah,,,,Kāmil al-sināʻah al-tibbīyah,Q6998,,
al-Kitāb al-Manṣūrī,,,,Kitab al-Mansuri,Q3125,,
Kitāb al-Miʼah fī al- ṭibb,,,,,,,
Kitāb fī ʻilm al-hayʼah,,,,,,,
Kitāb Taḥrīr Uṣūl al-handasah wa-al-ḥisāb /,كتاب تحرير اصول الهندسة والحساب /,,,,,,
Sharḥ al-Mulakhkhaṣ li-Jaghmīnī fī ʻilm al-hayʼah; Tajnīs fī al-ḥisāb,شرح الملخص لجغميني في علم الهيئه. تجنيس في الحساب,,,,,,
Sharḥ al-Tadhkirah al-Naṣīrīyah,شرح التذكرة النصيرية,,,Sharḥ al-Tadhkirah al-Naṣīrīyah,Q108604,,
Kitāb Taʼsīs al-ṣiḥḥah bi-sharḥ al-Lamḥah /,كتاب تأسيس الصحة بشرح اللمحة /,,,,,,
Rafʻ al-ḥijāb ʻan aʻmāl al-ḥisāb,رفع الحجاب عن اعمال الحساب,,,,,,
al-Risālah al-Shamsīyah fī al-ḥisāb ... [etc,الرسالة الشمسية في الحساب ... الخ,,,al-Risālah al-Shamsīyah fī al-ḥisāb,Q108592,,
Ḥāshiyah ʻalá Ḥāshiyat Qul Aḥmad. Risālat jihat al-waḥdah,حاشية على حاشية قل احمد. رسالة جهة الوحدة,,,,,,
Text of the Īsāghūjī with a commentary and a gloss,,,,Īsāghūjī;Commentary on Īsāghūjī,Q55036;Q103546,,
Sharḥ Risālah fī ʻilm Allāh ... [etc,شرح رسالة في علم الله ... الخ,,,,,,
"Collection of Arabic, Persian, and Turkish texts on astronomy, arithmetic, and astrology",,,,Arabic texts;Persian texts;Turkish texts;Astronomical texts;Mathematical texts;Astrological texts,Q12258;Q7568;Q20402;Q3129;Q38402;Q3123,,
al-Mughnī fī sharḥ al-Mūjiz ... [etc.,المغني في شرح الموجز ... الخ,,,al-Mughnī fī Sharḥ al-Mūjaz,Q108588,,
Sharḥ al-Jighmīnī al-musammāh bi-al-Birjandī,شرح الجغميني المسماه بالبرجندي,Ḥāshiyah ʻalá sharḥ Qāḍīʹzādah,حاشية على شرح قاضي زاده,Ḥāshiyah ʻalá sharḥ Qāḍīʹzādah,Q108595,,
Birjandī,برجندي,Ḥāshiyah ʻalá sharḥ Qāḍīʹzādah,حاشية على شرح قاضي زاده,Ḥāshiyah ʻalá sharḥ Qāḍīʹzādah,Q108595,,
Ḥāshiyah ʻalá sharḥ Qāḍīʹzādah,حاشية على شرح قاضي زاده,,,Ḥāshiyah ʻalá sharḥ Qāḍīʹzādah,Q108595,,
Majmūʻah fīhi Maqālat Qusṭā ibn Lūqā al-Yūnānī fī al-ʻamal fī al-kurah al-falakīyah [wa-] Risālah fī al-kurah al-musammāh bi-dhāt al-kursī,مجموعة فيه مقالة قسطا بن لوقا اليوناني في العمل في الكرة الفلكية و رسالة في الكرة المسماة بذات الكرسي,,,,,,
Kitāb Sharḥ al-mukhtaṣar al-mawsūm bi-al-Mulakhkhaṣ al-mushtahar bi-Jighmīnī /,كتاب شرح المختصر الموسوم بالملخص المشتهر بجغميني /,Sharḥ al-Mulakhkhaṣ fī al-hayʼah,شرح الملخص في الهيئة,Sharḥ al-Mulakhkhaṣ fī al-hayʼah,Q108586,,
Muḥammad Amīn ʻalá jihat al-waḥdah,محمد امين على جهة الوحدة,Jihat al-waḥdah,,Jihat al-waḥdah,Q108613,,
Kitāb jihat al-waḥdah,كتاب جهة الوحدة,Jihat al-waḥdah,جهة الوحدة,Jihat al-waḥdah,Q108613,,
al-Risālah al-fatḥīyah ; Kifāyat al-qunūʻ fī al-ʻamal bi-al-rubʻ ... [etc.,الرسالة الفتحية ؛ كفاية القنوع في العمل بالربع ... الخ,,,,,,
Tuḥfat al-raʼīs fī sharḥ Ashkāl al-taʼsīs /,تحفة الرئيس في شرح اشكال التأسيس /,Sharḥ Ashkāl al-taʼsīs,شرح اشكال التأسيس,Sharḥ Ashkāl al-taʼsīs,Q27615,,
al-Mulakhkhaṣ fī al-hayʼah. Sharḥ al-Mulakhkhaṣ fī al-hayʼah ... [etc.,الملخص في الهيئة. شرح الملخص في الهيئة,,,Sharḥ al-Mulakhkhaṣ fī al-hayʼah,Q108586,,
Ashkāl al-taʼsīs li-Shams al-Dīn Muḥammad ibn Ashraf al-Samarqandī al-mutawaffá sanah 600 [wa-]sharḥuhu lil-ʻallāmah Mūsá ibn Muḥammad al-shahīr bi-Qāḍīʹzādah al-Rūmī sanah 815,اشكال التأسيس لشمس الدين محمد بن اشرف السمرقندي المتوفى سنة 600 وشرحه للعلامة موسى بن محمد الشهير بقاضي زاده الرومي سنة 815,Sharḥ Ashkāl al-taʼsīs,شرح اشكال التأسيس,Sharḥ Ashkāl al-taʼsīs,Q27615,,
Sharḥ Ashkāl al-taʼsīs,شرح اشكال التأسيس,,,,,Sharḥ ashkāl al-taʼsīs,Q27615
al-Zīj al-mufīd ʻalá uṣūl al-raṣad al-jadīd /,الزيج المفيد على اصول الرصد الجديد /,,,,,,
Ḥāshiyah ʻalá Quṭb al-Dīn ʻalá al-qaḍāyā /,حاشية على قطب الدين على القضايا /,Ḥāshiyat al-ʻAjamī ʻalá Sharḥ al-Shamsīyah,حاشية العجمي على شرح الشمسية,,,,
Sharḥ al-Urjūzah fī al-ṭibb,,,,,,,
Mūḍiḥ al-awqāt,موضح الاوقات,,,,,,
Six astronomical texts,,,,Astronomical texts,Q3129,,
Seven Arabic texts on astronomical instruments,,,,Arabic texts;Astronomical texts,Q12258;Q3129,,
Kitāb Man lā yaḥḍuruhu al-ṭabīb; Burʼ al-sāʻah,كتاب من لا يحضره الطبيب ؛,Works,اعمال,,,,
Risālah fī kayfīyat taḥāwīl sinī al-ʻālam wa-al-ḥukm ʻalayhā ... [etc,رسالة في كيفية تحاويل سني العالم والحكم عليها ... الخ,,,,,,
Ḥāshiyah ʻalá Tahdhīb al-manṭiq ... [etc,حاشية على تهذيب المنطق ... الخ,,,Ḥāshiyah ʻalá Tahdhīb al-mantiq,Q51972,,
Sullam al-aflāk,سلم الافلاك,,,,,,
Lamaʻāt al-anwār fī al-maqṭūʻ la-hum bi-al-jannah wa-al-maqṭūʻ la-hum bi-al-nār ... [etc.,لمعات الانوار في المقطوع لهم بالجنة والمقطوع لهم بالنار ... الخ,,,,,,
Kitāb al-ʻamal bi-al-kurah ... [etc.,كتاب العمل بالكرة ... الخ,,,,,,
Sharḥ Zīj Sanjaq Dār ... [etc,شرح زيج سنجق دار ... الخ,,,Sharḥ Zīj Sanjaq Dār,Q108606,,
Kitāb al-Fuṣūl /,كتاب الفصول /,Murshid,مرشد,,,,
al-Ṭibb al-jadīd al-kimiyāʼī ... [etc.,الطب الجديد الكميائي ... الخ,,,,,,
"Arabic, Persian, and Turkish miscellany",,,,,,Miscellany,Q3673
al-Fawāʼid al-Bahāʼīyah fī al-qawāʻid al-ḥisābīyah ... [etc.,,,,al-Fawāʼid al-Bahāʼīyah fī al-qawāʻid al-ḥisābīyah,Q108591,,
