title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
Almanac,,Almanac,,Almanac,Q39186,,
Trattati Dei Veneni,,,,Treaties,Q7563,,
Libellus Spiritualis Exercitii,,,,Libellus Spiritualis Exercitii,Q76787,,
Libellus de recognitione proprie fragilitatis,,,,Libellus de recognitione proprie fragilitatis,Q108150,,
Imitatio Christi,,,,Imitation of Christ,Q20438,,
Speculum beatae Mariae virginis,,,,Speculum Beatae Mariae Virginis,Q108151,,
Epistole Ignacii Martiris et Beate Virginis Marie,,,,Epistole Ignacii Martiris et Beate Virginis Marie,Q108152,,
Disputatio de anima,,,,Disputatio de anima,Q108153,,
De sacramentis christianae fidei,,,,,,De sacramentis,Q7820
Tractatus de mysterio cymbalorum ecclesiae,,,,De mysterio cymbalorum ecclesiae,Q108154,,
Commentary on Augustinian Rule,,,,Commentary,Q1376,,
Conceptionist Rule,,,,Conceptionist Rule,Q108155,,
Liber epigrammatum,,,,Liber epigrammatum,Q108156,,
Ordo extremae unctionis,,,,Order of Extreme Unction,Q108157,,
Last rites,,,,Last rites,Q108158,,
Graded Kalender,,,,Calendar,Q1122,,
Hours of the Cross,,,,Hours of the Cross,Q100817,,
Hours of the Holy Spirit,,,,Hours of the Holy Spirit,Q100806,,
Mass of the Virgin,,,,Mass of the Virgin,Q108159,,
Gospel Lessons,,,,Gospel lessons,Q108160,,
Hours of the Virgin,,,,,,Hours of the Virgin,Q8278
Seasonal instructions for the Office of the Virgin,,,,Office of the Virgin,Q108161,,
Seven Penitential Psalms,,,,Seven Penitential Psalms,Q39139,,
Litany,,,,,,Litany,Q1378
Office prayers,,,,Prayers,Q798,,
Litany of St. Basil for Monday,,,,Litany,Q1378,,
Gospel Prayer of Abba Giyorgis,,,,Prayer,Q20014,,
Ordinary of the Mass (Ser 'atii Qeddase) together with various hymns and litanies,,,,Ordinary of the Mass,Q100798,,
Anaphora of the Apostles,,,,,,Anaphora,Q39195
Prayer of the Covenant,,,,Prayer,Q20014,,
Anaphora of Our Lord Jesus Christ,,,,Anaphora,Q39195,,
Anaphora of Our Lady Mary,,,,,,Anaphora,Q39195
untitled and unidentified liturgical hymns,,,,Hymns,Q3715,,
Anaphora of St. John Boanerges,,,,Anaphora,Q39195,,
Anaphora of the 318 Orthodox Fathers,,,,Anaphora,Q39195,,
Anaphora of Dioscurus,,,,Anaphora,Q39195,,
Anaphora of St. Basil the brother of Gregory,,,,Anaphora,Q39195,,
Anaphora of St. Gregory the brother of Basil,,,,Anaphora,Q39195,,
Anaphora of Athanasius of Alexandria,,,,Anaphora,Q39195,,
Anaphora of St. Jacob of Serug,,,,Anaphora,Q39195,,
Anaphora of St. Cyril,,,,Anaphora,Q39195,,
Anaphora of St. Gregory of Armenia,,,,Anaphora,Q39195,,
Anaphora of St. Epiphanius,,,,Anaphora,Q39195,,
Der Stachel der Liebe,,,,Der Stachel der Liebe,Q108162,,
Stimulus Amoris,,,,,,Stimulus amoris,Q20491
Papermaker's account book,,,,Account book,Q1387,,
De claustro animae,,,,,,De claustro animae,Q19989
Vaticinia de Summis Pontificibus,,,,,,Vaticinia de Summis Pontificibus,Q39862
Passion narratives,,,,Passion of Jesus Christ,Q4958,,
Psalter,,,,,,Psalter,Q660
De Luzon Patents of Nobility,,,,Letters patent,Q39988,,
Glossed Decretum,,,,Decretum,Q108163,,
De Universo,,,,De Universo,Q12726,,
Gradual,,,,,,Gradual,Q1121
Sermons in Old French,,,,Sermons,Q1400,,
Descensus Christi ad inferos,,,,Harrowing of Hell,Q108164,,
Lettre de Pilate à l'empereur Claude,,,,Letter,Q1454,,
prayerbook,,,,,,Prayer book,Q1486
Liturgical text,,,,Liturgical text,Q10839,,
Liturgical fragment,,,,,,Liturgical text,Q10839
Pauline Epistles,,,,Pauline Epistles,Q38384,,
Prayerbook,,,,,,Prayer book,Q1486
Habakkuk,,,,Book of Habakkuk,Q76049,,
Lectionary?,,,,,,Lectionary,Q663
Missal,,,,,,Missal,Q662
Book of hours,,,,,,Book of hours,Q795
De Assumptione Sanctae Mariae Virginis,,,,De Assumptione Sanctae Mariae Virginis,Q108165,,
Fragments of court hands,,,,Fragment,Q20461,,
Document,,,,,,Document,Q8301
Document concerning the sale of a mill,,,,Document,Q8301,,
Document concerning inheritance,,,,Document,Q8301,,
Clerical appointment?,,,,Appointment,Q8180,,
Investiture,,,,,,Investiture,Q39460
List of pending cases in the court of Breuil-Bernard,,,,Court proceedings,Q7224,,
Privileges,,,,Privileges,Q4353,,
Donation,,,,Donation,Q8307,,
Fragment,,,,Fragment,Q20461,,
Levy,,,,Levy,Q108166,,
Sale,,,,Sale,Q6029,,
Education document,,,,Document,Q8301,,
Ordonnances de plaidoyer de bouche et par escript,,,,Legal text,Q8041,,
Document,,Document,,Document,Q8301,,
Ratification,,Ratification,,Ratification,Q3138,,
Summa Aurea,,,,Summa aurea,Q7528,,
De oratore,,,,,,De oratore,Q10841
Bible,,,,,,Bible,Q661
Legal documents,,,,,,Legal document,Q3666
Charter,,,,,,Charter,Q8385
Letters,,,,Letters,Q5068,,
Letter,,,,,,Letter,Q1454
Qur'an leaf,,,,,,Qurʼan,Q3697
Religious treatise,,,,Religious text,Q1465,,
Sermons?,,,,Sermons,Q1400,,
Music,,,,,,Music,Q20017
Initial from a gradual/antiphonal,,,,Initial,Q20384,,
Document fragment,,,,Document,Q8301,,
