holding_institution_ds_qid,holding_institution_wikidata_label,ds_id,source_data_type,filename,holding_institution_institutional_id,institutional_id_location_in_source,record_last_updated,call_number,link_to_institutional_record,title,iiif_manifest_url,dated,manifest_generated_at
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9682,marc-xml,20250128-huntington-marcxml.xml,.b18619071,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1142,https://catalog.huntington.org/record=b1861907,"Book of Hours, use of Paris :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49026/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9683,marc-xml,20250128-huntington-marcxml.xml,.b18619083,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1143,https://catalog.huntington.org/record=b1861908,"Book of Hours, use of Rome :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49059/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9757,marc-xml,20250128-huntington-marcxml.xml,.b1861985x,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1144,https://catalog.huntington.org/record=b1861985,"Book of Hours, Sarum use :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49089/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9758,marc-xml,20250128-huntington-marcxml.xml,.b18619861,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1145,https://catalog.huntington.org/record=b1861986,"Book of Hours, use of Rouen :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49809/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9759,marc-xml,20250128-huntington-marcxml.xml,.b18619873,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1146,https://catalog.huntington.org/record=b1861987,"Book of Hours, use of Troyes :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49661/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9760,marc-xml,20250128-huntington-marcxml.xml,.b18619885,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1147,https://catalog.huntington.org/record=b1861988,"Book of Hours, use of Paris :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49712/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9696,marc-xml,20250128-huntington-marcxml.xml,.b18619241,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1148,https://catalog.huntington.org/record=b1861924,"Book of Hours, use of Rome :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49765/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9697,marc-xml,20250128-huntington-marcxml.xml,.b18619253,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1149,https://catalog.huntington.org/record=b1861925,"Book of Hours, use of Rome :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49241/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9861,marc-xml,20250128-huntington-marcxml.xml,.b18620929,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 115,https://catalog.huntington.org/record=b1862092,The nativite of oure lady :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49532/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9698,marc-xml,20250128-huntington-marcxml.xml,.b18619265,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1150,https://catalog.huntington.org/record=b1861926,"Book of Hours, use of Chartres :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49516/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9699,marc-xml,20250128-huntington-marcxml.xml,.b18619277,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1151,https://catalog.huntington.org/record=b1861927,"Book of Hours, use of Paris :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49477/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9700,marc-xml,20250128-huntington-marcxml.xml,.b18619289,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1153,https://catalog.huntington.org/record=b1861928,"Book of Hours, use of Sens[?] :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:51087/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9701,marc-xml,20250128-huntington-marcxml.xml,.b18619290,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1154,https://catalog.huntington.org/record=b1861929,"Book of Hours, use of Paris :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49678/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9702,marc-xml,20250128-huntington-marcxml.xml,.b18619307,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1155,https://catalog.huntington.org/record=b1861930,"Book of Hours, in Dutch :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:51129/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9703,marc-xml,20250128-huntington-marcxml.xml,.b18619319,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1156,https://catalog.huntington.org/record=b1861931,"Book of Hours, use of Paris[?] :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:50887/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9704,marc-xml,20250128-huntington-marcxml.xml,.b18619320,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1157,https://catalog.huntington.org/record=b1861932,"Book of Hours, use of Rome :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49741/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9705,marc-xml,20250128-huntington-marcxml.xml,.b18619332,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1158,https://catalog.huntington.org/record=b1861933,Offices :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52335/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9706,marc-xml,20250128-huntington-marcxml.xml,.b18619344,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1159,https://catalog.huntington.org/record=b1861934,"Book of Hours, fragment :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:50968/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9707,marc-xml,20250128-huntington-marcxml.xml,.b18619356,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1160,https://catalog.huntington.org/record=b1861935,"Book of Hours, use of Paris :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52651/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9708,marc-xml,20250128-huntington-marcxml.xml,.b18619368,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1161,https://catalog.huntington.org/record=b1861936,"Book of Hours, use of Rome :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52669/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9709,marc-xml,20250128-huntington-marcxml.xml,.b1861937x,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1162,https://catalog.huntington.org/record=b1861937,"Book of Hours, use of Rome :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:51061/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9710,marc-xml,20250128-huntington-marcxml.xml,.b18619381,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1163,https://catalog.huntington.org/record=b1861938,"Book of Hours, use of Paris :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49792/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9711,marc-xml,20250128-huntington-marcxml.xml,.b18619393,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1164,https://catalog.huntington.org/record=b1861939,"Book of Hours, use of Rome :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52477/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9609,marc-xml,20250128-huntington-marcxml.xml,.b18448318,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1165,https://catalog.huntington.org/record=b1844831,"Book of Hours, use of Rome :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:53309/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9712,marc-xml,20250128-huntington-marcxml.xml,.b1861940x,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1166,https://catalog.huntington.org/record=b1861940,"Book of Hours, use of Rouen :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:51007/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9713,marc-xml,20250128-huntington-marcxml.xml,.b18619411,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1167,https://catalog.huntington.org/record=b1861941,"Book of Hours, use of Amiens :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:50938/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9714,marc-xml,20250128-huntington-marcxml.xml,.b18619423,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1168,https://catalog.huntington.org/record=b1861942,"Book of Hours, use of Paris :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52462/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9715,marc-xml,20250128-huntington-marcxml.xml,.b18619435,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1169,https://catalog.huntington.org/record=b1861943,"Book of Hours, use of Langres :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52557/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9862,marc-xml,20250128-huntington-marcxml.xml,.b18620930,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 117,https://catalog.huntington.org/record=b1862093,"The Psalmes of David metaphrased into verse by the noble, learnead & famous gent. Sr. Philip Sidney Knight :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:53332/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9716,marc-xml,20250128-huntington-marcxml.xml,.b18619447,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1170,https://catalog.huntington.org/record=b1861944,"Book of Hours, use of Rome :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49265/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9717,marc-xml,20250128-huntington-marcxml.xml,.b18619459,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1171,https://catalog.huntington.org/record=b1861945,"Book of Hours, use of Rome :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52295/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9718,marc-xml,20250128-huntington-marcxml.xml,.b18619460,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1172,https://catalog.huntington.org/record=b1861946,"Book of Hours, use of St. Quentin :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:48545/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9761,marc-xml,20250128-huntington-marcxml.xml,.b18619897,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1173,https://catalog.huntington.org/record=b1861989,Book of Hours :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49171/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9932,marc-xml,20250128-huntington-marcxml.xml,.b18621648,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1174,https://catalog.huntington.org/record=b1862164,"Book of Hours, use of Rome :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52634/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",,marc-xml,20250128-huntington-marcxml.xml,.b18619903,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1175,https://catalog.huntington.org/record=b1861990,Book of Hours: selected leaves :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52749/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9762,marc-xml,20250128-huntington-marcxml.xml,.b18619915,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1176,https://catalog.huntington.org/record=b1861991,Prayerbook :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52374/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",,marc-xml,20250128-huntington-marcxml.xml,.b18619927,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1177,https://catalog.huntington.org/record=b1861992,Book of Hours: selected leaves :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52806/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9763,marc-xml,20250128-huntington-marcxml.xml,.b18619939,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1179,https://catalog.huntington.org/record=b1861993,Book of Hours :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:50679/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9764,marc-xml,20250128-huntington-marcxml.xml,.b18619940,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1180,https://catalog.huntington.org/record=b1861994,Book of Hours :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:50829/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9765,marc-xml,20250128-huntington-marcxml.xml,.b18619952,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1181,https://catalog.huntington.org/record=b1861995,"Book of Hours, use of Rome :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52427/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9766,marc-xml,20250128-huntington-marcxml.xml,.b18619964,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1200,https://catalog.huntington.org/record=b1861996,"Book of Hours, undetermined use :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:50655/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9863,marc-xml,20250128-huntington-marcxml.xml,.b18620942,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 121,https://catalog.huntington.org/record=b1862094,Mirroure of myserie /,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:53019/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9864,marc-xml,20250128-huntington-marcxml.xml,.b18620954,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 124,https://catalog.huntington.org/record=b1862095,Speculum Christiani :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:51725/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9719,marc-xml,20250128-huntington-marcxml.xml,.b18619472,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1248,https://catalog.huntington.org/record=b1861947,Psalter and prayers :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52331/manifest.json,true,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9720,marc-xml,20250128-huntington-marcxml.xml,.b18619484,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1249,https://catalog.huntington.org/record=b1861948,Devotions :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52869/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9865,marc-xml,20250128-huntington-marcxml.xml,.b18620966,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 125,https://catalog.huntington.org/record=b1862096,Pricke of conscience :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49322/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9721,marc-xml,20250128-huntington-marcxml.xml,.b18619496,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1250,https://catalog.huntington.org/record=b1861949,"Book of Hours, undetermined use :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:50622/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9866,marc-xml,20250128-huntington-marcxml.xml,.b18620978,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 126,https://catalog.huntington.org/record=b1862097,Chronicle :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49770/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9722,marc-xml,20250128-huntington-marcxml.xml,.b18619502,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1265,https://catalog.huntington.org/record=b1861950,"Book of Hours, use of Châlons-sur-Marne :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52500/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9868,marc-xml,20250128-huntington-marcxml.xml,.b18620991,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 127,https://catalog.huntington.org/record=b1862099,Prose and poetry in English :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49283/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9869,marc-xml,20250128-huntington-marcxml.xml,.b18621004,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 128,https://catalog.huntington.org/record=b1862100,Prick of conscience ; Piers Plowman ; and other works :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:50420/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9870,marc-xml,20250128-huntington-marcxml.xml,.b18621016,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 129,https://catalog.huntington.org/record=b1862101,Northern homily cycle :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49373/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9871,marc-xml,20250128-huntington-marcxml.xml,.b18621028,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 130,https://catalog.huntington.org/record=b1862102,Pricke of Conscience :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52085/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9872,marc-xml,20250128-huntington-marcxml.xml,.b1862103x,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 131,https://catalog.huntington.org/record=b1862103,"Brut chronicle, in English :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:50865/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9933,marc-xml,20250128-huntington-marcxml.xml,.b1862165x,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1313,https://catalog.huntington.org/record=b1862165,Report on Switzerland :,,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9934,marc-xml,20250128-huntington-marcxml.xml,.b18621661,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1316,https://catalog.huntington.org/record=b1862166,Instructions to the Ambassador to the Court of Spain :,,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9873,marc-xml,20250128-huntington-marcxml.xml,.b18621041,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 132,https://catalog.huntington.org/record=b1862104,Polychronicon :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:50907/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9874,marc-xml,20250128-huntington-marcxml.xml,.b18621053,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 133,https://catalog.huntington.org/record=b1862105,"Brut chronicle, in English :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49688/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9935,marc-xml,20250128-huntington-marcxml.xml,.b18621673,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1336,https://catalog.huntington.org/record=b1862167,Medical recipes and leaves from a Missal :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:49488/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9936,marc-xml,20250128-huntington-marcxml.xml,.b18621685,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1339,https://catalog.huntington.org/record=b1862168,Mirrour of the blessed lyf of Jesu Christi :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:50981/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9875,marc-xml,20250128-huntington-marcxml.xml,.b18621065,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 134,https://catalog.huntington.org/record=b1862106,Wycliffite New Testament :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:50716/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9937,marc-xml,20250128-huntington-marcxml.xml,.b18621697,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1342,https://catalog.huntington.org/record=b1862169,Historical miscellany :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:51755/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9938,marc-xml,20250128-huntington-marcxml.xml,.b18621703,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1343,https://catalog.huntington.org/record=b1862170,Grand coutumier and Decisions of the Norman Exchequer :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52711/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9728,marc-xml,20250128-huntington-marcxml.xml,.b18619563,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1344,https://catalog.huntington.org/record=b1861956,"Book of Hours, Sarum use :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:51103/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9986,marc-xml,20250128-huntington-marcxml.xml,.b18622185,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1345,https://catalog.huntington.org/record=b1862218,Theological miscellany :,https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:51139/manifest.json,false,2025-01-28T22:27:26.126326400Z
Q42439,"The Huntington Library, Art Museum, and Botanical Gardens",DS9729,marc-xml,20250128-huntington-marcxml.xml,.b18619575,//record[./datafield[@tag='907']/subfield[@code='a']/text()='ID_PLACEHOLDER'],20210621,mssHM 1346,https://catalog.huntington.org/record=b1861957,"Book of Hours, Sarum use :",https://cdm16003.contentdm.oclc.org/iiif/p15150coll7:52488/manifest.json,false,2025-01-28T22:27:26.126326400Z
