row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_label_add,instance_of_add,structured_value_add,instance_of,authorized_label,structured_value
1,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.857411Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.341740Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.592854Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300198Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.242291Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.444166Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.831448Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.501249Z","Abhayankara, Gajanbhaṭa",scribe,,,,,,,,
2,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858220Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.345849Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594608Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300632Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.242988Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447052Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.838050Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.504697Z","Abhinanda, active 9th century",author,,http://id.loc.gov/authorities/names/n88147689,Abhinanda,human,Q99972294,,,
3,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858229Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.347916Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594623Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300642Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.242992Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447069Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.845202Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506408Z","Abhinavagupta, Rājānaka",author,,http://id.loc.gov/authorities/names/n50034836,Abhinavagupta,human,Q320619,,,
4,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858233Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348529Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594627Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300647Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243001Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447076Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847566Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506419Z",Abhinavanārāyaṇendrasarasvatī,author,,http://id.loc.gov/authorities/names/n79033269,Abhinavanārāyaṇendrasarasvatī,human,Q124252802,,,
5,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858235Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348538Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594632Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300650Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243010Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447088Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847622Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506452Z",Acyutakr̥ṣṇānandatīrtha,author,,,Acyutakr̥ṣṇānandatīrtha,human,Q124252803,,,
6,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858240Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348552Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594640Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300652Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243014Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447094Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847638Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506460Z","Aditya Bahadur Dinha, Mahārāja",former owner,,,,,,human,Mahārāja Aditya Bahadur Dinha,Q114242454
7,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858243Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348555Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594642Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300658Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243133Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447099Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847648Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506466Z",Agniveśa,author,,http://id.loc.gov/authorities/names/n83064958,Agnivesa,human,Q2721950,,,
8,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858245Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348564Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594647Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300660Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243137Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447109Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847664Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506482Z",Agniveśamuni,author,,,,,,,,
9,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858252Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348570Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594657Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300662Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243141Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447116Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847677Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506488Z","Akhaṇḍānanda, Muni",author,,http://id.loc.gov/authorities/names/n89166525,,,,human,Muni Akhaṇḍānanda,Q114242416
10,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858255Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348573Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594662Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300666Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243148Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447122Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847686Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506495Z","Amaracandrasūri, active 13th century",author,,http://id.loc.gov/authorities/names/n89260942,Amaracandrasūri,human,Q124252804,,,
11,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858258Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348579Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594671Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300674Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243151Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447139Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847699Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506511Z",Amarasiṃha,author,,http://id.loc.gov/authorities/names/n81098282,Amara Sinha,human,Q370113,,,
12,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858263Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348587Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594677Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300676Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243154Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447145Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847718Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506517Z",Amaru,author,,http://id.loc.gov/authorities/names/n82152928,Amaru,human,Q455251,,,
13,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858266Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348590Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594680Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300697Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243160Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447151Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847728Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506529Z",American Philosophical Society,former owner,,http://id.loc.gov/authorities/names/n79007046,American Philosophical Society,organization,Q466089,,,
14,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858268Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348595Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594690Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300699Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243167Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447160Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847743Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506539Z",Anandabodha Paramahansa,author,,,,,,,,
15,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858273Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348601Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594698Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300701Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243171Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447167Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847753Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506545Z",Anandanatha Yogipravara,author,,,,,,,,
16,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858276Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348604Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594703Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300705Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243176Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447174Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847761Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506559Z",Anantabhaṭṭa Jogalekara,scribe,,,,,,,,
17,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858278Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348608Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594709Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300707Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243180Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447184Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847780Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506576Z","Anantabhaṭṭa, active 17th century",author,,http://id.loc.gov/authorities/names/n89287966,Anantabhaṭṭa,human,Q124252805,,,
18,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858283Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348618Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594717Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300710Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243183Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447189Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847789Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506583Z","Anantadeva, active 17th century",author,,http://id.loc.gov/authorities/names/n85210969,Anantadeva,human,Q124252806,,,
19,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858286Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348621Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594725Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300714Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243193Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447195Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847802Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506597Z",Anantakavi,author,,http://id.loc.gov/authorities/names/n83053767,Anantakavi,human,Q124252807,,,
20,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858288Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348632Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594731Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300716Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243196Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447207Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847815Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506608Z",Anantarāmadava,scribe,,,,,,,,
21,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858297Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348640Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594738Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300723Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243200Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447212Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847824Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506615Z","Aniruddha, active 15th century",author,,http://id.loc.gov/authorities/names/no2002016105,Aniruddha,human,Q3306373,,,
22,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T18:01:32.858300Z | NAME RECON STEP 3: START HUMAN RECON 2024-01-03T18:04:18.348644Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2024-01-03T18:05:34.594741Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2024-01-03T18:06:01.300727Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2024-01-03T18:06:21.243208Z | NAME RECON STEP 6: START ORG RECON 2024-01-11T18:02:41.447218Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2024-01-11T18:03:00.847915Z | NAME RECON STEP 9: FINALIZED 2024-01-11T18:04:20.506625Z","Annambhaṭṭa, active 17th century",author,,http://id.loc.gov/authorities/names/n50052018,Annambhatta,human,Q9155893,,,
