row_index,workflow_history,language_as_recorded,language_code,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Awadhi,awa,Awadhi,Q29579,,
2,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Awadhi and Braj,awa,Awadhi;Braj Bhasha,Q29579;Q35243,,
3,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Braj,san,Braj Bhasha,Q35243,,
4,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Braj,bra,Braj Bhasha,Q35243,,
5,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Braj and Sanskrit,bra,Braj Bhasha;Sanskrit,Q35243;Q11059,,
6,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Hindi,hin,Hindi,Q1568,,
7,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Hindi,san,Hindi,Q1568,,
8,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Hindi and Bengali,hin,Hindi;Bangla,Q1568;Q9610,,
9,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Hindi and Sanskrit,hin;san,Hindi;Sanskrit,Q1568;Q11059,,
10,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Hindi and Urdu,san,Hindi;Urdu,Q1568;Q1617,,
11,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z","In Jaina Prakrit, Sanskrit, and Apabhramsa",san,Prakrit;Sanskrit;Apabhraṃśa,Q192170;Q11059;Q616419,,
12,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Mahārāṣṭrī Prakrit (?),pra,Maharashtri,Q2586773,,
13,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Marathi,mar,Marathi,Q1571,,
14,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Marathi and Sanskrit,mar;san,Marathi;Sanskrit,Q1571;Q11059,,
15,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Marathi and Sanskrit,mar,Marathi;Sanskrit,Q1571;Q11059,,
16,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Marwari,mwr,Marwari,Q56312,,
17,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Nepali,san,Nepali,Q33823,,
18,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Pali,pli,Pali,Q36727,,
19,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Pali and Khmer,pli;khm,Pali;Khmer,Q36727;Q9205,,
20,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Panjabi,pan,Punjabi,Q58635,,
21,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-28T16:37:43.109868400Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-28T16:38:35.401219800Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-28T16:39:01.746949900Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-28T16:39:15.382107200Z",In Panjabi,lah,Punjabi,Q58635,,
