row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
34,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.239679100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.519030100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.335681800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.196114800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.875708300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.801204300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.807019700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.173873600Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.173751400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.139073100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.411073200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.490294200Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.266864100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.862821400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.268245200Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.639972600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.003867300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.412426Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.786335800Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.817012Z",Bhāravi. Kirātārjunīya--Early works to 1800,a;t--v,Kirātārjunīya (Bhāravi);Early works,http://id.worldcat.org/fast/1369338;http://id.worldcat.org/fast/1411636,0,,,
35,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.239679100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.519030100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.335681800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.196114800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.875708300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.801204300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.807019700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.173873600Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.173751400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.139073100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.411073200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.491296300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.266864100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.862821400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.268245200Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.639972600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.003867300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.412426Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.786335800Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.817012Z","Bhāskarācārya, 1114- Siddhāntaśiromaṇi",a;d;t,Siddhāntaśiromaṇi (Bhāskarācārya),http://id.worldcat.org/fast/1916918,0,http://id.loc.gov/authorities/names/n88179505,,
36,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.239679100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.519030100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.335681800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.196114800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.875708300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.801204300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.807019700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.173873600Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.173751400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.139073100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.411073200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.491296300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.266864100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.862821400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.268245200Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.639972600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.004866700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.412426Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.786335800Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.817012Z",Bhīma (Hindu mythological character),a;c,Bhīma (Hindu mythological character),http://id.worldcat.org/fast/831178,0,http://id.loc.gov/authorities/names/n2022240017,,
37,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.239679100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.519030100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.335681800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.196114800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.875708300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.801204300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.807019700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.173873600Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.173751400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.139073100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.411073200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.491296300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.266864100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.862821400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.268245200Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.639972600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.004866700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.412426Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.786335800Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.817012Z",Bhīṣma (Hindu mythological character),a;c,Bhīṣma (Hindu mythological character),http://id.worldcat.org/fast/831179,0,http://id.loc.gov/authorities/names/n2016247941,,
38,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.239679100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.519030100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.335681800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.196114800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.875708300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.801204300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.807019700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.173873600Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.173751400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.139073100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.411073200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.491296300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.266864100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.862821400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.268245200Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.639972600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.004866700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.413425700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.786335800Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.817012Z",Bhīṣma (Hindu mythological character),a;c,Bhīṣma (Hindu mythological character),http://id.worldcat.org/fast/831179,fast,http://id.worldcat.org/fast/831179,,
39,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.519030100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.335681800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.196114800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.875708300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.801204300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.807019700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.173873600Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.173751400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.139073100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.411073200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.491296300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.266864100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.862821400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.268245200Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.639972600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.004866700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.413425700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.786335800Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.817012Z",Brahma (Hindu deity),a;c,Brahma (Hindu deity),http://id.worldcat.org/fast/837545,fast,http://id.worldcat.org/fast/837545,,
40,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.519030100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.335681800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.196114800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.875708300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.801204300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.807019700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.173873600Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.173751400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.139073100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.411073200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.491296300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.266864100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.862821400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.268245200Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.639972600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.004866700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.413425700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.786335800Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.817012Z",Brahma (Hindu deity),a;c,Brahma (Hindu deity),http://id.worldcat.org/fast/837545,0,http://id.loc.gov/authorities/names/no2018072362,,
41,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.519030100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.335681800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.196114800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.875708300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.801204300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.807019700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.173873600Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.173751400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.139073100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.411073200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.491296300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.266864100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.862821400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.268245200Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.639972600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.004866700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.413425700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.786335800Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.817012Z",Brahmanas. Aitareyabrāhmaṇa,a;p,Brahmanas. Aitareyabrāhmaṇa,http://id.worldcat.org/fast/1361705,0,http://id.loc.gov/authorities/names/n90625917,,
42,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.519030100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.335681800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.196114800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.875708300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.801204300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.807019700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.173873600Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.173751400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.139073100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.411073200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.491296300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.266864100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.862821400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.268245200Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.639972600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.004866700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.413425700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.786335800Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.817012Z",Brahmanas. Aitareyabrāhmaṇa,a;p,Brahmanas. Aitareyabrāhmaṇa,http://id.worldcat.org/fast/1361705,fast,http://id.worldcat.org/fast/1361705,,
43,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.519030100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.335681800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.196114800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.876708300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.801204300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.807019700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.173873600Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.173751400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.139073100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.411073200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.491296300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.266864100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.862821400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.268245200Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.639972600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.004866700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.413425700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.786335800Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.817012Z",Brahmanas. Śatapathabrāhmaṇa.--Selections,a;p--k,Brahmanas. Śatapathabrāhmaṇa;Excerpts,http://id.worldcat.org/fast/1357644;http://id.worldcat.org/fast/1692837,0,,,
44,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.519030100Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.335681800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.196114800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.876708300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.801204300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.807019700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.173873600Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.173751400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.139073100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.411073200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.491296300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.266864100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.862821400Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.268245200Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.639972600Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.004866700Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.413425700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.786335800Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.817012Z",Bādarāyaṇa. Brahmasūtra,a;t,Brahmasūtra (Bādarāyaṇa),http://id.worldcat.org/fast/1357925,0,http://id.loc.gov/authorities/names/n91033932,,
