row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
156,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.520029900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.336683800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.197117800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.877710300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.803207900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.808022Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.174877700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.175755400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.142069500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.413071500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.498296Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.268865900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.864825100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.272245400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.641972900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.009865300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.416423500Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.789336200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.818012100Z",Puranas. Bhāgavatapurāṇa.--2. skandha,a;p--n,Puranas. Bhāgavatapurāṇa,http://id.worldcat.org/fast/1356355,0,,,
157,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.520029900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.336683800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.197117800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.877710300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.803207900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.808022Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.174877700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.175755400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.142069500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.413071500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.498296Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.268865900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.864825100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.272245400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.641972900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.009865300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.416423500Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.789336200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.818012100Z",Puranas. Mārkaṇḍeyapurāṇa. Devīmāhātmya,a;p;p,Puranas. Mārkaṇḍeyapurāṇa. Devīmāhātmya,http://id.worldcat.org/fast/1361522,fast,http://id.worldcat.org/fast/1361522,,
158,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.520029900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.336683800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.197117800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.877710300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.803207900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.808022Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.174877700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.175755400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.142069500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.413071500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.498296Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.268865900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.864825100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.272245400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.641972900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.009865300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.416423500Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.790335400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.818012100Z",Puranas. Mārkaṇḍeyapurāṇa. Devīmāhātmya,a;p;p,Puranas. Mārkaṇḍeyapurāṇa. Devīmāhātmya,http://id.worldcat.org/fast/1361522,0,http://id.loc.gov/authorities/names/n78011434,,
159,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.520029900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.336683800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.197117800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.877710300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.803207900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.808022Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.174877700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.175755400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.142069500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.413071500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.498296Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.268865900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.864825100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.272245400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.641972900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.009865300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.416423500Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.790335400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.818012100Z",Puranas. Padmapurāṇa,a;p,Puranas. Padmapurāṇa,http://id.worldcat.org/fast/1356527,fast,http://id.worldcat.org/fast/1356527,,
160,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.520029900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.336683800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.197117800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.877710300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.803207900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.808022Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.174877700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.175755400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.142069500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.413071500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.498296Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.268865900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.864825100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.272245400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.641972900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.009865300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.416423500Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.790335400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.818012100Z",Puranas. Padmapurāṇa,a;p,Puranas. Padmapurāṇa,http://id.worldcat.org/fast/1356527,0,http://id.loc.gov/authorities/names/n50078444,,
161,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.520029900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.336683800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.197117800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.877710300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.803207900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.808022Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.174877700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.175755400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.142069500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.413071500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.498296Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.268865900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.864825100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.272245400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.641972900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.009865300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.416423500Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.790335400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.818012100Z","Pārthasārathimiśra, active 11th century. Śāstradīpikā",a;d;t,Śāstradīpikā (Pārthasārathimiśra),http://id.worldcat.org/fast/2056947,0,,,
162,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.520029900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.336683800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.197117800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.877710300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.803207900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.808022Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.174877700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.175755400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.142069500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.413071500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.498296Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.268865900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.864825100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.272245400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.641972900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.009865300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.416423500Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.790335400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.818012100Z",Radha (Hindu deity),a;c,Radha (Hindu deity),http://id.worldcat.org/fast/1102716,0,http://id.loc.gov/authorities/names/n2016245709,,
163,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.520029900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.336683800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.197117800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.877710300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.803207900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.808022Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.174877700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.175755400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.142069500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.413071500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.498296Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.268865900Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.864825100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.272245400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.641972900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.009865300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.417425300Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.790335400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.818012100Z",Radha (Hindu deity),a;c,Radha (Hindu deity),http://id.worldcat.org/fast/1102716,fast,http://id.worldcat.org/fast/1102716,,
164,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.520029900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.336683800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.197117800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.877710300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.803207900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.808022Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.174877700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.175755400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.142069500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.413071500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.498296Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.269863Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.864825100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.272245400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.641972900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.009865300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.417425300Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.790335400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.818012100Z",Radha (Hindu deity)--Poetry,a;c--v,Radha (Hindu deity);Poetry,http://id.worldcat.org/fast/1102716;http://id.worldcat.org/fast/1423828,0,,,
165,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.520029900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.336683800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.197117800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.877710300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.803207900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.808022Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.174877700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.175755400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.142069500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.413071500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.498296Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.269863Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.864825100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.272245400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.641972900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.009865300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.417425300Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.790335400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.818012100Z",Radha (Hindu deity)--Poetry--Early works to 1800,a;c--v--v,Radha (Hindu deity);Poetry;Early works,http://id.worldcat.org/fast/1102716;http://id.worldcat.org/fast/1423828;http://id.worldcat.org/fast/1411636,0,,,
166,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T13:37:55.016046600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-03T13:39:06.240681Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T13:40:25.871610700Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-03T14:10:23.520029900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T14:18:24.213611700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-03T17:50:20.336683800Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T17:50:40.197117800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-03T18:06:39.877710300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:07:12.803207900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-03T18:07:40.808022Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-03T18:08:00.174877700Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-03T18:22:02.175755400Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:23:59.142069500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-03T18:24:18.413071500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-03T18:26:35.498296Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-03T18:27:25.269863Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-03T18:28:11.864825100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-03T18:28:45.272245400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-03T18:38:23.641972900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-03T18:38:51.009865300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-03T18:39:22.417425300Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-03T18:39:54.790335400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-03T18:40:26.818012100Z",Raghunātha Śiromaṇi. Tattvacintāmaṇidīdhiti,a;t,Tattvacintāmaṇidīdhiti (Raghunātha Śiromaṇi),http://id.worldcat.org/fast/1364737,0,http://id.loc.gov/authorities/names/n87871180,,
