row_index,workflow_history,subject_as_recorded,authorized_label_add,structured_value_add,subfield_codes,vocab,source_authority_uri,authorized_label,structured_value
1,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T19:30:41.365568Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T19:31:06.951726Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:32:27.191552500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T19:35:01.485765900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:35:16.400359800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T19:38:15.957139700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:38:48.076123800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T19:41:20.579407900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:42:19.821750500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T19:44:39.962042500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:44:55.500815400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T19:46:13.310285200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:46:38.642243400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T19:50:23.710938300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:50:45.036013100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T19:51:37.307130600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:52:21.844998600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T19:53:07.105347800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:53:22.171448100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T19:54:06.030432Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:55:35.407777Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T19:56:25.903424400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:57:03.517425900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T19:57:57.336299700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:58:33.825827Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T19:58:46.556003600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T19:59:58.247330400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T20:01:04.794525100Z","Abbaye aux Dames (Caen, France)--History--Sources","Abbaye aux Dames (Caen, France);History;Sources",http://id.worldcat.org/fast/582483;http://id.worldcat.org/fast/958235;http://id.worldcat.org/fast/1423900,a--x--v,0,,,
2,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T19:30:41.433250200Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T19:31:06.951726Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:32:27.191552500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T19:35:01.485765900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:35:16.400359800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T19:38:15.957139700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:38:48.076123800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T19:41:20.579407900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:42:19.821750500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T19:44:39.962042500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:44:55.500815400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T19:46:13.310285200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:46:38.642243400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T19:50:23.710938300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:50:45.036013100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T19:51:37.307130600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:52:21.844998600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T19:53:07.105347800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:53:22.171448100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T19:54:06.030432Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:55:35.407777Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T19:56:25.903424400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:57:03.517425900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T19:57:57.336299700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:58:33.825827Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T19:58:46.556003600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T19:59:58.247330400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T20:01:04.794525100Z",Abbaye d'Aywiers,,,a,viaf,,,
3,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T19:30:41.448389500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T19:31:06.951726Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:32:27.191552500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T19:35:01.485765900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:35:16.400359800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T19:38:15.957139700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:38:48.076123800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T19:41:20.579407900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:42:19.821750500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T19:44:39.962042500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:44:55.500815400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T19:46:13.310285200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:46:38.642243400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T19:50:23.710938300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:50:45.036013100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T19:51:37.307130600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:52:21.844998600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T19:53:07.105347800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:53:22.171448100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T19:54:06.030432Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:55:35.407777Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T19:56:25.903424400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:57:03.517425900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T19:57:57.336299700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:58:33.825827Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T19:58:46.556003600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T19:59:58.247330400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T20:01:04.794525100Z","Agnes, Saint, Martyr","Agnes, Saint, Martyr",http://id.worldcat.org/fast/109463,a;c,0,,,
4,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T19:30:41.448389500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T19:31:06.951726Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:32:27.191552500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T19:35:01.485765900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:35:16.400359800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T19:38:15.957139700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:38:48.076123800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T19:41:20.579407900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:42:19.821750500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T19:44:39.962042500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:44:55.500815400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T19:46:13.310285200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:46:38.642243400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T19:50:23.710938300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:50:45.036013100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T19:51:37.307130600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:52:21.844998600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T19:53:07.105347800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:53:22.171448100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T19:54:06.030432Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:55:35.407777Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T19:56:25.903424400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:57:03.517425900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T19:57:57.336299700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:58:33.825827Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T19:58:46.556003600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T19:59:58.247330400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T20:01:04.794525100Z","Anthony, of Padua, Saint, 1195-1231--Prayers and devotions","Anthony, of Padua, Saint, 1195-1231;Prayers and devotions",http://id.worldcat.org/fast/17594;http://id.worldcat.org/fast/1423909,a;c;d--x,0,,,
5,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T19:30:41.448389500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T19:31:06.951726Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:32:27.191552500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T19:35:01.485765900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:35:16.400359800Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T19:38:15.957139700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:38:48.076123800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T19:41:20.579407900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:42:19.821750500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T19:44:39.962042500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:44:55.500815400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T19:46:13.310285200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:46:38.642243400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T19:50:23.710938300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:50:45.036013100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T19:51:37.307130600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:52:21.844998600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T19:53:07.105347800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:53:22.171448100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T19:54:06.030432Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:55:35.407777Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T19:56:25.903424400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:57:03.517425900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T19:57:57.336299700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:58:33.825827Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T19:58:46.556003600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T19:59:58.247330400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T20:01:04.794525100Z",Aristotle--Criticism and interpretation--Early works to 1800,,,a--x--v,0,,Aristotle;Criticism and interpretation;Early works,http://id.worldcat.org/fast/29885;http://id.worldcat.org/fast/1198648;http://id.worldcat.org/fast/1411636
6,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T19:30:41.448389500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T19:31:06.951726Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:32:27.191552500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T19:35:01.485765900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:35:16.401360900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T19:38:15.957139700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:38:48.076123800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T19:41:20.579407900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:42:19.821750500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T19:44:39.962042500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:44:55.500815400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T19:46:13.310285200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:46:38.642243400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T19:50:23.710938300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:50:45.036013100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T19:51:37.307130600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:52:21.844998600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T19:53:07.105347800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:53:22.171448100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T19:54:06.030432Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:55:35.407777Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T19:56:25.903424400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:57:03.517425900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T19:57:57.336299700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:58:33.825827Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T19:58:46.556003600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T19:59:58.247330400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T20:01:04.794525100Z","Augustine, of Hippo, Saint, 354-430. Regula",,,a;c;d;t,0,,"Regula (Augustine, of Hippo, Saint)",http://id.worldcat.org/fast/1357235
7,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T19:30:41.448389500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T19:31:06.951726Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:32:27.191552500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T19:35:01.485765900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:35:16.401360900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T19:38:15.957139700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:38:48.076123800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T19:41:20.579407900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:42:19.821750500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T19:44:39.962042500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:44:55.500815400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T19:46:13.310285200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:46:38.642243400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T19:50:23.710938300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:50:45.036013100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T19:51:37.307130600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:52:21.844998600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T19:53:07.105347800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:53:22.171448100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T19:54:06.030432Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:55:35.407777Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T19:56:25.903424400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:57:03.517425900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T19:57:57.336299700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:58:33.825827Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T19:58:46.556003600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T19:59:58.247330400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T20:01:04.794525100Z",Benedictines--Rules,Benedictines;Rules,http://id.worldcat.org/fast/553736;http://id.worldcat.org/fast/1423857,a--v,0,,,
8,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T19:30:41.448389500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T19:31:06.951726Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:32:27.191552500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T19:35:01.485765900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:35:16.401360900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T19:38:15.957139700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:38:48.076123800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T19:41:20.579407900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:42:19.821750500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T19:44:39.962042500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:44:55.500815400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T19:46:13.310285200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:46:38.643242Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T19:50:23.710938300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:50:45.036013100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T19:51:37.307130600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:52:21.844998600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T19:53:07.105347800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:53:22.171448100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T19:54:06.030432Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:55:35.407777Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T19:56:25.903424400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:57:03.517425900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T19:57:57.336299700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:58:33.825827Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T19:58:46.556003600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T19:59:58.247330400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T20:01:04.794525100Z",Bible--Commentaries--Early works to 1800,,,a--v--v,0,,Bible;Commentaries;Early works,http://id.worldcat.org/fast/1356024;http://id.worldcat.org/fast/1423723;http://id.worldcat.org/fast/1411636
9,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T19:30:41.448389500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T19:31:06.951726Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:32:27.191552500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T19:35:01.485765900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:35:16.401360900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T19:38:15.957139700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:38:48.076123800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T19:41:20.579407900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:42:19.821750500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T19:44:39.962042500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:44:55.500815400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T19:46:13.310285200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:46:38.643242Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T19:50:23.710938300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:50:45.036013100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T19:51:37.307130600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:52:21.844998600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T19:53:07.105347800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:53:22.171448100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T19:54:06.030432Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:55:35.407777Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T19:56:25.903424400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:57:03.517425900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T19:57:57.336299700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:58:33.825827Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T19:58:46.556003600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T19:59:58.247330400Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T20:01:04.794525100Z",Bible. Daniel.--Latin--Manuscripts,Bible. Daniel;Latin language;Manuscripts,http://id.worldcat.org/fast/1892893;http://id.worldcat.org/fast/993125;http://id.worldcat.org/fast/1008230,a;p--l--x,0,,,
10,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T19:30:41.448389500Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T19:31:06.951726Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:32:27.191552500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T19:35:01.485765900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:35:16.401360900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T19:38:15.957139700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:38:48.076123800Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T19:41:20.579407900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:42:19.821750500Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T19:44:39.962042500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:44:55.500815400Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T19:46:13.310285200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:46:38.643242Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T19:50:23.710938300Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:50:45.036013100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T19:51:37.307130600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:52:21.844998600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T19:53:07.105347800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:53:22.171448100Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T19:54:06.030432Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:55:35.407777Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T19:56:25.903424400Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T19:57:03.517425900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T19:57:57.336299700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T19:58:33.825827Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T19:58:46.556003600Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T19:59:58.249333300Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T20:01:04.794525100Z",Bible. Deuteronomy--Manuscripts,Bible. Deuteronomy;Manuscripts,http://id.worldcat.org/fast/1808024;http://id.worldcat.org/fast/1008230,a;p--x,0,,,
