row_index,workflow_history,material_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:19:53.153612Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-16T16:20:06.323211400Z",,,,undetermined,http://vocab.getty.edu/aat/300379012
2,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:19:53.153612Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-16T16:20:06.323211400Z",paper,,,paper,http://vocab.getty.edu/aat/300014109
3,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:19:53.153612Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-16T16:20:06.323211400Z","paper, ill.",,,paper,http://vocab.getty.edu/aat/300014109
4,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:19:53.153612Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-16T16:20:06.323211400Z",paper],,,paper,http://vocab.getty.edu/aat/300014109
5,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:19:53.153612Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-16T16:20:06.323211400Z",parchment,,,parchment,http://vocab.getty.edu/aat/300011851
6,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:19:53.153612Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-16T16:20:06.323211400Z",parchment,,,parchment,http://vocab.getty.edu/aat/300011851
7,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:19:53.153612Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-16T16:20:06.323211400Z","parchment, color illustrations",,,parchment,http://vocab.getty.edu/aat/300011851
8,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:19:53.153612Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-16T16:20:06.323211400Z","parchment, ill.",,,parchment,http://vocab.getty.edu/aat/300011851
9,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:19:53.153612Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-16T16:20:06.323211400Z","parchment, illustration, music",parchment,http://vocab.getty.edu/aat/300011851,,
10,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:19:53.153612Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-16T16:20:06.323211400Z","parchment, music",,,parchment,http://vocab.getty.edu/aat/300011851
11,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:19:53.153612Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-16T16:20:06.323211400Z","parchment, music, illustrations",,,parchment,http://vocab.getty.edu/aat/300011851
12,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:19:53.153612Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-16T16:20:06.323211400Z",parchment],,,parchment,http://vocab.getty.edu/aat/300011851
13,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:19:53.153612Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-16T16:20:06.323211400Z","vellum, music",parchment,http://vocab.getty.edu/aat/300011851,,
