row_index,workflow_history,language_as_recorded,language_code,authorized_label_add,structured_value_add,authorized_label,structured_value
11,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",Middle Dutch,dum,,,Middle Dutch,Q178806
12,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",Middle French language,frm,Middle French,Q1473289,,
13,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z","Provençal language, Quercy dialect",pro,Old Occitan,Q2779185,,
14,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",Text in Arabic,ara,Arabic,Q13955,,
15,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",Text in Arabic and Coptic,ara;cop,Arabic;Coptic,Q13955;Q36155,,
16,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",Text in French,fre,French,Q150,,
17,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",Text in French and Dutch,fre;dut,French;Dutch,Q150;Q7411,,
18,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",Text in French and Latin,fre;lat,French;Latin,Q150;Q397,,
19,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",Text in Latin,lat,,,Latin,Q397
20,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",ara,ara,,,Arabic,Q13955
21,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",cop,cop,,,Coptic,Q36155
22,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",dum,dum,,,Middle Dutch,Q178806
23,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",dut,dut,,,Dutch,Q7411
24,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",eng,eng,,,English,Q1860
25,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",eng;lat,eng;lat,,,English;Latin,Q1860;Q397
26,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",fre,fre,,,French,Q150
27,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",frm,frm,,,Middle French,Q1473289
28,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",ger,ger,,,German,Q188
29,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",lat,lat,,,Latin,Q397
30,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",lat;fre,lat;fre,,,Latin;French,Q397;Q150
31,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",pro,pro,,,Old Occitan,Q2779185
32,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",zxx,zxx,,,no linguistic content,Q22282939
