row_index,workflow_history,language_as_recorded,language_code,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",Dutch,dut,,,Dutch,Q7411
2,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",Flemish (Belgium Dutch),dut,Belgian Dutch,Q1404296,,
3,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",Flemish (Belgium Flemish),dut,Flemish,Q34147,,
4,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",French,fre,,,French,Q150
5,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",In Latin,lat,,,Latin,Q397
6,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",In Latin with some German,lat;ger,Latin;German,Q397;Q188,,
7,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z","In Latin, with notes in German",lat;ger,Latin;German,Q397;Q188,,
8,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",Latin,lat,,,Latin,Q397
9,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",Latin and French,lat;fre,,,Latin;French,Q397;Q150
10,"LANGUAGE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:39:22.258824300Z | LANGUAGE RECON, STEP 3: START LANGUAGE RECON 2023-12-16T16:39:39.483625500Z | LANGUAGE RECON, STEP 4: KNOWN LANGUAGES APPLIED 2023-12-16T16:40:03.822412Z | LANGUAGE RECON, STEP 6: FINALIZED 2023-12-16T16:40:18.002577600Z",Latin words,lat,Latin,Q397,,
