row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T15:23:30.988083600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-03T15:23:42.686631900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-03T15:24:06.600858400Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-03T15:24:21.449675900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-03T15:24:33.201150400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-03T15:24:59.993798200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-03T15:25:12.634488500Z | GENRE RECON, STEP 7: FINALIZED 2024-01-03T15:25:26.892471300Z",Antiphons (Music),lcgft,,Antiphons (Music),http://id.worldcat.org/fast/810660,,
2,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T15:23:30.988083600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-03T15:23:42.686631900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-03T15:24:06.600858400Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-03T15:24:21.449675900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-03T15:24:33.201150400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-03T15:24:59.993798200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-03T15:25:12.634488500Z | GENRE RECON, STEP 7: FINALIZED 2024-01-03T15:25:26.892471300Z",Books of hours,aat,,,,books of hours,http://vocab.getty.edu/aat/300026457
3,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T15:23:30.988083600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-03T15:23:42.686631900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-03T15:24:06.600858400Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-03T15:24:21.449675900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-03T15:24:33.201150400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-03T15:24:59.993798200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-03T15:25:12.634488500Z | GENRE RECON, STEP 7: FINALIZED 2024-01-03T15:25:26.892471300Z",Books of hours,lcsh,,Books of hours,http://id.worldcat.org/fast/836484,,
4,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T15:23:30.988083600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-03T15:23:42.686631900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-03T15:24:06.600858400Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-03T15:24:21.449675900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-03T15:24:33.201150400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-03T15:24:59.993798200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-03T15:25:12.634488500Z | GENRE RECON, STEP 7: FINALIZED 2024-01-03T15:25:26.892471300Z",Breviaries,lcgft,,,,Breviaries,http://id.worldcat.org/fast/1922430
5,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T15:23:30.988083600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-03T15:23:42.686631900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-03T15:24:06.600858400Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-03T15:24:21.449675900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-03T15:24:33.201150400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-03T15:24:59.993798200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-03T15:25:12.634488500Z | GENRE RECON, STEP 7: FINALIZED 2024-01-03T15:25:26.892471300Z",Breviaries,rbgenr,,,,Breviaries,http://id.loc.gov/vocabulary/rbmscv/cv01045
6,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T15:23:30.988083600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-03T15:23:42.686631900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-03T15:24:06.600858400Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-03T15:24:21.449675900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-03T15:24:33.201150400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-03T15:24:59.993798200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-03T15:25:12.634488500Z | GENRE RECON, STEP 7: FINALIZED 2024-01-03T15:25:26.892471300Z",Breviaries--Germany,rbgenr,,Breviaries,http://id.loc.gov/vocabulary/rbmscv/cv01045,,
7,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T15:23:30.988083600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-03T15:23:42.686631900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-03T15:24:06.600858400Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-03T15:24:21.449675900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-03T15:24:33.201150400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-03T15:24:59.993798200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-03T15:25:12.634488500Z | GENRE RECON, STEP 7: FINALIZED 2024-01-03T15:25:26.892471300Z",Calf bindings (Binding),rbbin,,,,Calf bindings,http://id.loc.gov/vocabulary/rbmscv/cv00454
8,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T15:23:30.988083600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-03T15:23:42.686631900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-03T15:24:06.600858400Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-03T15:24:21.449675900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-03T15:24:33.201150400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-03T15:24:59.993798200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-03T15:25:12.634488500Z | GENRE RECON, STEP 7: FINALIZED 2024-01-03T15:25:26.892471300Z",Caroline minuscule,aat,,,,Caroline minuscule,http://vocab.getty.edu/aat/300195207
9,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T15:23:30.988083600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-03T15:23:42.686631900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-03T15:24:06.600858400Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-03T15:24:21.449675900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-03T15:24:33.201150400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-03T15:24:59.993798200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-03T15:25:12.634488500Z | GENRE RECON, STEP 7: FINALIZED 2024-01-03T15:25:26.892471300Z",Charters,rbgenr,,,,Charters,http://id.loc.gov/vocabulary/rbmscv/cv01095
10,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-03T15:23:30.988083600Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-03T15:23:42.686631900Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-03T15:24:06.600858400Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-03T15:24:21.449675900Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-03T15:24:33.201150400Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-03T15:24:59.993798200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-03T15:25:12.634488500Z | GENRE RECON, STEP 7: FINALIZED 2024-01-03T15:25:26.892471300Z",Decorated initials,aat,,,,decorated initials,http://vocab.getty.edu/aat/300417548
