row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
1,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:25:00.927971300Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T17:29:06.799944500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:31:29.672044900Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T17:35:54.294326600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:36:14.237618900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T18:59:58.720708800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:00:37.413897200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T19:08:53.730620900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:10:27.561120200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T19:17:11.543967100Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:17:45.911386Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T19:23:17.512337100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:24:52.528469700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T19:31:44.740177100Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:32:19.364760500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T19:33:27.711823300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:34:24.123278600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T19:39:15.524026700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:40:31.895873300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T19:45:53.383875700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:50:56.902844900Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T19:52:19.442213300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:55:11.844356300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T19:58:01.244982500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:59:38.530716400Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T19:59:52.216216700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:00:15.717145100Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:00:53.681189500Z",Abraham (Biblical patriarch) in the Qurʼan,a,Abraham (Biblical patriarch) in the Qurʼan,http://id.worldcat.org/fast/1864769,fast,(OCoLC)fst01864769,,
2,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:25:00.929972600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T17:29:06.799944500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:31:29.673047300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T17:35:54.294326600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:36:14.237618900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T18:59:58.721581900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:00:37.413897200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T19:08:53.730620900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:10:27.561120200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T19:17:11.543967100Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:17:45.911386Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T19:23:17.513337500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:24:52.529469700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T19:31:44.746179900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:32:19.364760500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T19:33:27.711823300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:34:24.123278600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T19:39:15.524026700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:40:31.895873300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T19:45:53.383875700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:50:56.902844900Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T19:52:19.442213300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:55:11.844356300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T19:58:01.244982500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:59:38.530716400Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T19:59:52.216216700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:00:15.717145100Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:00:53.681189500Z","Africa, North--Description and travel",a--x,North Africa;Voyages and travels,http://id.worldcat.org/fast/1239515;http://id.worldcat.org/fast/1169308,0,,,
3,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:25:00.929972600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T17:29:06.799944500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:31:29.673047300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T17:35:54.294326600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:36:14.237618900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T18:59:58.721581900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:00:37.413897200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T19:08:53.730620900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:10:27.561120200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T19:17:11.543967100Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:17:45.911386Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T19:23:17.513337500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:24:52.529469700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T19:31:44.746179900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:32:19.364760500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T19:33:27.711823300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:34:24.123278600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T19:39:15.524026700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:40:31.895873300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T19:45:53.383875700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:50:56.902844900Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T19:52:19.442213300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:55:11.844356300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T19:58:01.244982500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:59:38.530716400Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T19:59:52.216216700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:00:15.717145100Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:00:53.681189500Z",Algebra,a,,,fast,(OCoLC)fst00804885,Algebra,http://id.worldcat.org/fast/804885
4,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:25:00.929972600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T17:29:06.799944500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:31:29.673047300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T17:35:54.294326600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:36:14.237618900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T18:59:58.721581900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:00:37.413897200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T19:08:53.730620900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:10:27.561120200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T19:17:11.543967100Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:17:45.911386Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T19:23:17.513337500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:24:52.529469700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T19:31:44.746179900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:32:19.364760500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T19:33:27.711823300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:34:24.123278600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T19:39:15.524026700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:40:31.895873300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T19:45:53.383875700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:50:56.902844900Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T19:52:19.442213300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:55:11.844356300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T19:58:01.244982500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:59:38.530716400Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T19:59:52.216216700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:00:15.717145100Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:00:53.681189500Z",Algebra--Early works to 1800,a--v,,,0,,Algebra;Early works,http://id.worldcat.org/fast/804885;http://id.worldcat.org/fast/1411636
5,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:25:00.930993100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T17:29:06.799944500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:31:29.673047300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T17:35:54.294326600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:36:14.237618900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T18:59:58.722587800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:00:37.413897200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T19:08:53.730620900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:10:27.561120200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T19:17:11.543967100Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:17:45.911386Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T19:23:17.513337500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:24:52.529469700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T19:31:44.746179900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:32:19.364760500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T19:33:27.711823300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:34:24.123278600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T19:39:15.524026700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:40:31.895873300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T19:45:53.383875700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:50:56.902844900Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T19:52:19.442213300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:55:11.844356300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T19:58:01.244982500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:59:38.530716400Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T19:59:52.216216700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:00:15.717145100Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:00:53.681189500Z",Aljamía,a,Aljamía,http://id.worldcat.org/fast/805361,fast,(OCoLC)fst00805361,,
6,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:25:00.930993100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T17:29:06.799944500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:31:29.673047300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T17:35:54.294326600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:36:14.237618900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T18:59:58.722587800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:00:37.413897200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T19:08:53.730620900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:10:27.561120200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T19:17:11.543967100Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:17:45.911386Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T19:23:17.513337500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:24:52.529469700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T19:31:44.746179900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:32:19.364760500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T19:33:27.711823300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:34:24.123278600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T19:39:15.524026700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:40:31.895873300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T19:45:53.383875700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:50:56.902844900Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T19:52:19.442213300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:55:11.844356300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T19:58:01.244982500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:59:38.530716400Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T19:59:52.216216700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:00:15.717145100Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:00:53.681189500Z",Aljamía--Texts--Early works to 1800,a--v--v,Aljamía;Texts;Early works,http://id.worldcat.org/fast/805361;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,0,,,
7,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:25:00.930993100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T17:29:06.799944500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:31:29.673047300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T17:35:54.294326600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:36:14.237618900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T18:59:58.722587800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:00:37.413897200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T19:08:53.730620900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:10:27.561120200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T19:17:11.543967100Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:17:45.911386Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T19:23:17.513337500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:24:52.529469700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T19:31:44.746179900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:32:19.364760500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T19:33:27.711823300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:34:24.123278600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T19:39:15.524026700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:40:31.895873300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T19:45:53.383875700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:50:56.902844900Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T19:52:19.442213300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:55:11.844356300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T19:58:01.244982500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:59:38.530716400Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T19:59:52.216216700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:00:15.717145100Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:00:53.681189500Z",Almucantar--Early works to 1800,a--v,,,0,,Almucantar;Early works,http://id.worldcat.org/fast/805884;http://id.worldcat.org/fast/1411636
8,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:25:00.930993100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T17:29:06.799944500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:31:29.673047300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T17:35:54.294326600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:36:14.237618900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T18:59:58.722587800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:00:37.413897200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T19:08:53.730620900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:10:27.561120200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T19:17:11.543967100Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:17:45.911386Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T19:23:17.513337500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:24:52.529469700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T19:31:44.746179900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:32:19.364760500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T19:33:27.711823300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:34:24.123278600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T19:39:15.524026700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:40:31.895873300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T19:45:53.383875700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:50:56.902844900Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T19:52:19.442213300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:55:11.844356300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T19:58:01.244982500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:59:38.530716400Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T19:59:52.216216700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:00:15.717145100Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:00:53.681189500Z",Alphabet books,a,Alphabet books,http://id.worldcat.org/fast/805964,0,,,
9,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:25:00.930993100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T17:29:06.799944500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:31:29.673047300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T17:35:54.294326600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:36:14.237618900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T18:59:58.722587800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:00:37.413897200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T19:08:53.730620900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:10:27.561120200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T19:17:11.543967100Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:17:45.911386Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T19:23:17.513337500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:24:52.529469700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T19:31:44.746179900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:32:19.364760500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T19:33:27.711823300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:34:24.123278600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T19:39:15.524026700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:40:31.895873300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T19:45:53.383875700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:50:56.902844900Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T19:52:19.442213300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:55:11.844356300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T19:58:01.244982500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:59:38.530716400Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T19:59:52.216216700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:00:15.717145100Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:00:53.681189500Z",Alphabet books,a,Alphabet books,http://id.worldcat.org/fast/805964,fast,(OCoLC)fst00805964,,
10,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:25:00.930993100Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T17:29:06.799944500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:31:29.673047300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T17:35:54.294326600Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T17:36:14.237618900Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T18:59:58.722587800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:00:37.413897200Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T19:08:53.730620900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:10:27.561120200Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T19:17:11.543967100Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:17:45.911386Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T19:23:17.513337500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:24:52.529469700Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T19:31:44.746179900Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:32:19.364760500Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T19:33:27.711823300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:34:24.123278600Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T19:39:15.524026700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:40:31.895873300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T19:45:53.383875700Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:50:56.902844900Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T19:52:19.442213300Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T19:55:11.844356300Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T19:58:01.244982500Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T19:59:38.530716400Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T19:59:52.216216700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:00:15.717145100Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:00:53.681189500Z",Anecdotes,a,Anecdotes,http://id.worldcat.org/fast/1423876,fast,(OCoLC)fst00808608,,
