row_index,workflow_history,material_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:08:09.943711Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-27T17:12:58.159647200Z",,,,undetermined,http://vocab.getty.edu/aat/300379012
2,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:08:09.949536300Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-27T17:12:58.160646200Z",banana leaf,leaf,http://vocab.getty.edu/aat/300011892,,
3,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:08:09.950528100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-27T17:12:58.160646200Z",cloth,cloth,http://vocab.getty.edu/aat/300162391,,
4,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:08:09.950528100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-27T17:12:58.160646200Z",palm leaf,palm leaf,http://vocab.getty.edu/aat/300011894,,
5,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:08:09.950528100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-27T17:12:58.160646200Z","palm leaf, illustrations",palm leaf,http://vocab.getty.edu/aat/300011894,,
6,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:08:09.950528100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-27T17:12:58.160646200Z",paper,,,paper,http://vocab.getty.edu/aat/300014109
7,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:08:09.950528100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-27T17:12:58.160646200Z","paper, color illustrations",,,paper,http://vocab.getty.edu/aat/300014109
8,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:08:09.950528100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-27T17:12:58.160646200Z","paper, illustrations",,,paper,http://vocab.getty.edu/aat/300014109
9,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T17:08:09.950528100Z | MATERIAL RECON, STEP 3: FINALIZED 2023-12-27T17:12:58.160646200Z",wood,,,wood,http://vocab.getty.edu/aat/300011914
