row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
35,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.435985700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817784900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.057855200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.875998Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Kāfiyah (Ibn al-Ḥājib, ʻUthmān ibn ʻUmar)",a,,,fast,(OCoLC)fst01366739,"Kāfiyah (Ibn al-Ḥājib, ʻUthmān ibn ʻUmar)",http://id.worldcat.org/fast/1366739
36,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.435985700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817784900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.058855100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.875998Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Miftāḥ al-ʻulūm (Sakkākī, Yūsuf ibn Abī Bakr)",a,,,fast,(OCoLC)fst01915402,"Miftāḥ al-ʻulūm (Sakkākī, Yūsuf ibn Abī Bakr)",http://id.worldcat.org/fast/1915402
37,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.435985700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817784900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.058855100Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.875998Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Mukhtaṣar fī al-fiqh ʻalá madhhab al-Shāfiʻī (Abū Shujāʻ al-Iṣfahānī, Aḥmad ibn al-Ḥusayn)",a,,,fast,(OCoLC)fst01403587,"Mukhtaṣar fī al-fiqh ʻalá madhhab al-Shāfiʻī (Abū Shujāʻ al-Iṣfahānī, Aḥmad ibn al-Ḥusayn)",http://id.worldcat.org/fast/1403587
38,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817784900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Mulakhkhaṣ fī al-hayʼah (Jighmīnī, Maḥmūd ibn Muḥammad)",a,"Mulakhkhaṣ fī al-hayʼah (Jaghmīnī, Maḥmūd ibn Muḥammad)",http://id.worldcat.org/fast/1380591,fast,(OCoLC)fst01380591,,
39,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817784900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Muqniʻ fī ʻilm al-jabr wa-al-muqābalah (Ibn al-Hāʼim, Aḥmad ibn Muḥammad)",a,"Muqniʻ fī ʻilm al-jabr wa-al-muqābalah (Ibn al-Hāʼim, Aḥmad ibn Muḥammad)",http://id.worldcat.org/fast/1915582,fast,(OCoLC)fst01915582,,
40,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817784900Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Muḥammad, Prophet, -632",a;c;d,,,fast,(OCoLC)fst01836298,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298
41,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Muḥammad, Prophet, -632",a;c;d,,,0,,"Muḥammad, Prophet, -632",http://id.worldcat.org/fast/1836298
42,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.622413900Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Muḥammad, Prophet, -632--Biography",a;c;d--v,,,0,,"Muḥammad, Prophet, -632;Biographies",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896
43,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Muḥammad, Prophet, -632--Biography--Early works to 1800",a;c;d--v--v,,,0,,"Muḥammad, Prophet, -632;Biographies;Early works",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/1919896;http://id.worldcat.org/fast/1411636
44,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-02T20:16:53.833204600Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2024-01-02T20:17:57.650646200Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T20:18:21.508332400Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2024-01-02T22:55:12.132118600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T22:57:54.436988300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2024-01-02T23:02:27.547218600Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:05:38.469676300Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2024-01-02T23:22:11.685652700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:22:27.817996100Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2024-01-02T23:28:58.623415500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:31:37.453362200Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2024-01-02T23:38:57.275753600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:40:31.059854400Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2024-01-02T23:41:03.341993700Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:43:26.059727800Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2024-01-02T23:44:07.180121500Z | KNOWN NAMED SUBJECT RECON APPLIED 2024-01-02T23:44:22.675202800Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2024-01-02T23:46:04.560711200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2024-01-02T23:46:29.925903300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2024-01-02T23:46:49.029797800Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2024-01-02T23:47:15.877003500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2024-01-02T23:47:44.883340900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2024-01-02T23:48:13.218643900Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2024-01-02T23:48:30.784324200Z | SUBJECT RECON, STEP 45: FINALIZED 2024-01-02T23:48:48.938127700Z","Muḥammad, Prophet, -632--Biography--History and criticism",a;c;d--x--x,"Muḥammad, Prophet, -632;Biography;Criticism, interpretation, etc.",http://id.worldcat.org/fast/1836298;http://id.worldcat.org/fast/832149;http://id.worldcat.org/fast/1411635,0,,,
