row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-01T16:02:32.027434500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-01T16:03:01.626673200Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-01T16:04:48.992260600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-01T16:05:13.988140800Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-01T16:08:02.843601Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-01T16:08:19.347331200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-01T16:08:37.795054400Z | GENRE RECON, STEP 7: FINALIZED 2024-01-01T16:08:51.166293Z",Account books--1855-1864,rbgenr,,Account books,http://id.loc.gov/vocabulary/rbmscv/cv00027,,
2,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-01T16:02:32.027434500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-01T16:03:01.626673200Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-01T16:04:48.992260600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-01T16:05:13.988140800Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-01T16:08:02.843601Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-01T16:08:19.347331200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-01T16:08:37.795054400Z | GENRE RECON, STEP 7: FINALIZED 2024-01-01T16:08:51.166293Z",Auction copies (Provenance),rbprov,,Auction copies,http://id.loc.gov/vocabulary/rbmscv/cv00969,,
3,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-01T16:02:32.027434500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-01T16:03:01.626673200Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-01T16:04:48.992260600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-01T16:05:13.988140800Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-01T16:08:02.843601Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-01T16:08:19.347331200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-01T16:08:37.795054400Z | GENRE RECON, STEP 7: FINALIZED 2024-01-01T16:08:51.166293Z",Bookplates (Provenance),rbprov,,,,Bookplates,http://id.loc.gov/vocabulary/rbmscv/cv00138
4,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-01T16:02:32.027434500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-01T16:03:01.626673200Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-01T16:04:48.992260600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-01T16:05:13.988140800Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-01T16:08:02.843601Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-01T16:08:19.347331200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-01T16:08:37.795054400Z | GENRE RECON, STEP 7: FINALIZED 2024-01-01T16:08:51.166293Z",Booksellers' copies (Provenance),rbprov,,Booksellers' copies,http://id.loc.gov/vocabulary/rbmscv/cv00150,,
5,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-01T16:02:32.027434500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-01T16:03:01.626673200Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-01T16:04:48.992260600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-01T16:05:13.988140800Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-01T16:08:02.843601Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-01T16:08:19.347331200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-01T16:08:37.795054400Z | GENRE RECON, STEP 7: FINALIZED 2024-01-01T16:08:51.166293Z",Contemporary bindings,rbmscv,,Contemporary bindings,http://id.loc.gov/vocabulary/rbmscv/cv00480,,
6,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-01T16:02:32.027434500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-01T16:03:01.626673200Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-01T16:04:48.992260600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-01T16:05:13.988140800Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-01T16:08:02.843601Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-01T16:08:19.347331200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-01T16:08:37.795054400Z | GENRE RECON, STEP 7: FINALIZED 2024-01-01T16:08:51.166293Z",Fillet tooling,rbmscv,,Fillet tooling,http://id.loc.gov/vocabulary/rbmscv/cv00533,,
7,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-01T16:02:32.027434500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-01T16:03:01.626673200Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-01T16:04:48.992260600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-01T16:05:13.988140800Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-01T16:08:02.843601Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-01T16:08:19.347331200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-01T16:08:37.795054400Z | GENRE RECON, STEP 7: FINALIZED 2024-01-01T16:08:51.166293Z",Library copies (Provenance),rbprov,,Library copies,http://id.loc.gov/vocabulary/rbmscv/cv00154,,
8,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-01T16:02:32.027434500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-01T16:03:01.626673200Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-01T16:04:48.992260600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-01T16:05:13.988140800Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-01T16:08:02.843601Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-01T16:08:19.347331200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-01T16:08:37.795054400Z | GENRE RECON, STEP 7: FINALIZED 2024-01-01T16:08:51.166293Z",Manicules,rbmscv,,,,Manicules,http://id.loc.gov/vocabulary/rbmscv/cv00248
9,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-01T16:02:32.027434500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-01T16:03:01.626673200Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-01T16:04:48.992260600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-01T16:05:13.988140800Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-01T16:08:02.843601Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-01T16:08:19.347331200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-01T16:08:37.795054400Z | GENRE RECON, STEP 7: FINALIZED 2024-01-01T16:08:51.166293Z",Manuscripts,lcgft,,,,Manuscripts,http://id.worldcat.org/fast/1424060
10,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-01-01T16:02:32.027434500Z | GENRE AAT RECON, STEP 3: START AAT RECON 2024-01-01T16:03:01.626673200Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2024-01-01T16:04:48.992260600Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2024-01-01T16:05:13.988140800Z | GENRE FAST RECON, STEP 3: START FAST RECON 2024-01-01T16:08:02.843601Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2024-01-01T16:08:19.347331200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2024-01-01T16:08:37.795054400Z | GENRE RECON, STEP 7: FINALIZED 2024-01-01T16:08:51.166293Z",Shelf marks (Provenance),rbprov,,Shelf marks,http://id.loc.gov/vocabulary/rbmscv/cv00268,,
