row_index,workflow_history,subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
803,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.032602500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.712473200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.302513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Meditation,a,fast,http://id.worldcat.org/fast/1015409,Meditation,http://id.worldcat.org/fast/1015409,,
804,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.032602500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.712473200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.302513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Meditation--Hinduism,a--x,0,http://id.loc.gov/authorities/subjects/sh85083214,Meditation--Hinduism,http://id.worldcat.org/fast/1015423,,
805,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.712473200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.302513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Meditation--Hinduism,a--x,fast,http://id.worldcat.org/fast/1015423,Meditation--Hinduism,http://id.worldcat.org/fast/1015423,,
806,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.712473200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.302513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Meditation--Hinduism--Early works to 1800,a--x--v,0,,Meditation--Hinduism;Hinduism;Early works,http://id.worldcat.org/fast/1015423;http://id.worldcat.org/fast/957121;http://id.worldcat.org/fast/1411636,,
807,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.712473200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.302513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Meditation--India,a--z,0,,Meditation;India,http://id.worldcat.org/fast/1015409;http://id.worldcat.org/fast/1210276,,
808,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.712473200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.302513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Meditation--Jainism,a--x,0,http://id.loc.gov/authorities/subjects/sh85083215,Meditation--Jainism,http://id.worldcat.org/fast/1015426,,
809,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.712473200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.302513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Meditation--Jainism,a--x,fast,http://id.worldcat.org/fast/1015426,Meditation--Jainism,http://id.worldcat.org/fast/1015426,,
810,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.712473200Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.302513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Menstruation--Mythology,a--x,0,http://id.loc.gov/authorities/subjects/sh85083606,Menstruation--Mythology,http://id.worldcat.org/fast/1016286,,
811,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.713474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.302513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Menstruation--Mythology,a--x,fast,http://id.worldcat.org/fast/1016286,Menstruation--Mythology,http://id.worldcat.org/fast/1016286,,
812,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.713474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.302513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Menstruation--Religious aspects,a--x,0,http://id.loc.gov/authorities/subjects/sh2009005812,Menstruation--Religious aspects,http://id.worldcat.org/fast/1425937,,
813,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:39:57.765410700Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:44:02.345751300Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T22:32:34.013650200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:36:07.014249100Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T22:43:44.237924800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T22:44:07.111384100Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T23:05:39.713485800Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:31:53.524906300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-28T14:36:06.784500600Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:37:13.344900500Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-28T14:41:35.380427100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:42:03.033600200Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-28T14:44:24.420637400Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:44:53.713474300Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-28T14:45:40.566654500Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:46:10.512324500Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-28T14:53:43.045493700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:54:26.255633500Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-28T14:54:45.302513700Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-28T14:55:23.110762300Z | KNOWN SUBJECT RECON APPLIED 2023-12-28T14:55:52.273998500Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-28T14:57:21.338393100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-28T14:57:51.573126200Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-28T14:58:25.592640100Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-28T14:59:12.680978Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-28T14:59:44.243516800Z",Menstruation--Religious aspects,a--x,fast,http://id.worldcat.org/fast/1425937,Menstruation--Religious aspects,http://id.worldcat.org/fast/1425937,,
