row_index,workflow_history,subject_as_recorded,subfield_codes,authorized_label_add,structured_value_add,vocab,source_authority_uri,authorized_label,structured_value
11,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:12:26.140829400Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:12:42.072468Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:12:59.996984600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T20:15:26.776992400Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:15:51.398513300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T20:20:49.264649200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:21:05.879254600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T20:23:42.697841500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:24:28.946127Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T20:24:52.497223800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:25:21.043287900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T20:26:57.638663100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:27:23.797001900Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T20:27:42.619438200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:28:21.463290100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T20:28:36.322477200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:29:10.826907100Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T20:29:44.955610300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:30:15.636844300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T20:30:53.696134300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T20:33:48.255817500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:34:18.265026800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T20:34:43.873263700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:35:18.292409900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T20:35:29.262826500Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:35:48.313192300Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:36:19.911849600Z",Dyes and dyeing--Prices--Great Britain--19th century,a--x--z--y,Dyes and dyeing;Prices;Great Britain;Nineteenth century,http://id.worldcat.org/fast/900233;http://id.worldcat.org/fast/1076207;http://id.worldcat.org/fast/1204623;http://id.worldcat.org/fast/1037841,0,,,
12,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:12:26.140829400Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:12:42.072468Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:12:59.996984600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T20:15:26.776992400Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:15:51.398513300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T20:20:49.264649200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:21:05.879254600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T20:23:42.697841500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:24:28.946127Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T20:24:52.497223800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:25:21.043287900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T20:26:57.638663100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:27:23.797001900Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T20:27:42.619438200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:28:21.463290100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T20:28:36.322477200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:29:10.826907100Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T20:29:44.955610300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:30:15.636844300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T20:30:53.696134300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T20:33:48.255817500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:34:18.265026800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T20:34:43.873263700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:35:18.292409900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T20:35:29.262826500Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:35:48.313192300Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:36:19.911849600Z",Dyes and dyeing--Sample books,a--v,Dyes and dyeing;Sample books,http://id.worldcat.org/fast/900233;http://id.worldcat.org/fast/1424193,0,,,
13,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:12:26.140829400Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:12:42.072468Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:12:59.996984600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T20:15:26.776992400Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:15:51.398513300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T20:20:49.264649200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:21:05.879254600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T20:23:42.697841500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:24:28.946127Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T20:24:52.497223800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:25:21.043287900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T20:26:57.638663100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:27:23.797001900Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T20:27:42.619438200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:28:21.463290100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T20:28:36.322477200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:29:10.826907100Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T20:29:44.955610300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:30:15.636844300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T20:30:53.696134300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T20:33:48.255817500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:34:18.265026800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T20:34:43.873263700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:35:18.292409900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T20:35:29.262826500Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:35:48.313192300Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:36:19.911849600Z",Dyes and dyeing--Wool--Manuscripts,a--x--x,Dyes and dyeing--Wool;Wool;Manuscripts,http://id.worldcat.org/fast/900271;http://id.worldcat.org/fast/1179993;http://id.worldcat.org/fast/1424060,0,,,
14,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:12:26.140829400Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:12:42.072468Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:12:59.996984600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T20:15:26.776992400Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:15:51.398513300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T20:20:49.264649200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:21:05.879254600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T20:23:42.697841500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:24:28.946127Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T20:24:52.497223800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:25:21.043287900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T20:26:57.638663100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:27:23.797001900Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T20:27:42.619438200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:28:21.463290100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T20:28:36.322477200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:29:10.826907100Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T20:29:44.955610300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:30:15.636844300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T20:30:53.696134300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T20:33:48.255817500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:34:18.265026800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T20:34:43.873263700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:35:18.292409900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T20:35:29.262826500Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:35:48.313192300Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:36:19.911849600Z",Fireworks--Manuscripts,a--v,Fireworks;Manuscripts,http://id.worldcat.org/fast/1198494;http://id.worldcat.org/fast/1424060,0,,,
15,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:12:26.140829400Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:12:42.072468Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:12:59.996984600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T20:15:26.776992400Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:15:51.398513300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T20:20:49.264649200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:21:05.879254600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T20:23:42.697841500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:24:28.946127Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T20:24:52.497223800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:25:21.043287900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T20:26:57.638663100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:27:23.797001900Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T20:27:42.619438200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:28:21.463290100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T20:28:36.322477200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:29:10.826907100Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T20:29:44.955610300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:30:15.636844300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T20:30:53.696134300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T20:33:48.255817500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:34:18.265026800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T20:34:43.873263700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:35:18.292409900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T20:35:29.263823300Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:35:48.313192300Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:36:19.911849600Z","Formulas, recipes, etc.--Early works to 1800",a--v,"Formulas, recipes, etc.;Early works",http://id.worldcat.org/fast/1753650;http://id.worldcat.org/fast/1411636,0,,,
16,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:12:26.140829400Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:12:42.072468Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:12:59.996984600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T20:15:26.776992400Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:15:51.398513300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T20:20:49.264649200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:21:05.879254600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T20:23:42.697841500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:24:28.946127Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T20:24:52.497223800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:25:21.043287900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T20:26:57.638663100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:27:23.797001900Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T20:27:42.619438200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:28:21.463290100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T20:28:36.322477200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:29:10.826907100Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T20:29:44.955610300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:30:15.636844300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T20:30:53.696134300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T20:33:48.255817500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:34:18.265026800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T20:34:43.873263700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:35:18.292409900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T20:35:29.263823300Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:35:48.313192300Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:36:19.911849600Z","Formulas, recipes, etc.--Manuscripts",a--v,"Formulas, recipes, etc.--Manuscripts",http://id.worldcat.org/fast/1753654,0,,,
17,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:12:26.140829400Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:12:42.072468Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:12:59.996984600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T20:15:26.776992400Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:15:51.398513300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T20:20:49.264649200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:21:05.879254600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T20:23:42.697841500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:24:28.946127Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T20:24:52.497223800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:25:21.043287900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T20:26:57.638663100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:27:23.797001900Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T20:27:42.619438200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:28:21.463290100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T20:28:36.322477200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:29:10.826907100Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T20:29:44.955610300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:30:15.636844300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T20:30:53.696134300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T20:33:48.255817500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:34:18.265026800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T20:34:43.873263700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:35:18.292409900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T20:35:29.263823300Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:35:48.313192300Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:36:19.911849600Z",Manuscripts--14th century,a--y,Manuscripts;Fourteenth century,http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/933420,0,,,
18,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:12:26.140829400Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:12:42.072468Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:12:59.996984600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T20:15:26.776992400Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:15:51.398513300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T20:20:49.264649200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:21:05.879254600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T20:23:42.697841500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:24:28.946127Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T20:24:52.497223800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:25:21.043287900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T20:26:57.638663100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:27:23.797001900Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T20:27:42.619438200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:28:21.463290100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T20:28:36.322477200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:29:10.826907100Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T20:29:44.955610300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:30:15.636844300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T20:30:53.696134300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T20:33:48.255817500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:34:18.265026800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T20:34:43.873263700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:35:18.292409900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T20:35:29.263823300Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:35:48.313192300Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:36:19.911849600Z",Manuscripts--16th century,a--y,Manuscripts;Sixteenth century,http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1119851,0,,,
19,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:12:26.140829400Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:12:42.072468Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:12:59.996984600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T20:15:26.776992400Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:15:51.398513300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T20:20:49.264649200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:21:05.879254600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T20:23:42.697841500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:24:28.946127Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T20:24:52.497223800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:25:21.043287900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T20:26:57.638663100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:27:23.797001900Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T20:27:42.619438200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:28:21.463290100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T20:28:36.322477200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:29:10.826907100Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T20:29:44.955610300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:30:15.636844300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T20:30:53.696134300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T20:33:48.255817500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:34:18.265026800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T20:34:43.873263700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:35:18.292409900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T20:35:29.263823300Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:35:48.313192300Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:36:19.911849600Z",Manuscripts--17th century,a--y,Manuscripts;Seventeenth century,http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/1113663,0,,,
20,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-27T20:12:26.140829400Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-12-27T20:12:42.072468Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:12:59.996984600Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-12-27T20:15:26.776992400Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:15:51.398513300Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-12-27T20:20:49.264649200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:21:05.879254600Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-12-27T20:23:42.697841500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:24:28.946127Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-12-27T20:24:52.497223800Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:25:21.043287900Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-12-27T20:26:57.638663100Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:27:23.797001900Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-12-27T20:27:42.619438200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:28:21.463290100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-12-27T20:28:36.322477200Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:29:10.826907100Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-12-27T20:29:44.955610300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:30:15.636844300Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-12-27T20:30:53.696134300Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-12-27T20:33:48.255817500Z | KNOWN SUBJECT RECON APPLIED 2023-12-27T20:34:18.265026800Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-12-27T20:34:43.873263700Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-12-27T20:35:18.292409900Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-12-27T20:35:29.263823300Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-12-27T20:35:48.313192300Z | SUBJECT RECON, STEP 45: FINALIZED 2023-12-27T20:36:19.911849600Z",Manuscripts--18th century,a--y,Manuscripts;Eighteenth century,http://id.worldcat.org/fast/1424060;http://id.worldcat.org/fast/904058,0,,,
