row_index,workflow_history,place_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-15T16:51:14.691577900Z | PLACE RECON, STEP 3: START RECON 2023-12-15T16:51:29.415413700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-15T16:51:59.196136300Z | PLACE RECON, STEP 6: FINALIZED 2023-12-15T16:52:14.134709900Z",17--,,,,
2,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-15T16:51:14.691577900Z | PLACE RECON, STEP 3: START RECON 2023-12-15T16:51:29.416374700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-15T16:51:59.196136300Z | PLACE RECON, STEP 6: FINALIZED 2023-12-15T16:52:14.134709900Z",18--,,,,
3,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-15T16:51:14.691577900Z | PLACE RECON, STEP 3: START RECON 2023-12-15T16:51:29.416374700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-15T16:51:59.196136300Z | PLACE RECON, STEP 6: FINALIZED 2023-12-15T16:52:14.134709900Z","Agra, India",Āgra;India,http://vocab.getty.edu/tgn/7001493;http://vocab.getty.edu/tgn/7000198,,
4,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-15T16:51:14.691577900Z | PLACE RECON, STEP 3: START RECON 2023-12-15T16:51:29.416374700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-15T16:51:59.196136300Z | PLACE RECON, STEP 6: FINALIZED 2023-12-15T16:52:14.135671600Z",Balsār,,,,
5,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-15T16:51:14.691577900Z | PLACE RECON, STEP 3: START RECON 2023-12-15T16:51:29.416374700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-15T16:51:59.196136300Z | PLACE RECON, STEP 6: FINALIZED 2023-12-15T16:52:14.135671600Z",Cairo,,,Cairo,http://vocab.getty.edu/tgn/7001215
6,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-15T16:51:14.691577900Z | PLACE RECON, STEP 3: START RECON 2023-12-15T16:51:29.416374700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-15T16:51:59.196136300Z | PLACE RECON, STEP 6: FINALIZED 2023-12-15T16:52:14.135671600Z",Dayr al-Qamar,,,,
7,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-15T16:51:14.691577900Z | PLACE RECON, STEP 3: START RECON 2023-12-15T16:51:29.416374700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-15T16:51:59.196136300Z | PLACE RECON, STEP 6: FINALIZED 2023-12-15T16:52:14.135671600Z",Egypt?],,,Egypt,http://vocab.getty.edu/tgn/7016833
8,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-15T16:51:14.691577900Z | PLACE RECON, STEP 3: START RECON 2023-12-15T16:51:29.416374700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-15T16:51:59.196136300Z | PLACE RECON, STEP 6: FINALIZED 2023-12-15T16:52:14.135671600Z",Herat],Herāt,http://vocab.getty.edu/tgn/7002243,,
9,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-15T16:51:14.692578500Z | PLACE RECON, STEP 3: START RECON 2023-12-15T16:51:29.416374700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-15T16:51:59.196136300Z | PLACE RECON, STEP 6: FINALIZED 2023-12-15T16:52:14.135671600Z",India,,,India,http://vocab.getty.edu/tgn/7000198
10,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-15T16:51:14.692578500Z | PLACE RECON, STEP 3: START RECON 2023-12-15T16:51:29.416374700Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-15T16:51:59.196136300Z | PLACE RECON, STEP 6: FINALIZED 2023-12-15T16:52:14.135671600Z",India?],,,India,http://vocab.getty.edu/tgn/7000198
