row_index,workflow_history,place_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:56:52.660596300Z | PLACE RECON, STEP 3: START RECON 2023-12-16T16:57:15.793565900Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-16T16:57:42.447551Z | PLACE RECON, STEP 6: FINALIZED 2023-12-16T16:57:57.671839800Z",Arabian Peninsula,Arabian Peninsula,http://vocab.getty.edu/tgn/1012700,,
2,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:56:52.660596300Z | PLACE RECON, STEP 3: START RECON 2023-12-16T16:57:15.793565900Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-16T16:57:42.447551Z | PLACE RECON, STEP 6: FINALIZED 2023-12-16T16:57:57.671839800Z",Austria,,,Austria,http://vocab.getty.edu/tgn/1000062
3,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:56:52.660596300Z | PLACE RECON, STEP 3: START RECON 2023-12-16T16:57:15.793565900Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-16T16:57:42.447551Z | PLACE RECON, STEP 6: FINALIZED 2023-12-16T16:57:57.671839800Z",Belgium,,,Belgium,http://vocab.getty.edu/tgn/1000063
4,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:56:52.660596300Z | PLACE RECON, STEP 3: START RECON 2023-12-16T16:57:15.793565900Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-16T16:57:42.447551Z | PLACE RECON, STEP 6: FINALIZED 2023-12-16T16:57:57.671839800Z",Belgium?],,,Belgium,http://vocab.getty.edu/tgn/1000063
5,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:56:52.660596300Z | PLACE RECON, STEP 3: START RECON 2023-12-16T16:57:15.793565900Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-16T16:57:42.447551Z | PLACE RECON, STEP 6: FINALIZED 2023-12-16T16:57:57.671839800Z",Belgium],,,Belgium,http://vocab.getty.edu/tgn/1000063
6,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:56:52.660596300Z | PLACE RECON, STEP 3: START RECON 2023-12-16T16:57:15.793565900Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-16T16:57:42.447551Z | PLACE RECON, STEP 6: FINALIZED 2023-12-16T16:57:57.671839800Z",East Francia,Francia Orientalis,http://vocab.getty.edu/tgn/7024345,,
7,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:56:52.660596300Z | PLACE RECON, STEP 3: START RECON 2023-12-16T16:57:15.793565900Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-16T16:57:42.447551Z | PLACE RECON, STEP 6: FINALIZED 2023-12-16T16:57:57.671839800Z",Egypt,,,Egypt,http://vocab.getty.edu/tgn/7016833
8,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:56:52.660596300Z | PLACE RECON, STEP 3: START RECON 2023-12-16T16:57:15.793565900Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-16T16:57:42.447551Z | PLACE RECON, STEP 6: FINALIZED 2023-12-16T16:57:57.671839800Z",England,,,England,http://vocab.getty.edu/tgn/7002445
9,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:56:52.660596300Z | PLACE RECON, STEP 3: START RECON 2023-12-16T16:57:15.793565900Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-16T16:57:42.447551Z | PLACE RECON, STEP 6: FINALIZED 2023-12-16T16:57:57.671839800Z",England],,,England,http://vocab.getty.edu/tgn/7002445
10,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-12-16T16:56:52.660596300Z | PLACE RECON, STEP 3: START RECON 2023-12-16T16:57:15.793565900Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-12-16T16:57:42.447551Z | PLACE RECON, STEP 6: FINALIZED 2023-12-16T16:57:57.671839800Z","Ferrara, Italy",,,Ferrara;Italy,http://vocab.getty.edu/tgn/7004264;http://vocab.getty.edu/tgn/1000080
