title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
al-Juzʾ al-awwal min Kitāb Khizānat al-fatāwá,,Khizānat al-fatāwá,,Khizānat al-fatāwá,Q63888,,
ʻUmdat al-muftī,عمدة المفتي,,,,,,
Marāqī al-falāḥ bi-Imdād al-fattāḥ sharḥ Nūr al-īḍāḥ wa-najāḥ al-arwāḥ,مراقي الفلاح بامداد الفتاح شرح نور الايضاح ونجاح الارواح,Marāqī al-falāḥ,مراقي الفلاح,,,,
Mustaʻān ʻalá kull marād minhu al-mabdaʼ wa-ilayhi al-mīʻād,مستعان على كل مراد منه المبدأ واليه الميعاد,Mukhtaṣar Ghunyat al-mutamallī,مختصر غنية المتملي,Mukhtaṣar Ghunyat al-mutamallī,Q63889,,
al-Fatāwá al-Bazzāzīyah,,,,Fatāwá,Q12221,,
Tartīb Fatāwá Qāriʼ al-Hidāyah,,,,Fatāwá,Q12221,,
Muʻīn al-ḥukkām,,,,,,,
Kitāb al-ḥudūd wa-al-aḥkām,,,,Kitāb al-ḥudūd wa-al-aḥkām,Q63867,,
Masʼalat al-istibdāl,,,,,,,
Jāmiʻ al-fatāwá,,,,,,,
Durar al-ḥukkām fī sharḥ Ghurar al-aḥkām,,,,Durar al-ḥukkām fī sharḥ Ghurar al-aḥkām,Q63890,,
Madkhūlāt al-Durar,,,,,,,
ḥāshiyah ʻalá Durar al-ḥukkām,,,,,,,
Ghunyat dhawī al-aḥkām fī bughyat Durar al-ḥukkām,,,,Ghunyat dhawī al-iḥkām fī bughiyat Durar al-aḥkām,Q63869,,
Kashf rumūz Ghurar al-aḥkām wa-tanwīr Durar al-ḥukkām,,,,,,,
Taʻlīqāt ʻalá dībājat al-Durar,,,,,,,
al-Isʻāf fī aḥkām al-awqāf,,,,al-Isʻāf fī aḥkām al-awqāf,Q63870,,
Majmūʻat masāʼil,,,,Majmūʻat masāʼil,Q63891,,
Muʻīn al-quḍāh,,,,,,,
Multaqá al-abḥur,,,,,,Multaqá al-abḥur,"Q18509"
Sakb al-anhur ʻalá farāʼid Multaqá al-abḥur,,,,,,,
Iẓhār farāʼid al-abḥur wa-īḍāḥ fawāʼid al-anhur li-ibrāz daqāʼiq Multaqá al-abḥur,,,,,,,
Iẓhār farāʼid al-abḥur fī sharḥ Multaqá al-abḥur,,,,,,,
Majma al-anhur fī sharḥ Multaqá al-abḥur,,,,,,,
al-Durr al-muntaqá fī sharḥ al-Multaqá,,,,,,,
al-Muʻādil ʻalá Multaqá al-abḥur,,,,,,,
al-Muntaqá,,,,,,,
al-Ashbāh wa-al-naẓāʼir,,,,Al-Ashbah wa-al-Nazair,Q63892,,
Tanwīr al-adhhān wa-al-ḍamāʼir fī sharḥ al-Ashbāh wa-al-naẓāʼir,,,,,,,
Tartīb al-Ashbāh wa-al-naẓāʼir,,,,,,,
Nuzʹhat al-nawāẓir ʻalá al-Ashbāh wa-al-naẓāʼir,,,,,,,
Sharḥ al-qawāʻid al-kullīyah,,,,,,,
Tawfīq al-ilāh fī sharḥ fann min al-Ashbāh,توفيق الإلة في شرح فن من الأشباه,,,,,,
ʻIqd al-durar wa-al-jawāhir min naqd al-Ashbāh wa-al-naẓāʻir,,,,,,,
al-Taḥqīq al-bāhir ʻalá al-Ashbāh wa-al-naẓāʻir,,,,,,,
Zawāhir al-jawāhir ʻalá al-Ashbāh wa-al-naẓāʼir,,,,,,,
al-Fatāwá al-Zaynīyah fī fiqh al-Ḥanafīyah,,,,al-Fatāwá al-Zaynīyah fī fiqh al-Ḥanafīyah,Q63893,,
al-Fatāwá al-Zaynīyah fī fiqh al-ḥanafīyah,,,,al-Fatāwá al-Zaynīyah fī fiqh al-Ḥanafīyah,Q63893,,
al-Fatāwá al-adlīyah,,,,Fatāwá,Q12221,,
Dhakhāʼir al-ākhirah,,,,,,,
Adab al-awṣiyāʼ,,,,Adab al-awṣiyāʼ,Q63894,,
Tanwīr al-abṣār wa-jāmiʻ al-biḥār,,,,Tanwīr al-abṣār wa-jāmiʻ al-biḥār,Q63895,,
Sharḥ al-Sanūsīyah ... [etc,شرح السنوسية ... الخ,,,,,,
Risālah fī al-masḥ ʻalá al-khuffayn ... [etc,رسالة في المسح على الخفين ... الخ,,,,,,
Ḥāshiyah ʻalá al-Ṭarīqah al-Muḥammadīyah ... [etc,حاشية على الطريقة المحمدية ... الخ,,,,,,
Mafātīḥ al-ṣalāh wa-yanābīʻ al-ḥayāh ... [etc,مفاتيح الصلاة وينابيع الحياة ... الخ,,,Mafātīḥ al-ṣalāh wa-yanābīʻ al-ḥayāh,Q64075,,
Fatḥ al-jalīl ʻalá ʻabdihi al-dhalīl fī bayān mā warada fī al-istikhlāf fī al-Jumʻah min al-aqāwīl ... [etc,فتح الجليل على عبده الذليل في بيان ما ورد في الاستخلاف في الجمعة من الاقاويل ... الخ,Works,اعمال,Works,Q5989,,
Risālah fī ṭabaqāt al-fuqahāʼ ... [etc,رسالة في طبقات الفقهاء ... الخ,,,Risālah fī ṭabaqāt al-fuqahāʼ;Text on jurisprudence,Q64076;Q64062,,
Fawāʼid al-Zaynīyah fī fiqh al-Ḥanafīyah ... [etc,,,,,,,
Ṣawn al-fāriḍ fī al-wuṣūl ilá madārik ʻAwn al-rāʼiḍ,,,,,,,
Khuṭbat nikāḥ al-Burhān Ibrāhīm ibn Abī Ṭāhir al-Kūrānī al-Madanī ... [etc,خطبة نكاح البرهان ابراهيم بن ابي طاهر الكوراني المدني ... الخ,,,Sermons,Q1400,,
Shurūṭ al-ʻibādāt ... [etc,شروط العبادات ... الخ,,,Shurūṭ al-ʻibādāt,Q64077,,
Āyah al-kubrá fī sharḥ qiṣṣat al-isrāʼ ... [etc,آية الكبرى في شرح قصة الاسراء ... الخ,,,,,,
al-Niṣf al-awwal min Kitāb al-Hidāyah allatī hiya min aʻẓam kutub al-Ḥanīfīyah /,النصف الاول من كتاب الهداية التي هي من اعظم كتب الحنيفية /,Hidāyah,هداية,Hidayah,Q39473,,
al-Niṣf al-thānī min Hidāyat al-fiqh ʻalá madhhab al-Imām al-aʻẓam Abī Ḥanīfah raḍiya Allāhu ʻanhu /,النصف الثاني من هداية الفقه على مذهب الامام الاعظم ابي حنيفة رضي الله عنه /,Hidāyah,هداية,Hidayah,Q39473,,
Hidāyah,هداية,Hidāyah,هداية,Hidayah,Q39473,,
Kitāb-i Zāhidī sharḥ-i Qudhūrī. Sharīf Sharḥ ʻalá al-ʻIzzī,كتاب زاهدي شرح قذوري. شريف شرح على العزي,,,,,,
Khulāṣat al-fatāwá] /,خلاصة الفتاوى /,Khulāṣat al-fatāwá,خلاصة الفتاوى,Khulāṣat al-fatāwá,Q63862,,
al-Jawāhir al-muḍīyah fī ṭabaqāt al-Ḥanafīyah li-hāfiẓ al-ḥujjah Muḥyī al-Dīn ʻAbd al-Qādir ibn Muḥammad ibn Muḥammad ibn Naṣr Allāh al-Qurashī al-Ḥanafī wa-yalīhi Sharḥ al-Ma[nār] [---] al-imām al-faqīh [---] ʻAbd al-Laṭīf [---] Firishtah,الجواهر المضية في طبقات الحنفية لحافظ الحجة محيي الدين عبد القادر بن محمد بن محمد بن نصر الله القرشي الحنفي ويليه شرح المنار --- الامام الفقيه --- عبد اللطيف --- فرشته,,,al-Jawāhir al-muḍīʼah fī ṭabaqāt al-Ḥanafīyah,Q63871,,
al-Ashbā̄h wa-al-naẓāʼir,الاشباه والنظائر,,,Al-Ashbah wa-al-Nazair,Q63892,,
Kitāb al-Ashbāh wa-al-naẓāʼir fī al-fiqh ʻalá madhhab al-imām al-aʻẓam wa-al-humām al-akrām Abī Ḥanīfah al-Nuʻmān ibn Thābit ...,كتاب الاشباه والنظائر في الفقه على مذهب الامام الاعظم والهمام الاكرام ابي حنيفة النعمان بن ثابت ...,Ashbā̄h wa-al-naẓāʼir,اشباه والنظائر,Texts on jurisprudence,Q64059,,
Zajr al-muʻānid fī farsh al-sajājīd fī al-masājid ... [etc,زجر المعاند في فرش السجاجيد في المساجد ... الخ,,,,,,
Adab al-awṣiyāʼ ... [etc,ادب الاوصياء ... الخ,,,Adab al-awṣiyāʼ,Q63894,,
Kitāb al-Jawāhir ... [etc,كتاب الجواهر ... الخ,,,Kitāb al-Jawāhir,Q64078,,
Naẓm al-farāʼiḍ ... [etc,نظم الفرائض ... الخ,,,,,,
Majmūʻat ḥāshiyat Khayr al-Dīn Ramlī,مجموعة حاشية خير الدين رملي,Works,اعمال,Works,Q5989,,
Lumʻah al-Māridīnīyah fī sharḥ al-Yāsamīnīyah ... [etc,لمعة الماردينية في شرح الياسمينية ... الخ,,,,,,
Ḥusn al-nasīm bi-dār al-naʻīm fī bayān al-taqsīm wa-al-maqsim wa-al-qism wa-al-qāsīm ... [etc,حسن النسيم بدار النعيم في بيان التقسيم والمقسم والقسم والقاسيم ... الخ,,,,,,
Kitāb al-Tawbah ... [etc,كتاب التوبة ... الخ,,,Kitāb al-Tawbah,Q64079,,
ʻAṭīyat al-Raḥmān fī ṣiḥḥat irṣād al-jawāmīk wa-al-aṭyān,,,,ʻAṭīyat al-Raḥmān fī ṣiḥḥat irṣād al-jawāmīk wa-al-aṭyān,Q63860,,
Janāḥ al-najāḥ fī junūḥ al-junāḥ,,,,,,,
Mafātīḥ al-jinān wa-maṣābīḥ al-janān,,,,,,Mafātīḥ al-jinān wa-maṣābīḥ al-janān,"Q12158"
al-Nukat fī masāʼil al-khilāf bayna al-Shāfiʻīyah wa-al-ḥanafīyah,,,,,,,
al-Ḍiyāʼ al-maʻnawī ʻalá Muqaddimat al-Ghaznawī,,,,,,,
Hadīyat Ibn al-ʻImād li-ʻibādat al-ibād,,,,,,,
Nihāyat al-murād fī sharḥ Hadīyat Ibn al-Imād,,,,,,,
Imdād al-fattāḥ sharḥ Nūr al-īḍāḥ,,,,,,,
Marāqī al-falāḥ bi-Imdād al-fattāḥ,,,,,,,
Ḍawʼ al-miṣbāḥ fī sharḥ Nūr al-īḍāḥ,,,,,,,
Hadīyat al-ṣuʻlūk fī sharḥ Tuḥfat al-mulūk,,,,,,,
al-Wāfī fī al-furūʻ,,,,,,,
al-Kāfī fī sharḥ al-Wāfī,,,,,,,
Tabyīn al-ḥaqāʼiq sharḥ Kanz al-daqāʼiq,,,,,,,
ḥāshiyah ʻalá sharḥ al-Zaylaʻī,,,,,,,
Kashf al-ḥaqāʼiq fī sharḥ Kanz al-daqāʼiq,,,,,,,
Ramz al-ḥaqāʼiq fī sharḥ Kanz al-daqāʼiq,,,,,,,
Manhaj al-sālikīn ilá sharḥ Mullā Miskīn,,,,,,,
al-Baḥr al-rāʼiq sharḥ Kanz al-daqāʼiq,,,,,,,
Maẓhar al-ḥaqāʼiq al-khafīyah min al-Baḥr al-rāʼiq,,,,,,,
al-Farāʼid fī ḥall al-masāʼil wa-al-fawāʼid,,,,,,,
Adab al-qaḍāʼ,,,,,,,
Kitāb al-Afniyah,,,,,,,
al-Fatāwá al-Tātārkhānīyah,,,,,,,
Anfaʻ al-wasāʼil ilá taḥrīr al-masāʼil,,,,,,,
Ijābat al-sāʼil mukhtaṣar Anfaʻ al-wasāʼil,,,,,,,
al-Durrah al-sanīyah fī sharḥ al-Fawāʼid al-fiqhīyah,,,,,,,
Qayd al-sharāʼid wa-naẓm al-farāʼid,,,,,,,
Tafṣīl ʻiqd al-fawāʼid bi-takmīl Qayd al-sharāʼid,,,,,,,
Taysīr al-maqāṣid sharḥ Naẓm al-fawāʼid,,,,,,,
Jawāhir al-fiqh,,,,Jawāhir al-fiqh,Q63896,,
Dustūr al-quḍāh,,,,,,,
Risālah fī masʼalat al-kafāʼah,,,,,,,
Niṣāb al-iḥtisāb,,,,Niṣāb al-iḥtisāb,Q63897,,
Mushtamil al-aḥkām [al-kabīr,,,,,,,
Mushtamil al-aḥkām [al-ṣaghīr,,,,,,,
Jāmiʻ al-fuṣūlayn,,,,Jāmiʻ al-Fuṣūlayn,Q63898,,
Nūr al-ʻayn fī iṣlāḥ Jāmiʻ al-fuṣūlayn,,,,,,,
al-Ashbāh wa-al-naẓāʼir al-fiqhīyah ʻalá madhhab al-Ḥanafīyah ... [etc,الاشباه والنظائر الفقهية على مذهب الحنفية,,,Texts on jurisprudence,Q64059,,
Kitāb-i ʻInāyah /,كتاب عناية /,ʻInāyah sharḥ al-hidāyah,عناية شرح الهداية,ʻInāyah sharḥ al-hidāyah,Q63865,,
Kitāb al-Mughnī min uṣūl al-fiqh maʻa sharḥ ... al-Khwārizmī,كتاب المغني من اصول الفقه مع شرح ... الخوارزمي,,,Texts on jurisprudence,Q64059,,
Khulāṣat al-fatāwá ... al-mansūb taʾlīfuhā ilá al-ṣadr al-shahīd Ḥusām al-Dīn ...,خلاصة الفتاوى ... المنسوب تأليفها الى الصدر الشهيد حسام الدين ...,Khulāṣat al-fatāwá,خلاصة الفتاوى,Khulāṣat al-fatāwá,Q63862,,
Wajīz fī al-uṣūl ... [etc,وجيز في الاصول ... الخ,,,,,,
Sharḥ] al-Muqaddimah fī al-ṣalāh ... [etc,شرح المقدمة في الصلاه ... الخ,,,Sharḥ al-Muqaddimah fī al-ṣalāh,Q64080,,
Kitāb Mukhtārāt al-nawāzil,,Fatāwá al-nawāzil,,Fatāwá al-nawāzil,Q63887,,
Sharḥ Wiqāyat al-riwāyah fī masāʼil al-hidāyah,شرح وقاية الرواية في مسائل الهداية,,,Sharḥ al-Wiqāyah,Q11990,,
Arabic and Turkish miscellany,,,,,,Arabic texts;Turkish texts,"Q12258;Q20402"
Durar al-ḥukkām,درر الحكام,,,Durar al-ḥukkām,Q63899,,
al-Ashbāh wa-al-naẓāʾir,الاشباه والنظائر,,,Al-Ashbah wa-al-Nazair,Q63892,,
Risālah dar fiqh al-Ḥanafī,رسالة در فقه الحنفي,,,Texts on jurisprudence,Q64059,,
Kitāb al-bī ... [etc.,كتاب البي ... الخ,,,Kitāb al-bī,Q64081,,
al-ʻIqd al-farīd fī aḥkām al-taqlīd ... [etc.,العقد الفريد في احكام التقليد ... الخ,,,,,,
Kitāb al-Mukhtaṣār al-ḥāwī lil-bayān al-Shāfī /,210ب كتاب المختصار الحاوي للبيان الشافي /,,,,,,
Majmūʻ min al-rasāʼil /,مجموع من الرسائل /,Works,,Works,Q5989,,
al-Mustaṣfá sharḥ al-Nāfiʻ,المستصفى شرح النافع,Mustaṣfá,مستصفى,Mustaṣfá,Q64082,,
Sharḥ Munlā Miskīn ʻalá matn Kanz al-daqāʼiq raḥimahu Allāh āmīn,شرح منلا مسكين على متن كنز الدقائق رحمه الله آمين,Sharḥ Kanz al-daqāʼiq,شرح كنز الدقائق,Sharḥ Kanz al-Daqaʼiq,Q63900,,
Kitāb al-Ikhtiyār fī sharḥ al-Mukhtār /,كتاب الاختيار في شرح المختار /,,,,,,
Jāmiʻ al-Fuṣūlayn,جامع الفصولين,,,Jāmiʻ al-Fuṣūlayn,Q63898,,
Kitāb Jāmiʻ al-Fuṣūlayn,كتاب جامع الفصولين,Jāmiʻ al-Fuṣūlayn,جامع الفصولين,Jāmiʻ al-Fuṣūlayn,Q63898,,
Kitāb Mukhtār al-fatāwá ʻalá madhhab al-Imām al-aʻẓam,كتاب مختار الفتاوى على مذهب الامام الاعظم,Mukhtār lil-fatwá,مختار للفتوى,Mukhtār lil-fatwá,Q11891,,
Kitāb al-Mukhtār fī al-fiqh,كتاب المختار في الفقه,Mukhtār lil-fatwá,مختار للفتوى,Mukhtār lil-fatwá,Q11891,,
Sharḥ al-Kanz,شرح الكنز,Sharḥ Kanz al-ḥaqāʼiq,شرح كنز الحقائق,Sharḥ Kanz al-ḥaqāʼiq,Q63901,,
Sharḥ Adab al-Qāḍī,شرح ادب القاضي,,,Sharḥ Adab al-Qāḍī,Q63886,,
Niṣāb al-iḥtisāb /,نصاب الاحتساب,,,Niṣāb al-iḥtisāb,Q63897,,
Kanz şerhi /,كنز شرحي /,Sharḥ Kanz al-ḥaqāʼiq,شرح كنز الحقائق,Sharḥ Kanz al-ḥaqāʼiq,Q63901,,
Niṣāb al-iḥtisāb. al-Munabbihāt ʻalá al-istiʻdād li-yawm al-maʻād,نصاب الاحتساب. المنبهات على الاستعداد ليوم المعاد,Niṣāb al-iḥtisāb,نصاب الاحتساب,Niṣāb al-iḥtisāb,Q63897,,
Kitāb al-Jāmiʻ al-ṣaghīr,كتاب الجامع الصغير,,,Kitāb Jāmiʻ al-ṣaghīr,Q64065,,
Kitāb al-Hidāyah,كتاب الهداية,Hidāyah,هداية,,,Hidayah,"Q39473"
Kitāb al-Tawḍīḥ,كتاب التوضيح,Tawḍīḥ,توضيح,Tawḍīḥ,Q11722,,
al-Tawḍīḥ fī ḥall ghawāmiḍ al-Tanqīḥ /,التوضيح في حل غوامض التنقيح /,Tawḍīḥ,توضيح,Tawḍīḥ,Q11722,,
Niṣāb al-iḥtisāb. al-Risālah al-Ruknīyah fī kalimat al-shahādah,نصاب الاحتساب. الرسالة الركنية في كلمة الشهادة,,,,,,
al-Tawḍīḥ fī ḥall ghawāmiḍ al-Tanqīḥ,التوضيح في حل غوامض التنقيح,Tawḍīḥ,توضيح,,,Tawḍīḥ,"Q11722"
Kitāb Tawḍīḥ maʻa Tanqīḥ ... [etc.,كتاب توضيح مع تنقيح,Tawḍīḥ,توضيح,Tawḍīḥ,Q11722,,
Kitāb al-Tawḍīḥ fī ḥall ghawāmiḍ al-Tanqīḥ /,كتاب التوضيح في حل غوامض التنقيح /,Tawḍīḥ,توضيح,Tawḍīḥ,Q11722,,
al-Sabʻīyāt fī mawāʻiẓ al-barīyāt ... [etc,السبعيات في مواعظ البريات ... الخ,,,,,,
Sharḥ Waṣīyat Abī Ḥanīfah ... [etc,شرح وصية ابي حنيفة ... الخ,,,,,,
Fawāʼid al-fuqahāʼ ... [etc,فوائد الفقهاء ... الخ,,,Texts on jurisprudence,Q64059,,
al-Tawḍīḥ fī ḥall ghawāmiḍ al-Tanqīḥ ... [etc,التوضيح في حل غوامض التنقيح ... الخ,,,,,,
Collection of four ijāzahs for Muṣṭafá ibn Aḥmad al-Sunqūrī,,,,Ijāzah,Q12191,,
Munyat al-muṣallī wa-ghunyat al-mubtadiʼ,,,,Munyat al-muṣallī wa-ghunyat al-mubtadiʼ,Q63902,,
Ghunyat al-mutamallī fī sharḥ Munyat al-muṣallī,,,,Ghunyat al-mutamallī fī sharḥ Munyat al-muṣallī,Q63903,,
Mukhtaṣar Ghunyat al-mutamallī,,,,Mukhtaṣar Ghunyat al-mutamallī,Q63889,,
Sharḥ Manār uṣūl al-fiqh /,شرح منار اصول الفقه /,Sharḥ al-Manār,شرح المنار,Sharḥ al-Manār,Q63882,,
Sharḥ al-Manār /,شرح المنار /,,,Sharḥ al-Manār,Q63882,,
Fuṣūl al-iḥkām fī uṣūl al-aḥkām,فصول الاحكام في اصول الاحكام,,,Fuṣūl al-iḥkām fī uṣūl al-aḥkām,Q63866,,
al-Tawḍīḥ ʻalá al-Tanqīḥ fī al-uṣūl /,التوضيح على التنقيح في الاصول /,Tawḍīḥ,توضيح,Tawḍīḥ,Q11722,,
Fatwá fī ḥukm jawāz akl dhabīḥat ahl al-kitāb ... [etc,فتوى في حكم جواز اكل ذبيحة اهل الكتاب ... الخ,,,Fatāwá,Q12221,,
Sāmī fī al-asāmī ... [etc,سامي في الاسامي ... الخ,,,,,,
Risālah fī ādāb al-baḥth ... [etc,,,,,,,
Kitāb al-Muqaddimah al-Ghaznawī ... [etc,كتاب المقدمة الغزنوي ... الخ,,,,,,
Farāʼiḍ al-Sirājīyah ... [etc,فرائض السراجية ... الخ,,,,,Farāʼiḍ al-Sirājīyah,"Q39182"
Durrah al-muḍīʼah fī sharḥ ḥizb al-Shādhilīyah ... [etc,درة المضيئة في شرح حزب الشاذلية ... الخ,,,,,,
Maqāṣid al-mumaḥḥaṣah fī bayān kayy al-ḥimmaṣah ... [etc,مقاصد الممحصة في بيان كي الحمصة ... الخ,,,Maqāṣid al-mumaḥḥaṣah fī bayān kayy al-ḥimmaṣah,Q64083,,
Kitāb al-furūq,,,,,,Kitāb al-Furūq,"Q54622"
Tuḥfat al-fiqh,,,,,,,
al-Talwīḥ ilá kashf ḥaqāʼiq al-Tanqīḥ,التلوىح الى کشف حقائق التنقىح,,,al-Talwīḥ ilá kashf ḥaqāʼiq al-Tanqīḥ,Q63883,,
Sharḥ Mirʼāt al-uṣūl,شرح مرآة الاصول,,,,,,
Mukhtaṣar fī bayān taʻrīfāt al-aḥkām,مختصر في بىان تعرىفات الاحکام,,,,,,
Sharḥ al-Fiqh al-akbar,شرح الفقه الاکبر,,,Sharḥ al-Fiqh al-akbar,Q63868,,
Mukhtaṣar al-Qudūrī,مختصر القدوري,,,Mukhtaṣar al-Qudūrī,Q63881,,
Kanz al-wuṣūl ilá ʻilm al-uṣūl,کنز الوصول الى علم الاصول,,,Kanz al-wuṣūl ilá ʻilm al-uṣūl,Q64084,,
Majmaʻ al-baḥrayn wa-multaqá al-nayyirayn,مجمع البحرىن وملتقى النىرىن,,,Majmaʻ al-baḥrayn wa-multaqá al-nayyirayn,Q12033,,
Wiqāyat al-riwāyah fī masāʼil al-Hidāyah,وقاىة الرواىة في مسائل الهداىة,,,Wiqāyat al-riwāyah,Q11691,,
al-Nuqāyah mukhtaṣar al-Wiqāyah,النقاىة مختصر الوقاىة,,,,,,
Ḥāshiyah ʻalá al-Wiqāyah,حاشىة على الوقاىة,,,,,,
al-Ḥāwī fī al-fatāwī,الحاوي في الفتاوي,,,Fatāwá,Q12221,,
al-Fatāwī al-ṣughrá,الفتاوي الصغرى,,,Fatāwá,Q12221,,
Khulāṣat al-fatāwá,خلاصة الفتاوى,,,Khulāṣat al-fatāwá,Q63862,,
Khulāṣat al-fatāwī,خلاصة الفتاوي,,,Khulāṣat al-fatāwá,Q63862,,
al-Mustaṣfá,المستصفى,,,al-Mustaṣfá,Q63875,,
Bidāyat al-mubtadī,بداىة المبتدي,,,Bidāyat al-mubtadiʼ,Q63863,,
al-Hidāyah fī al-fiqh,الهداىة في الفقه,,,Texts on jurisprudence,Q64059,,
Commentary on Bidāyat al-mubtadī,,,,Commentary on Bidāyat al-mubtadī,Q64085,,
al-Jāmiʻ al-ṣaghīr,الجامع الصغىر,,,,,,
Fuṣūl al-iḥkām fī uṣūl al-aḥkām,فصول الاحکام في اصول الاحکام,,,Fuṣūl al-iḥkām fī uṣūl al-aḥkām,Q63866,,
al-Mukhtār fī al-furūʻ,المختار في الفروع,,,,,,
Sharḥ al-Mukhtār,شرح المختار,,,Sharḥ al-Mukhtār,Q63876,,
Tuḥfat al-mulūk,تحفة الملوك,,,,,Tuḥfat al-mulūk,"Q27775"
Sharḥ Tuḥfat al-mulūk,شرح تحفة الملوك,,,Sharḥ Tuḥfat al-mulūk,Q63878,,
Kanz al-daqāʼiq,کنزالدقائق,,,Kanz al-Daqaʼiq,Q63872,,
Sharḥ Kanz al-Daqāʼiq,شرح کنزالدقائق,,,Sharḥ Kanz al-Daqaʼiq,Q63900,,
Jawāhir al-fiqh,جواهرالفقه,,,Jawāhir al-fiqh,Q63896,,
Durar al-ḥukkām fī sharḥ Ghurar al-aḥkām,درر الحکام في شرح غررالاحکام,,,Durar al-ḥukkām fī sharḥ Ghurar al-aḥkām,Q63890,,
al-Kalām fī tanfīdh mā thabata bi-al-shahādah ʻalá al-khaṭṭ,الکلام في تنفىذ ما ثبت بالشهادة على الخط,,,,,,
Majmūʻat masāʼil,مجموعة مسائل,,,Majmūʻat masāʼil,Q63891,,
Multaqá al-abḥur,ملتقى الابحر,,,,,Multaqá al-abḥur,"Q18509"
Baḥr al-anhur ʻalá Multaqá al-abḥur,بحر الانهرعلى ملتقى الابحر,,,,,,
Kitāb al-Ashbāh wa-al-naẓāyir /,كتاب الاشباه والنظاير /,Ashbāh wa-al-naẓāʼir al-fiqhīyah ʻalá madhhab al-ḥanafīyah,اشباه والنظائر الفقهية على مذهب الحنفية,Texts on jurisprudence,Q64059,,
al-ʻInāyah fī sharḥ al-Hidāyah,العناىة في شرح الهداىة,,,al-ʻInāyah fī sharḥ al-Hidāyah,Q63874,,
Munyat al-muṣallī wa-ghunyat al-mubtadī,منية المسلى وغنية المبتدى,,,Munyat al-muṣallī wa-ghunyat al-mubtadiʼ,Q63902,,
Munyat al-muṣallī wa-ghunyat al-mubtadī,منىة المسلّي وغنىة المبتدي,,,Munyat al-muṣallī wa-ghunyat al-mubtadiʼ,Q63902,,
Ghunyat al-mutamallī fī sharḥ Munyat al-muṣallī,غنىة المتملي في شرح منىة المصلي,,,Ghunyat al-mutamallī fī sharḥ Munyat al-muṣallī,Q63903,,
Mukhtaṣar Ghunyat al-mutamallī,مختصر غنىة المتملي,,,Mukhtaṣar Ghunyat al-mutamallī,Q63889,,
Masāʼil Munyat al-muṣallī,مسائل منىة المصلي,,,,,,
al-Rasāʼil al-Zaynīyah fī madhhab al-ḥanafīyah,الرسائل الزىنىة في مذهب الحنفىة,,,,,,
Tanwīr al-abṣār wa-jāmiʻ al-biḥār,تنوىرالابصار وجامع البحار,,,Tanwīr al-abṣār wa-jāmiʻ al-biḥār,Q63895,,
Kitāb Minaḥ al-ghaffār li-sharḥ Tanwīr al-abṣār /,كتاب منح الغفار لشرح تنوير الابصار /,Minaḥ al-ghaffār li-sharḥ Tanwīr al-abṣār,منح الغفار لشرح تنوير الابصار,Minaḥ al-ghaffār li-sharḥ Tanwīr al-abṣār,Q63857,,
al-Durr al-mukhtār fī sharḥ Tanwīr al-abṣār,الدرالمختار في شرح تنوىر الابصار,,,al-Durr al-mukhtār fī sharḥ Tanwīr al-abṣār,Q63858,,
Risālah fī taʻāruḍ al-bayyināt,رسالة في تعارض البىنات,,,,,,
Ghunyat dhawī al-aḥkām fī bughyat dūr al-aḥkām,غنىة ذوي الاحکام في بغىة دورالاحکام,,,Ghunyat dhawī al-iḥkām fī bughiyat Durar al-aḥkām,Q63869,,
al-Jawāhir al-nafīsah fī sharḥ al-Durrah al-munīfah,الجواهرالنفىسة في شرح الدرة المنىفة,,,al-Jawāhir al-nafīsah fī sharḥ al-Durrah al-munīfah,Q63859,,
al-Fatāwī al-Khayrīyah li-nafʻ al-barīyah,الفتاوي الخىرىة لنفع البرىة,,,Fatāwá,Q12221,,
al-Jawāhir al-munīfah fī sharḥ Waṣīyat Abī Ḥanīfah,الجواهر المنىفة في شرح وصىة ابي حنىفة,,,al-Jawāhir al-munīfah fī sharḥ Waṣīyat Abī Ḥanīfah,Q63873,,
Rashaḥāt al-aqlām sharḥ Kifāyat al-ghulām,رشحات الاقلام شرح کفاىة الغلام,,,,,,
Manār al-anwār fī uṣūl al-fiqh,,,,,,,
Jāmiʻ al-asrār fī sharḥ al-Manār,,,,,,,
ḥāshiyah ʻalá sharḥ Ibn al-Malak,,,,,,,
Sharḥ Manār al-anwār,,,,,,,
Ifāḍat al-anwār fī iḍāʼat uṣūl al-Manār,,,,,,,
Mishkāt al-anwār fī uṣūl al-Manār,,,,,,,
Ifāḍat al-anwār ʻalá uṣūl al-Manār,,,,,,,
Kitāb Sharḥ al-Ṭāʼī al-ṣaghīr ʻalá matn al-Kanz,كتاب شرح الطائي الصغير على متن الكنز,Kanz al-bayān,كنز البيان,Kanz al-bayān,Q64086,,
Ḥāshiyat al-Sayyid al-Ṭahṭāwī ʻalá al-Durr al-mukhtār bi-sharḥ Tanwīr al-abṣār,حاشية السيد الطهطاوي على الدر المختار بشرح تنوير الابصار,Ḥāshiyah ʻalá al-Durr al-mukhtār,حاشية على الدر المختار,Ḥāshiyah ʻalá al-Durr al-mukhtār,Q64087,,
Two biographical texts,,,,Biographical texts,Q39912,,
Incomplete work on Hanafite law,,,,Hanafite legal text,Q64088,,
