name_as_recorded,role,name_agr,source_authority_uri,instance_of_add,authorized_label_add,structured_value_add,ds_id_add,ds_qid_add,instance_of,authorized_label,structured_value,ds_qid
"Ibn ḥamzah al-ḥusaynī, Muḥammad ibn Muḥammad, d. 1674",author,,,human,Muḥammad ibn Muḥammad Ibn Ḥamzah al-Ḥusaynī,Q131432211,DSNAME6986,Q63916,,,,
"Khiṣālī, ʻAbd al-Raḥmān ibn Sulaymān, d. 1676 or 7",author,,,human,ʻAbd al-Raḥmān ibn Sulaymān Khiṣālī,Q131386028,DSNAME6987,Q63917,,,,
"Minkarizade Yahya Efendi, 1609 or 1610-1678",author,,,,,,,,human,Minkarizade Yahya Efendi,Q130374920,Q54698
"Sīrūzī, Muṣṭafá ibn Mīrzā, d. 1679",author,,,human,Muṣṭafá ibn Mīrzā Sīrūzī,Q131432212,DSNAME6988,Q63918,,,,
"Ḥamawī, Aḥmad ibn Muḥammad, -1686 or 1687",author,,http://id.loc.gov/authorities/names/n86099939 http://id.loc.gov/authorities/names/n86099939 http://viaf.org/viaf/sourceID/LC%7cn86099939,,,,,,human,Aḥmad ibn Muḥammad Ḥamawī,Q122946986,Q12477
"Anqirawī, Muḥammad ibn Ḥusayn, -1686 or 1687",author,,,human,Muḥammad Anqirawī,Q124771801,DSNAME6989,Q63919,,,,
"Maqdisī, ʻAbd al-Raḥīm ibn Abī Luṭf, d. 1692",author,,,human,ʻAbd al-Raḥīm ibn Abī Luṭf Maqdisī,Q131386116,DSNAME6990,Q63920,,,,
"Ibn al-ḥāʼik, Ismāʻīl ibn ʻAlī, d. 1701",author,,,human,Ismāʻīl ibn ʻAlī ibn al-Ḥāʼik,Q131386117,DSNAME6991,Q63921,,,,
Mahmut Efendi Amin ül-Fetva,author,,,,,,,,,,,
"Ataullah Mehmet Efendi, -1715",author,,,human,Ataullah Mehmet Efendi,Q131386030,DSNAME6992,Q63922,,,,
"Adranawī, Muḥammad Kāmī ibn Ibrāhīm, 1649 or 1650-1723 or 1724",author,,,human,Muḥammad Kāmī,Q124772546,DSNAME6993,Q63923,,,,
"ʻAlāʼīyawī, Ṣanʻ Allāh ibn ʻAlī, d. 1724 or 5",author,,,human,Ṣanʻ Allāh ibn ʻAlī ʻAlāʼīyawī,Q131432213,DSNAME6994,Q63924,,,,
"Safṭī, ʻĪsá ibn ʻĪsá, -1730 or 1731",author,,,human,ʻĪsá ibn ʻĪsá Safṭī,Q131386032,DSNAME6995,Q63925,,,,
"Abdullah Yenişehirli, -1742 or 1743",author,,,,,,,,human,Abdullah Yenişehirli,Q130374960,Q54770
"Ibrāhīm Rāqim ibn Darwīsh Muḥammad, fl. 1735",author,,,human,Ibrāhīm Rāqim ibn Darwīsh Muḥammad,Q131432214,DSNAME6996,Q63926,,,,
"Ibn ʻĀbidīn, Muḥammad Amīn ibn ʻUmar, 1783 or 1784-1836",author,,,human,Ibn Abidin,Q4166497,DSNAME6997,Q63927,,,,
"Ayyūb Shaykhī ibn ḥasan Riḍá, fl. 1757",author,,,human,Ayyūb Shaykhī ibn Ḥasan Riḍá,Q131432215,DSNAME6998,Q63928,,,,
"Nasafī, ʻAbd Allāh ibn Aḥmad, -1310",author,نسفي، عبد الله بن احمد,http://id.loc.gov/authorities/names/n82144374,,,,,,human,ʿAbdallāh Ibn-Aḥmad Nasafī,Q12223449,Q12308
"Ibn Balabān, ʻAlī, 1276 or 1277-1339",author,ابن بلبان، علي,,human,ʻAlī Ibn Balabān,Q124616148,DSNAME6999,Q63929,,,,
"Zaylaʻī, ʻUthmān ibn ʻAlī, -1342 or 1343",author,زيلعي، عثمان بن علي,,human,ʻUthmān ibn ʻAlī Zaylaʻī,Q131386034,DSNAME7000,Q63930,,,,
"Bazdawī, ʻAlī ibn Muḥammad, 1009 or 1010-1089 or 1090",author,بزدوي، علي بن محمد,,human,ʻAlī ibn Muḥammad Bazdawī,Q131386035,DSNAME7001,Q63931,,,,
"Ṣadr al-Shahīd, ʻUmar ibn ʻAbd al-ʻAzīz, 1090 or 1091-1141",author,صدر الشهيد، عمر بن عبد العزيز,http://id.loc.gov/authorities/names/n80157539,,,,,,human,Ṣadr al-Shahīd,Q31299422,Q12471
"Bukhārī, Ṭāhir ibn Aḥmad, 1090-1147",author,بخاري، طاهر بن احمد,,human,Ṭāhir ibn Aḥmad Bukhārī,Q131386100,DSNAME7002,Q63932,,,,
"Marghīnānī, ʻAlī ibn Abī Bakr, -1196 or 1197",author,مرغيناني، علي بن ابي بكر,,,,,,,human,Burhan al-Din al-Marghinani,Q4998760,Q3793
"Zāhidī al-Ghazmīnī, Mukhtār ibn Maḥmūd, -1259 or 1260",author,زاهدي الغزميني، مختار بن محمود,,human,Mukhtār ibn Maḥmūd Zāhidī al-Ghazmīnī,Q131386036,DSNAME7003,Q63933,,,,
"Akmal al-Dīn al-Bābartī, Muḥammad ibn Maḥmūd, 1310 or 1311-1384 or 1385",author,اكمل الدين البابرتي، محمد بن محمود,http://id.loc.gov/authorities/names/nr91037636 http://id.loc.gov/authorities/names/nr91037636 http://viaf.org/viaf/sourceID/LC%7cnr91037636,,,,,,human,Akmal al-Din al-Babarti,Q12180143,Q12482
"Marghinānī, ʻAbd al-Raḥīm ibn Abī Bakr, active 13th century",author,مرغناني، عبد الرحيم بن ابي بكر,,human,ʻAbd al-Raḥīm ibn Abī Bakr Marghinānī,Q131386037,DSNAME7004,Q63934,,,,
"Ṣadr al-Shahīd, ʻUmar ibn ʻAbd al-ʻAzīz, 1090 or 1091-1141",author,صدر الشهيد، عمر بن عبد العزيز,http://id.loc.gov/authorities/names/n80157539,,,,,,human,Ṣadr al-Shahīd,Q31299422,Q12471
"Abū al-Layth al-Samarqandī, Naṣr ibn Muḥammad, -983",author,ابو الليث السمرقندي، نصر بن محمد,http://id.loc.gov/authorities/names/n82268136(uri) http://id.loc.gov/authorities/names/n82268136(uri) http://viaf.org/viaf/sourceID/LC%7cn82268136,,,,,,human,Abu al-Layth al-Samarqandi,Q938348,Q12470
"Marghīnānī, ʻAlī ibn Abī Bakr, -1196 or 1197",author,مرغيناني، علي بن ابي بكر، -1196 or 1197,,,,,,,human,Burhan al-Din al-Marghinani,Q4998760,Q3793
"Bazdawī, ʻAlī ibn Muḥammad, 1009 or 1010-1089 or 1090",author,بزدوي، علي بن محمد,,human,ʻAlī ibn Muḥammad Bazdawī,Q131386035,DSNAME7001,Q63931,,,,
"Shurunbulālī, Ḥasan ibn ʻAmmār, 1585 or 1586-1659",author,شرنبلالي، حسن بن عمار,http://id.loc.gov/authorities/names/n90712577,,,,,,human,Hasan Ibn e Ammar Al-Shurunbulali,Q25452012,Q12485
"ʻAjlūnī, Ismāʻīl ibn Muḥammad, 1676 or 1677-1748 or 1749",author,عجلوني، اسماعيل بن محمد، 1676 or 1677-1748 or 1749,,human,Ismāʻīl ibn Muḥammad al-ʻAjlūnī,Q12182256,DSNAME7005,Q63935,,,,
"Ṭarābulusī, Ibrāhīm ibn Mūsá, 1439 or 1440-1516 or 1517",author,,http://id.loc.gov/authorities/names/n88250580,,,,,,human,Ibrāhīm ibn Mūsá Ṭarābulusī,Q122946989,Q12504
"Qurashī, ʻAbd al-Qādir ibn Muḥammad, 1297-1373",author,قرشي، عبد القادر بن محمد، 1297-1373,,human,ʻAbd al-Qādir ibn Muḥammad Qurashī,Q16158538,DSNAME7006,Q63936,,,,
"Jazāyirī, Aḥmad ibn Muḥammad, active 19th century",scribe,جزايري، احمد بن محمد، active 19th century,,human,Aḥmad ibn Muḥammad Jazāyirī,Q131386039,DSNAME7007,Q63937,,,,
"Qurtubī, Abū al-Qāsim ibn ʻAbd al-ʻAlīm",author,قرتبي، ابو القاسم بن عبد العليم,,human,Abū al-Qāsim ibn ʻAbd al-ʻAlīm Qurtubī,Q131386040,DSNAME7008,Q63938,,,,
"Amāsī, Yūsuf ibn ʻAbd Allāh, -1591 or 1592",author,اماسي، يوسف بن عبد الله، -1591 or 1592,,human,Yūsuf ibn ʻAbd Allāh Amāsī,Q131386041,DSNAME7009,Q63939,,,,
"Khilāṭī, Muḥammad ibn ʻAbbād, -1254",author,خلاطي، محمد بن عباد,,human,Muḥammad ibn ʻAbbād Khilāṭī,Q131386042,DSNAME7010,Q63940,,,,
"Kākī, Muḥammad ibn Muḥammad, -1348 or 1349",author,كاكي، محمد بن محمد,,human,al-Kākī,Q125099339,DSNAME7011,Q63941,,,,
"Itqānī, Amīr Kātib ibn Amīr ʻUmar, 1286 or 1287-1356 or 1357",author,اتقاني، امير كاتب بن امير عمر,http://id.loc.gov/authorities/names/no2006082739,,,,,,human,Amīr Kātib ibn Amīr ʻUmar Itqānī,Q122946967,Q12478
"Zīlī, Aḥmad ibn Muḥammad, -1600 or 1601",author,,,human,Aḥmad ibn Muḥammad Zīlī,Q131386044,DSNAME7012,Q63942,,,,
"Mawṣilī, ʻAbd Allāh ibn Maḥmūd, 1202 or 1203-1284",author,موصلي، عبد الله بن محمود 1202 or 1203-1284,http://id.loc.gov/authorities/names/n85307246,,,,,,human,Abdullah Ibn Mahmud al-Mawsili,Q12238806,Q12313
"Ḥanafī, Maḥmūd ibn Mūsá",scribe,حنفي، محمود بن موسى,,,,,,,,,,
"Mawṣilī, ʻAbd Allāh ibn Maḥmūd, 1202 or 1203-1284",author,موصلي، عبد الله بن محمود,http://id.loc.gov/authorities/names/n85307246,,,,,,human,Abdullah Ibn Mahmud al-Mawsili,Q12238806,Q12313
"Rāzī, Muḥammad ibn Abī Bakr, active 1261",author,رازي، محمد بن ابي بكر,http://id.loc.gov/authorities/names/n82240060,,,,,,human,Muḥammad Ibn-Abī-Bakr ar- Rāzī,Q12240061,Q18664
"Rāzī, Muḥammad ibn Abī Bakr, active 1261",author,رازي، محمد بن ابي بكر,http://id.loc.gov/authorities/names/n82240060,,,,,,human,Muḥammad Ibn-Abī-Bakr ar- Rāzī,Q12240061,Q18664
"Abū Ḥanīfah, -767 or 768",author,,,,,,,,human,Abū Ḥanīfa,Q190896,Q54241
"Muʼayyadʹzādah, ʻAbd al-Raḥmān ibn ʻAlī, 1465-1516",author,,,human,ʻAbd al-Raḥmān ibn ʻAlī Muʼayyadzādah Amāsī,Q130374935,DSNAME6741,Q54722,,,,
"Imāmʹzādah, Muḥammad ibn Abī Bakr, 1097 or 1098-1177 or 1178",author,امام زاده، محمد بن ابي بكر,http://id.loc.gov/authorities/names/nr92038751,,,,,,human,Muḥammad ibn Abī Bakr Imāmʹzādah,Q122946966,Q12475
"Imāmʹzādah, Muḥammad ibn Abī Bakr, 1097 or 1098-1177 or 1178",author,امام زاده، محمد بن ابي بكر,http://id.loc.gov/authorities/names/nr92038751,,,,,,human,Muḥammad ibn Abī Bakr Imāmʹzādah,Q122946966,Q12475
"Ibn Nujaym, ʻUmar ibn Ibrāhīm, -1596 or 1597",author,,,human,ʻUmar ibn Ibrāhīm Ibn Nujaym,Q131386045,DSNAME7013,Q63943,,,,
"Abū Ḥanīfah, -767 or 768",author,,,,,,,,human,Abū Ḥanīfa,Q190896,Q54241
"Kāsānī, Abū Bakr ibn Masʻūd, -1191",author,,,human,Masʿūd Ibn-Aḥmad Kāsānī,Q12227537,DSNAME7014,Q63944,,,,
"Qāḍī Khān, al-Ḥasan ibn Manṣūr al-Ūzjandī al-Farghānī, -1196",author,,,human,al-Ḥasan ibn Manṣūr al-Ūzjandī al-Farghānī Qāḍī Khān,Q25550086,DSNAME7015,Q63945,,,,
"Qalambakī, Muḥammad ibn Muṣṭafá, d. 1586",author,,,human,Muḥammad ibn Muṣṭafá Qalambakī,Q131432216,DSNAME7016,Q63946,,,,
"Ghaznawī, Aḥmad, -1196 or 1197",author,,,,,,,,human,Aḥmad Ghaznawī,Q113857079,Q27903
"Hāmilī, Abū Bakr ibn ʻAlī ibn Mūsá, d. 1367",author,,,human,Abū Bakr ibn ʻAlī ibn Mūsá Hāmilī,Q131431790,DSNAME7017,Q63947,,,,
"ḥaddādī, Abū Bakr ibn ʻAlī",author,,,human,Abū Bakr ibn ʻAlī Ḥaddādī,Q131386046,DSNAME7018,Q63948,,,,
"Marghīnānī, ʻAlī ibn Abī Bakr, -1196 or 1197",author,,,,,,,,human,Burhan al-Din al-Marghinani,Q4998760,Q3793
"Saghnāqī, al-Ḥusayn ibn ʻAlī, -1311 or 1312",author,,,human,al-Ḥusayn ibn ʻAlī Saghnāqī,Q131386047,DSNAME7019,Q63949,,,,
"Akmal al-Dīn al-Bābartī, Muḥammad ibn Maḥmūd, 1310 or 1311-1384 or 1385",author,,http://id.loc.gov/authorities/names/nr91037636 http://id.loc.gov/authorities/names/nr91037636 http://viaf.org/viaf/sourceID/LC%7cnr91037636,,,,,,human,Akmal al-Din al-Babarti,Q12180143,Q12482
"Akmal al-Dīn al-Bābartī, Muḥammad ibn Maḥmūd, 1310 or 1311-1384 or 1385",author,,http://id.loc.gov/authorities/names/nr91037636 http://id.loc.gov/authorities/names/nr91037636 http://viaf.org/viaf/sourceID/LC%7cnr91037636,,,,,,human,Akmal al-Din al-Babarti,Q12180143,Q12482
"Saʻdī Chalabī, Saʻd Allāh ibn ʻĪsá, -1538 or 1539",author,,,human,Saʻd Allāh ibn ʻĪsá Saʻdī Chalabī,Q131386095,DSNAME7020,Q63950,,,,
"ʻAynī, Badr al-Dīn Maḥmūd ibn Aḥmad, 1361-1451",author,,,,,,,,human,Badr al-Din al-Ayni,Q257745,Q54181
"Ibn al-Humām, Muḥammad ibn ʻAbd al-Wāḥid, 1388-1456 or 1457",author,,,,,,,,human,Muḥammad ibn ʻAbd al-Wāḥid Ibn al-Humām,Q20384774,Q27962
"Qāḍīʹzādah, Aḥmad ibn Maḥmūd, -1580 or 1581",author,,,human,Aḥmad ibn Maḥmūd Qāḍīʹzādah,Q131386048,DSNAME7021,Q63951,,,,
"Ibn Ṭūlūn, Shams al-Dīn Muḥammad ibn ʻAlī, 1475-1546",author,,,human,Muḥammad Ibn-ʿAlī Ibn-Ṭūlūn,Q55875033,DSNAME7022,Q63952,,,,
"Ṭāshkubrīzādah Kamāl al-Dīn Mehmed, 1552-1621",author,,,human,Taşköprüzade,Q12221519,DSNAME6528,Q54159,,,,
"Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347",author,,http://id.loc.gov/authorities/names/n86141596,,,,,,human,ʿUbaidallāh Ibn-Masʿūd al- Maḥbūbī,Q31313352,Q12307
"Yaʻqūb ibn Khiḍr, d. 1480",author,,,human,Hayreddin Barbarossa,Q200582,DSNAME7023,Q63953,,,,
"ḥusāmʹzādah, Muṣṭafá, 15th cent",author,,,,,,,,human,Muṣṭafá Ḥusāmʹzādah,Q129951510,Q54163
"Khaṭībʹzādah, Muḥammad ibn Ibrāhīm, d. 1495",author,,,human,Muḥammad ibn Ibrāhīm Khaṭībʹzādah,Q12210645,DSNAME7024,Q63954,,,,
"ʻAtāʻī, Aḥmad, d. 1571 or 2",author,,,human,Aḥmad ʻAtāʻī,Q131432217,DSNAME7025,Q63955,,,,
"Qumnātī, ḥasan ibn ʻAlī, 15th cent",author,,,human,Ḥasan ibn ʻAlī Qumnātī,Q131386118,DSNAME7026,Q63956,,,,
"Baghdādī, Junayd ibn Sandal",author,,,human,Junayd ibn Sandal Baghdādī,Q131386119,DSNAME7027,Q63957,,,,
"Ibn Malak, Muḥammad ibn ʻAbd al-Laṭīf, active 14th century-15th century",author,,,human,Muḥammad ibn ʻAbd al-Laṭīf Ibn Malak,Q131386051,DSNAME7028,Q63958,,,,
"Kemalpaşazade, 1468 or 1469-1534",author,,http://id.loc.gov/authorities/names/n85370452 http://id.loc.gov/authorities/names/n85370452 http://viaf.org/viaf/sourceID/LC%7cn85370452,,,,,,human,Ibn Kemal,Q449254,Q12483
"Shumunnī, Aḥmad ibn Muḥammad ibn Muḥammad, 1399-1468",author,,,,,,,,human,Ahmad ibn Muhammad ibn Muhammad Shumunni,Q28715204,Q54286
"Quhustānī, Muḥammad, -approximately 1546",author,,,human,Muhammad Quhustani,Q31301690,DSNAME7029,Q63959,,,,
"Kawākibī, Muḥammad ibn Ḥasan, 1609-1685",author,,,human,Alkawākiby,Q125099110,DSNAME7030,Q63960,,,,
"Sijistānī, Yūsuf ibn Abī Saʻd, 13th cent",author,,,human,Yūsuf ibn Abī Saʻd Sijistānī,Q131432218,DSNAME7031,Q63961,,,,
"Nasafī, ʻAbd Allāh ibn Aḥmad, -1310",author,,http://id.loc.gov/authorities/names/n82144374,,,,,,human,ʿAbdallāh Ibn-Aḥmad Nasafī,Q12223449,Q12308
"Zāhidī al-Ghazmīnī, Mukhtār ibn Maḥmūd, -1259 or 1260",author,,,human,Mukhtār ibn Maḥmūd Zāhidī al-Ghazmīnī,Q131386036,DSNAME7003,Q63933,,,,
"ḥanafī, ʻAbd Allāh ibn Maḥmūd",author,,,human,Abdullah Ibn Mahmud al-Mawsili,Q12238806,DSNAME1783,Q12313,,,,
"Ibn al-Sāʻātī, Aḥmad ibn ʻAlī, 1254-1294 or 1295",author,,http://id.loc.gov/authorities/names/no99047432,,,,,,human,Aḥmad ibn ʻAlī Ibn al-Sāʻātī,Q122946965,Q12473
"Ibn Malak, ʻAbd al-Laṭīf ibn ʻAbd al-ʻAzīz",author,,,,,,,,human,ʻAbd al-Laṭīf ibn ʻAbd al-ʻAzīz ibn Malak,Q116418873,Q3794
"ʻAynī, Badr al-Dīn Maḥmūd ibn Aḥmad, 1361-1451",author,,,,,,,,human,Badr al-Din al-Ayni,Q257745,Q54181
"Rūmī, Nūḥ ibn Muṣṭafá, -1659 or 1660",author,رومي، نوح بن مصطفى، -1659 or 1660,,human,Nūḥ ibn Muṣṭafá Rūmī,Q131386053,DSNAME7032,Q63962,,,,
"Sindī, Muḥammad Ḥayāt, -1750",author,سندي، محمد حياة,,human,Mohammad Hayya Al-Sindhi,Q6892016,DSNAME7033,Q63963,,,,
"Ḥalabī, Ibrāhīm ibn Muḥammad, -1549 or 1550",author,حلبي، ابراهيم بن محمد,,,,,,,human,Ibrāhīm al-Ḥalabī,Q4195341,Q12392
"Akhsīkathī, Muḥammad ibn Muḥammad, -1247",author,اخسيكثي، محمد بن محمد,,human,Muḥammad ibn Muḥammad Akhsīkathī,Q131386054,DSNAME7034,Q63964,,,,
"Khabbāzī, ʻUmar ibn Muḥammad, 1231 or 1232-1292",author,خبازي، عمر بن محمد,,human,Jalal Al-Din Al-Khabazi,Q16123740,DSNAME7035,Q63965,,,,
"Khayrī, ʻAbd al-Majīd",author,,,human,ʻAbd al-Majīd Khayrī,Q131386056,DSNAME7036,Q63966,,,,
"Fayḍī, Aḥmad ibn ʻUthmān, 19th cent",author,,,human,Aḥmad ibn ʻUthmān Fayḍī,Q131432220,DSNAME7037,Q63967,,,,
"Rūmī, Ibrāhīm ibn ʻUmar",author,,,,,,,,,,,
"Būlawī, Ibrāhīm ibn Yūsuf",author,,,human,Ibrāhīm ibn Yūsuf Būlawī,Q131386057,DSNAME7038,Q63968,,,,
"Niksārī, Muḥammad",author,,,human,Muḥammad Niksārī,Q25452058,DSNAME7039,Q63969,,,,
"Chang, Yŏng-dong",author,,,human,Yŏng-dong Chang,Q131386059,DSNAME7040,Q63970,,,,
"Kardarī, Ibn al-Bazzāz, -1424",author,,,human,Ibn al-Bazzāz Kardarī,Q131386060,DSNAME7041,Q63971,,,,
"Ibn Quṭlūbughā, al-Qāsim ibn ʻAbd Allāh, 1339 or 1400-1474 or 5",author,,,human,al-Qāsim ibn ʻAbd Allāh Ibn Quṭlūbughā,Q16126606,DSNAME7042,Q63972,,,,
"Ṣāliḥī, Muḥammad ibn Yūsuf, -1536",author,,,human,Muḥammad ibn Yūsuf Ṣāliḥī,Q131386061,DSNAME7043,Q63973,,,,
"Kaffawī, Maḥmūd ibn Sulaymān, d. 1582",author,,,human,Maḥmūd ibn Sulaymān Kaffawī,Q131432221,DSNAME7044,Q63974,,,,
"ʻAjlūnī, Ismāʻīl ibn Muḥammad, 1676 or 1677-1748 or 1749",author,,,human,Ismāʻīl ibn Muḥammad al-ʻAjlūnī,Q12182256,DSNAME7005,Q63935,,,,
"Qārī al-Harawī, ʻAlī ibn Sulṭān Muḥammad, -1605 or 1606",author,,http://id.loc.gov/authorities/names/n82091823,,,,,,human,Ali al-Qari,Q2836379,Q12385
"Ḥamawī, Aḥmad ibn Muḥammad, -1686 or 1687",author,,http://id.loc.gov/authorities/names/n86099939 http://id.loc.gov/authorities/names/n86099939 http://viaf.org/viaf/sourceID/LC%7cn86099939,,,,,,human,Aḥmad ibn Muḥammad Ḥamawī,Q122946986,Q12477
"Zāhidī al-Ghazmīnī, Mukhtār ibn Maḥmūd, -1259 or 1260",author,,,human,Mukhtār ibn Maḥmūd Zāhidī al-Ghazmīnī,Q131386036,DSNAME7003,Q63933,,,,
"Maḥbūbī, ʻUbayd Allāh ibn Masʻūd, -1346 or 1347",author,محبوبي، عبيد الله بن مسعود,http://id.loc.gov/authorities/names/n86141596,,,,,,human,ʿUbaidallāh Ibn-Masʿūd al- Maḥbūbī,Q31313352,Q12307
"Akhī Chalabī, Yūsuf ibn Junayd, -approximately 1497",author,اخي چلبي، يوسف بن جنيد,,,,,,,human,Yūsuf ibn Junayd Akhī Chalabī,Q124566706,Q40097
"Burhān al-Sharīʻah, Maḥmūd ibn ʻUbayd Allāh, -1274 or 1275",author,برهان الشريعة، محمود بن عبيد الله,http://id.loc.gov/authorities/names/no2007094991,,,,,,human,Maḥmūd ibn ʻUbayd Allāh Burhān al-Sharīʻah,Q120599074,Q12474
"Qudūrī, Aḥmad ibn Muḥammad, 972 or 973-1037",author,,http://id.loc.gov/authorities/names/n85098183,,,,,,human,Aḥmad Ibn-Muḥammad al-Qudūrī,Q12191204,Q12472
"Ghaznawī, Aḥmad, -1196 or 1197",author,,,,,,,,human,Aḥmad Ghaznawī,Q113857079,Q27903
"Bahārī, Muḥibb Allāh ibn ʻAbd al-Shakūr, -1707 or 1708",author,,,human,Muḥibb Allāh ibn ʻAbd al-Shakūr Bahārī,Q20397919,DSNAME7045,Q63975,,,,
"Vankulu Mehmet Efendi, -1592",author,,,human,Vankulu Mehmet Efendi,Q12240265,DSNAME7046,Q63976,,,,
"Fīrūzābādī al-Shīrāzī, Abū Isḥāq Ibrāhīm ibn ʻAlī ibn Yūsuf, approximately 1003-1083",author,,,human,al-Shīrāzī,Q3603848,DSNAME7047,Q63977,,,,
"Mufīd, Ismāʻīl, d. 1803",author,,,human,Ismāʻīl Mufīd,Q131386120,DSNAME7048,Q63978,,,,
"Bahāʼī, ʻAbd al-Laṭīf ibn Bahāʼ al-Dīn, d. 1671",author,,,human,ʻAbd al-Laṭīf ibn Bahāʼ al-Dīn Bahāʼī,Q131386121,DSNAME7049,Q63979,,,,
"Ibn al-ḥalabī, Ghars al-Dīn, d. 1647",author,,,human,Ghars al-Dīn Ibn al-Ḥalabī,Q131432222,DSNAME7050,Q63980,,,,
"Kūrānī, Ṭānā ibn Aḥmad, d. 1884",author,,,human,Ṭānā ibn Aḥmad Kūrānī,Q131432223,DSNAME7051,Q63981,,,,
"Taftāzānī, Masʻūd ibn ʻUmar, 1322-1389",author,,,,,,,,human,Taftazani,Q764947,Q12298
"Qirīmī, Aḥmad ibn ʻAbd Allāh, d. 1474",author,,,human,Aḥmad ibn ʻAbd Allāh Qirīmī,Q131386062,DSNAME7052,Q63982,,,,
"Hüsrev, Molla, -1480",author,,http://id.loc.gov/authorities/names/n88218446 http://id.loc.gov/authorities/names/n88218446 http://viaf.org/viaf/sourceID/LC%7cn88218446,,,,,,human,Molla Hüsrev,Q12244864,Q12321
"Fanārī, Ḥasan ibn Muḥammad Shāh, 1436 or 1437-1481",author,,,,,,,,human,Alfnāry,Q124745958,Q54166
"Siyālkūtī, ʻAbd Allāh ibn ʻAbd al-ḥakīm, d. 1669 or 70",author,,,human,ʻAbd Allāh ibn ʻAbd al-Ḥakīm Siyālkūtī,Q131432224,DSNAME7053,Q63983,,,,
"Qārṣī, ʻUthmān ibn ḥabīb",author,,,,,,,,,,,
"Qāzābādī, Aḥmad ibn Muḥammad",author,,,,,,,,human,Aḥmad ibn Muḥammad Qāzābādī,Q129951580,Q54209
"Nithārī, Muḥammad ibn ʻAbd Allāh, -1774 or 1775",author,,,,,,,,human,Muḥammad ibn ʻAbd Allāh Nithārī,Q129951475,Q54137
"Qūnawī, Ismāʻīl ibn Muḥammad, -1780 or 1781",author,,,human,Ismāʻīl ibn Muḥammad Qūnawī,Q131386063,DSNAME7054,Q63984,,,,
"Ṭarasūsī, Muḥammad ibn Aḥmad, -1705 or 1706",author,,,human,Muḥammad ibn Aḥmad Ṭarasūsī,Q131386064,DSNAME7055,Q63985,,,,
"ḥaydarīzādah, Ibrāhīm ibn Ṣibghat Allāh, d. 1881 or 2",author,,,human,Ibrāhīm ibn Ṣibghat Allāh Ḥaydarīzādah,Q131432225,DSNAME7056,Q63986,,,,
"Abū Yūsuf Yaʻqūb, 731 or 732-798",author,,,human,Abu Yusuf,Q220697,DSNAME7057,Q63987,,,,
