ds_label,ds_qid,tgn_label,tgn_id,wikidata_label,wikidata_qid
Lesina,Q76316,Lesina,1045071,Lesina,Q51931
Levington,Q26525,Levington,7463262,Levington,Q5243916
Leyden,Q17534,Leiden,7006809,Leiden,Q43631
León,Q38224,León,7009120,León,Q15699
Liege,Q4992,Liège,7007945,Liège,Q3992
Liguria,Q38226,Liguria,7003236,Liguria,Q1256
Limay,Q38227,Limay,1034056,Limay,Q526378
Limbourg,Q20350,Limbourg,7007946,Limbourg,Q506739
Limoges,Q42076,Limoges,7008410,Limoges,Q45656
Limousin,Q38228,Limousin,7024270,Lemosin,Q109653972
Lincolnshire,Q38229,Lincolnshire,7008157,Lincolnshire,Q67533486
Lisbon,Q38230,Lisbon,7010978,Lisbon,Q597
Lithuania,Q74810,Lietuva,7006542,Lithuania,Q37
Little Malvern,Q38231,Little Malvern,7462299,Little Malvern,Q576836
Livorno,Q7213,Livorno,7006074,Livorno,Q6761
Llerena,Q54966,Llerena,7007926,Llerena,Q686184
Lodi,Q76279,Lodi,7006011,Lodi,Q6244
Logroño,Q54974,Logroño,7007928,Logroño,Q14325
Loire Valley,Q38232,Val de Loire,4011586,Loire Valley,Q1050483
Lombardi,Q19907,Lombardi,7054607,Masseria Lombardi,Q18436126
Lombardy,Q809,Lombardia,7003237,Lombardy,Q1210
London,Q3660,London,7011781,London,Q84
Lorraine,Q1289,Lorraine,7024272,Lorraine,Q1137
Louvain,Q38233,Leuven,7007949,Leuven,Q118958
Low Countries,Q1115,Low Countries,7029439,Low Countries,Q476033
Lower Rhine,Q20359,Niederrhein,7013246,Lower Rhine,Q445609
Lower Saxony,Q38234,Niedersachsen,7003676,Lower Saxony,Q1197
Lubeck,Q38235,Lübeck,7012327,Lübeck,Q2843
Lucca,Q8033,Lucca,7006076,Lucca,Q13373
Lucknow,Q48693,Lucknow,7001561,Lucknow,Q47916
Luxembourg,Q4332,Luxembourg,7003514,Luxembourg,Q32
Lyon,Q6985,Lyon,7008772,Lyon,Q456
Maastricht,Q38236,Maastricht,7006862,Maastricht,Q1309
Macau,Q38237,Macau,7005019,Macau,Q14773
Macedonia (ancient),Q68009,Macedonia,7001349,Macedonia (ancient),Q103251
Macerata,Q6977,Macerata,7004018,Macerata,Q13135
Madrid,Q7212,Madrid,7010413,Madrid,Q2807
Madurai,Q76343,Madurai district,7001563,Madurai,Q15184
Maghreb,Q76342,Maghreb,7032929,Maghreb,Q28227
Mahābād,Q48708,Mahabad,8895832,Mahābād,Q4357699
Maine,Q38238,Maine,7007514,Maine,Q732738
Mainz,Q3082,Mainz,7004449,Mainz,Q1720
Malcesine,Q76286,Malcesine,1045194,Malcesine,Q47821
Mallorca,Q38239,Mallorca,7007959,Mallorca,Q8828
Malta,Q38240,Malta,7005729,Malta,Q233
Manisa,Q52692,Manisa,7002582,Manisa,Q147089
Mantes-la-Jolie,Q38241,Mantes-la-Jolie,7008063,Mantes-la-Jolie,Q207253
Mantua,Q2824,Mantova,7005879,Mantua,Q6247
Maqueda,Q42482,Maqueda,7007979,Maqueda,Q1631202
Maras,Q11625,Maras,7018751,Kahramanmaraş,Q134703
Marcellise,Q76252,Marcellise,4006883,Marcellise,Q18504945
Marches,Q38242,Marche,7003240,Marche,Q1279
Marcoussis,Q38243,Marcoussis,1034251,Marcoussis,Q457389
Mardin,Q11628,Mardin,7002596,Mardin,Q188022
Marmande,Q66891,Marmande,1034281,Marmande,Q210742
Marseilles,Q38244,Marseille,7008781,Marseille,Q23482
Mashhad,Q48702,Mashhad,7002247,Mashhad,Q121157
Massa Marittima,Q20362,Massa Marittima,7006080,Massa Marittima,Q214725
Massachusetts,Q17530,Massachusetts,7007517,Massachusetts,Q771
Meaux,Q38245,Meaux,7008008,Meaux,Q207620
Mecca,Q11615,Makkah,7003870,Mecca,Q5806
Medina,Q11610,Al-Madīnah,7003869,Medina,Q35484
Medina del Campo,Q17537,Medina del Campo,7008033,Medina del Campo,Q693913
Medinaceli,Q42457,Medinaceli,1062226,Medinaceli,Q484628
Mediterranean region,Q76257,Mediterranean Region,7018452,Mediterranean Region,Q155552
Meiningen,Q42497,Meiningen,7012843,Meiningen,Q487278
Melk,Q20360,Melk,7003193,Melk,Q489806
Memmingen,Q66918,Memmingen,7012598,Memmingen,Q14825
Mende,Q42081,Mende,7009335,Mende,Q191772
Merseburg,Q38246,Merseburg,7012845,Merseburg,Q14945
Messina,Q38247,Messina,7003897,Messina,Q13666
Metz,Q6981,Metz,7008418,Metz,Q22690
Meuse,Q38248,Meuse,1034373,Meuse,Q12631
Mexico,Q1312,México,7005560,Mexico,Q96
Mexico City,Q66883,Mexico City,7007227,Ciudad de México,Q1489
Middelburg,Q68004,Middelburg,7006752,Middelburg,Q52101
Middle East,Q38249,Middle East,7001526,Middle East,Q7204
Middle Rhine,Q19898,Mittelrhein,7012605,Middle Rhine,Q571607
Middlesex,Q55358,Middlesex,7012288,Middlesex,Q19186
Midlands,Q38250,Midlands,4007188,Midlands,Q850235
Milan,Q7499,Milano,7005903,Milan,Q490
Mirabella,Q7211,Mirabella,7055648,Mirabella,Q18506547
Mistrás,Q38251,Mistrás,7010926,Mystras,Q19053
Modena,Q4327,Modena,7009565,Modena,Q279
Mons,Q19891,Mons,7007961,Mons,Q83407
Montedoglio,Q7795,Montedoglio,4007415,Montedoglio,Q85632550
Monterubbiano,Q7502,Monterubbiano,1045558,Monterubbiano,Q59260
Montevarchi,Q76337,Montevarchi,7006114,Montevarchi,Q52089
Montpellier,Q42087,Montpellier,7009369,Montpellier,Q6441
Moravia,Q38252,Morava,7006467,Moravia,Q43266
Morges,Q38253,Morges,7007414,Morges,Q69401
Morimondo,Q12692,Morimondo,4007527,Morimondo,Q42241
Morocco,Q3657,Al Maghrib,1000179,Morocco,Q1028
Mosan,Q19903,Mosan,7030259,Maasland,Q5247515
Moscow,Q38254,Moskva,7012974,Moscow,Q649
Mosul,Q3100,Al-Mawṣil,7002471,Mosul,Q83317
Mount Athos,Q76334,Mount Athos,7002722,Áthos,Q130321
Mount Athos (region),Q38255,Ágion Óros,7235644,monastic community of Mount Athos,Q780149
Muhammadābād,Q18346,Muhammadābād,1076267,Mohammadabad,Q2228712
Munich,Q5010,München (Kreisfreie Stadt München),7004333,Munich,Q1726
Muradiye,Q16417,Muradiye,1140822,Muradiye,Q1000878
Murano,Q76320,Murano,7003021,Murano,Q52437
Murbach,Q38256,Murbach,7008123,Murbach,Q148815
Murshidabad,Q48710,Murshidabad,1076286,Murshidabad,Q1017175
Myanmar,Q38257,Myanma,1000108,Myanmar,Q836
"Mílos, Nísos",Q38333,"Mílos, Nísos",7010922,Milos,Q203979
"Mūsá, Jabal",Q38334,"Mūsá, Jabal",7001247,Mount Sinai,Q377485
Nablus,Q76323,Nablus,1083909,Nābulus,Q214178
Nangis,Q27483,Nangis,1034615,Nangis,Q271599
Nantes,Q68012,Nantes,7008482,Nantes,Q12191
Naples,Q3099,Napoli,7004474,Naples,Q2634
Navarre,Q38258,Comunidad Foral de Navarra,7002790,Navarre,Q4018
Negrar,Q76312,Negrar di Valpolicella,7051157,Negrar,Q46941
Nervesa della Battaglia,Q76310,Nervesa della Battaglia,7003077,Nervesa della Battaglia,Q47249
Netherlands,Q651,Nederland,7016845,Netherlands,Q55
Neuberg,Q19899,Neuburg an der Donau,7124482,Neuberg,Q125652
Neustadt,Q5008,Neustadt,1037375,Neustadt,Q32184230
New Jersey,Q38259,New Jersey,7007565,New Jersey,Q1408
New York,Q27486,New York,7007567,New York City,Q60
Nigeria,Q38260,Nigeria,1000182,Nigeria,Q1033
Noale,Q76313,Noale,7003048,Noale,Q46968
Nogara,Q76298,Nogara,1045683,Nogara,Q47745
Nola,Q38261,Nola,7004644,Nola,Q72288
Nord-Pas-de-Calais,Q38262,Nord-Pas-de-Calais,7621379,Nord-Pas-de-Calais,Q16987
Norfolk,Q38263,Norfolk,7008160,Norfolk,Q23109
Normandy,Q1308,Normandie,7002886,Normandy,Q15878
North Africa,Q3652,North Africa,7016886,North Africa,Q27381
North Rhine-Westphalia,Q17538,Nordrhein-Westfalen,7003677,North Rhine-Westphalia,Q1198
Northeastern France,Q38264,Northeastern France,7669119,France,Q142
Northeastern Italy,Q38265,Northeastern Italy,4005362,Italy,Q38
Northern Europe,Q38266,Northern Europe,4003757,Northern Europe,Q27479
Northern France,Q1114,Northern France,4004036,Northern France,Q14201393
Northern Germany,Q19886,Northern Germany,4004315,Northern Germany,Q46613
Northern Italy,Q7507,Northern Italy,4005363,Northern Italy,Q4345530
Northumbria,Q38267,Northumbria,7012294,Kingdom of Northumbria,Q107299
Northwest Italy,Q42084,Northwest Italy,8725286,Northwest Italy,Q2725942
Northwestern Italy,Q38268,Northwestern Italy,4005364,Italy,Q38
Norwich,Q38269,Norwich,7012005,Norwich,Q130191
Nottinghamshire,Q38270,Nottinghamshire,7008167,Nottinghamshire,Q23092
Novalesa,Q66914,Novalesa,7005723,Novalesa,Q9514
Nuremberg,Q3080,Nürnberg,7004334,Nuremberg,Q2090
Obersachsen,Q38271,Obersachsen,7114973,Upper Saxony,Q457102
Oberschwaben,Q1293,Oberschwaben,7118137,Upper Swabia,Q445702
Oderzo,Q76308,Oderzo,7003301,Oderzo,Q48087
Old Cairo,Q76258,Old Cairo,7024441,Mişr al Qadīmah,Q2993461
Omurtag,Q52686,Omurtag,1026924,Omurtag,Q3882332
Onara,Q76290,Onara,7055952,Onara,Q3543773
Oregon,Q38272,Oregon,7007708,Oregon,Q824
Orissa,Q68002,Odisha,7016694,Odisha,Q22048
Orléans,Q16422,Orléans,7008337,Orléans,Q6548
Ostiglia,Q76259,Ostiglia,7005892,Ostiglia,Q42597
Ostra,Q5006,Ostra,7007555,Ostra,Q124572
Otranto,Q38273,Otranto,7004093,Otranto,Q52174
Ottoman Empire,Q38274,Ottoman Empire,7024412,Ottoman Empire,Q12560
Overijssel,Q38275,Overijssel,7003626,Overijssel,Q773
Oxford,Q3654,Oxford,7011931,Oxford,Q34217
Paderborn,Q38276,Paderborn,7005101,Paderborn,Q2971
Padova,Q42085,Padova,7002994,Province of Padua,Q16226
Padua,Q3091,Padova,7003085,Padua,Q617
Palencia,Q7792,Palencia,7008231,Palencia,Q8378
Palermo,Q27485,Palermo,7003928,Palermo,Q2656
Palestine,Q38277,Palestine,7004540,Palestine,Q23792
Palma de Mallorca,Q38278,Palma de Mallorca,7008232,Palma,Q8826
Palomares del Campo,Q42461,Palomares del Campo,7302133,Palomares del Campo,Q1647164
Palù,Q76296,Palù,7053890,Palù,Q47647
Pamplona,Q42459,Pamplona,7008233,Pamplona,Q10282
Panama,Q66921,Panamá,7005565,Panama,Q804
Panevėžys,Q74809,Panevėžys,1058187,Panevėžys,Q1719466
Paris,Q136,Paris,7008038,Paris,Q90
Parma,Q4331,Parma,7004942,Parma,Q2683
Passau,Q5007,Passau,7004407,Passau,Q4190
Patan,Q11617,Patan,1140181,Patan,Q579702
Pavia,Q4995,Pavia,7006026,Pavia,Q6259
Persia,Q127,Persia,7024079,Persian Empire,Q83311
Peru,Q38279,Perú,1000056,Peru,Q419
Perugia,Q3083,Perugia,7000526,Perugia,Q3437
Pesaro,Q16406,Pesaro,7003991,Pesaro,Q13134
Pescantina,Q76293,Pescantina,1045932,Pescantina,Q48107
Peschiera,Q76271,Peschiera Borromeo,7051885,Peschiera,Q43028
Philippines,Q38280,Pilipinas,1000135,Philippines,Q928
Piacenza,Q4999,Piacenza,7004939,Piacenza,Q13329
Pianzano,Q76305,Pianzano,7051003,Pianzano,Q42304001
Picardy,Q859,Picardie,7024273,Picardy,Q1249603
Piedmont,Q1287,Piemonte,7003120,Piedmont,Q1216
Pieve di Cadore,Q5011,Pieve di Cadore,7003332,Pieve di Cadore,Q41065
Pinerolo,Q4988,Pinerolo,7005728,Pinerolo,Q9573
Piombino,Q38281,Piombino,7006194,Piombino,Q157824
Piove di Sacco,Q76307,Piove di Sacco,7003082,Piove di Sacco,Q34317
Piran,Q3656,Piran,7012980,Piran,Q1382
Pisa,Q7207,Pisa,7006082,Pisa,Q13375
Pistoia,Q38282,Pistoia,7005060,Pistoia,Q13376
Pitigliano,Q74817,Pitigliano,7006177,Pitigliano,Q214929
Plaimpied-Givaudins,Q66907,Plaimpied-Givaudins,7017150,Plaimpied-Givaudins,Q1172374
Plovdiv,Q52688,Plovdiv,7010666,Plovdiv,Q459
Plymouth,Q38283,Plymouth,7011301,Plymouth,Q43382
Poggibonsi,Q16412,Poggibonsi,7006330,Poggibonsi,Q91350
Poiana Maggiore,Q76311,Pojana Maggiore,7055091,Poiana Maggiore,Q46500
Poiano,Q76285,Poiano,7055089,Poiano,Q3907084
Poissy,Q42075,Poissy,7008066,Poissy,Q457
Poitiers,Q42091,Poitiers,7017418,Poitiers,Q6616
Poitou,Q42077,Poitou,7002891,Poitou,Q954076
Poland,Q19890,Polska,7006366,Poland,Q36
Polesine,Q76299,Polesine,7055068,Polesine,Q2249358
Pomerania,Q38284,Pomerania,7013079,Pomerania,Q104520
Pontigny,Q7505,Pontigny,7008254,Pontigny,Q828619
Ponton,Q76270,Ponton,7054244,Ponton,Q3908308
Porcia,Q76309,Porcia,1046130,Porcia,Q53182
Pordenone,Q66908,Pordenone,7003352,Pordenone,Q6606
Portland,Q38285,Portland,7014273,Portland,Q6106
Portugal,Q19906,Portugal,1000090,Portugal,Q45
Postuman,Q76268,Postuman,7053410,Postuman,Q18505389
Prague,Q135,Praha,7006464,Prague,Q1085
Pratovecchio,Q7208,Pratovecchio,5002845,Pratovecchio,Q52096
Pressana,Q76306,Pressana,7003265,Pressana,Q47639
Princeton,Q38286,Princeton,7016190,Princeton,Q138518
Provence,Q128,Provence,7012209,Provence,Q101081
Provence-Alpes-Côte d'Azur,Q38287,Provence-Alpes-Côte d'Azur,7002895,Provence-Alpes-Côte d'Azur,Q15104
Provins,Q38415,Provins,7008028,Provins,Q203285
Puebla de Zaragoza,Q75951,Puebla,7007118,Puebla de Zaragoza,Q7258412
Punjab,Q48691,Punjab,7558524,Punjab,Q22424
Qalyūb,Q76327,Qalyub,1095655,Qalyūb,Q336724
Qazvīn,Q48699,Qazvin,1079247,Qazvīn,Q181578
Qom,Q48709,Qom,1079254,Qom,Q170573
Quercy,Q38288,Quercy,7009454,Quercy,Q1895719
Raetia,Q38289,Raetia,7013254,Raetia,Q156789
Ramle,Q76331,Ramla,7001366,Ramla,Q221447
Ravenna,Q76288,Ravenna,7004935,Ravenna,Q13364
Reading,Q42473,Reading,7011918,Reading,Q161491
Regensburg,Q5000,Regensburg,7013496,Regensburg,Q2978
Reggio nell'Emilia,Q6986,Reggio nell'Emilia,7005020,Reggio Emilia,Q13360
Rennes,Q16414,Rennes,7008263,Rennes,Q647
Rheims,Q8376,Reims,7011060,Reims,Q41876
Rheinhessen-Pfalz,Q4994,Rheinhessen-Pfalz,7004453,Rheinhessen-Pfalz,Q517363
Rhine Valley,Q38290,Rhein,7032606,Alpine Rhine Valley,Q95747
Rhineland,Q1305,Rheinland,7003683,Rhineland,Q152243
Rieti,Q17525,Rieti,7006739,Rieti,Q13396
Rimini,Q20354,Rimini,7004929,Rimini,Q13369
Rio de Janeiro,Q42474,Rio de Janeiro,7017095,Rio de Janeiro,Q8678
Rodez,Q42080,Rodez,7008423,Rodez,Q188780
Romania,Q38291,România,1000091,Romania,Q218
Rome,Q123,Roma,7000874,Rome,Q220
Roncà,Q76295,Roncà,7042118,Roncà,Q47862
Rothenburg ober der Tauber,Q5003,Rothenburg ober der Tauber,7005188,Rothenburg ob der Tauber,Q153494
Rouen,Q1244,Rouen,7008929,Rouen,Q30974
"Rouergue Occidentale, Le",Q38335,"Rouergue Occidentale, Le",7012210,Rouergue,Q590016
Rovereto,Q76255,Rovereto,7005447,Rovereto,Q279373
Rovigo,Q4989,Rovigo,7003271,Rovigo,Q6572
Roxburghshire,Q38292,Roxburghshire,7448522,Roxburghshire,Q664892
Royaumont,Q7510,Royaumont,4009491,Royaumont Abbey,Q377882
Russia,Q38293,Rossija,7002435,Russia,Q159
Rutland,Q1304,Rutland,5000748,Rutland,Q23107
Rüden,Q16415,Rüden,7103299,Obenrüden,Q19299580
Rülzheim,Q42467,Rülzheim,1040803,Rülzheim,Q452704
Rāmpur,Q48694,Rampur,1076698,Rāmpur,Q1487593
Sacavém,Q66893,Sacavém,1049915,Sacavém,Q126681
Sacile,Q76267,Sacile,7005537,Sacile,Q53190
Safad,Q74799,Safed,7032018,Ẕefat,Q188336
Saint Albans,Q12700,Saint Albans,7011871,St Albans,Q6226
Saint Petersburg,Q52690,Sankt-Peterburg,7010273,Saint Petersburg,Q656
Saint-Amand,Q19887,Saint-Amand,7610229,Saint-Amand,Q1067570
Saint-Amand-les-Eaux,Q38294,Saint-Amand-les-Eaux,7008470,Saint-Amand-les-Eaux,Q626309
Saint-Claude,Q42090,Saint-Claude,7009615,Saint-Claude,Q212444
Saint-Dié,Q4998,Saint-Dié,7009618,Saint-Dié-des-Vosges,Q34427
Saint-Geoire-en-Valdaine,Q8030,Saint-Geoire-en-Valdaine,1035337,Saint-Geoire-en-Valdaine,Q1002688
Saint-Julien-du-Sault,Q66903,Saint-Julien-du-Sault,7009638,Saint-Julien-du-Sault,Q1373341
Saint-Omer,Q42082,Saint-Omer,7011062,Saint-Omer,Q208793
Sainte-Odile,Q66894,Mont Sainte-Odile,7612975,Sainte-Odile,Q1399857
Sakarya,Q52682,Sakarya,1085920,Sakarya,Q3945164
Salamanca,Q6987,Salamanca,7008561,Salamanca,Q15695
Salizzole,Q76266,Salizzole,7042550,Salizzole,Q47696
Salonika,Q3085,Thessaloníki,7011182,Thessaloniki,Q17151
Saluzzo,Q7210,Saluzzo,7005648,Saluzzo,Q20454
Salzburg,Q7509,Salzburg,7003256,Salzburg,Q34713
Salò,Q42485,Salò,7005790,Salò,Q111705
Samarkand,Q3098,Samarqand,7012290,Samarkand,Q5753
San Bonifacio,Q76274,San Bonifacio,1046469,San Bonifacio,Q47882
San Francisco,Q42486,San Francisco,7014456,San Francisco,Q62
San Secondo Parmense,Q76283,San Secondo Parmense,7004969,San Secondo Parmense,Q100919
Sana'a,Q42466,Sanaa,7004338,Ṣanʻā',Q2471
Sancheville,Q66896,Sancheville,7604957,Sancheville,Q1138821
Sankt Gallen,Q76336,Sankt Gallen,7007460,St. Gallen,Q25607
Sant'Ambrogio,Q76292,Sant'Ambrogio,7040758,Sant'Ambrogio,Q1942359
Santa Croce Bigolina,Q76253,Santa Croce Bigolina,4010054,Santa Croce Bigolina,Q18498831
Santarém,Q66909,Santarém,7011005,Santarém,Q273877
Sarajevo,Q40035,Sarajevo,7015438,Sarajevo,Q11194
Sarāb,Q48705,Sarab,8914940,Sarāb,Q5705340
Savoy,Q1292,Savoie,7024413,Duchy of Savoy,Q426025
Saxony,Q19883,Sachsen,7003685,Saxony,Q1202
Scandicci,Q38295,Scandicci,7006143,Scandicci,Q82842
Scandinavia,Q75954,Scandinavia,7016881,Scandinavia,Q21195
Scotland,Q17533,Scotland,7002444,Scotland,Q22
Seddülbahir,Q52681,Seddülbahir,7701941,Seddülbahir,Q3893230
Segovia,Q42089,Segovia,7008661,Segovia,Q15684
Semnān,Q48688,Semnān,1001528,Semnan Province,Q168949
Senigallia,Q38296,Senigallia,7004008,Senigallia,Q124925
Serbia,Q38297,Srbija,7006669,Serbia,Q403
Seville,Q3102,Sevilla,7008676,Seville,Q8717
Shaanxi,Q12708,Shaanxi,7002084,Shaanxi,Q47974
Shiraz,Q27484,Shīrāz,7002148,Shiraz,Q6397066
Shīnḏanḏ,Q40034,Shindand,1065525,Shīnḏanḏ,Q2497882
Sicily,Q6993,Sicilia,7003122,Sicily,Q1460
Siem Reap,Q42480,Siem Reap,1066431,Siem Reap,Q11711
Siena,Q3651,Siena,7011179,Siena,Q2751
Silesia,Q38298,Schlesien,7007552,Silesia,Q81720
Sinop,Q52684,Sinop,7002620,Sinop,Q599416
Sjælland,Q38299,Sjælland,7594008,Zealand,Q25535
Skopje,Q40041,Skopje,7015643,Skopje,Q384
Soave,Q76278,Soave,7003349,Soave,Q47876
Sofia,Q52683,Sofiya,7009977,Sofia,Q472
Soissons,Q42078,Soissons,7010563,Soissons,Q167152
Somerset,Q20364,Somerset,7012032,Somerset,Q67461071
South Asia,Q18348,South Asia,7000208,South Asia,Q771405
Southeast Asia,Q75955,Southeast Asia,7016821,Southeast Asia,Q11708
Southern Europe,Q42088,Southern Europe,4003760,Southern Europe,Q27449
Southern France,Q19904,Southern France,4004037,Southern France,Q1237299
Southern Germany,Q4333,Southern Germany,4004316,Southern Germany,Q46519
Southern Italy,Q19911,Meridione d'Italia,4005365,Southern Italy,Q207989
Southern Netherlands,Q12702,Southern Netherlands,8711669,Southern Netherlands,Q6581823
Southwestern France,Q38300,Southwestern France,4004038,Southwestern France,Q3114590
Spain,Q129,España,1000095,Spain,Q29
Speyer,Q16410,Speyer,7012341,Speyer,Q6829
Spilimbergo,Q38301,Spilimbergo,7005532,Spilimbergo,Q53197
Sri Lanka,Q38302,Shrī Laṁkā,1000110,Sri Lanka,Q854
Staffordshire,Q1309,Staffordshire,7008174,Staffordshire,Q67574558
Stagno,Q7206,Stagno,7038830,Stagno,Q2874832
Strasburg,Q100358,Strasbourg,1037796,Strasburg,Q6602
Suffolk,Q38303,Suffolk,7008185,Suffolk,Q23111
Sumatra,Q42478,Sumatra,7016484,Sumatera,Q3492
Suriname,Q74803,Suriname,7015386,Suriname,Q730
Surrey,Q38304,Surrey,7008175,Surrey,Q23276
Sussex,Q1307,Sussex,7008133,Sussex,Q23346
Sutherland,Q17531,Sutherland,5000461,Sutherland,Q1061313
Swabia,Q12703,Schwaben,7017048,Swabia,Q11812551
Sweden,Q38305,Sverige,1000097,Sweden,Q34
Switzerland,Q652,Schweiz,7011731,Switzerland,Q39
Syria,Q3096,Sūrīyah,1000140,Syria,Q858
Syria (region),Q38306,Syria (historical),7594765,Syria,Q13415123
Sīrdān,Q48681,Sirdan,1079282,Sīrdān,Q4358738
Sūrat,Q27488,Sūrat,7001592,Surat,Q4629
Tabriz,Q27491,Tabrīz,7002156,Tabriz,Q80053
Takashima-shi,Q12705,Takashima-shi,8743324,Takashima,Q845794
Tangier,Q27487,Tanger,7000442,Tangier,Q126148
Tarascon,Q66912,Tarascon,7008795,Tarascon,Q234924
Tarki,Q40056,Tarki,1060158,Tarki,Q1385112
Tatarstan Republic,Q38307,Tatarstan,7011524,Tatarstan,Q5481
Tbilisi,Q48711,Tbilisi,7012268,Tbilisi,Q994
Tehran,Q48695,Tehrān,7002157,Tehran,Q3616
Terranuova Bracciolini,Q6990,Terranuova Bracciolini,1047093,Terranuova Bracciolini,Q30031077
Terrazzo,Q76302,Terrazzo,7038622,Terrazzo,Q48190
Teruel,Q6982,Teruel,7008717,Teruel,Q14336
Thailand,Q42469,Prathet Thai,1000142,Thailand,Q869
Thiron-Gardais,Q38308,Thiron-Gardais,7009503,Thiron-Gardais,Q542280
Thuringia,Q1314,Thüringen,7024274,Thuringia,Q1205
Thuringia,Q42093,Thüringen,7003689,Thuringia,Q1205
Thérouanne,Q66895,Thérouanne,7008478,Thérouanne,Q261399
Tibet,Q68003,Xizang,7001319,Tibet Autonomous Region,Q17269
Ticino,Q38309,Ticino,7004723,Ticino,Q12724
Tivoli,Q38310,Tivoli,7006968,Tivoli,Q159605
Toledo,Q12701,Toledo,7008719,Toledo,Q5836
Tolox,Q76340,Tolox,7299097,Tolox,Q743326
Torcello,Q76282,Torcello,7038388,Torcello,Q52441
Torri del Benaco,Q76304,Torri del Benaco,7038215,Torri del Benaco,Q48481
Toscolano Maderno,Q76289,Toscolano Maderno,7018793,Toscolano-Maderno,Q112101
Toul,Q8032,Toul,7009506,Toul,Q154728
Toulouse,Q3659,Toulouse,7008441,Toulouse,Q7880
Tournai,Q16426,Tournai,7008002,Tournai,Q173219
Tours,Q19885,Tours,7008323,Tours,Q288
Tregnago,Q76294,Tregnago,1047189,Tregnago,Q48457
Trento,Q4326,Trento,7005128,Trento,Q3376
Trento (province),Q76254,Trento,7003158,Trentino,Q16289
Treviso,Q38311,Treviso,7003297,Treviso,Q5475
Treviso (province),Q19900,Treviso,7002996,Province of Treviso,Q16292
Trier,Q38312,Trier,7004447,Trier,Q3138
Trieste,Q74811,Trieste,7005539,Trieste,Q546
Tripoli,Q11608,Ṭarābulus,7000630,Tripoli,Q3579
Triptis,Q5001,Triptis,1037866,Triptis,Q266510
Trois-Fontaines,Q38313,Trois-Fontaines,4011380,Trois-Fontaines-l'Abbaye,Q1103661
Troyes,Q16425,Troyes,7008350,Troyes,Q5489
Tubingen,Q54970,Tübingen,7004426,Tübingen,Q3806
Tunis,Q11609,Tunis,7001016,Tunis,Q3572
Tunisia,Q74797,Tūnis,1000205,Tunisia,Q948
Turin,Q42490,Torino,7005688,Turin,Q495
Turkey,Q3079,Türkiye,1000144,Turkey,Q43
Turkistan,Q42477,Turkistan Region,7016836,Turkistan,Q815330
Tuscany,Q860,Toscana,7009760,Tuscany,Q1273
Tyrol,Q12709,Tirol,7003029,Tyrol,Q42880
Udine,Q38314,Udine,7005139,Udine,Q2790
Ukraine,Q74798,Ukraina,7006660,Ukraine,Q212
Ulm,Q38315,Ulm,7005187,Ulm,Q3012
Umbria,Q1311,Umbria,7003125,Umbria,Q1280
United States,Q17532,United States,7012149,United States,Q30
Usedom,Q38316,Usedom,1037886,Usedom,Q29076
Utrecht,Q10829,Utrecht,7006926,Utrecht,Q803
Vadodara,Q48686,Vadodara district,7001505,Vadodara,Q578285
Vakfıkebir,Q52679,Vakfıkebir,7700671,Vakfıkebir,Q1947455
Valahia,Q38317,Valahia,7016657,Wallachia,Q171393
Valdenoceda,Q6978,Valdenoceda,7299846,Valdenoceda,Q6158739
Valdeosera,Q42493,Valdeosera,7299836,Valdeosera,Q6158743
Valencia,Q1298,Valencia,7008769,Valencia,Q8818
Valenciennes,Q68672,Valenciennes,7008471,Valenciennes,Q163795
Valladolid,Q6979,Valladolid,7008771,Valladolid,Q8356
Valognes,Q42491,Valognes,1035991,Valognes,Q326879
Valpolicella,Q76261,Valpolicella,1112195,Valpolicella,Q852467
Van,Q18351,Van,1086977,Van,Q83061
Vaucluse,Q38319,Vaucluse,7599818,Vaucluse,Q12792
Veneto,Q811,Veneto,7002997,Veneto,Q1243
Venice,Q2823,Venezia,7018159,Venice,Q641
Verona,Q124,Verona,7003262,Verona,Q2028
Vicenza,Q7215,Vicenza,7003204,Vicenza,Q6537
Vienna,Q3078,Wien,7003321,Vienna,Q1741
Vienne,Q16416,Vienne,7008589,Vienne,Q26849
Vigliano,Q7506,Vigliano,7037093,Vigliano,Q18427116
Vilasacra,Q42479,Vila-sacra,7293758,Vilasacra,Q1043496
Villeneuve-lès-Avignon,Q38320,Villeneuve-lès-Avignon,7007619,Villeneuve-lès-Avignon,Q269113
Vione,Q76281,Vione,7036737,Vione,Q112215
Vivarais,Q38321,Vivarais,1003864,Vivarais,Q1968100
Volpago del Montello,Q19901,Volpago del Montello,1047496,Volpago del Montello,Q46827
Volterra,Q5012,Volterra,7006305,Volterra,Q103305
Waldhausen,Q38322,Waldhausen,8713458,Waldhausen,Q691524
Wales,Q7799,Wales,7002443,Wales,Q25
Wambaix,Q42471,Wambaix,7596307,Wambaix,Q1100744
Warwick,Q20357,Warwick,7010957,Warwick,Q549761
Warwickshire,Q810,Warwickshire,7008178,Warwickshire,Q67575123
Wazīrābād,Q48697,Wazirabad,1083859,Wazīrābād,Q1026613
Wernigerode,Q38323,Wernigerode,7012889,Wernigerode,Q15982
West Africa,Q18344,West Africa,7032927,West Africa,Q4412
West Azerbaijan,Q48712,West Azarbaijan Province,1001048,Āz̄arbāyjān-e Gharbī,Q134411
