ds_label,ds_qid,ds_id,type,wikidata_label,wikidata_qid
Porphyry,Q3781,DSNAME942,Personal (Name Authority),Porphyry,Q203445
Possidius of Calama,Q41500,DSNAME5055,Personal (Name Authority),Possidius of Calama,Q718003
Praepositinus,Q41507,DSNAME5062,Personal (Name Authority),Praepositinus,Q7237544
Prague,Q42026,DSNAME5581,Corporate (Name Authority),Prague,Q1085
Pran Nath,Q28170,DSNAME3386,Personal (Name Authority),Pran Nath,Q7238288
Prediger (Schwäbisch Gmünd),Q6078,DSNAME1199,Corporate (Name Authority),Prediger (Schwäbisch Gmünd),Q1751370
Preston A. Perry,Q20071,DSNAME2750,Personal (Name Authority),Preston A. Perry,Q114242543
Prieuré Saint-Louis de Poissy,Q1660,DSNAME496,Corporate (Name Authority),Prieuré Saint-Louis de Poissy,Q2212562
"Prince Augustus Frederick, Duke of Sussex",Q1637,DSNAME473,Personal (Name Authority),"Prince Augustus Frederick, Duke of Sussex",Q375467
Prince Sadruddin Aga Khan,Q458,DSNAME185,Personal (Name Authority),Prince Sadruddin Aga Khan,Q123987
Prince-Bishopric of Toul,Q8077,DSNAME1586,Corporate (Name Authority),Prince-Bishopric of Toul,Q328001
"Princess Maria Carolina of Bourbon-Two Sicilies, Duchess of Berry",Q16630,DSNAME2329,Personal (Name Authority),"Princess Maria Carolina of Bourbon-Two Sicilies, Duchess of Berry",Q234931
Princeton University,Q12264,DSNAME1734,Corporate (Name Authority),Princeton University,Q21578
Principio Fabricii,Q40624,DSNAME4179,Personal (Name Authority),Principio Fabricii,Q124566795
Priori (Florence),Q7317,DSNAME1376,Corporate (Name Authority),Priori (Florence),Q116706694
Priscian,Q1555,DSNAME391,Personal (Name Authority),Priscian,Q356433
Privy Council of the United Kingdom,Q4393,DSNAME1029,Corporate (Name Authority),Privy Council of the United Kingdom,Q683120
Procopius,Q41511,DSNAME5066,Personal (Name Authority),Procopius,Q186153
Prosdocimus de Beldemandis,Q41513,DSNAME5068,Personal (Name Authority),Prosdocimus de Beldemandis,Q2113216
Prosper of Aquitaine,Q1585,DSNAME421,Personal (Name Authority),Prosper of Aquitaine,Q454652
Prospero Caffarelli,Q437,DSNAME164,Personal (Name Authority),Prospero Caffarelli,Q55643327
Providence Public Library,Q801,DSNAME213,Corporate (Name Authority),Providence Public Library,Q20745482
Prudentius,Q20253,DSNAME2938,Personal (Name Authority),Prudentius,Q347250
Pr̥thuyaśas,Q28388,DSNAME3604,Personal (Name Authority),Pr̥thuyaśas,Q124252919
Pseudo Bernard of Clairvaux,Q896,DSNAME283,Personal (Name Authority),Pseudo Bernard of Clairvaux,Q114242512
Pseudo-Abdias,Q41514,DSNAME5069,Personal (Name Authority),Pseudo-Abdias,Q7254393
Pseudo-Acron,Q41515,DSNAME5070,Personal (Name Authority),Pseudo-Acron,Q16671490
Pseudo-Andronicus of Rhodes,Q42283,DSNAME5810,Personal (Name Authority),Pseudo-Andronicus of Rhodes,Q110323529
Pseudo-Aristotle,Q20072,DSNAME2751,Personal (Name Authority),Pseudo-Aristotle,Q1783131
Pseudo-Augustine,Q1921,DSNAME686,Personal (Name Authority),Pseudo-Augustine,Q1241114
Pseudo-Aurelius Victor,Q41517,DSNAME5072,Personal (Name Authority),Pseudo-Aurelius Victor,Q98588079
Pseudo-Bede,Q16614,DSNAME2313,Personal (Name Authority),Pseudo-Bede,Q33243380
Pseudo-Boethius,Q41518,DSNAME5073,Personal (Name Authority),Pseudo-Boethius,Q110319879
Pseudo-Bonaventure,Q16488,DSNAME2180,Personal (Name Authority),Pseudo-Bonaventure,Q642704
Pseudo-Caesarius,Q41519,DSNAME5074,Personal (Name Authority),Pseudo-Caesarius,Q110323581
Pseudo-Cicero,Q854,DSNAME250,Personal (Name Authority),Pseudo-Cicero,Q67405713
Pseudo-Clement,Q41520,DSNAME5075,Personal (Name Authority),Pseudo-Clement,Q19659990
Pseudo-Cyprian,Q1575,DSNAME411,Personal (Name Authority),Pseudo-Cyprian,Q66134384
Pseudo-Demosthenes,Q41522,DSNAME5077,Personal (Name Authority),Pseudo-Demosthenes,Q978138
Pseudo-Dionysius the Areopagite,Q41523,DSNAME5078,Personal (Name Authority),Pseudo-Dionysius the Areopagite,Q312816
Pseudo-Herodotus,Q41524,DSNAME5079,Personal (Name Authority),Pseudo-Herodotus,Q43279827
Pseudo-Hippocrates,Q42284,DSNAME5811,Personal (Name Authority),Pseudo-Hippocrates,Q118734605
Pseudo-Homer,Q41525,DSNAME5080,Personal (Name Authority),Pseudo-Homer,Q105883447
Pseudo-Isidore,Q41526,DSNAME5081,Personal (Name Authority),Pseudo-Isidore,Q88183243
Pseudo-Jerome,Q41527,DSNAME5082,Personal (Name Authority),Pseudo-Jerome,Q7254413
Pseudo-Joachim of Fiore,Q16568,DSNAME2265,Personal (Name Authority),Pseudo-Joachim of Fiore,Q19587867
Pseudo-John Chrysostom,Q41528,DSNAME5083,Personal (Name Authority),Pseudo-John Chrysostom,Q110323081
Pseudo-Llull,Q27856,DSNAME3067,Personal (Name Authority),Pseudo-Llull,Q123850987
Pseudo-Lucian,Q41529,DSNAME5084,Personal (Name Authority),Pseudo-Lucian,Q19558843
Pseudo-Maximus the Confessor,Q42285,DSNAME5812,Personal (Name Authority),Pseudo-Maximus the Confessor,Q110323461
Pseudo-Methodius,Q41531,DSNAME5086,Personal (Name Authority),Pseudo-Methodius,Q110323683
Pseudo-Orpheus,Q41532,DSNAME5087,Personal (Name Authority),Pseudo-Orpheus,Q25389187
Pseudo-Ovidius,Q41533,DSNAME5088,Personal (Name Authority),Pseudo-Ovidius,Q105927779
Pseudo-Phalaris,Q826,DSNAME222,Personal (Name Authority),Pseudo-Phalaris,Q101173400
Pseudo-Plutarch,Q41534,DSNAME5089,Personal (Name Authority),Pseudo-Plutarch,Q2657275
Pseudo-Prosper,Q1578,DSNAME414,Personal (Name Authority),Pseudo-Prosper,Q114242511
Pseudo-Pythagoras,Q41535,DSNAME5090,Personal (Name Authority),Pseudo-Pythagoras,Q110323173
Pseudo-Sallust,Q10862,DSNAME1722,Personal (Name Authority),Pseudo-Sallust,Q33242867
Pseudo-Seneca,Q41536,DSNAME5091,Personal (Name Authority),Pseudo-Seneca,Q67406296
Pseudo-Turpinus,Q41537,DSNAME5092,Personal (Name Authority),Pseudo-Turpinus,Q110323513
Ptolemaeus Tancredius,Q7638,DSNAME1477,Personal (Name Authority),Ptolemaeus Tancredius,Q116619924
Ptolemy,Q478,DSNAME205,Personal (Name Authority),Ptolemy,Q34943
Publius Baebius Italicus,Q40210,DSNAME3765,Personal (Name Authority),Publius Baebius Italicus,Q718552
Publius Lentulus,Q41538,DSNAME5093,Personal (Name Authority),Publius Lentulus,Q26225425
Publius Papinius Statius,Q41709,DSNAME5264,Personal (Name Authority),Publius Papinius Statius,Q243203
Pugliese,Q42028,DSNAME5583,Corporate (Name Authority),Pugliese,Q16881484
Purshād walad Khūb Chand,Q18734,DSNAME2687,Personal (Name Authority),Purshād walad Khūb Chand,Q123581769
Pushkar Sohoni,Q41687,DSNAME5242,Personal (Name Authority),Pushkar Sohoni,Q42666530
Puṇyānanda,Q28066,DSNAME3282,Personal (Name Authority),Puṇyānanda,Q113796858
Puṣpadanta,Q28103,DSNAME3319,Personal (Name Authority),Puṣpadanta,Q55945455
Pynchebek,Q41542,DSNAME5097,Personal (Name Authority),Pynchebek,Q124380433
"Pîrîzâde, Sayyid ʻAbd Allāh, Shaykh al-Islām",Q18658,DSNAME2610,Personal (Name Authority),"Pîrîzâde, Sayyid ʻAbd Allāh, Shaykh al-Islām",Q123581770
Qadi Ayyad,Q3786,DSNAME947,Personal (Name Authority),Qadi Ayyad,Q3101035
Qasem-e Anvar,Q3237,DSNAME836,Personal (Name Authority),Qasem-e Anvar,Q2561764
Qian Zai,Q12859,DSNAME2050,Personal (Name Authority),Qian Zai,Q122946600
Quintilian,Q41547,DSNAME5102,Personal (Name Authority),Quintilian,Q193769
Quintus Curtius Rufus,Q40488,DSNAME4043,Personal (Name Authority),Quintus Curtius Rufus,Q5959
Quintus Tullius Cicero,Q40442,DSNAME3997,Personal (Name Authority),Quintus Tullius Cicero,Q316054
Quirinus Duel,Q40558,DSNAME4113,Personal (Name Authority),Quirinus Duel,Q124566782
Quodvultdeus,Q1569,DSNAME405,Personal (Name Authority),Quodvultdeus,Q608506
Qusṭanṭīn ibn Lūdūlf,Q27914,DSNAME3127,Personal (Name Authority),Qusṭanṭīn ibn Lūdūlf,Q114242510
Qutb al-Din Razi,Q41551,DSNAME5106,Personal (Name Authority),Qutb al-Din Razi,Q5934574
Qutb al-Din al-Shirazi,Q12301,DSNAME1771,Personal (Name Authority),Qutb al-Din al-Shirazi,Q729903
Québriac family,Q16701,DSNAME2401,Corporate (Name Authority),Québriac family,Q123285063
Qāsim al-Īrawānī,Q40954,DSNAME4509,Personal (Name Authority),Qāsim al-Īrawānī,Q114242446
Qāz̤ī Muḥammad Aʻlá,Q27955,DSNAME3170,Personal (Name Authority),Qāz̤ī Muḥammad Aʻlá,Q124130515
Qāḍī Zāda al-Rūmī,Q3209,DSNAME898,Personal (Name Authority),Qāḍī Zāda al-Rūmī,Q1386256
"Qūnawī, ʻAlī",Q41549,DSNAME5104,Personal (Name Authority),"Qūnawī, ʻAlī",Q114407047
R. A. Godwin-Austen,Q40776,DSNAME4331,Personal (Name Authority),R. A. Godwin-Austen,Q124566813
R. Elys,Q40591,DSNAME4146,Personal (Name Authority),R. Elys,Q124380409
R. F. Pain,Q41385,DSNAME4940,Personal (Name Authority),R. F. Pain,Q124566903
R. H. Fenn,Q40643,DSNAME4198,Personal (Name Authority),R. H. Fenn,Q124566800
R. Stora and Company,Q16547,DSNAME2244,Corporate (Name Authority),R. Stora and Company,Q73705455
R. T. Aitchison,Q40095,DSNAME3650,Personal (Name Authority),R. T. Aitchison,Q120442551
R. Tolentino,Q17714,DSNAME2505,Personal (Name Authority),R. Tolentino,Q114242495
Rabanus Maurus,Q1915,DSNAME1992,Personal (Name Authority),Rabanus Maurus,Q160441
Rabbinical Seminary Vienna,Q41947,DSNAME5502,Corporate (Name Authority),Rabbinical Seminary Vienna,Q20502385
Radulphus Brito,Q41553,DSNAME5108,Personal (Name Authority),Radulphus Brito,Q1222132
Rafael Gomes,Q3214,DSNAME813,Personal (Name Authority),Rafael Gomes,Q116172452
Rafael Floranes,Q40658,DSNAME4213,Personal (Name Authority),Rafael Floranes,Q7282371
Rafaino Caresini,Q6142,DSNAME1263,Personal (Name Authority),Rafaino Caresini,Q41568536
Raffaello Barberini,Q40221,DSNAME3776,Personal (Name Authority),Raffaello Barberini,Q15735630
Raffaello Sorbi,Q41692,DSNAME5247,Personal (Name Authority),Raffaello Sorbi,Q3929275
Raffaello de’ Medici,Q1642,DSNAME478,Personal (Name Authority),Raffaello de’ Medici,Q87746404
Raghudeva Nyāyālaṅkāra,Q28207,DSNAME3423,Personal (Name Authority),Raghudeva Nyāyālaṅkāra,Q124252920
Raghunandana Bhattacaryaya,Q28162,DSNAME3378,Personal (Name Authority),Raghunandana Bhattacaryaya,Q98210627
Raghunatha Bhatta Goswami,Q28131,DSNAME3347,Personal (Name Authority),Raghunatha Bhatta Goswami,Q4387083
Raghunatha Siromani,Q28163,DSNAME3379,Personal (Name Authority),Raghunatha Siromani,Q4387084
Raghunātha,Q28288,DSNAME3504,Personal (Name Authority),Raghunātha,Q124252921
Raghunātha Bhaṭṭa,Q40286,DSNAME3841,Personal (Name Authority),Raghunātha Bhaṭṭa,Q124252815
Raghuvīra Audīcya,Q28357,DSNAME3573,Personal (Name Authority),Raghuvīra Audīcya,Q124252922
Raginaldus Collus Rubeus,Q4412,DSNAME1048,Personal (Name Authority),Raginaldus Collus Rubeus,Q116574973
Rahman [Raphael Haim Moshe ben Naim],Q42286,DSNAME5813,Personal (Name Authority),Rahman [Raphael Haim Moshe ben Naim],Q125930857
Raitenhaslach Cistercian Abbey,Q1678,DSNAME514,Corporate (Name Authority),Raitenhaslach Cistercian Abbey,Q1775833
Rajab ʻAlī Beg Surūr,Q27894,DSNAME3107,Personal (Name Authority),Rajab ʻAlī Beg Surūr,Q7512157
Ralph Ewart Ford,Q17682,DSNAME2473,Personal (Name Authority),Ralph Ewart Ford,Q123378474
Ralph Strode,Q41555,DSNAME5110,Personal (Name Authority),Ralph Strode,Q16933254
Ralph Thoresby,Q20056,DSNAME2732,Personal (Name Authority),Ralph Thoresby,Q7288161
"Ralph Verney, 1st Earl Verney",Q1808,DSNAME573,Personal (Name Authority),"Ralph Verney, 1st Earl Verney",Q7288196
Ralph of Laon,Q42287,DSNAME5814,Personal (Name Authority),Ralph of Laon,Q107438009
Ralph of Longchamp,Q41554,DSNAME5109,Personal (Name Authority),Ralph of Longchamp,Q3816658
Ram Chandra Shukla,Q28356,DSNAME3572,Personal (Name Authority),Ram Chandra Shukla,Q7288450
Rama Deva,Q28378,DSNAME3594,Personal (Name Authority),Rama Deva,Q124252923
Ramananda,Q28286,DSNAME3502,Personal (Name Authority),Ramananda,Q2672093
Ramon Llull,Q7892,DSNAME1527,Personal (Name Authority),Ramon Llull,Q193660
Ramsau Monastery,Q16711,DSNAME2412,Corporate (Name Authority),Ramsau Monastery,Q1321580
Ramón de Mesonero Romanos,Q41256,DSNAME4811,Personal (Name Authority),Ramón de Mesonero Romanos,Q1545524
Ranuccio Farnese,Q4366,DSNAME1002,Personal (Name Authority),Ranuccio Farnese,Q708666
Ranulf Higden,Q40883,DSNAME4438,Personal (Name Authority),Ranulf Higden,Q770348
Raoul Chandon de Briailles,Q16599,DSNAME2298,Personal (Name Authority),Raoul Chandon de Briailles,Q123274738
Raoul Lefèvre,Q41114,DSNAME4669,Personal (Name Authority),Raoul Lefèvre,Q7293752
Raoul Léonor Lignerolles,Q41134,DSNAME4689,Personal (Name Authority),Raoul Léonor Lignerolles,Q124369404
Raphael King,Q41072,DSNAME4627,Personal (Name Authority),Raphael King,Q124618024
Raphael Nathan Nata Rabinowitz,Q3729,DSNAME888,Personal (Name Authority),Raphael Nathan Nata Rabinowitz,Q2131393
Raphael Yitzchak Yisrael,Q42288,DSNAME5815,Personal (Name Authority),Raphael Yitzchak Yisrael,Q125930859
Raphael de Mediolano,Q20069,DSNAME2748,Personal (Name Authority),Raphael de Mediolano,Q114242548
Rapolano Terme,Q8197,DSNAME1628,Corporate (Name Authority),Rapolano Terme,Q91395
Rashi,Q42289,DSNAME5816,Personal (Name Authority),Rashi,Q26456
Raul A. Villagran,Q17739,DSNAME2531,Personal (Name Authority),Raul A. Villagran,Q114242420
Ravana,Q28395,DSNAME3611,Personal (Name Authority),Ravana,Q112198428
Raymond Oliver,Q3212,DSNAME811,Personal (Name Authority),Raymond Oliver,Q363889
Raymond of Penyafort,Q460,DSNAME187,Personal (Name Authority),Raymond of Penyafort,Q318980
Raymond of Sabunde,Q7588,DSNAME1427,Personal (Name Authority),Raymond of Sabunde,Q947994
Real Monasterio de Santo Tomás,Q42318,DSNAME5845,Corporate (Name Authority),Real Monasterio de Santo Tomás,Q6102071
Regia Camera (Duchy of Milan),Q4405,DSNAME1041,Corporate (Name Authority),Regia Camera (Duchy of Milan),Q116041530
Reginald Harvey Griffith,Q17764,DSNAME2556,Personal (Name Authority),Reginald Harvey Griffith,Q86371226
Regiomontanus,Q470,DSNAME197,Personal (Name Authority),Regiomontanus,Q76365
Reiss & Son,Q1643,DSNAME479,Corporate (Name Authority),Reiss & Son,Q108829634
Remigio dei Girolami,Q20318,DSNAME3008,Personal (Name Authority),Remigio dei Girolami,Q1636083
Remigius of Auxerre,Q41566,DSNAME5121,Personal (Name Authority),Remigius of Auxerre,Q1383306
Renato Piattoli,Q40254,DSNAME3809,Personal (Name Authority),Renato Piattoli,Q16595519
Rendell,Q41996,DSNAME5551,Corporate (Name Authority),Rendell,Q28552597
Renzo Rizzi libri antichi,Q16525,DSNAME2221,Corporate (Name Authority),Renzo Rizzi libri antichi,Q123285064
René Antoine Thoué,Q20209,DSNAME2893,Personal (Name Authority),René Antoine Thoué,Q122873536
René Henry,Q20223,DSNAME2907,Personal (Name Authority),René Henry,Q21515721
René of Anjou,Q41567,DSNAME5122,Personal (Name Authority),René of Anjou,Q170353
Republic of Venice,Q7320,DSNAME1379,Corporate (Name Authority),Republic of Venice,Q4948
Ressani family,Q5150,DSNAME1159,Corporate (Name Authority),Ressani family,Q116707628
Restituta,Q1560,DSNAME396,Personal (Name Authority),Restituta,Q1407613
Rev. Frederick Collins Wilson,Q41868,DSNAME5423,Personal (Name Authority),Rev. Frederick Collins Wilson,Q124566976
Rev. J. Duncalf,Q40560,DSNAME4115,Personal (Name Authority),Rev. J. Duncalf,Q124566783
Rev. T. Barnes,Q42290,DSNAME5817,Personal (Name Authority),Rev. T. Barnes,Q125930861
Reynoldus Romanus,Q20266,DSNAME2954,Personal (Name Authority),Reynoldus Romanus,Q122873518
"Ricardo, Conde de Benahavis Heredia",Q40869,DSNAME4424,Personal (Name Authority),"Ricardo, Conde de Benahavis Heredia",Q55837298
Ricardus Franciscus,Q41573,DSNAME5128,Personal (Name Authority),Ricardus Franciscus,Q124380434
Richard Aleyn,Q40122,DSNAME3677,Personal (Name Authority),Richard Aleyn,Q124380396
Richard Ashurst Bowie,Q40327,DSNAME3882,Personal (Name Authority),Richard Ashurst Bowie,Q124566744
Richard Bennett,Q907,DSNAME294,Personal (Name Authority),Richard Bennett,Q51337634
Richard Blount,Q40304,DSNAME3859,Personal (Name Authority),Richard Blount,Q124566738
Richard Burdet,Q4383,DSNAME1019,Personal (Name Authority),Richard Burdet,Q116172504
Richard Caister,Q41576,DSNAME5131,Personal (Name Authority),Richard Caister,Q18530764
Richard Carmarden,Q40396,DSNAME3951,Personal (Name Authority),Richard Carmarden,Q16825643
Richard Coffin,Q42292,DSNAME5819,Personal (Name Authority),Richard Coffin,Q18917284
Richard Farmer,Q17679,DSNAME2470,Personal (Name Authority),Richard Farmer,Q7325613
Richard Firth Green,Q42293,DSNAME5820,Personal (Name Authority),Richard Firth Green,Q7325680
Richard FitzRalph,Q41575,DSNAME5130,Personal (Name Authority),Richard FitzRalph,Q7325689
Richard Gough,Q40787,DSNAME4342,Personal (Name Authority),Richard Gough,Q7326006
Richard Graves,Q40791,DSNAME4346,Personal (Name Authority),Richard Graves,Q18674406
Richard Greene,Q40792,DSNAME4347,Personal (Name Authority),Richard Greene,Q7326061
Richard Grenville,Q40800,DSNAME4355,Personal (Name Authority),Richard Grenville,Q389665
Richard Griffith,Q42294,DSNAME5821,Personal (Name Authority),Richard Griffith,Q125930862
Richard Halter,Q7287,DSNAME1346,Personal (Name Authority),Richard Halter,Q116378479
Richard Heber,Q6134,DSNAME1563,Personal (Name Authority),Richard Heber,Q4502479
Richard Hooker,Q20100,DSNAME2780,Personal (Name Authority),Richard Hooker,Q443783
Richard II of England,Q3773,DSNAME934,Personal (Name Authority),Richard II of England,Q81000
Richard James Horatio Gottheil,Q27977,DSNAME3193,Personal (Name Authority),Richard James Horatio Gottheil,Q372586
Richard Legh,Q1655,DSNAME491,Personal (Name Authority),Richard Legh,Q118695961
Richard Linenthal,Q1134,DSNAME317,Personal (Name Authority),Richard Linenthal,Q116850155
Richard Maidstone,Q12925,DSNAME2118,Personal (Name Authority),Richard Maidstone,Q18734191
Richard Maria Domville,Q1656,DSNAME492,Personal (Name Authority),Richard Maria Domville,Q116809433
Richard Mery of Hatfield,Q12902,DSNAME2094,Personal (Name Authority),Richard Mery of Hatfield,Q123006407
Richard N. Frye,Q40693,DSNAME4248,Personal (Name Authority),Richard N. Frye,Q685767
Richard Nykke,Q41344,DSNAME4899,Personal (Name Authority),Richard Nykke,Q7328116
Richard Priestley,Q16672,DSNAME2372,Personal (Name Authority),Richard Priestley,Q123274808
Richard Pynson,Q41543,DSNAME5098,Personal (Name Authority),Richard Pynson,Q656722
Richard Rich,Q7291,DSNAME1350,Personal (Name Authority),Richard Rich,Q21400351
Richard Robinson,Q41589,DSNAME5144,Personal (Name Authority),Richard Robinson,Q124566931
Richard Rolle,Q1806,DSNAME571,Personal (Name Authority),Richard Rolle,Q2345308
Richard Rowlands,Q41819,DSNAME5374,Personal (Name Authority),Richard Rowlands,Q656317
Richard Sackville,Q20047,DSNAME2722,Personal (Name Authority),Richard Sackville,Q6087831
Richard Snetisham,Q41578,DSNAME5133,Personal (Name Authority),Richard Snetisham,Q7329133
Richard Sowerbutts,Q17716,DSNAME2507,Personal (Name Authority),Richard Sowerbutts,Q114242499
Richard Thomas Bateman,Q40239,DSNAME3794,Personal (Name Authority),Richard Thomas Bateman,Q124566723
Richard Treby,Q12921,DSNAME2114,Personal (Name Authority),Richard Treby,Q123006869
Richard Vyncent,Q41831,DSNAME5386,Personal (Name Authority),Richard Vyncent,Q117324262
Richard Ward,Q8418,DSNAME1703,Personal (Name Authority),Richard Ward,Q116650180
Richard Wroe,Q41881,DSNAME5436,Personal (Name Authority),Richard Wroe,Q7330101
Richard de Fournival,Q41574,DSNAME5129,Personal (Name Authority),Richard de Fournival,Q2121581
Richard de Geveldale,Q16637,DSNAME2336,Personal (Name Authority),Richard de Geveldale,Q123274750
Richard de Saint-Laurent,Q42291,DSNAME5818,Personal (Name Authority),Richard de Saint-Laurent,Q3431370
Richard of Middleton,Q42295,DSNAME5822,Personal (Name Authority),Richard of Middleton,Q446656
Richard of Saint Victor,Q20084,DSNAME2763,Personal (Name Authority),Richard of Saint Victor,Q1344799
Richard of Wendover,Q41593,DSNAME5148,Personal (Name Authority),Richard of Wendover,Q18546748
Richard of Wetheringsett,Q41577,DSNAME5132,Personal (Name Authority),Richard of Wetheringsett,Q18672136
Riddagshausen Abbey,Q42003,DSNAME5558,Corporate (Name Authority),Riddagshausen Abbey,Q896558
Rinaldo Ridolfini,Q6133,DSNAME1254,Personal (Name Authority),Rinaldo Ridolfini,Q120442581
Rinuccio d'Arezzo,Q41580,DSNAME5135,Personal (Name Authority),Rinuccio d'Arezzo,Q21545524
Robert Bowyer,Q40328,DSNAME3883,Personal (Name Authority),Robert Bowyer,Q7342256
Robert Branthwait,Q40336,DSNAME3891,Personal (Name Authority),Robert Branthwait,Q124617928
