row_index,workflow_history,material_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-04T16:16:09.821532700Z | MATERIAL RECON, STEP 3: FINALIZED 2023-10-04T16:16:23.458710200Z","[""""]",,,undetermined,http://vocab.getty.edu/aat/300379012
2,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-04T16:16:09.821532700Z | MATERIAL RECON, STEP 3: FINALIZED 2023-10-04T16:16:23.458710200Z","[""Ostrakon""]",,,,
3,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-04T16:16:09.821532700Z | MATERIAL RECON, STEP 3: FINALIZED 2023-10-04T16:16:23.458710200Z","[""all color illustrations""]",,,,
4,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-04T16:16:09.821532700Z | MATERIAL RECON, STEP 3: FINALIZED 2023-10-04T16:16:23.458710200Z","[""chiefly color illustrations""]",,,,
5,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-04T16:16:09.821532700Z | MATERIAL RECON, STEP 3: FINALIZED 2023-10-04T16:16:23.458710200Z","[""col. ill.""]",,,,
6,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-04T16:16:09.821532700Z | MATERIAL RECON, STEP 3: FINALIZED 2023-10-04T16:16:23.458710200Z","[""color""]",,,,
7,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-04T16:16:09.821532700Z | MATERIAL RECON, STEP 3: FINALIZED 2023-10-04T16:16:23.458710200Z","[""ill.""]",,,,
8,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-04T16:16:09.821532700Z | MATERIAL RECON, STEP 3: FINALIZED 2023-10-04T16:16:23.458710200Z","[""ill. (metalcuts)""]",,,,
9,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-04T16:16:09.821532700Z | MATERIAL RECON, STEP 3: FINALIZED 2023-10-04T16:16:23.458710200Z","[""ms., col.""]",,,,
10,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-04T16:16:09.821532700Z | MATERIAL RECON, STEP 3: FINALIZED 2023-10-04T16:16:23.458710200Z","[""paper""]",,,paper,http://vocab.getty.edu/aat/300014109
11,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-04T16:16:09.821532700Z | MATERIAL RECON, STEP 3: FINALIZED 2023-10-04T16:16:23.458710200Z","[""paper, ill.""]",paper,http://vocab.getty.edu/aat/300014109,,
12,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-04T16:16:09.821532700Z | MATERIAL RECON, STEP 3: FINALIZED 2023-10-04T16:16:23.458710200Z","[""papyrus""]",,,papyrus,http://vocab.getty.edu/aat/300014127
13,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-04T16:16:09.821532700Z | MATERIAL RECON, STEP 3: FINALIZED 2023-10-04T16:16:23.458710200Z","[""parchment""]",,,parchment,http://vocab.getty.edu/aat/300011851
14,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-04T16:16:09.821532700Z | MATERIAL RECON, STEP 3: FINALIZED 2023-10-04T16:16:23.458710200Z","[""parchment, ill.""]",,,parchment,http://vocab.getty.edu/aat/300011851
15,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-04T16:16:09.821532700Z | MATERIAL RECON, STEP 3: FINALIZED 2023-10-04T16:16:23.458710200Z","[""parchment, ill., music""]",parchment,http://vocab.getty.edu/aat/300011851,,
