row_index,workflow_history,name_as_recorded,role,name_agr,source_authority_uri,authorized_label_add,instance_of_add,structured_value_add,instance_of,authorized_label,structured_value
11,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386220Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043039Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.804910Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028894Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625316Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729577Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087512Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445387Z","Cicero, Marcus Tullius",author,,,,,,human,Cicero,Q1541
12,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386226Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043047Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.804917Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028900Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625326Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729592Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087518Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445398Z","Cossette, Henri de, 1876-1933)",former owner,,,Henri de Cossette,human,Q122370565,,,
13,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386236Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043055Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.804923Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028903Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625336Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729602Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087530Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445407Z","Cossette, Julia Florence Finaly de, 1877-1938",former owner,,,Julie Florence de Cossette,human,Q122370754,,,
14,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386243Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043069Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.804929Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028907Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625351Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729611Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087542Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445413Z","Florus, Lucius Annaeus",author,,,,,,human,Lucius Annaeus Florus,Q316483
15,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386248Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043078Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.804933Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028927Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625361Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729628Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087547Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445422Z","Gregory I, Pope, approximately 540-604",author,,,,,,human,Gregory I,Q42827
16,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386262Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043086Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805005Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028931Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625367Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729637Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087553Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445431Z","Gregory IX, Pope, approximately 1170-1241",author,,,,,,human,Gregory IX,Q124831
17,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386269Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043099Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805014Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028943Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625380Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729647Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087586Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445437Z","Halgren, John, of Abbeville",author,,,,,,human,John Halgren of Abbeville,Q3129519
18,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386399Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043107Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805019Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028949Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625399Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729683Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087593Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445450Z","Ḥāfiẓ, active 14th century",author,,,Hafez,human,Q6240,,,
19,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386510Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043115Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805024Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028953Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625406Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729693Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087599Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445460Z","Josephus, Flavius",author,,,,,,human,Josephus,Q134461
20,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386520Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043125Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805032Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028956Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625412Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729704Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087612Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445466Z","Landau, Horace de, 1824-1903",former owner,,,Horace de Landau,human,Q3140477,,,
21,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386527Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043132Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805038Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028962Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625431Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729720Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087624Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445476Z",Livy,author,,,,,,human,Titus Livius,Q2039
22,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386538Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043140Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805044Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028965Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625438Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729730Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087630Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445491Z","Macer, Floridus",author,,,,,,human,Odo of Meung,Q41617302
23,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386545Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043241Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805072Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028969Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625444Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729740Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087650Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445498Z",Master of the Burgundian Prelates,illuminator,,,,,,human,Meister der burgundischen Prälaten,Q1918472
24,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386551Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043250Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805084Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028975Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625455Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729757Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087656Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445507Z","Phillipps, Thomas, Sir, 1792-1872",former owner,,,,,,human,Thomas Phillipps,Q2147709
25,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386560Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043257Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805091Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028979Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625468Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729767Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087666Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445517Z",Plato,author,,,,,,human,Plato,Q859
26,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386567Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043272Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805097Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028983Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625479Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729777Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087678Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445523Z",Plutarch,author,,,,,,human,Plutarch,Q41523
27,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386591Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043279Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805102Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028995Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625489Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729795Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087684Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445533Z",Pseudo-Cicero,author,,,,,,human,Pseudo-Cicero,Q67405713
28,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386611Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043288Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805114Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.028999Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625495Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729805Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087690Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445541Z",Pseudo-Sallust,author,,,Pseudo-Sallust,human,Q33242867,,,
29,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386619Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043300Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805120Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.029003Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625505Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729816Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087709Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445547Z","Rabanus Maurus, Archbishop of Mainz, 784?-856",author,,,,,,human,Rabanus Maurus,Q160441
30,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386625Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043307Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805125Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.029009Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625518Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729840Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087716Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.445670Z","Roe, Edward Payson, 1838-1888",former owner,,,Edward Payson Roe,human,Q5344791,,,
31,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386636Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043318Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805132Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.029012Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625525Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729850Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087721Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.446483Z","Rufus, Sextus",author,,,Festus,human,Q666127,,,
32,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386642Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043326Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805139Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.029016Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625531Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729866Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087734Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.446500Z","Suyūṭī, 1445-1505",author,,,,,,human,Jalal al-Din al-Suyuti,Q468432
33,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386648Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043334Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805144Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.029021Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625544Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729877Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087739Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.446507Z",Terence,author,,,,,,human,Terence,Q172048
34,"NAME RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-09T17:23:31.386657Z | NAME RECON STEP 3: START HUMAN RECON 2023-09-09T17:23:55.043349Z | NAME RECON STEP 4.0: KNOWN HUMAN APPLIED 2023-09-09T17:24:48.805150Z | NAME RECON STEP 4.1: KNOWN HUMAN APPLIED 2023-09-09T17:25:10.029024Z | NAME RECON STEP 4.2: KNOWN HUMAN APPLIED 2023-09-09T17:26:34.625550Z | NAME RECON STEP 6: START ORG RECON 2023-09-09T17:50:57.729887Z | NAME RECON STEP 7: KNOWN ORG APPLIED 2023-09-09T17:51:17.087744Z | NAME RECON STEP 9: FINALIZED 2023-09-09T17:51:48.446524Z","Williams, Theodore, Rev",former owner,,,,,,human,Theodore Williams,Q96075278
