row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
37,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z","Manuscripts, Hebrew",lcsh,,,,"Manuscripts, Hebrew",http://id.worldcat.org/fast/1008360
38,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z","Manuscripts, Latin (medieval and modern)",lcsh,,,,"Manuscripts, Latin (Medieval and modern)",http://id.worldcat.org/fast/1008399
39,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z","Manuscripts, Persian",lcsh,,,,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462
40,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.786918400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Miniatures (paintings),aat,,,,miniatures (paintings),http://vocab.getty.edu/aat/300033936
41,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Missals,rbgenr,,Missals,http://id.loc.gov/vocabulary/rbmscv/cv01605,,
42,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Missals (Service books),fast,,Missals (Service books),http://id.worldcat.org/fast/1920241,,
43,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Missals (Service books),lcgft,,,,Missals (Service books),http://id.worldcat.org/fast/1920241
44,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Penitentials,aat,,,,penitentials,http://vocab.getty.edu/aat/300211673
45,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Prayers and devotions,fast,,,,Prayers and devotions,http://id.worldcat.org/fast/1423909
46,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.976810200Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Psalters,fast,,Psalters,http://id.worldcat.org/fast/1922512,,
47,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Psalters,lcgft,,Psalters,http://id.worldcat.org/fast/1922512,,
48,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Psautiers,rvmgf,,Psalters,http://id.worldcat.org/fast/1922512,,
49,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Rotunda (script),aat,,rotunda (script),http://vocab.getty.edu/aat/300417901,,
50,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Sacred music,fast,,Sacred music,http://id.worldcat.org/fast/1920332,,
51,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Sacred music,lcgft,,Sacred music,http://id.worldcat.org/fast/1920332,,
52,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Sermons,fast,,,,Sermons,http://id.worldcat.org/fast/1423904
53,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Sermons,rvmgf,,Sermons,http://id.worldcat.org/fast/1423904,,
54,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Sermons,lcgft,,,,Sermons,http://id.worldcat.org/fast/1423904
55,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Service books (Music),lcgft,,Service books (Music),http://id.worldcat.org/fast/1920350,,
56,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Service books (Music),fast,,Service books (Music),http://id.worldcat.org/fast/1920350,,
57,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Speeches,lcgft,,,,Speeches,http://id.worldcat.org/fast/1774286
58,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Speeches,fast,,,,Speeches,http://id.worldcat.org/fast/1774286
59,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Texts,fast,,,,Texts,http://id.worldcat.org/fast/1423705
60,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",Textura (Gothic script),aat,,textura (Gothic script),http://vocab.getty.edu/aat/300202638,,
61,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",books of hours,aat,,,,books of hours,http://vocab.getty.edu/aat/300026457
62,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",choirbooks,aat,,,,choirbooks,http://vocab.getty.edu/aat/300026422
63,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",decorated initials,aat,,,,decorated initials,http://vocab.getty.edu/aat/300417548
64,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",devotional calendars,aat,,,,devotional calendars,http://vocab.getty.edu/aat/300026750
65,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",grotesques,aat,,,,grotesques,http://vocab.getty.edu/aat/300010211
66,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.107908900Z",hagiographies (works),aat,,,,hagiographies (works),http://vocab.getty.edu/aat/300201063
67,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.519773200Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.108911300Z",historiated initials,aat,,,,historiated initials,http://vocab.getty.edu/aat/300194390
68,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.520774800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.108911300Z",illuminated manuscripts,aat,,,,illuminated manuscripts,http://vocab.getty.edu/aat/300265483
69,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.520774800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.108911300Z",manuscripts (documents),aat,,,,manuscripts (documents),http://vocab.getty.edu/aat/300028569
70,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.520774800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.108911300Z",miniatures (paintings),aat,,,,miniatures (paintings),http://vocab.getty.edu/aat/300033936
71,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.520774800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.108911300Z",palimpsests (manuscripts),aat,,palimpsests (manuscripts),http://vocab.getty.edu/aat/300028576,,
72,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.520774800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.108911300Z",psalters (books),aat,,,,psalters (books),http://vocab.getty.edu/aat/300026477
73,"GENRE RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-09-20T15:31:59.558103700Z | GENRE AAT RECON, STEP 3: START AAT RECON 2023-09-20T15:33:05.787919400Z | GENRE AAT RECON, STEP 4: KNOWN AAT APPLIED 2023-09-20T15:35:33.520774800Z | GENRE AAT RECON, STEP 6: AAT IDs ADDED 2023-09-20T15:38:44.977812900Z | GENRE FAST RECON, STEP 4: KNOWN FAST APPLIED 2023-09-20T15:41:53.322334200Z | GENRE FAST RECON, STEP 6: FAST IDs ADDED 2023-09-20T15:42:26.434153Z | GENRE RECON, STEP 7: FINALIZED 2023-09-20T15:42:42.108911300Z",sermons,aat,,,,sermons,http://vocab.getty.edu/aat/300026669
