row_index,workflow_history,subject_as_recorded,subfield_codes,vocab,source_authority_uri,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-12T20:35:59.853011Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-10-12T20:36:44.809246200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:37:37.858166500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-10-12T20:44:03.471471700Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:45:36.547480500Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-10-12T21:03:52.664497100Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:10:26.499913900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-10-12T21:21:03.490544800Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:25:05.304584300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-10-12T21:26:19.675335300Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:27:08.070926800Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-10-13T13:22:30.060868800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T13:25:15.313457500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-10-13T13:25:38.504174100Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:27:50.977239100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-10-13T13:28:58.396445600Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:29:38.956795300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-10-13T16:29:04.101989200Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:30:57.562678300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:31:37.675822700Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-10-13T16:34:32.525350800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:35:10.212144400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-10-13T16:36:04.501611Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:36:51.601737900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-10-13T16:40:13.540654800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:40:47.117011300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-10-13T16:41:32.845904800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:42:26.685434700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-10-13T16:43:26.950892200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:44:25.776398Z | SUBJECT RECON, STEP 45: FINALIZED 2023-10-13T16:47:06.283984100Z",Acupuncture points--Early works to 1800.,a--v,0,,Acupuncture points;Early works,http://id.worldcat.org/fast/796375;http://id.worldcat.org/fast/1411636,,
2,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-12T20:35:59.853011Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-10-12T20:36:44.809246200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:37:37.858166500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-10-12T20:44:03.471471700Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:45:36.547480500Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-10-12T21:03:52.664497100Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:10:26.499913900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-10-12T21:21:03.490544800Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:25:05.304584300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-10-12T21:26:19.676338200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:27:08.070926800Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-10-13T13:22:30.061868600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T13:25:15.313457500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-10-13T13:25:38.504174100Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:27:50.977239100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-10-13T13:28:58.396445600Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:29:38.956795300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-10-13T16:29:04.103332500Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:30:57.562678300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:31:37.675822700Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-10-13T16:34:32.525350800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:35:10.212144400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-10-13T16:36:04.501611Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:36:51.601737900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-10-13T16:40:13.540654800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:40:47.117011300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-10-13T16:41:32.845904800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:42:26.685434700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-10-13T16:43:26.950892200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:44:25.776398Z | SUBJECT RECON, STEP 45: FINALIZED 2023-10-13T16:47:06.283984100Z",Acupuncture--Early works to 1800.,a--v,0,,Acupuncture;Early works,http://id.worldcat.org/fast/796357;http://id.worldcat.org/fast/1411636,,
3,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-12T20:35:59.853011Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-10-12T20:36:44.809246200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:37:37.858166500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-10-12T20:44:03.471471700Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:45:36.547480500Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-10-12T21:03:52.664497100Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:10:26.499913900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-10-12T21:21:03.490544800Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:25:05.304584300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-10-12T21:26:19.676338200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:27:08.070926800Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-10-13T13:22:30.061868600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T13:25:15.313457500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-10-13T13:25:38.504174100Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:27:50.977239100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-10-13T13:28:58.396445600Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:29:38.956795300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-10-13T16:29:04.103332500Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:30:57.562678300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:31:37.675822700Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-10-13T16:34:32.525350800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:35:10.212144400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-10-13T16:36:04.501611Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:36:51.601737900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-10-13T16:40:13.540654800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:40:47.117011300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-10-13T16:41:32.845904800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:42:26.685434700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-10-13T16:43:26.950892200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:44:25.776398Z | SUBJECT RECON, STEP 45: FINALIZED 2023-10-13T16:47:06.283984100Z",Antiphonaries--France.,a--z,0,,Antiphonaries;France,http://id.worldcat.org/fast/810657;http://id.worldcat.org/fast/1204289,,
4,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-12T20:35:59.853011Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-10-12T20:36:44.809246200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:37:37.858166500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-10-12T20:44:03.471471700Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:45:36.547480500Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-10-12T21:03:52.664497100Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:10:26.499913900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-10-12T21:21:03.490544800Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:25:05.304584300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-10-12T21:26:19.676338200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:27:08.070926800Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-10-13T13:22:30.061868600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T13:25:15.314465500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-10-13T13:25:38.504174100Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:27:50.977239100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-10-13T13:28:58.396445600Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:29:38.956795300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-10-13T16:29:04.103332500Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:30:57.562678300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:31:37.675822700Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-10-13T16:34:32.525350800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:35:10.212144400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-10-13T16:36:04.501611Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:36:51.601737900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-10-13T16:40:13.540654800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:40:47.117011300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-10-13T16:41:32.845904800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:42:26.685434700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-10-13T16:43:26.950892200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:44:25.776398Z | SUBJECT RECON, STEP 45: FINALIZED 2023-10-13T16:47:06.283984100Z",Antiphonaries.,a,0,http://id.loc.gov/authorities/subjects/sh85005734,,,Antiphonaries,http://id.worldcat.org/fast/810657
5,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-12T20:35:59.853011Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-10-12T20:36:44.809246200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:37:37.858166500Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-10-12T20:44:03.471471700Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:45:36.548478700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-10-12T21:03:52.664497100Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:10:26.499913900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-10-12T21:21:03.490544800Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:25:05.304584300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-10-12T21:26:19.676338200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:27:08.070926800Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-10-13T13:22:30.061868600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T13:25:15.314465500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-10-13T13:25:38.505173600Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:27:50.977239100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-10-13T13:28:58.396445600Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:29:38.956795300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-10-13T16:29:04.103332500Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:30:57.562678300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:31:37.675822700Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-10-13T16:34:32.525350800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:35:10.212144400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-10-13T16:36:04.501611Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:36:51.601737900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-10-13T16:40:13.540654800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:40:47.117011300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-10-13T16:41:32.845904800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:42:26.685434700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-10-13T16:43:26.950892200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:44:25.776398Z | SUBJECT RECON, STEP 45: FINALIZED 2023-10-13T16:47:06.283984100Z","Art, Korean--Japan.",a--z,0,,"Art, Korean;Japan",http://id.worldcat.org/fast/816514;http://id.worldcat.org/fast/1204082,,
6,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-12T20:35:59.853011Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-10-12T20:36:44.809246200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:37:37.859160800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-10-12T20:44:03.471471700Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:45:36.548478700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-10-12T21:03:52.664497100Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:10:26.499913900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-10-12T21:21:03.490544800Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:25:05.304584300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-10-12T21:26:19.676338200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:27:08.070926800Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-10-13T13:22:30.061868600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T13:25:15.314465500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-10-13T13:25:38.505173600Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:27:50.977239100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-10-13T13:28:58.396445600Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:29:38.956795300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-10-13T16:29:04.103332500Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:30:57.562678300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:31:37.675822700Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-10-13T16:34:32.525350800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:35:10.212144400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-10-13T16:36:04.501611Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:36:51.601737900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-10-13T16:40:13.540654800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:40:47.117011300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-10-13T16:41:32.845904800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:42:26.685434700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-10-13T16:43:26.950892200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:44:25.776398Z | SUBJECT RECON, STEP 45: FINALIZED 2023-10-13T16:47:06.283984100Z",Bacterial diseases--Therapy--Netherlands.,a--x--z,0,,Bacterial diseases;Therapeutics;Netherlands,http://id.worldcat.org/fast/825196;http://id.worldcat.org/fast/1149694;http://id.worldcat.org/fast/1204034,,
7,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-12T20:35:59.853011Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-10-12T20:36:44.809246200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:37:37.859160800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-10-12T20:44:03.471471700Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:45:36.548478700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-10-12T21:03:52.664497100Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:10:26.499913900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-10-12T21:21:03.490544800Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:25:05.304584300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-10-12T21:26:19.676338200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:27:08.070926800Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-10-13T13:22:30.061868600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T13:25:15.314465500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-10-13T13:25:38.505173600Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:27:50.977239100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-10-13T13:28:58.396445600Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:29:38.956795300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-10-13T16:29:04.103332500Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:30:57.562678300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:31:37.675822700Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-10-13T16:34:32.525350800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:35:10.212144400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-10-13T16:36:04.501611Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:36:51.601737900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-10-13T16:40:13.540654800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:40:47.117011300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-10-13T16:41:32.845904800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:42:26.685434700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-10-13T16:43:26.950892200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:44:25.776398Z | SUBJECT RECON, STEP 45: FINALIZED 2023-10-13T16:47:06.283984100Z",Books of hours--Belgium--Mons.,a--z--z,0,,Books of hours;Belgium--Mons,http://id.worldcat.org/fast/836484;http://id.worldcat.org/fast/1206359,,
8,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-12T20:35:59.853011Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-10-12T20:36:44.809246200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:37:37.859160800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-10-12T20:44:03.471471700Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:45:36.548478700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-10-12T21:03:52.664497100Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:10:26.499913900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-10-12T21:21:03.490544800Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:25:05.304584300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-10-12T21:26:19.676338200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:27:08.070926800Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-10-13T13:22:30.061868600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T13:25:15.314465500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-10-13T13:25:38.505173600Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:27:50.977239100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-10-13T13:28:58.396445600Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:29:38.956795300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-10-13T16:29:04.103332500Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:30:57.562678300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:31:37.675822700Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-10-13T16:34:32.525350800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:35:10.212144400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-10-13T16:36:04.501611Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:36:51.601737900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-10-13T16:40:13.540654800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:40:47.117011300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-10-13T16:41:32.845904800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:42:26.685434700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-10-13T16:43:26.950892200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:44:25.776398Z | SUBJECT RECON, STEP 45: FINALIZED 2023-10-13T16:47:06.283984100Z",Books of hours--England.,a--z,0,,Books of hours;England,http://id.worldcat.org/fast/836484;http://id.worldcat.org/fast/1219920,,
9,"SUBJECT RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-12T20:35:59.853011Z | SUBJECT RECON, STEP 3: START SUBJECT RECON 1 2023-10-12T20:36:44.810248100Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:37:37.859160800Z | SUBJECT RECON, STEP 6: START SUBJECT RECON 2 2023-10-12T20:44:03.471471700Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T20:45:36.548478700Z | SUBJECT RECON, STEP 9: START SUBJECT RECON 3 2023-10-12T21:03:52.664497100Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:10:26.499913900Z | SUBJECT RECON, STEP 12: START SUBJECT RECON 4 2023-10-12T21:21:03.490544800Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:25:05.304584300Z | SUBJECT RECON, STEP 15: START SUBJECT RECON 5a 2023-10-12T21:26:19.676338200Z | KNOWN SUBJECT RECON APPLIED 2023-10-12T21:27:08.070926800Z | SUBJECT RECON, STEP 18: START SUBJECT RECON 5b 2023-10-13T13:22:30.061868600Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T13:25:15.314465500Z | SUBJECT RECON, STEP 21: START SUBJECT RECON 6 2023-10-13T13:25:38.505173600Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:27:50.977239100Z | SUBJECT RECON, STEP 24: START SUBJECT RECON 7a 2023-10-13T13:28:58.396445600Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T13:29:38.956795300Z | SUBJECT RECON, STEP 27: START SUBJECT RECON 7b 2023-10-13T16:29:04.103332500Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:30:57.562678300Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:31:37.675822700Z | SUBJECT RECON, STEP 30: START SUBJECT RECON 8 2023-10-13T16:34:32.525350800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:35:10.212144400Z | SUBJECT RECON, STEP 33: START SUBJECT RECON 9a 2023-10-13T16:36:04.501611Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:36:51.601737900Z | SUBJECT RECON, STEP 36: START SUBJECT RECON 9b 2023-10-13T16:40:13.540654800Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:40:47.117011300Z | SUBJECT RECON, STEP 39: START SUBJECT RECON 10a 2023-10-13T16:41:32.845904800Z | KNOWN SUBJECT RECON APPLIED 2023-10-13T16:42:26.685434700Z | SUBJECT RECON, STEP 42: START SUBJECT RECON 10b 2023-10-13T16:43:26.950892200Z | KNOWN SUBJECT (FORM) RECON APPLIED 2023-10-13T16:44:25.776398Z | SUBJECT RECON, STEP 45: FINALIZED 2023-10-13T16:47:06.283984100Z",Books of hours--France--Rouen.,a--z--z,0,,Books of hours;France--Rouen,http://id.worldcat.org/fast/836484;http://id.worldcat.org/fast/1205659,,
