row_index,workflow_history,place_as_recorded,authorized_label_add,structured_value_add,authorized_label,structured_value
1,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-06T18:13:50.245319800Z | PLACE RECON, STEP 3: START RECON 2023-10-06T18:14:03.779869400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-10-06T18:14:32.700199600Z | PLACE RECON, STEP 6: FINALIZED 2023-10-06T18:14:45.161913200Z",,,,undetermined,http://vocab.getty.edu/tgn/7544559
2,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-06T18:13:50.245319800Z | PLACE RECON, STEP 3: START RECON 2023-10-06T18:14:03.779869400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-10-06T18:14:32.700199600Z | PLACE RECON, STEP 6: FINALIZED 2023-10-06T18:14:45.161913200Z",Beijing,Beijing,http://vocab.getty.edu/tgn/7001758,,
3,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-06T18:13:50.245319800Z | PLACE RECON, STEP 3: START RECON 2023-10-06T18:14:03.779869400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-10-06T18:14:32.700199600Z | PLACE RECON, STEP 6: FINALIZED 2023-10-06T18:14:45.161913200Z",China,,,China,http://vocab.getty.edu/tgn/1000111
4,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-06T18:13:50.245319800Z | PLACE RECON, STEP 3: START RECON 2023-10-06T18:14:03.779869400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-10-06T18:14:32.700199600Z | PLACE RECON, STEP 6: FINALIZED 2023-10-06T18:14:45.161913200Z","Diocese of Brixen, Tyrol, Austria",Tyrol;Austria,http://vocab.getty.edu/tgn/7003029;http://vocab.getty.edu/tgn/1000062,,
5,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-06T18:13:50.245319800Z | PLACE RECON, STEP 3: START RECON 2023-10-06T18:14:03.779869400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-10-06T18:14:32.700199600Z | PLACE RECON, STEP 6: FINALIZED 2023-10-06T18:14:45.161913200Z",England,,,England,http://vocab.getty.edu/tgn/7002445
6,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-06T18:13:50.245319800Z | PLACE RECON, STEP 3: START RECON 2023-10-06T18:14:03.779869400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-10-06T18:14:32.700199600Z | PLACE RECON, STEP 6: FINALIZED 2023-10-06T18:14:45.161913200Z",France,,,France,http://vocab.getty.edu/tgn/1000070
7,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-06T18:13:50.245319800Z | PLACE RECON, STEP 3: START RECON 2023-10-06T18:14:03.779869400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-10-06T18:14:32.700199600Z | PLACE RECON, STEP 6: FINALIZED 2023-10-06T18:14:45.161913200Z",Hanshan Xian,Hanshan,http://vocab.getty.edu/tgn/8203227,,
8,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-06T18:13:50.245319800Z | PLACE RECON, STEP 3: START RECON 2023-10-06T18:14:03.779869400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-10-06T18:14:32.700199600Z | PLACE RECON, STEP 6: FINALIZED 2023-10-06T18:14:45.161913200Z",Henan,Henan,http://vocab.getty.edu/tgn/7016672,,
9,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-06T18:13:50.245319800Z | PLACE RECON, STEP 3: START RECON 2023-10-06T18:14:03.779869400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-10-06T18:14:32.700199600Z | PLACE RECON, STEP 6: FINALIZED 2023-10-06T18:14:45.161913200Z",Italy,,,Italy,http://vocab.getty.edu/tgn/1000080
10,"PLACE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2023-10-06T18:13:50.245319800Z | PLACE RECON, STEP 3: START RECON 2023-10-06T18:14:03.779869400Z | PLACE RECON, STEP 4: KNOWN PLACE APPLIED 2023-10-06T18:14:32.700199600Z | PLACE RECON, STEP 6: FINALIZED 2023-10-06T18:14:45.161913200Z",Japan,,,Japan,http://vocab.getty.edu/tgn/1000120
