ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution_ds_qid,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_ds_qid,production_date_as_recorded,production_date,century,century_aat,dated,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_agr,standard_title_ds_qid,genre_as_recorded,genre_ds_qid,subject_as_recorded,subject_ds_qid,author_as_recorded,author_as_recorded_agr,author_ds_qid,artist_as_recorded,artist_as_recorded_agr,artist_ds_qid,scribe_as_recorded,scribe_as_recorded_agr,scribe_ds_qid,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent_ds_qid,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner_ds_qid,language_as_recorded,language_ds_qid,material_as_recorded,material_ds_qid,physical_description,note,acknowledgments,data_processed_at,data_source_modified,source_file
,"","",marc-xml,"",Q374,University of Pennsylvania,9950011493503681,Ms. Coll. 764 Item 16,https://find.library.upenn.edu/catalog/9950011493503681,"","","",1308.,1308,14,http://vocab.getty.edu/aat/300404506,true,Gargeto da Cesena copy of verdict,"","","","","notarial documents|legal documents|scrolls (information artifacts)|Manuscripts, Latin--14th century|Manuscripts, Medieval",Q2777|Q236|Q8246|Q210;Q295|Q325,"Salto, Martino del|Scalelli, Corsino|Scola, Faustino di|14th century|Early works to 1800|Trials--Italy--Early works to 1800|Civil law--Italy|Civil law|Real property|Trials|Italy|Real property--Italy--14th century|Faenza (Italy)--History",|||Q295|Q300|Q6967;Q249;Q300|Q2961;Q249|Q2961|Q161|Q6967|Q249|Q161;Q249;Q295|Q110682;Q6879,"Cesena, Gargeto da","","","","","","","","","","","","","","",In Latin,Q113,parchment,Q33,Extent: 1 parchment,Long rolled document shelved at the end of the collection.|Sold by Renzo Rizzi (Milan).,"",2026-03-24 09:36:05 -0400,20250826,20260210-penn-marcxml-missing.xml
,"","",marc-xml,"",Q374,University of Pennsylvania,9950019773503681,Ms. Coll. 764 Item 31,https://find.library.upenn.edu/catalog/9950019773503681,"","","",1376.,1376,14,http://vocab.getty.edu/aat/300404506,true,Copies of trial proceedings,"","","",Q7224,"notarial documents|legal documents|scrolls (information artifacts)|Manuscripts, Latin--14th century|Manuscripts, Renaissance",Q2777|Q236|Q8246|Q210;Q295|Q311,"Niccolini, Feo|Niccolini, Niccolò|Niccolini, Luca|Niccolò, da Uzzano|Niccolò, da Uzzano|Uzzano, Angelo da|Uzzano, Giovanni da, active 15th century|Uzzano, Giovanni da, active 15th century|Uzzano, Alessandro da|Bardi, Caterina de'|Bardi, Marco de'|Inheritance and succession--Italy|Inheritance and succession|Dowry|Trials|Italy|Trials--Italy|Dowry--Italy|Civil law--Italy|Civil law|Marriage law--Italy|Marriage law|Florence (Italy)--History--14th century",|||Q110746|Q110746||Q110747|Q110747||||Q3565;Q249|Q3565|Q6882|Q6967|Q249|Q6967;Q249|Q6882;Q249|Q2961;Q249|Q2961|Q6941;Q249|Q6941|Q3604;Q6879;Q295,"","","","","","","","","","","","","","","",In Latin,Q113,parchment,Q33,Extent: 1 parchment,Long rolled document shelved at the end of the collection.|Sold by Renzo Rizzi (Milan).,"",2026-03-24 09:36:05 -0400,20250826,20260210-penn-marcxml-missing.xml
,"","",marc-xml,"",Q374,University of Pennsylvania,9950019783503681,Ms. Coll. 764 Item 40,https://find.library.upenn.edu/catalog/9950019783503681,"","","",1393.,1393,14,http://vocab.getty.edu/aat/300404506,true,Copies of three legal actions,"","","","","notarial documents|legal documents|receipts (financial records)|scrolls (information artifacts)|Manuscripts, Latin--14th century|Manuscripts, Renaissance",Q2777|Q236|Q219|Q8246|Q210;Q295|Q311,"Spini, Antonio|Baldi, Filippo|Uzzano, Angelo da|Giovanni, Angelo di|Civil law--Italy|Civil law|Debt|Trials|Italy|Trials--Italy|Debt--Italy--Florence|Florence (Italy)--History--14th century|Italy--Florence",||||Q2961;Q249|Q2961|Q8135|Q6967|Q249|Q6967;Q249|Q8135;Q3604|Q3604;Q6879;Q295|Q3604,"","","","","","","","","","","","","","","",In Latin,Q113,parchment,Q33,Extent: 1 parchment,Long rolled document shelved at the end of the collection.|Sold by Renzo Rizzi (Milan).,"",2026-03-24 09:36:05 -0400,20250826,20260210-penn-marcxml-missing.xml
,"","",marc-xml,"",Q374,University of Pennsylvania,9950019803503681,Ms. Coll. 764 Item 49,https://find.library.upenn.edu/catalog/9950019803503681,"","","",1402.,1402,15,http://vocab.getty.edu/aat/300404465,true,Declaration of dowry payment,"","","","","notarial documents|legal documents|scrolls (information artifacts)|Manuscripts, Renaissance",Q2777|Q236|Q8246|Q311,"Giusti, Lupo|Giusti, Ginevra|15th century|Dowry--Italy|Manuscripts, Latin|Dowry|Florence (Italy)--History--15th century|Manuscripts, Latin--15th century|Italy",||Q154|Q6882;Q249|Q210|Q6882|Q3604;Q6879;Q154|Q210;Q154|Q249,"","","","","","","","","","","","","","","",In Latin,Q113,parchment,Q33,Extent: 1 parchment,Long rolled document shelved at the end of the collection.|Sold by Renzo Rizzi (Milan).,"",2026-03-24 09:36:05 -0400,20250826,20260210-penn-marcxml-missing.xml
,"","",marc-xml,"",Q374,University of Pennsylvania,9949414493503681,Ms. Coll. 764 Item 53,https://find.library.upenn.edu/catalog/9949414493503681,"","","",1407.,1407,15,http://vocab.getty.edu/aat/300404465,true,Dowry receipt,"","","",Q5981,"notarial documents|receipts (financial records)|Manuscripts, Latin--15th century|Manuscripts, Renaissance",Q2777|Q219|Q210;Q154|Q311,"Dini, Antonio, 1969-|Dini, Meo|Di Giacomo, Francesco, 1985-|Dowry--Italy|Dowry|Lucignano (Italy)--History--15th century|Florence (Italy)--History--15th century|Italy",|||Q6882;Q249|Q6882|Q110740;Q6879;Q154|Q3604;Q6879;Q154|Q249,"","","","","","","","","","","","","","","",In Latin,Q113,parchment,Q33,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,"",2026-03-24 09:36:05 -0400,20250826,20260210-penn-marcxml-missing.xml
,"","",marc-xml,dacs,Q374,University of Pennsylvania,9977442822303681,Ms. Coll. 591 Folder 49 Folder 49,https://find.library.upenn.edu/catalog/9977442822303681,"","","",1410.,1410,15,http://vocab.getty.edu/aat/300404465,true,Snaith inquest record,"","","","","Manuscripts, Medieval|Manuscripts, Renaissance|Manuscripts, Latin--15th century|legal documents|Early works|History|Sources",Q325|Q311|Q210;Q154|Q236|Q300|Q279|Q2769,Trials (Poisoning)--England--Yorkshire--Early works to 1800|Trials (Murder)--England--Yorkshire--Early works to 1800|Yorkshire (England)--History--15th century--Sources|Trials (Murder)|Trials (Poisoning)|England--Yorkshire|1400-1499,Q110679;Q4304;Q300|Q6924;Q4304;Q300|Q4304;Q6879;Q154;Q2769|Q6924|Q110679|Q4304|Q154,"","","","","","","","","","","","","","","",In Latin with a few words of Middle English,Q113;Q119,parchment,Q33,Extent: 1 parchment ; 234 x 105 mm.,"Sold at auction at Forum Auctions (London), 27 September 2018, lot 152.","",2026-03-24 09:36:05 -0400,20250826,20260210-penn-marcxml-missing.xml
,"","",marc-xml,"",Q374,University of Pennsylvania,9950019893503681,Ms. Coll. 764 Item 57,https://find.library.upenn.edu/catalog/9950019893503681,"","","",1410.,1410,15,http://vocab.getty.edu/aat/300404465,true,Leonardo di Ligio deed of sale,"","","",Q12738,"notarial documents|deeds|scrolls (information artifacts)|Manuscripts, Latin--15th century|Manuscripts, Renaissance",Q2777|Q283|Q8246|Q210;Q154|Q311,"Ligio, Leonardo di|Zanobi, Leonarda di|15th century|Real property--Italy--15th century|Real property|Florence (Italy)--History--15th century|Italy",||Q154|Q161;Q249;Q154|Q161|Q3604;Q6879;Q154|Q249,"","","","","","","","","","","","","","","",In Latin,Q113,parchment,Q33,Extent: 1 parchment,Long rolled document shelved at the end of the collection.|Sold by Renzo Rizzi (Milan).,"",2026-03-24 09:36:05 -0400,20250826,20260210-penn-marcxml-missing.xml
,"","",marc-xml,"",Q374,University of Pennsylvania,9950019903503681,Ms. Coll. 764 Item 62,https://find.library.upenn.edu/catalog/9950019903503681,"","","",1414.,1414,15,http://vocab.getty.edu/aat/300404465,true,Biagio Cattani deed,"","","",Q1319,"notarial documents|deeds|scrolls (information artifacts)|Manuscripts, Latin--15th century|Manuscripts, Renaissance",Q2777|Q283|Q8246|Q210;Q154|Q311,"Cattani, Biagio|Cattani, Giovanni|Legri, Niccolò da|Gherardo, Lena di|15th century|Real property--Italy--15th century|Real property|Florence (Italy)--History--15th century|Italy",||||Q154|Q161;Q249;Q154|Q161|Q3604;Q6879;Q154|Q249,"","","","","","","","","","","","","","","",In Latin,Q113,parchment,Q33,Extent: 1 parchment,Long rolled document shelved at the end of the collection.|Sold by Renzo Rizzi (Milan).,"",2026-03-24 09:36:05 -0400,20250826,20260210-penn-marcxml-missing.xml
,"","",marc-xml,"",Q374,University of Pennsylvania,9950051073503681,Ms. Coll. 764 Item 93,https://find.library.upenn.edu/catalog/9950051073503681,"","","",1420.,1420,15,http://vocab.getty.edu/aat/300404465,true,Giovanni Tancredini dowry receipt,"","","",Q5981,"notarial documents|legal documents|receipts (financial records)|Manuscripts, Latin--15th century|Manuscripts, Renaissance",Q2777|Q236|Q219|Q210;Q154|Q311,"Tancredini, Giovanni|Tancredini, Lorenza|Dini, Donato|Dowry--Italy|Dowry|Florence (Italy)--History--15th century|Italy",|||Q6882;Q249|Q6882|Q3604;Q6879;Q154|Q249,"","","","","","","","","","","","","","","",In Latin,Q113,parchment,Q33,Extent: 1 parchment,This oversize item is stored in a map drawer.|Sold by Renzo Rizzi (Milan).,"",2026-03-24 09:36:05 -0400,20250826,20260210-penn-marcxml-missing.xml
,"","",marc-xml,"",Q374,University of Pennsylvania,9949535423503681,Ms. Coll. 764 Item 145,https://find.library.upenn.edu/catalog/9949535423503681,"","","",1459.,1459,15,http://vocab.getty.edu/aat/300404465,true,Dowry agreement,"","","",Q8186,"notarial documents|legal documents|Manuscripts, Latin--15th century|Manuscripts, Renaissance",Q2777|Q236|Q210;Q154|Q311,"Piero, Lapo di|Piero, Filippo di|Cambio, Antonio di|Dowry--Italy|Dowry|Certaldo (Italy)--History|Italy",|||Q6882;Q249|Q6882|Q110741;Q6879|Q249,"","","","","","","","","","","","","","","",In Latin,Q113,parchment,Q33,Extent: 1 parchment,Sold by Renzo Rizzi (Milan).,"",2026-03-24 09:36:05 -0400,20250826,20260210-penn-marcxml-missing.xml
