ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution_ds_qid,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_ds_qid,production_date_as_recorded,production_date,century,century_aat,dated,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_agr,standard_title_ds_qid,genre_as_recorded,genre_ds_qid,subject_as_recorded,subject_ds_qid,author_as_recorded,author_as_recorded_agr,author_ds_qid,artist_as_recorded,artist_as_recorded_agr,artist_ds_qid,scribe_as_recorded,scribe_as_recorded_agr,scribe_ds_qid,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent_ds_qid,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner_ds_qid,language_as_recorded,language_ds_qid,material_as_recorded,material_ds_qid,physical_description,note,acknowledgments,data_processed_at,data_source_modified,source_file
,"","",ds-csv,ds-schema,Q1936,Rutgers University,USA Ms. 30,USA Ms. 30,,https://iiif.nli.org.il/IIIFv21/DOCID/PNX_MANUSCRIPTS997010651107505171-1/manifest,Yemen,Q2825,18th century,1700^1799,18,http://vocab.getty.edu/aat/300404512,false,Haggadah,אגדתא דפסחא,Haggadah,"",Q44103,liturgical texts,Q38493,Liturgy,Q207,"","","","","","","","","","","","","","","",Hebrew|Judeo-Arabic,Q117|Q38106,paper,Q31,Extent: 23 pages; paper; 175x120 mm,Script: Yemenite,"Rutgers University Library, ""Ktiv"" Project, The National Library of Israel",2024-07-29 15:10:42 -0400,20240617,20240617-rutgers-csv-ktiv.csv
,"","",ds-csv,ds-schema,Q1936,Rutgers University,USA Ms. 29,USA Ms. 29,,https://iiif.nli.org.il/IIIFv21/DOCID/PNX_MANUSCRIPTS997010651109105171-1/manifest,Yemen,Q2825,18th century,1700^1799,18,http://vocab.getty.edu/aat/300404512,false,Haggadah,אגדתא דפסחא,Haggadah,"",Q44103,liturgical texts,Q38493,Liturgy,Q207,"","","","","","",Avraham ben Shekar,"",Q42116,"","","","","","",Hebrew|Judeo-Arabic,Q117|Q38106,paper,Q31,Extent: 19 pages; paper; 180x120 mm,Script: Yemenite,"Rutgers University Library, ""Ktiv"" Project, The National Library of Israel",2024-07-29 15:10:42 -0400,20240617,20240617-rutgers-csv-ktiv.csv
,"","",ds-csv,ds-schema,Q1936,Rutgers University,USA Ms. 55,USA Ms. 55,,https://iiif.nli.org.il/IIIFv21/DOCID/PNX_MANUSCRIPTS997010680035805171-1/manifest,Yemen,Q2825,19th century,1800^1899,19,http://vocab.getty.edu/aat/300404513,false,Haftaroth,אוסף דפים,Haftaroth,"",Q44119,Bibles|devotional literature,Q3561|Q4903,Bible,Q4267,"","","","","","",Yosef Shab,"",Q42370,"","","",Binyamin ben Salem Elark|Yoda ben Haim,|,Q42127|Q42366,Hebrew|Judeo-Arabic,Q117|Q38106,"","",Extent: 44 pages,Script: Yemenite|Provenance: signatures of the owners: Binyamin ben Salem Elark and Yoda ben Haim,"Rutgers University Library, ""Ktiv"" Project, The National Library of Israel",2024-07-29 15:10:42 -0400,20240617,20240617-rutgers-csv-ktiv.csv
,"","",ds-csv,ds-schema,Q1936,Rutgers University,USA Ms. 42,USA Ms. 42,,"",Yemen,Q2825,19th century,1800^1899,19,http://vocab.getty.edu/aat/300404513,false,Collection of pages,אוסף דפים,"","",Q44105,folklore|commentaries,Q42430|Q298,"Folklore|Law|Liturgy|Ben 'Aṭar, Ya'aḳov ben Yehudah",Q26672|Q4186|Q207|,"","","","","","",Jacob Ben Atar,"",Q42205,"","","",Avi Shalom|Shalom ben Yosef Saleh,|,Q42115|Q42322,Hebrew|Judeo-Arabic|Aramaic,Q117|Q38106|Q3663,"","",Extent: 117 pages,Script: Yemenite|Script: Mughrabi|Provenance: Apparently some of the pages in the western writing are by Jacob Ben Atar,"Rutgers University Library, ""Ktiv"" Project, The National Library of Israel",2024-07-29 15:10:42 -0400,20240617,20240617-rutgers-csv-ktiv.csv
,"","",ds-csv,ds-schema,Q1936,Rutgers University,USA Ms. 41,USA Ms. 41,,https://iiif.nli.org.il/IIIFv21/DOCID/PNX_MANUSCRIPTS997010684625205171-1/manifest,Yemen,Q2825,19th century,1800^1899,19,http://vocab.getty.edu/aat/300404513,false,Collection of pages,אוסף דפים,Kabbalah,"",Q44105,folklore|legal documents,Q42430|Q236,Law|Liturgy|Kabbalah,Q4186|Q207|Q233,Yahya Saleh,"",Q42364,"","","",Yahya Amosa,"",Q42356,"","","","","","",Hebrew|Judeo-Arabic,Q117|Q38106,"","",Extent: 140 pages,Script: Yemenite,"Rutgers University Library, ""Ktiv"" Project, The National Library of Israel",2024-07-29 15:10:42 -0400,20240617,20240617-rutgers-csv-ktiv.csv
,"","",ds-csv,ds-schema,Q1936,Rutgers University,USA Ms. 4,USA Ms. 4,,https://iiif.nli.org.il/IIIFv21/DOCID/PNX_MANUSCRIPTS997010632311205171-1/manifest,Yemen,Q2825,15th century,1400^1499,15,http://vocab.getty.edu/aat/300404465,false,Taj,תאג' (ויקרא-דברים),Deuteronomy,"",Q42435,Bibles,Q3561,Bible,Q4267,"","","","","","","","","","","","",Yosef Ben Said Altanami,"",Q42368,Hebrew|Judeo-Arabic|Aramaic,Q117|Q38106|Q3663,paper,Q31,Extent: 185 pages; paper; 260x160 mm,Script: Yemenite|Binding: Rebound,"Rutgers University Library, ""Ktiv"" Project, The National Library of Israel",2024-07-29 15:10:42 -0400,20240617,20240617-rutgers-csv-ktiv.csv
,"","",ds-csv,ds-schema,Q1936,Rutgers University,USA Ms. 17,USA Ms. 17,,https://iiif.nli.org.il/IIIFv21/DOCID/PNX_MANUSCRIPTS997010632217605171-1/manifest,Yemen,Q2825,17th century,1600^1699,17,http://vocab.getty.edu/aat/300404511,false,Haftaroth,הפטרות מנהג תימן לכל השנה,Haftaroth,"",Q44119,"","","","","","","","","","","","","","","","","","","",Hebrew|Aramaic,Q117|Q3663,paper,Q31,Extent: 124 pages; paper; 215x150 mm,"Layout: 23-24 lines|Script: Yemenite|Binding: Leather binding, damaged","Rutgers University Library, ""Ktiv"" Project, The National Library of Israel",2024-07-29 15:10:42 -0400,20240617,20240617-rutgers-csv-ktiv.csv
,"","",ds-csv,ds-schema,Q1936,Rutgers University,USA Ms. 34,USA Ms. 34,,https://iiif.nli.org.il/IIIFv21/DOCID/PNX_MANUSCRIPTS997010651093105171-1/manifest,Yemen,Q2825,17th century,1600^1699,17,http://vocab.getty.edu/aat/300404511,false,Machzor,תכלאל (קטעים),Machzor,"",Q44120,commentaries|prayer books,Q298|Q6896,Law,Q4186,"","","","","","","","","","","","","","","",Hebrew|Aramaic,Q117|Q3663,"","",Extent: 19 pages; 235x170 mm,Script: Yemenite,"Rutgers University Library, ""Ktiv"" Project, The National Library of Israel",2024-07-29 15:10:42 -0400,20240617,20240617-rutgers-csv-ktiv.csv
,"","",ds-csv,ds-schema,Q1936,Rutgers University,USA Ms. 37,USA Ms. 37,,https://iiif.nli.org.il/IIIFv21/DOCID/PNX_MANUSCRIPTS997010651079505171-1/manifest,Yemen,Q2825,17th century,1600^1699,17,http://vocab.getty.edu/aat/300404511,false,Selichot,סדר סליחות ללילי אשמורות,Selichot,"",Q44106,liturgical texts|prayer books,Q38493|Q6896,Liturgy,Q207,"","","","","","","","","","","","","","","",Hebrew|Aramaic,Q117|Q3663,paper,Q31,Extent: 28 pages; paper; 170x125 mm,Script: Yemenite|Provenance: Written by 2 copyists,"Rutgers University Library, ""Ktiv"" Project, The National Library of Israel",2024-07-29 15:10:42 -0400,20240617,20240617-rutgers-csv-ktiv.csv
,"","",ds-csv,ds-schema,Q1936,Rutgers University,USA Ms. 20,USA Ms. 20,,https://iiif.nli.org.il/IIIFv21/DOCID/PNX_MANUSCRIPTS997010651202005171-1/manifest,Yemen,Q2825,18th century,1700^1799,18,http://vocab.getty.edu/aat/300404512,false,Haftaroth,הפטרות מנהג תימן לכל השנה,Haftaroth,"",Q44119,"","","","","","","","","","","","","","","","",Hada Alftra Haq Salem N. Salman,"",Q42190,Hebrew|Aramaic,Q117|Q3663,paper,Q31,Extent: 96 pages; paper; 255x190 mm,Script: Yemenite|Binding: Turkish (?) binding,"Rutgers University Library, ""Ktiv"" Project, The National Library of Israel",2024-07-29 15:10:42 -0400,20240617,20240617-rutgers-csv-ktiv.csv
