subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Books of hours--Texts--Early works to 1800,0,a--v--v,,,,,Books of hours;Texts;Early works,http://id.worldcat.org/fast/836484;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q5889;Q3066;Q300
"Hymns, Latin (Medieval and modern)",0,a,,,,,"Hymns, Latin (Medieval and modern)",http://id.worldcat.org/fast/965597,Q38956
Books of hours--Early works to 1800,0,a--v,,Books of hours;Early works,http://id.worldcat.org/fast/836484;http://id.worldcat.org/fast/1411636,Q5889;Q300,,,
Books of hours--France--Paris--Specimens,0,a--z--z--v,,Books of hours;France--Paris;Specimens,http://id.worldcat.org/fast/836484;http://id.worldcat.org/fast/1205283;http://id.worldcat.org/fast/1423861,Q5889;Q27297;Q239,,,
"Illumination of books and manuscripts, French--France--Paris--14th century",0,a--z--z--y,,"Illumination of books and manuscripts, French;France--Paris;Fourteenth century",http://id.worldcat.org/fast/967289;http://id.worldcat.org/fast/1205283;http://id.worldcat.org/fast/933420,Q7494;Q27297;Q295,,,
Books of hours--Texts--Early works to 1800,0,a--x--x,,Books of hours;Texts;Early works,http://id.worldcat.org/fast/836484;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q5889;Q3066;Q300,,,
Illumination of books and manuscripts--Specimens,0,a--v,,,,,Illumination of books and manuscripts;Specimens,http://id.worldcat.org/fast/967235;http://id.worldcat.org/fast/1423861,Q272;Q239
"Manuscripts, Medieval--Specimens",0,a--v,,,,,"Manuscripts, Medieval;Specimens",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1423861,Q325;Q239
Salve Regina (Music)--Texts--Early works to 1800,0,a--x--x,,Salve Regina (Music);Texts;Early works,http://id.worldcat.org/fast/1104457;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q55353;Q3066;Q300,,,
Gregorian chants,0,a,,,,,Gregorian chants,http://id.worldcat.org/fast/947816,Q3070
Antiphons (Music),0,a,,,,,Antiphons (Music),http://id.worldcat.org/fast/810660,Q7355
Christmas music--Texts--Early works to 1800,0,a--v--v,,Christmas music;Texts;Early works,http://id.worldcat.org/fast/859831;http://id.worldcat.org/fast/1423705;http://id.worldcat.org/fast/1411636,Q55354;Q3066;Q300,,,
Antiphonaries--Early works to 1800--Specimens,0,a--v--v,,Antiphonaries;Early works;Specimens,http://id.worldcat.org/fast/810657;http://id.worldcat.org/fast/1411636;http://id.worldcat.org/fast/1423861,Q4306;Q300;Q239,,,
Illumination of books and manuscripts--Early works to 1800--Specimens,0,a--v--v,,Illumination of books and manuscripts;Early works;Specimens,http://id.worldcat.org/fast/967235;http://id.worldcat.org/fast/1411636;http://id.worldcat.org/fast/1423861,Q272;Q300;Q239,,,
"Manuscripts, Renaissance--Specimens",0,a--v,,"Manuscripts, Renaissance;Specimens",http://id.worldcat.org/fast/1008472;http://id.worldcat.org/fast/1423861,Q311;Q239,,,
Antiphons (Music),fast,a,(OCoLC)fst00810660,,,,Antiphons (Music),http://id.worldcat.org/fast/810660,Q7355
Antiphonaries,fast,a,(OCoLC)fst00810657,,,,Antiphonaries,http://id.worldcat.org/fast/810657,Q4306
Christmas music,fast,a,(OCoLC)fst00859831,Christmas music,http://id.worldcat.org/fast/859831,Q55354,,,
Gregorian chants,fast,a,(OCoLC)fst00947816,,,,Gregorian chants,http://id.worldcat.org/fast/947816,Q3070
Illumination of books and manuscripts,fast,a,(OCoLC)fst00967235,,,,Illumination of books and manuscripts,http://id.worldcat.org/fast/967235,Q272
Processionals (Liturgical books)--France--Poissy,0,a--z--z,,Processionals (Liturgical books);France--Poissy,http://id.worldcat.org/fast/1078060;http://id.worldcat.org/fast/1227943,Q4850;Q55352,,,
"Manuscripts, French--Early works to 1800",0,a--x,,"Manuscripts, French;Early works",http://id.worldcat.org/fast/1008338;http://id.worldcat.org/fast/1411636,Q319;Q300,,,
Eucharist--Prayers and devotions--French,4,a--x--x,,Lord's Supper;Prayers and devotions;French language,http://id.worldcat.org/fast/1002518;http://id.worldcat.org/fast/1935484;http://id.worldcat.org/fast/934333,Q8319;Q48394;Q4305,,,
Eucharist--Prayers and devotions--Latin,4,a--x--x,,Lord's Supper;Prayers and devotions;Latin language,http://id.worldcat.org/fast/1002518;http://id.worldcat.org/fast/1935484;http://id.worldcat.org/fast/993125,Q8319;Q48394;Q4170,,,
Paleography,0,a,,Paleography,http://id.worldcat.org/fast/1051420,Q48442,,,
"Manuscripts, European--Specimens",0,a--v,,"Manuscripts, European;Specimens",http://id.worldcat.org/fast/1008335;http://id.worldcat.org/fast/1423861,Q289;Q239,,,
Palimpsests--Specimens,0,a--v,,Palimpsests;Specimens,http://id.worldcat.org/fast/1051671;http://id.worldcat.org/fast/1423861,Q16326;Q239,,,
Parchment--Specimens,0,a--v,,Parchment;Specimens,http://id.worldcat.org/fast/1053276;http://id.worldcat.org/fast/1423861,Q55355;Q239,,,
Illumination of books and manuscripts,0,a,,Illumination of books and manuscripts,http://id.worldcat.org/fast/967235,Q272,,,
Neumes,0,a,,,,,Neumes,http://id.worldcat.org/fast/1036242,Q5879
