subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"Manuscripts, Arabic--16th century",openn-subjects,,,,,,"Manuscripts, Arabic;Sixteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1119851,Q256;Q335
"Manuscripts, Oriental--16th century",openn-subjects,,,,,,"Manuscripts, Oriental;Sixteenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/1119851,Q18304;Q335
"Manuscripts, Arabic--17th century",openn-subjects,,,,,,"Manuscripts, Arabic;Seventeenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1113663,Q256;Q2771
"Manuscripts, Oriental--17th century",openn-subjects,,,,,,"Manuscripts, Oriental;Seventeenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/1113663,Q18304;Q2771
"Manuscripts, Arabic",openn-subjects,,,"Manuscripts, Arabic",http://id.worldcat.org/fast/1008278,Q256,,,
"Manuscripts, Oriental",openn-subjects,,,,,,"Manuscripts, Oriental",http://id.worldcat.org/fast/1008453,Q18304
"Manuscripts, Arabic--18th century",openn-subjects,,,,,,"Manuscripts, Arabic;Eighteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/904058,Q256;Q3024
"Manuscripts, Arabic--19th century",openn-subjects,,,,,,"Manuscripts, Arabic;Nineteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/1037841,Q256;Q3538
"Manuscripts, Oriental--18th century",openn-subjects,,,,,,"Manuscripts, Oriental;Eighteenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/904058,Q18304;Q3024
Amulets,openn-subjects,,,,,,Amulets,http://id.worldcat.org/fast/808063,Q18315
"Manuscripts, Persian--17th century",openn-subjects,,,,,,"Manuscripts, Persian;Seventeenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1113663,Q255;Q2771
"Manuscripts, Persian--18th century",openn-subjects,,,,,,"Manuscripts, Persian;Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/904058,Q255;Q3024
"Manuscripts, Oriental--19th century",openn-subjects,,,,,,"Manuscripts, Oriental;Nineteenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/1037841,Q18304;Q3538
"Manuscripts, Persian--19th century",openn-subjects,,,,,,"Manuscripts, Persian;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1037841,Q255;Q3538
"Manuscripts, Persian",openn-subjects,,,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462,Q255,,,
"Manuscripts, Arabic--14th century",openn-subjects,,,,,,"Manuscripts, Arabic;Fourteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/933420,Q256;Q295
"Manuscripts, Oriental--14th century",openn-subjects,,,,,,"Manuscripts, Oriental;Fourteenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/933420,Q18304;Q295
"Manuscripts, Arabic--15th century",openn-subjects,,,,,,"Manuscripts, Arabic;Fifteenth century",http://id.worldcat.org/fast/1008278;http://id.worldcat.org/fast/923962,Q256;Q154
"Manuscripts, Oriental--15th century",openn-subjects,,,,,,"Manuscripts, Oriental;Fifteenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/923962,Q18304;Q154
Islam--Prayers and devotions--Early works to 1800,openn-subjects,,,Islam--Prayers and devotions;Early works,http://id.worldcat.org/fast/979821;http://id.worldcat.org/fast/1411636,Q3036;Q300,,,
Prayer--Islam--Early works to 1800,openn-subjects,,,Prayer--Islam;Early works,http://id.worldcat.org/fast/1074698;http://id.worldcat.org/fast/1411636,Q11135;Q300,,,
Islam,openn-subjects,,,Islam,http://id.worldcat.org/fast/979776,Q3549,,,
Prayer--Islam,openn-subjects,,,Prayer--Islam,http://id.worldcat.org/fast/1074698,Q11135,,,
Copts--Prayers and devotions--Early works to 1800,openn-subjects,,,,,,Copts;Prayers and devotions;Early works,http://id.worldcat.org/fast/878645;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q18332;Q3052;Q300
Christianity--Prayers and devotions--Early works to 1800,openn-subjects,,,,,,Christianity;Prayers and devotions;Early works,http://id.worldcat.org/fast/859599;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q5915;Q3052;Q300
"Mary, Blessed Virgin, Saint, in the liturgy--Prayers and devotions--Early works to 1800",openn-subjects,,,,,,"Mary, Blessed Virgin, Saint, in the liturgy;Prayers and devotions;Early works",http://id.worldcat.org/fast/1010978;http://id.worldcat.org/fast/1423909;http://id.worldcat.org/fast/1411636,Q18320;Q3052;Q300
Christianity,openn-subjects,,,Christianity,http://id.worldcat.org/fast/859599,Q5915,,,
Copts,openn-subjects,,,,,,Copts,http://id.worldcat.org/fast/878645,Q18332
"Mary, Blessed Virgin, Saint, in the liturgy",openn-subjects,,,,,,"Mary, Blessed Virgin, Saint, in the liturgy",http://id.worldcat.org/fast/1010978,Q18320
Islamic law--Early works to 1800,openn-subjects,,,Islamic law;Early works,http://id.worldcat.org/fast/979949;http://id.worldcat.org/fast/1411636,Q3605;Q300,,,
Hanafites--Early works to 1800,openn-subjects,,,Hanafites;Early works,http://id.worldcat.org/fast/950818;http://id.worldcat.org/fast/1411636,Q3580;Q300,,,
Arabic language--Grammar--Early works to 1800,openn-subjects,,,Arabic language--Grammar;Early works,http://id.worldcat.org/fast/812341;http://id.worldcat.org/fast/1411636,Q3523;Q300,,,
Arabic language--Syntax--Early works to 1800,openn-subjects,,,Arabic language--Syntax;Early works,http://id.worldcat.org/fast/812441;http://id.worldcat.org/fast/1411636,Q3542;Q300,,,
Arabic language--Study and teaching--Early works to 1800,openn-subjects,,,,,,Arabic language--Study and teaching;Early works,http://id.worldcat.org/fast/812429;http://id.worldcat.org/fast/1411636,Q18317;Q300
