title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label_add,ds_qid_add,authorized_label,ds_qid
"Blasón general de todas las insignias del universe, Spain, circa 1489 (PftP leaf: s01, f010)",,,,Blasón general de todas las insignias del universe,Q114420,,
"Psalterium, France, 1100s (PftP leaf: s01, f007)",,,,Psalter,Q660,,
"Book of hours, Netherlands, mid-1400s (PftP leaf: s01, f008)",,,,Book of hours,Q795,,
"Religious manuscript, Germany, circa 1450 (PftP leaf: s01, f009)",,,,Religious text,Q1465,,
"Breviary, Low Countries or France, circa 1490 (PftP leaf: s01, f015)",,,,Breviary,Q657,,
"Anti-Catholic manuscript, Germany, 1551 (PftP leaf: s01, f054)",,,,,,,
Qur'an,,,,Qurʼan,Q3697,,
"Qur'an, South Asia, 1700s (PftP leaf: s01, f082)",,,,Qurʼan,Q3697,,
Leaf containing al-Mulk most of verses 3 to 18 (67:3-18),,,,Mulk,Q114421,,
Shāhnāmah,,,,,,Shahnameh,Q18627
"Shahnameh, Iran, circa 1600s (PftP leaf: s01, f084)",,,,Shahnameh,Q18627,,
Excerpt from the Shahnameh concerning a letter exchange with Khosrow Parviz,,,,Shahnameh,Q18627,,
"Manuscript by Dirk Ameyden, Italy, mid-1600s (PftP leaf: s01, f108)",,,,,,,
"Il Malmantile racquistato, Italy, 1600s (PftP leaf: s01, f127)",,,,,,,
"Antiphonary, Spain, circa 1600s (PftP leaf: s01, f128)",,,,Antiphonary,Q654,,
Dīvān-i Kalīm,,,,Dīvān-i Kalīm,Q114416,Diwan,Q11912
"Poetry manuscript, Iran, 1700s (PftP leaf: s01, f130)",,,,Poetry,Q1330,,
Excerpt from Dīvān-i Kalīm,,,,Dīvān-i Kalīm,Q114416,,
"Poetry manuscript, Iran, 1800s (PftP leaf: s01, f144)",,,,Poetry,Q1330,,
Collection of Persian poetry verses,,,,Poetry,Q1330,,
"Great paritta, Myanmar, 1875 (PftP leaf: s01, f158)",,,,Paritta,Q114422,,
"Candidum puritatis lilium, Guatemala (PftP leaf: s01, f163)",,,,,,,
"Foliophiles Eastern leaf 07a: Buddhist scripture, Japan, 1449",,,,Buddhist scriptures,Q39236,,
Gulistān,,,,,,Gulistan,Q3702
"Foliophiles Eastern leaf 01:  Gulistan manuscript, 1563",,,,Gulistan,Q3702,,
"Foliophiles Eastern leaf 02b: Qur'an, South Asia, 18th century",,,,Qurʼan,Q3697,,
Leaf containing al-Nahl most of verses 106 to 115 (16:106-115),,,,Nahl,Q114423,,
Qurʼan,,,,Qurʼan,Q3697,,
"Foliophiles Eastern leaf 03: Qur'an, West Africa, 19th century",,,,Qurʼan,Q3697,,
Leaf containing al-Sajdah most of verses 4 to 19 (32:4-19),,,,Sajdah,Q114424,,
"Foliophiles Eastern leaf 04: Arabic manuscript, Turkey, 18th century",,,,Arabic texts,Q12258,,
Leaf from devotional book,,,,Devotional book,Q3720,,
"Foliophiles Eastern leaf 05a: Armenian catechism and prayer book, 1741",,,,Prayers;Devotional book,Q798;Q3720,,
"Foliophiles Eastern leaf 06a: Syriac prayer book, 16th century",,,,Prayers;Devotional book,Q798;Q3720,,
"Foliophiles Eastern leaf 07b-1 & 07b-2: Ise monogatari, Japan, 17th century",,,,Ise monogatari,Q39461,,
"Foliophiles Eastern leaf 09: Javanese manuscript, Indonesia, 19th century",,,,Javanese manuscripts,Q48512,,
"Foliophiles Eastern leaf 10: Mahābhārata, India, 19th century",,,,Mahabharata,Q27688,,
"Foliophiles Eastern leaf 11a: Sanskrit manuscript, India, 18th century",,,,Sanskrit texts,Q114425,,
"Foliophiles Eastern leaf 14a: Buddhist palm-leaf manuscript, Sri Lanka, 18th century",,,,Palm leaf manuscript,Q48551,,
"Foliophiles Eastern leaf 14b: Buddhist palm-leaf manuscript, Myanmar, 18th century",,,,Palm leaf manuscript,Q48551,,
"Foliophiles Eastern leaf 15a: Persian manuscript, Afghanistan, 1478",,,,Persian texts,Q7568,,
Leaf from a biographical dictionary of Sufis,,,,Biographical texts,Q39912,,
"Ege leaf 05: Vulgate Bible, France, 1200s",,,,Bible,Q661,,
"Ege leaf 06: Vulgate Bible, England, 1200s",,,,Bible,Q661,,
"Ege leaf 09: Vulgate Bible, France, circa 1535",,,,Bible,Q661,,
"Ege leaf 11: Vulgate Bible, Italy, 1200s",,,,Bible,Q661,,
"Ege leaf 13: Vulgate Bible, England, 1200s",,,,Bible,Q661,,
"Ege leaf 14: Vulgate Bible, France, 1200s",,,,Bible,Q661,,
"Ege leaf 19: Vulgate Bible, Italy, 1300s",,,,Bible,Q661,,
"Ege leaf 44: Vulgate Bible, Germany, 1400s",,,,Bible,Q661,,
"Ege leaf 15: Missale Bellovacense, France, 1200s",,,,Missal,Q662,,
"Ege leaf 46: Book of hours, France, 1400s",,,,Book of hours,Q795,,
"Ege leaf 30: Book of hours, France, 1400s",,,,Book of hours,Q795,,
"Ege leaf 01: New Testament, Switzerland, 1100s",,,,New Testament,Q655,,
"Ege leaf 02: Missale Plenarium, Spain or France, 1100s",,,,Missal,Q662,,
"Ege leaf 03: Lectionary, Italy, 1200s",,,,Lectionary,Q663,,
