File,subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
20260520-subjects-chicago-marc.csv,1483-1498,fast,a,,,,,1483-1498,http://id.worldcat.org/fast/1355559,Q68098
20260520-subjects-chicago-marc.csv,Humanism--Early works to 1800,0,a--v,,,,,Humanism;Early works,http://id.worldcat.org/fast/963520;http://id.worldcat.org/fast/1411636,Q3037;Q300
20260520-subjects-chicago-marc.csv,Logic--Early works to 1800,0,a--v,http://id.loc.gov/authorities/subjects/sh2008107110,,,,Logic;Early works,http://id.worldcat.org/fast/1002014;http://id.worldcat.org/fast/1411636,Q308;Q300
20260520-subjects-chicago-marc.csv,Logic,fast,a,http://id.worldcat.org/fast/fst01002014,,,,Logic,http://id.worldcat.org/fast/1002014,Q308
20260520-subjects-chicago-marc.csv,"Manuscripts, Dutch",0,a,,,,,"Manuscripts, Dutch",http://id.worldcat.org/fast/1008323,Q5931
20260520-subjects-chicago-marc.csv,Manuscrits néerlandais,6,a,,,,,"Manuscripts, Dutch",http://id.worldcat.org/fast/1008323,Q5931
20260520-subjects-chicago-marc.csv,"Manuscripts, Dutch",fast,a,(OCoLC)fst01008323,,,,"Manuscripts, Dutch",http://id.worldcat.org/fast/1008323,Q5931
20260520-subjects-chicago-marc.csv,Medicine,0,a,,,,,Medicine,http://id.worldcat.org/fast/1014893,Q234
20260520-subjects-chicago-marc.csv,"Manuscripts, Tamil",0,a,,,,,"Manuscripts, Tamil",http://id.worldcat.org/fast/1008509,Q38995
20260520-subjects-chicago-marc.csv,Palm-leaf manuscripts--Specimens,0,a--v,,,,,Palm-leaf manuscripts;Specimens,http://id.worldcat.org/fast/1051770;http://id.worldcat.org/fast/1423861,Q38516;Q239
20260520-subjects-chicago-marc.csv,Priesthood--Early works to 1800,0,a--v,,,,,Priesthood;Early works,http://id.worldcat.org/fast/1076258;http://id.worldcat.org/fast/1411636,Q39051;Q300
20260520-subjects-chicago-marc.csv,Sacerdoce--Ouvrages avant 1800,6,a--v,,,,,Priesthood;Early works,http://id.worldcat.org/fast/1076258;http://id.worldcat.org/fast/1411636,Q39051;Q300
20260520-subjects-chicago-marc.csv,Priesthood,fast,a,(OCoLC)fst01076258,,,,Priesthood,http://id.worldcat.org/fast/1076258,Q39051
20260520-subjects-chicago-marc.csv,Census,0,a,,,,,Census,http://id.worldcat.org/fast/850587,Q11255
20260520-subjects-chicago-marc.csv,Taxation,0,a,,,,,Taxation,http://id.worldcat.org/fast/1143876,Q248
20260520-subjects-chicago-marc.csv,Devotional literature--Early works to 1800,0,a--v,,,,,Devotional literature;Early works,http://id.worldcat.org/fast/892015;http://id.worldcat.org/fast/1411636,Q2950;Q300
20260520-subjects-chicago-marc.csv,Littérature de dévotion--Ouvrages avant 1800,6,a--v,,,,,Devotional literature;Early works,http://id.worldcat.org/fast/892015;http://id.worldcat.org/fast/1411636,Q2950;Q300
20260520-subjects-chicago-marc.csv,Devotional literature,fast,a,,,,,Devotional literature,http://id.worldcat.org/fast/892015,Q2950
