subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
"Fragment, 11th century, Theology",ds-subject,,,fragments (object portions);Eleventh century;Theology,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/908096;http://id.worldcat.org/fast/1149559,Q222;Q306;Q4290,,,
"Fragment, England, 13th century, Philosophy, Penwork initial",ds-subject,,,fragments (object portions);England;Thirteenth century;Philosophy;Penwork (Decoration);Initials,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1219920;http://id.worldcat.org/fast/1150138;http://id.worldcat.org/fast/1060777;http://id.worldcat.org/fast/1746125;http://id.worldcat.org/fast/973464,Q222;Q320;Q245;Q5883;Q114399;Q10796,,,
"Fragment, Missal, 12th century, Penwork initial",ds-subject,,,fragments (object portions);Missals;Twelfth century;Penwork (Decoration);Initials,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1023680;http://id.worldcat.org/fast/1159791;http://id.worldcat.org/fast/1746125;http://id.worldcat.org/fast/973464,Q222;Q4233;Q304;Q114399;Q10796,,,
"Fragment, Liturgy",ds-subject,,,fragments (object portions);Liturgics,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1000579,Q222;Q207,,,
"Fragment, Liturgy, Musical notation",ds-subject,,,fragments (object portions);Liturgics;Musical notation,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1030779,Q222;Q207;Q12609,,,
"Fragment, liturgy, Musical notation, Penwork initial",ds-subject,,,fragments (object portions);Liturgics;Musical notation;Penwork (Decoration);Initials,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1030779;http://id.worldcat.org/fast/1746125;http://id.worldcat.org/fast/973464,Q222;Q207;Q12609;Q114399;Q10796,,,
"Fragment, 14th century, France, Gospel, Gloss",ds-subject,,,fragments (object portions);Fourteenth century;France;Bible. Gospels;glosses (annotations),http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/933420;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1808065;http://vocab.getty.edu/aat/300211708,Q222;Q295;Q152;Q5839;Q4260,,,
"Fragment, 14th century, Gospel, Gloss, Penwork initial",ds-subject,,,fragments (object portions);Fourteenth century;Bible. Gospels;glosses (annotations);Penwork (Decoration);Initials,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/933420;http://id.worldcat.org/fast/1808065;http://vocab.getty.edu/aat/300211708;http://id.worldcat.org/fast/1746125;http://id.worldcat.org/fast/973464,Q222;Q295;Q5839;Q4260;Q114399;Q10796,,,
"Fragment, 15th century, Illumination, Gradual",ds-subject,,,fragments (object portions);Fifteenth century;illuminations (paintings);Graduals (Liturgical books),http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/923962;http://vocab.getty.edu/aat/300264522;http://id.worldcat.org/fast/945809,Q222;Q154;Q225;Q5831,,,
"Fragment, 15th century, Breviary",ds-subject,,,fragments (object portions);Fifteenth century;Breviaries,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1922430,Q222;Q154;Q38440,,,
"Fragment, 15th century, Breviary, Penwork initial",ds-subject,,,fragments (object portions);Fifteenth century;Breviaries;Penwork (Decoration);Initials,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1922430;http://id.worldcat.org/fast/1746125;http://id.worldcat.org/fast/973464,Q222;Q154;Q38440;Q114399;Q10796,,,
"Fragment, Breviary",ds-subject,,,fragments (object portions);Breviaries,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1922430,Q222;Q38440,,,
"Fragment, Annotated",ds-subject,,,fragments (object portions);annotated,http://vocab.getty.edu/aat/300117130;http://vocab.getty.edu/aat/300460245,Q222;Q114400,,,
"Fragment, France",ds-subject,,,fragments (object portions);France,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1204289,Q222;Q152,,,
Fragment,ds-subject,,,fragments (object portions),http://vocab.getty.edu/aat/300117130,Q222,,,
"Fragment, Theology, Philosophy, Treatise",ds-subject,,,fragments (object portions);Theology;Philosophy;treatises,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1149559;http://id.worldcat.org/fast/1060777;http://vocab.getty.edu/aat/300026681,Q222;Q4290;Q5883;Q160,,,
"Fragment, Gloss",ds-subject,,,fragments (object portions);glosses (annotations),http://vocab.getty.edu/aat/300117130;http://vocab.getty.edu/aat/300211708,Q222;Q4260,,,
"Fragment, 15th century",ds-subject,,,fragments (object portions);Fifteenth century,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/923962,Q222;Q154,,,
"Fragment, Musical notation, Penwork initial",ds-subject,,,fragments (object portions);Musical notation;Penwork (Decoration);Initials,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1030779;http://id.worldcat.org/fast/1746125;http://id.worldcat.org/fast/973464,Q222;Q12609;Q114399;Q10796,,,
"Fragment, 15th century, France, Penwork initial",ds-subject,,,fragments (object portions);Fifteenth century;France;Penwork (Decoration);Initials,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1746125;http://id.worldcat.org/fast/973464,Q222;Q154;Q152;Q114399;Q10796,,,
"Fragment, Prayer book, Penwork initial",ds-subject,,,fragments (object portions);Prayer books;Penwork (Decoration);Initials,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1074734;http://id.worldcat.org/fast/1746125;http://id.worldcat.org/fast/973464,Q222;Q12535;Q114399;Q10796,,,
"Fragment, Musical notation",ds-subject,,,fragments (object portions);Musical notation,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1030779,Q222;Q12609,,,
"Fragment, Liturgy, Musical notation, Illumination, Penwork initial",ds-subject,,,fragments (object portions);Liturgics;Musical notation;illuminations (paintings);Penwork (Decoration);Initials,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1030779;http://vocab.getty.edu/aat/300264522;http://id.worldcat.org/fast/1746125;http://id.worldcat.org/fast/973464,Q222;Q207;Q12609;Q225;Q114399;Q10796,,,
"Fragment, Liturgy, Musical notation, Historiated initial",ds-subject,,,fragments (object portions);Liturgics;Musical notation;historiated initials,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1030779;http://vocab.getty.edu/aat/300194390,Q222;Q207;Q12609;Q10800,,,
"Fragment, Liturgy, Musical notation, Penwork initial",ds-subject,,,fragments (object portions);Liturgics;Musical notation;Penwork (Decoration);Initials,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1000579;http://id.worldcat.org/fast/1030779;http://id.worldcat.org/fast/1746125;http://id.worldcat.org/fast/973464,Q222;Q207;Q12609;Q114399;Q10796,,,
"Fragment, Illumination",ds-subject,,,fragments (object portions);illuminations (paintings),http://vocab.getty.edu/aat/300117130;http://vocab.getty.edu/aat/300264522,Q222;Q225,,,
"Fragment, 16th century, Psalter",ds-subject,,,fragments (object portions);Sixteenth century;Psalters,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1080778,Q222;Q335;Q4323,,,
"Fragment, 15th century, Collection of Sermons, Penwork initial",ds-subject,,,fragments (object portions);Fifteenth century;Sermons;Penwork (Decoration);Initials,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/923962;http://id.worldcat.org/fast/1113216;http://id.worldcat.org/fast/1746125;http://id.worldcat.org/fast/973464,Q222;Q154;Q38598;Q114399;Q10796,,,
"Fragment, 13th century, Spain, Penwork initial",ds-subject,,,fragments (object portions);Thirteenth century;Spain;Penwork (Decoration);Initials,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1150138;http://id.worldcat.org/fast/1204303;http://id.worldcat.org/fast/1746125;http://id.worldcat.org/fast/973464,Q222;Q245;Q343;Q114399;Q10796,,,
"Fragment, Germany, 13th century, Collection of Sermons",ds-subject,,,fragments (object portions);Germany;Thirteenth century;Sermons,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1150138;http://id.worldcat.org/fast/1113216,Q222;Q3032;Q245;Q38598,,,
"Fragment, Germany, 13th century, Theology",ds-subject,,,fragments (object portions);Germany;Thirteenth century;Theology,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1150138;http://id.worldcat.org/fast/1149559,Q222;Q3032;Q245;Q4290,,,
"Fragment, 14th century, Germany, Musical notation, Penwork initial",ds-subject,,,fragments (object portions);Fourteenth century;Germany;Musical notation;Penwork (Decoration);Initials,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/933420;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1030779;http://id.worldcat.org/fast/1746125;http://id.worldcat.org/fast/973464,Q222;Q295;Q3032;Q12609;Q114399;Q10796,,,
"Fragment, Penwork initial",ds-subject,,,fragments (object portions);Penwork (Decoration);Initials,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1746125;http://id.worldcat.org/fast/973464,Q222;Q114399;Q10796,,,
"Fragment, Theology, 12th century, Italy",ds-subject,,,fragments (object portions);Theology;Twelfth century;Italy,http://vocab.getty.edu/aat/300117130;http://id.worldcat.org/fast/1149559;http://id.worldcat.org/fast/1159791;http://id.worldcat.org/fast/1204565,Q222;Q4290;Q304;Q249,,,
