id,manuscript,groups,source_date,source_title,source_catalog_or_lot_number,institution,sale_selling_agent,sale_seller_or_holder,sale_buyer,sale_sold,sale_date,sale_price,titles,authors,dates,artists,scribes,languages,materials,places,uses,missing_authority_names,folios,num_columns,num_lines,height,width,alt_size,miniatures_fullpage,miniatures_large,miniatures_small,miniatures_unspec_size,initials_historiated,initials_decorated,manuscript_binding,manuscript_link,other_info,provenance,created_at,created_by,updated_at,updated_by,approved,deprecated,unverified_legacy_record,superceded_by_id,draft,coordinates
284383,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10306,"","","","",,,"",Sermons (Sermons),Simon de Cremona (...-1390) (Simon de Cremona),1434;  s. XV(2/4) (1425 to 1450);  1425-1450 (1425 to 1450),"","Misnensis, Caspar (Caspar Misnensis)",Latin (Latin),Paper (paper),"Germany, Europe (Germany)","",0,,,,,,,,,,,,,,,,"Carthusian Monastery, Buxheim (Produced at the Carthusian monastery of Buxheim.); Waldbott-Bassenheim, Hugo Philipp Graf (1820-1895) (Sale of Graf Hugo von Waldbott-Bassenheim (Munich, 20 Sept 1883, lot 2756)) [1883-09-20 ]; Gunther, Charles Frederick, 1837-1920 ( Charles F. Gunter sale (NY, 11 Nov 1926, lot 268)) [1926-11-11 ]; Foliophiles ( broken up and sold by the Foliophiles, NY in 1926 from a codex of 242 leaves.); University of Missouri–Columbia (University of Missouri, RARE FO Z113.P3 item 9)",2025-02-12  6:23pm,lpc,2025-02-13  1:46pm,roseamcc,false,false,false,,false,"(51.5,10.5)"
284384,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10307,"","","","",,,"",Book of hours (Book of hours),"",s. XV (1400 to 1499);  1400-1499 (1400 to 1499),"","",Dutch (Dutch),Paper (paper),"Low Countries, Europe (Low Countries)","",0,,,,,,,,,,,,,,,,"Foliophiles (Part of a collection of 159 leaves and artifacts, Pages of the Past distributed by Foliophiles, Inc., of Washington D.C.); University of Missouri–Columbia (University of Missouri, RARE FO Z113.P3 item 10)",2025-02-12  6:23pm,lpc,2025-02-13  1:46pm,roseamcc,false,false,false,,false,"(50.856412,4.957774)"
284385,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10310,"","","","",,,"",Book of hours (Book of hours),"",s. XVI(1/4) (1500 to 1525);  1500-1525 (1500 to 1525),"","(Geoffroy Tory, similar to style of)",Latin (Latin),Parchment (parchment),"France, Europe (France)","",1,,,,,,,,,,,,,,,,"Jarman, John Boykett, 1782-1864 (John Boykott Jarman (d. 1864), on whose collection see J. Backhouse, 'A Victorian Connoisseur and his manuscripts: The Tale of Mr. Jarman and Mr. Wing,' British Museum Quarterly32 (1967-68) 76-92.); Rendells, Inc. (Purchased 1980 from The Rendells.) [1980 ]; University of Missouri–Columbia (University of Missouri, RARE RES BX2080.A1 1500) [1980 ]",2025-02-12  6:23pm,lpc,2025-02-13  1:48pm,roseamcc,false,false,false,,false,"(46.0,2.0)"
284386,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10317,"","","","",,,"",Phrasebook (Phrasebook); Memorandum (Memorandum); Poetry (Poetry),"",s. XVII(1/4) (1600 to 1625);  1600-1625 (1600 to 1625),"","",English (English); Italian (Italian),Paper (paper),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Longland, Carlo (Ownership note in Italian on f. 1r: 'Questo libro appartene a mi Carlo Longland, April XXI, 1626.'); University of Missouri–Columbia (University of Missouri, RARE RES PC1121.I82 1600)",2025-02-12  6:23pm,lpc,2025-02-13  1:49pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284387,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10174,"","","","",,,"",Digest (Digest),"Justinian I, Emperor of the East, 483?-565 (Justinian)",s. XIV(in) (1300 to 1325);  1300-1315 (1300 to 1315),"","",Latin (Latin),Parchment (parchment),"Italy, Europe (Italy)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 101)",2025-02-12  6:23pm,lpc,2025-02-13  1:50pm,roseamcc,false,false,false,,false,"(42.8333,12.8333)"
284388,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10175,"","","","",,,"",Missal (Missal),"",s. XIV/XV (1300 to 1499);  1390-1410 (1390 to 1410),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.); University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 102)",2025-02-12  6:23pm,lpc,2025-02-13  1:51pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284389,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10176,"","","","",,,"",Missal (Missal),"",s. XIV/XV (1300 to 1499);  1390-1410 (1390 to 1410),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 103) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  1:52pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284390,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10177,"","","","",,,"",Psalter (Psalter),"",s. XIII(1) (1200 to 1250);  1200-1250 (1200 to 1250),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 104) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  1:53pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284391,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10178,"","","","",,,"","Sermon 93, De verbis Evangelii, Mt. 25:1-13 (Sermon 93)","Augustine of Hippo, Saint, 354-430 (Augustine of Hippo)",s. XIII (1200 to 1299);  1200-1299 (1200 to 1299),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to St. Martin-in-the-Fields); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-022 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 105) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  1:55pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284392,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10179,"","","","",,,"",Breviary (Breviary),"",s. XIII/XIV (1200 to 1399);  1290-1310 (1290 to 1310),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 106) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  1:56pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284393,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10180,"","","","",,,"",Breviary (Breviary),"",s. XIV(med) (1340 to 1360);  1340-1360 (1340 to 1360),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 107) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  1:57pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284394,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10181,"","","","",,,"",Bible (Bible),"",s. XIII (1200 to 1299);  1200-1299 (1200 to 1299),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 108) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  1:58pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284395,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10182,"","","","",,,"",Bible (Bible),"",s. XIII(1) (1200 to 1250);  1200-1250 (1200 to 1250),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England?)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 109) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  1:59pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284396,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10183,"","","","",,,"",Consuetudinary (Consuetudinary),"",s. XIV (1300 to 1399);  1300-1399 (1300 to 1399),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 110) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  2:00pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284397,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10184,"","","","",,,"",Bible (Bible),"",s. XIII(3/4) (1250 to 1275);  1250-1275 (1250 to 1275),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 111) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  2:01pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284398,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10185,"","","","",,,"",Sermon (on saints?) (Sermon),"",s. XIV (1300 to 1399);  1300-1399 (1300 to 1399),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 112) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  2:02pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284399,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10186,"","","","",,,"",Civil law with gloss (Civil law),"",s. XIII(2) (1250 to 1299);  1250-1299 (1250 to 1299),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England?)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 113) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  2:03pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284400,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10187,"","","","",,,"",Treatise on Blessed Virgin Mary (Treatise on Blessed Virgin Mary),"",s. XIII/XIV (1200 to 1399); 1290-1310 (1290 to 1310),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 114) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  2:04pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284401,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10188,"","","","",,,"",Physiological material (Physiological material),"",s. XIII(2) (1250 to 1299);  1250-1299 (1250 to 1299),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England?)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to St. Martin-in-the-Fields); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 115) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  2:05pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284402,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10189,"","","","",,,"",Bible (Bible),"",s. XIII(2) (1250 to 1299);  1250-1299 (1250 to 1299),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 116) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  2:42pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284403,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10190,"","","","",,,"",Bible (Bible),"",s. XIII(2) (1250 to 1299);  1250-1299 (1250 to 1299),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 117) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  2:44pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284404,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10191,"","","","",,,"",Bible (Bible),"",s. XIII(2) (1250 to 1299);  1250-1299 (1250 to 1299),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 118) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  2:45pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284405,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10192,"","","","",,,"","Sins, Head to Toe (Sins)","",s. XIII/XIV (1200 to 1399);  1290-1310 (1290 to 1310),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 119) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  2:46pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284406,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10193,"","","","",,,"",De fide (De fide),"",s. XIII(2) (1250 to 1299);  1250-1299 (1250 to 1299),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 120) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  2:47pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284407,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10194,"","","","",,,"",Bible with Interpretations of Hebrew Names (Bible); Bible with Interpretations of Hebrew Names (Interpretation of Hebrew Names),"",s. XIII(2) (1250 to 1299);  1250-1299 (1250 to 1299),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 121) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  2:49pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
284408,"",University of Missouri Linking - DS Catalog,2024-07-23,Digital Scriptorium Catalog Import,DS10195,"","","","",,,"",Bible (Bible),"",s. XIII(2) (1250 to 1299);  1250-1299 (1250 to 1299),"","",Latin (Latin),Parchment (parchment),"England, Great Britain, United Kingdom, Europe (England)","",0,,,,,,,,,,,,,,,,"Bagford, John (John Bagford (1650s-1716) to); Saint-Martin-in-the-Fields (St. Martin-in-the-Fields) [1861 ]; Phillipps, Thomas, Sir, 1792-1872 ( sale 1861 to Sir Thomas Phillipps, n.15758) [1861 to 1913-05-22 ]; Cockerell, Sydney Carlyle, Sir, 1867-1962 ( Sir Sydney Cockerell (1867-1962) sale Sotheby's 3 April, 1957) [1957-04-03 ]; Salloch, William, 1906-1990 ( William Salloch (Ossining NY) Cat. 258 (1968) to U. Missouri.) [1968 ]; University of Missouri–Columbia (University of Missouri, Fragmenta Manuscripta 122) [1968 ]",2025-02-12  6:23pm,lpc,2025-02-13  2:50pm,roseamcc,false,false,false,,false,"(53.0,-2.0)"
