row_index,workflow_history,genre_as_recorded,vocabulary,source_authority_uri,structured_data
194,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T12:15:14.452Z | GENRE RECON, STEP 3: START AAT RECON 2022-05-05T12:17:51.726Z | GENRE RECON, STEP 4: KNOWN AAT APPLIED 2022-05-05T12:19:11.836Z | GENRE RECON, STEP 5: AAT IDs ADDED 2022-05-05T12:21:23.577Z | GENRE FAST RECON, STEP 2: START FAST RECON 2022-05-05T13:41:06.761Z | GENRE FAST RECON, STEP 5: FAST IDs ADDED 2022-05-05T14:42:30.998Z | GENRE RECON, STEP 6: FINALIZED 2022-05-05T14:45:15.160Z",Re-used (material),lobt,,
195,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T12:15:14.452Z | GENRE RECON, STEP 3: START AAT RECON 2022-05-05T12:17:51.726Z | GENRE RECON, STEP 4: KNOWN AAT APPLIED 2022-05-05T12:19:11.836Z | GENRE RECON, STEP 5: AAT IDs ADDED 2022-05-05T12:21:23.577Z | GENRE FAST RECON, STEP 2: START FAST RECON 2022-05-05T13:41:06.762Z | GENRE FAST RECON, STEP 5: FAST IDs ADDED 2022-05-05T14:42:30.998Z | GENRE RECON, STEP 6: FINALIZED 2022-05-05T14:45:15.160Z",Re-used (materials),lobt,,
197,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T12:15:14.452Z | GENRE RECON, STEP 3: START AAT RECON 2022-05-05T12:17:51.726Z | GENRE RECON, STEP 4: KNOWN AAT APPLIED 2022-05-05T12:19:11.836Z | GENRE RECON, STEP 5: AAT IDs ADDED 2022-05-05T12:21:23.577Z | GENRE FAST RECON, STEP 2: START FAST RECON 2022-05-05T13:41:06.762Z | GENRE FAST RECON, STEP 5: FAST IDs ADDED 2022-05-05T14:42:30.998Z | GENRE RECON, STEP 6: FINALIZED 2022-05-05T14:45:15.160Z",Recessed sewing supports.,lobt,,
207,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T12:15:14.452Z | GENRE RECON, STEP 3: START AAT RECON 2022-05-05T12:17:51.726Z | GENRE RECON, STEP 4: KNOWN AAT APPLIED 2022-05-05T12:19:11.836Z | GENRE RECON, STEP 5: AAT IDs ADDED 2022-05-05T12:21:23.577Z | GENRE FAST RECON, STEP 2: START FAST RECON 2022-05-05T13:41:06.762Z | GENRE FAST RECON, STEP 5: FAST IDs ADDED 2022-05-05T14:42:30.998Z | GENRE RECON, STEP 6: FINALIZED 2022-05-05T14:45:15.160Z",Secondary sewing (endband techniques),lobt,,
208,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T12:15:14.452Z | GENRE RECON, STEP 3: START AAT RECON 2022-05-05T12:17:51.726Z | GENRE RECON, STEP 4: KNOWN AAT APPLIED 2022-05-05T12:19:11.836Z | GENRE RECON, STEP 5: AAT IDs ADDED 2022-05-05T12:21:23.577Z | GENRE FAST RECON, STEP 2: START FAST RECON 2022-05-05T13:41:06.762Z | GENRE FAST RECON, STEP 5: FAST IDs ADDED 2022-05-05T14:42:30.998Z | GENRE RECON, STEP 6: FINALIZED 2022-05-05T14:45:15.160Z",Separate pastedowns.,lobt,,
209,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T12:15:14.452Z | GENRE RECON, STEP 3: START AAT RECON 2022-05-05T12:17:51.726Z | GENRE RECON, STEP 4: KNOWN AAT APPLIED 2022-05-05T12:19:11.836Z | GENRE RECON, STEP 5: AAT IDs ADDED 2022-05-05T12:21:23.577Z | GENRE FAST RECON, STEP 2: START FAST RECON 2022-05-05T13:41:06.762Z | GENRE FAST RECON, STEP 5: FAST IDs ADDED 2022-05-05T14:42:30.999Z | GENRE RECON, STEP 6: FINALIZED 2022-05-05T14:45:15.160Z",Sermons--14th century.,rbgenr,,
212,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T12:15:14.453Z | GENRE RECON, STEP 3: START AAT RECON 2022-05-05T12:17:51.726Z | GENRE RECON, STEP 4: KNOWN AAT APPLIED 2022-05-05T12:19:11.836Z | GENRE RECON, STEP 5: AAT IDs ADDED 2022-05-05T12:21:23.577Z | GENRE FAST RECON, STEP 2: START FAST RECON 2022-05-05T13:41:06.763Z | GENRE FAST RECON, STEP 5: FAST IDs ADDED 2022-05-05T14:42:30.999Z | GENRE RECON, STEP 6: FINALIZED 2022-05-05T14:45:15.160Z",Side labels.,lobt,,
216,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T12:15:14.453Z | GENRE RECON, STEP 3: START AAT RECON 2022-05-05T12:17:51.726Z | GENRE RECON, STEP 4: KNOWN AAT APPLIED 2022-05-05T12:19:11.836Z | GENRE RECON, STEP 5: AAT IDs ADDED 2022-05-05T12:21:23.577Z | GENRE FAST RECON, STEP 2: START FAST RECON 2022-05-05T13:41:06.763Z | GENRE FAST RECON, STEP 5: FAST IDs ADDED 2022-05-05T14:42:30.999Z | GENRE RECON, STEP 6: FINALIZED 2022-05-05T14:45:15.160Z",Stamps (Provenance),rbprov,,
217,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T12:15:14.453Z | GENRE RECON, STEP 3: START AAT RECON 2022-05-05T12:17:51.727Z | GENRE RECON, STEP 4: KNOWN AAT APPLIED 2022-05-05T12:19:11.836Z | GENRE RECON, STEP 5: AAT IDs ADDED 2022-05-05T12:21:23.577Z | GENRE FAST RECON, STEP 2: START FAST RECON 2022-05-05T13:41:06.763Z | GENRE FAST RECON, STEP 5: FAST IDs ADDED 2022-05-05T14:42:30.999Z | GENRE RECON, STEP 6: FINALIZED 2022-05-05T14:45:15.161Z",Supported sewing.,lobt,,
223,"GENRE RECON STEP 2: ROWS INDEXED, WORKFLOW STARTED 2022-05-05T12:15:14.453Z | GENRE RECON, STEP 3: START AAT RECON 2022-05-05T12:17:51.727Z | GENRE RECON, STEP 4: KNOWN AAT APPLIED 2022-05-05T12:19:11.837Z | GENRE RECON, STEP 5: AAT IDs ADDED 2022-05-05T12:21:23.577Z | GENRE FAST RECON, STEP 2: START FAST RECON 2022-05-05T13:41:06.763Z | GENRE FAST RECON, STEP 5: FAST IDs ADDED 2022-05-05T14:42:30.999Z | GENRE RECON, STEP 6: FINALIZED 2022-05-05T14:45:15.161Z",Trough-marbled paper.,lobt,,
