File,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label,ds_qid
titles.csv,Lo stvfaivolo; comedia del Doni,,,,Lo stvfaivolo,Q39143
titles.csv,Louis XII debt commitment letter,,,,Letter,Q1454
titles.csv,Lou ju za zhu,樓居雜著 ;,,,Lou ju za zhu,Q39583
titles.csv,Loyca parva ... etc,,Logica parva,,Logica parva,Q3136
titles.csv,Lpoek Aṅgar Vatt,,,,Construction of Angkor Vat,Q48588
titles.csv,Lubb-i lubāb-i Kāshif al-asrār /,لب لباب کاشف الاسرار /,,,Lubb-i lubāb-i Kāshif al-asrār,Q51995
titles.csv,Lubb-i lubāb-i Mas̲navī,,Mas̲navī,,Masnavi,Q27606
titles.csv,Lubb-i lubāb-i Maʻnavī,لب لباب معنوى,Mas̲navī,مثنوى,Masnavi,Q27606
titles.csv,Ludovici Heliani Vercellensis Christianissimi Francorum regis senatoris ac oratioris de bello suscipiendo adversus Venetianos et Turcas gratio Maximiliano Augusto in conventu presulum electorum et civitatum Romani Imperii dicta in Augusta Vindelica quarta Idus Aprilis anno a partu virginis millesimoquingentesimodecimo,,,,De bello suscipiendo adversus venetianos,Q5084
20240829-titles-princeton-marcxml-turkish-enriched-add.csv,Lügat-i Firişteoǧlu,لغت فرشته اوغلى,,,Lügat-i Firişteoǧlu,Q55181
20240829-titles-princeton-marcxml-turkish-enriched-add.csv,Lügat-i Halimî Çelebi; bahr ül-garayib,لغت حليمي چلبي,,,Literary dictionary,Q55162
titles.csv,Lughāt,لغات.,,,Lughāt,Q11659
titles.csv,Lughāt,لغات.,,,Lughāt,Q11659
20240829-titles-princeton-marcxml-turkish-enriched-add.csv,Lughat-i Niʻmat Allāh,لغت نعمت الله,,,Dictionary,Q7823
titles.csv,Luigi de Covoni power of attorney,,,,Power of attorney,Q8176
titles.csv,Luigi di Giovanni power of attorney,,,,Power of attorney,Q8176
titles.csv,Luigi Gaddi power of attorney,,,,Power of attorney,Q8176
titles.csv,Luke 17:10-24,,,,Bible,Q661
titles.csv,Luke 22:34 - 23:2,,,,Gospel of Luke,Q1437
titles.csv,Luke in the Old Latin version,,Bible,,Bible,Q661
titles.csv,Luke with Glossa ordinaria,,Bible.,,Bible,Q661
titles.csv,Lumaḥ al-masāʼil al-naḥwīyah fī sharḥ al-ʻAwāmil al-Birkawīyah,,,,Lumaḥ al-masāʼil al-naḥwīyah fī sharḥ al-ʻAwāmil al-Birkawīyah,Q54367
titles.csv,Lumen confessorum,,,,Lumen confessorum,Q5082
titles.csv,Ly romans de vraye amour ; [Le pleur de sainte am̂e,,,,Le roman de vrai amour,Q39976
titles.csv,Lystoria de Alexandro magno figlio di Philippo Re di Macedonia; scripta da Quinto Curcio Ruffo eloquentissimo e traduta in vulgare fidelmente da P. Candido,,Historia Alexandri Magni,,Historia Alexandri Magni,Q39584
titles.csv,M. T. Ciceronis officiorum ad Marcum Ciceronem filium,,De officiis,,De officiis,Q10836
titles.csv,M. Tulii Ciceronis De oratore,,De oratore,,De oratore,Q10841
titles.csv,M. V. M. Epigramaton liber primus,,,,Epigrammaton,Q39995
20240829-titles-princeton-marcxml-turkish-enriched-add.csv,Maaric ün-nübüvve,معارج النبوه,Maʻārij al-nubūwah fī madārij al-futūwah,معارج النبوة في مدارج الفتوة,Maʻārij al-nubūwah fī madārij al-futūwah,Q52039
titles.csv,Mabsūṭ al-kāfī fī al-ʻarūḍ wa-al-qawāfī,,,,Mabsūṭ al-kāfī fī al-ʻarūḍ wa-al-qawāfī,Q54390
titles.csv,Machsor (in Hebrew),,,,Machzor,Q44120
titles.csv,Machzor,תכלאל (קטעים),Machzor,,Machzor,Q44120
titles.csv,"Macrobius, Saturnalia, Liber II.7-III.5-6",,,,Saturnalia,Q20410
titles.csv,Madanagopāladhyāna,मदनगोपालध्यान,Tantras,,Tantras,Q27776
titles.csv,Madārij al-nubūvah va darajāt al-futūvah,مدارج النبوة ودرجات الفتوة,,,Madārij al-nubūvah va darajāt al-futūvah,Q51724
titles.csv,Madhyasiddhāntakaumudī,मध्यसिद्धान्तकौमुदी,Laghusiddhāntakaumudī,,Laghusiddhāntakaumudī,Q27582
titles.csv,Madonna and child,,,,Madonna and Child,Q51664
titles.csv,Mafātīḥ al-abwāb li-ṣafāʼiḥ al-abwāb,,,,Mafātīḥ al-abwāb li-ṣafāʼiḥ al-abwāb,Q54585
titles.csv,Mafātīḥ al-iʻjāz fī sharḥ-i Gulshan-i rāz,,,,Mafātīḥ al-iʻjāz fī sharḥ-i Gulshan-i rāz,Q51750
titles.csv,Mafātīḥ al-iʻjāz fī sharḥ-i Gulshan-i rāz,مفاتىح الاعجاز فى شرح گلشن راز,,,Mafātīḥ al-iʻjāz fī sharḥ-i Gulshan-i rāz,Q51750
titles.csv,Mafātīḥ al-jinān wa-maṣābīḥ al-janān,مفاتيح الجنان ومصابيح الجنان.,,,Mafātīḥ al-jinān wa-maṣābīḥ al-janān,Q12158
titles.csv,Māgha,माघ,Śiśupālavadha,,Śiśupālavadha,Q27800
titles.csv,Māghamāhātmya,माघमाहात्म्य,Puranas,,Puranas,Q27588
20240829-titles-princeton-marcxml-turkish-enriched-add.csv,Magical miscellany,,,,Magical texts,Q38350
titles.csv,Magna Carta; Nova statuta,,,,Magna Carta,Q39147
titles.csv,Magna Glossatura in Epistolas Pauli,,,,Magna glossatura,Q1481
titles.csv,Magna Glossatura in Psalmost,,,,Magna glossatura,Q1481
titles.csv,Magna moralia; Liber ethicorum ; Politica ; Economica,,Works,,Works,Q5989
titles.csv,Magni oratoris Guarini Veronensis in Plutarchum de liberis educandis,,De liberis educandis,,De liberis educandis,Q39585
titles.csv,Mahābārāt bih khaṭṭ-i Fārsī; India,,Mahābhārata,,Mahābhārata,Q27688
titles.csv,Mahābhārata,महाभारत,Mahābhārata,महाभारत,Mahābhārata,Q27688
titles.csv,Mahābhārata,महाभारत,Mahābhārata,,Mahābhārata,Q27688
titles.csv,Mahābhārata. Bhīṣmaparva,महाभारत. भीष्मपर्व,Mahābhārata,महाभारत,Mahābhārata,Q27688
titles.csv,Mahābhārataśāntiparvatṛtīyapaṭala,महाभारतशान्तिपर्वतृतीयपटल,Mahābhārata,महाभारत,Mahābhārata,Q27688
titles.csv,Mahābhārata udyogaparva,महाभारत उद्योगपर्व,Mahābhārata,महाभारत,Mahābhārata,Q27688
titles.csv,Mahālakṣmīhṛdayastotra,,Atharvaṇarahasya,,Atharvaṇarahasya,Q27677
titles.csv,Mahāt al-killatayn wa-jalāʼ dhāt al-ḥillatayn,,,,Mahāt al-killatayn wa-jalāʼ dhāt al-ḥillatayn,Q54378
titles.csv,Mahāvākyaviveka,महावाक्यविवेक,Pañcadaśī,,Pañcadaśī,Q27684
titles.csv,Mahāvessantara jātaka (Mahajataka),,,,Mahāvessantara jātaka,Q48589
20240829-titles-princeton-marcxml-turkish-enriched-add.csv,Mahazar,ماحضر,,,Medical texts,Q817
titles.csv,Maḥazor minhag Ashkenaz le-Yamim ha-noraʼim ule-Sukot,מחזור מנהג אשכנז לימים הנוראים ולסוכות.,Maḥzor.,מחזור.,Maḥzor,Q3712
titles.csv,Maḥazor minhag Ashkenaz le-Yamim ha-noraʼim ule-Sukot,מחזור מנהג אשכנז לימים הנוראים ולסוכות.,Maḥzor.,מחזור.,Maḥzor,Q3712
titles.csv,Mahimna,महिम्न,Mahimnaḥstava,,Mahimnaḥstava,Q27599
titles.csv,Mahimnastotra,महिम्नस्तोत्र,Mahimnaḥstava,,Mahimnaḥstava,Q27599
titles.csv,Mahzor,תכלאל,Machzor,,Machzor,Q44120
titles.csv,Mā ittafaqa lafẓuhu wa-ikhtalafa maʻnāh,ما اتفق لفظه واختلف معناه,Maʼthūr fī-mā ittafaqa lafẓuhu wa-ikhtalafa maʻnāh,,Maʼthūr fī-mā ittafaqa lafẓuhu wa-ikhtalafa maʻnāh,Q54503
titles.csv,Majālis al-abrār wa-masālik al-akhyār wa-makhāliq al-bidaʻ wa-maqāmiʻ al-ashrār,مجالس الابرار ومسالك الاخيار ومخالق البدع ومقامع الاشرار,Majālis al-abrār,مجالس الابرار,Majālis al-abrār,Q12083
titles.csv,Majālis al-abrār wa-masālik al-akhyār wa-makhāliq al-bidaʻ wa-maqāmiʻ al-ashrār,مجالس الابرار ومسالك الاخيار ومخالق البدع ومقامع الاشرار,Majālis al-abrār,مجالس الابرار,Majālis al-abrār,Q12083
titles.csv,Majālis al-muʼminīn,مجالس المؤمنين,,,Majalis al-muminin,Q51856
titles.csv,Majālis-i abrār,مجالس ابرار,,,Majālis-i abrār,Q51740
titles.csv,Majāmiʻ al-ḥaqāʼiq wa-al-qawāʻid wa-jawāmiʻ al-raqāʼiq wa-al-fawāʼid ... [etc,مجامع الحقائق والقواعد وجوامع الرقائق والفوائد ... الخ,,,Majāmiʻ al-ḥaqāʼiq wa-al-qawāʻid wa-jawāmiʻ al-raqāʼiq wa-al-fawāʼid,Q54347
titles.csv,Majmaʻ al-baḥrayn,مجمع البحرين.,Majmaʻ al-baḥrayn wa-multaqá al-nayyirayn,مجمع البحرين وملتقى النيرين,Majmaʻ al-baḥrayn wa-multaqá al-nayyirayn,Q12033
titles.csv,Majmaʻ al-baḥrayn wa-maṭlaʻ al-badrayn /,مجمع البحرين ومطلع البدرين /,Itqān fī ʻulūm al-Qurʼān,اتقان في علوم القرآن,Itqān fī ʻulūm al-Qurʼān,Q11650
titles.csv,Majmaʻ al-baḥrayn wa-maṭlaʻ al-badrayn /,مجمع البحرين ومطلع البدرين /,Itqān fī ʻulūm al-Qurʼān,اتقان في علوم القرآن,Itqān fī ʻulūm al-Qurʼān,Q11650
titles.csv,Majmaʻ al-fatāwá /,مجمع الفتاوى /,,,Majmaʻ al-fatāwá,Q11871
titles.csv,Majmaʻ al-furs-i Surūrī dar bayān-i lughat-i Fārsī,مجمع الفرس سرورى در بيان لغة فارسى,,,Majmaʻ al-furs-i Surūrī dar bayān-i lughat-i Fārsī,Q18549
titles.csv,Majmaʻ al-furs-i Surūrī dar bayān-i lughat-i Fārsī.,مجمع الفرس سرورى در بيان لغة فارسى,,,Majmaʻ al-furs-i Surūrī dar bayān-i lughat-i Fārsī,Q18549
titles.csv,Majmaʻ al-ṣiyagh /,مجمع الصىغ /,,,Majmaʻ al-ṣiyagh,Q51933
titles.csv,Majmaʻ biḥār al-anwār fī gharāʼib al-tanzīl wa-laṭāʼif al-akhbār,مجمع بحار الانوار في غرائب التنزيل ولطائف الاخبار,,,Majmaʻ biḥār al-anwār fī gharāʼib al-tanzīl wa-laṭāʼif al-akhbār,Q11796
titles.csv,Majmaʻ biḥār al-anwār fī gharāʼib al-tanzīl wa-laṭāʼif al-akhbār,مجمع بحار الانوار في غرائب التنزيل ولطائف الاخبار,,,Majmaʻ biḥār al-anwār fī gharāʼib al-tanzīl wa-laṭāʼif al-akhbār,Q11796
titles.csv,Majmūat ʻaqāʼid,مجموة عقائد.,,,Majmūat ʻaqāʼid,Q11992
titles.csv,Majmūat ʻaqāʼid,مجموة عقائد.,,,Majmūat ʻaqāʼid,Q11992
titles.csv,Majmūʻ adabīyāt,مجموع ادبيات.,,,Majmūʻ adabīyāt,Q12109
titles.csv,Majmūʻ adabīyāt,مجموع ادبيات.,,,Majmūʻ adabīyāt,Q12109
titles.csv,Majmūʻah,[مجموعة],,,Majmūʻah,Q18453
titles.csv,Majmūʻah.,[مجموعة],,,Majmūʻah,Q18453
titles.csv,Majmūʻah az taʾlīfāt-i marḥūm-i Āghā Jaʻfar Vāʻiẓ,مجموعة از تألىفات مرحوم آغا جعفر واعظ,,,Majmūʻah az taʾlīfāt-i marḥūm-i Āghā Jaʻfar Vāʻiẓ,Q52000
titles.csv,Majmūʻah fīhā nuqūl min kutub mukhtalifah ghālibuhā fawāʼid wa-nubadh tataʻalliqu bi-al-ʻulūm al-naẓarīyah min kalām wa-mantiq wa-ḥikmah wa-ʻulūm al-balāghah,مجموعة فيها نقول من كتب مختلة غالها فوائد ونبذ تتعلق بالعلوم النظرية من كلام ومنتق وحكمة وعلوم البلاغة,,,Rhetoric text,Q54646
titles.csv,Majmūʻah ḥisābīyah,مجموعة حسابية.,,,Majmūʻah ḥisābīyah,Q11741
titles.csv,Majmūʻah ḥisābīyah,مجموعة حسابية.,,,Majmūʻah ḥisābīyah,Q11741
titles.csv,Majmūʻah-i ashʻār,,,,Majmūʻah,Q18453
titles.csv,Majmūʻah-i ghazalīyāt va mas̲navīyāt va mukhammas va rasāʾil-i Shaykh ʻAlī Ḥazīn,مجموعه غزليات و مثنويات و مخمس و رسائل شىخ على حزىن,,,Majmūʻah,Q18453
titles.csv,Majmūʻah-i inshāʾ-i dībāchah-i nivishtajāt,مجموعه انشاء دىباچه نوشتجات,,,Majmūʻah,Q18453
titles.csv,Majmūʻah-i nāyāb,مجموعۀ ناياب,,,Majmūʻah-i nāyāb,Q12747
titles.csv,Majmūʻah-i nāyāb,مجموعۀ ناياب,,,Majmūʻah-i nāyāb,Q12747
titles.csv,Majmūʻah-i panjkutub; avval risālah dar faz̤āʼil-i Banī ʻAbbās,مجموعه پنجکتب,,,Majmūʻah,Q18453
titles.csv,Majmūʻah-i rasāʼil ...,مجموعه رسائل ...,,,Majmūʻah,Q18453
titles.csv,Majmūʻah-i risālāt,,Works,,Works,Q5989
titles.csv,Majmūʻah-i sulṭānī,مجموعه سلطانى,,,Majmūʻah,Q18453
titles.csv,Majmūʻah laṭīfah tashtamilu ʻalá sajʻ fāyiq wa-naẓm rāyiq wa-akhbār wa-ghurar asmār /,مجموعة لطيفة تشتمل على سجع فايق ونظم رايق واخبار وغرر اسمار.,,,Majmūʻah laṭīfah tashtamilu ʻalá sajʻ fāyiq wa-naẓm rāyiq wa-akhbār wa-ghurar asmār,Q11641
titles.csv,Majmūʻah laṭīfah tashtamilu ʻalá sajʻ fāyiq wa-naẓm rāyiq wa-akhbār wa-ghurar asmār /,مجموعة لطيفة تشتمل على سجع فايق ونظم رايق واخبار وغرر اسمار.,,,Majmūʻah laṭīfah tashtamilu ʻalá sajʻ fāyiq wa-naẓm rāyiq wa-akhbār wa-ghurar asmār,Q11641
titles.csv,Majmūʻah rasāʼil,مجموعة رسائل.,,,Majmūʻah rasāʼil,Q11977
titles.csv,Majmūʻah rasāʼil,مجموعة رسائل.,,,Majmūʻah rasāʼil,Q11977
titles.csv,Majmūʻah shiʻrīyah muntakhabah min al-kitāb al-mashhūr al-musammá al-Badr al-sāfir ʻan uns al-musāfir ... etc,"مجموعة شعرية منتخبة من الكتاب المشهور المسمى البدر السافر عن انس المسافر















































				... الخ",,,Majmūʻah shiʻrīyah muntakhabah min al-kitāb al-mashhūr al-musammá al-Badr al-sāfir ʻan uns al-musāfir,Q11846
titles.csv,Majmūʻah shiʻrīyah muntakhabah min al-kitāb al-mashhūr al-musammá al-Badr al-sāfir ʻan uns al-musāfir ... etc,"مجموعة شعرية منتخبة من الكتاب المشهور المسمى البدر السافر عن انس المسافر















































				... الخ",,,Majmūʻah shiʻrīyah muntakhabah min al-kitāb al-mashhūr al-musammá al-Badr al-sāfir ʻan uns al-musāfir,Q11846
titles.csv,Majmūʻah ṭibbīyah,مجموعة طبية,,,Majmūʻah ṭibbīyah,Q11827
titles.csv,Majmūʻah ṭibbīyah,مجموعة طبية,,,Majmūʻah ṭibbīyah,Q11827
titles.csv,Majmūʻah-yi ashʻār,,,,Majmūʻah,Q18453
titles.csv,Majmūʻah-ʼi Bhagat Māl,[مجموعۀ بهگت مال],,,Majmūʻah-ʼi Bhagat Māl,Q18430
titles.csv,Majmūʻah-ʼi Bhagat Māl.,[مجموعۀ بهگت مال],,,Majmūʻah-ʼi Bhagat Māl,Q18430
titles.csv,Majmūʻah-ʼi Mawlānā ʻUrfī Shīrāzī,مجموعۀ مولانا عرفى شىرازى,Works,,Works,Q5989
titles.csv,Majmūʻah-ʾi Akbarī /,مجموعۀ اکبرى /,,,Majmūʻah,Q18453
titles.csv,Majmūʻah-ʾi naẓm-i zar az Haft awrang-i /,مجموعۀ نظم زر از هفت اورنگ /,Haft awrang,هفت اورنگ,Haft Awrang,Q27579
titles.csv,Majmūʻat alghāz wa-nawādir,مجموعة الغاز ونوادر.,,,Majmūʻat alghāz wa-nawādir,Q11872
titles.csv,Majmūʻat alghāz wa-nawādir,مجموعة الغاز ونوادر.,,,Majmūʻat alghāz wa-nawādir,Q11872
20240829-titles-princeton-marcxml-turkish-enriched-add.csv,Majmūʻat al-ṣukūk al-sharʻīyah,مجموعة الصكوك الشرعية,,,Majmūʻat al-ṣukūk al-sharʻīyah,Q55133
titles.csv,Majmūʻat ashghāl al-mūsīqah wa-al-nawbāt al-sabʻah wa-al-uṣūlāt al-ithnayn wa-sabʻīn uṣūl,"مجموعة اشغال الموسيقة والنوبات السبعة والاصولات الاثنين وسبعين















































				اصول.",,,Majmūʻat ashghāl al-mūsīqah wa-al-nawbāt al-sabʻah wa-al-uṣūlāt al-ithnayn wa-sabʻīn uṣūl,Q12172
titles.csv,Majmūʻat ashghāl al-mūsīqah wa-al-nawbāt al-sabʻah wa-al-uṣūlāt al-ithnayn wa-sabʻīn uṣūl,"مجموعة اشغال الموسيقة والنوبات السبعة والاصولات الاثنين وسبعين















































				اصول.",,,Majmūʻat ashghāl al-mūsīqah wa-al-nawbāt al-sabʻah wa-al-uṣūlāt al-ithnayn wa-sabʻīn uṣūl,Q12172
titles.csv,Majmūʻat ashʻār fī madḥ sayyidī Aḥmad al-Badawī,مجموعة اشعار في مدح سيدي احمد البدوي.,,,Majmūʻat ashʻār fī madḥ sayyidī Aḥmad al-Badawī,Q12051
titles.csv,Majmūʻat ashʻār fī madḥ sayyidī Aḥmad al-Badawī,مجموعة اشعار في مدح سيدي احمد البدوي.,,,Majmūʻat ashʻār fī madḥ sayyidī Aḥmad al-Badawī,Q12051
titles.csv,Majmūʻat ashʻār mukhtalifah,مجموعة اشعارمختلفة.,,,Majmūʻat ashʻār mukhtalifah,Q11818
titles.csv,Majmūʻat asʼilat imtiḥān ... etc,مجموعة اسئلة امتحان ... الخ.,,,Majmūʻat asʼilat imtiḥān,Q11761
titles.csv,Majmūʻat asʼilat imtiḥān ... etc,مجموعة اسئلة امتحان ... الخ.,,,Majmūʻat asʼilat imtiḥān,Q11761
titles.csv,Majmuʻat qaṣāʼid /,مجموعة قصائد.,,,Majmuʻat qaṣāʼid,Q11781
titles.csv,Majmuʻat qaṣāʼid /,مجموعة قصائد.,,,Majmuʻat qaṣāʼid,Q11781
titles.csv,Majmūʻat qaṣāʼid wa-ashʻār wa-mawwālāt wa-ghayr dhālik,مجموعة قصائد واشعار وموالات وغير ذلك.,,,Majmūʻat qaṣāʼid wa-ashʻār wa-mawwālāt wa-ghayr dhālik,Q11898
titles.csv,Majmūʻat qaṣāʼid wa-ashʻār wa-mawwālāt wa-ghayr dhālik,مجموعة قصائد واشعار وموالات وغير ذلك.,,,Majmūʻat qaṣāʼid wa-ashʻār wa-mawwālāt wa-ghayr dhālik,Q11898
titles.csv,Majmūʻat qiṭaʻ adabīyah,مجموعة قطع ادبية,,,Majmūʻat qiṭaʻ adabīyah,Q11682
titles.csv,Majmūʻat qiṭaʻ adabīyah,مجموعة قطع ادبية,,,Majmūʻat qiṭaʻ adabīyah,Q11682
titles.csv,Majmūʻ fīhi khamsat rasāyil li-Nūḥ Afandī,مجموع فيه خمسة رسايل لنوح افندي.,,,Majmūʻ fīhi khamsat rasāyil li-Nūḥ Afandī,Q11986
titles.csv,Majmūʻ fīhi khamsat rasāyil li-Nūḥ Afandī,مجموع فيه خمسة رسايل لنوح افندي.,,,Majmūʻ fīhi khamsat rasāyil li-Nūḥ Afandī,Q11986
titles.csv,Majmūʻ fīhi rasāʼil al-imtiḥān min al-Muṭawwal,مجموع فيه رسائل الامتحان من المطول,,,Majmūʻ fīhi rasāʼil al-imtiḥān min al-Muṭawwal,Q54443
titles.csv,Majmūʻ ḥuwiyá kitābayn ʻaẓīmayn,مجموع حويى كتابين عظيمين :,,,Majmūʻ ḥuwiyá kitābayn ʻaẓīmayn,Q39586
titles.csv,Majmūʻ laṭīf ḥāwī min kull shiʻr ẓarīf wa-fīhi min kalām Ibn al-Darrā wa-Turjumān al-ashwāq,"مجموع لطيف حاوي من کل شعر ظريف وفيه من کلام ابن الدرا وترجمان















































				الاشواق.",,,Majmūʻ laṭīf ḥāwī min kull shiʻr ẓarīf wa-fīhi min kalām Ibn al-Darrā wa-Turjumān al-ashwāq,Q11982
titles.csv,Majmūʻ laṭīf ḥāwī min kull shiʻr ẓarīf wa-fīhi min kalām Ibn al-Darrā wa-Turjumān al-ashwāq,"مجموع لطيف حاوي من کل شعر ظريف وفيه من کلام ابن الدرا وترجمان















































				الاشواق.",,,Majmūʻ laṭīf ḥāwī min kull shiʻr ẓarīf wa-fīhi min kalām Ibn al-Darrā wa-Turjumān al-ashwāq,Q11982
titles.csv,Majmūʻ mubārak,مجموع مبارك.,,,Majmūʻ mubārak,Q12162
titles.csv,Majmūʻ rasāʾil fī ʻilm al-falak,مجموع رسائل في علم الفلك,,,Astronomical texts,Q3129
titles.csv,Majmūʻ ẓarīf min laṭāyif wa-raqayiq wa-ẓarāyif wa-daqāyiq wa-qaṣāyid sanīyah wa-nukat adabīyah ...,مجموع ظريف من لطايف ورقايق وظرايف ودقايق وقصايد سنية ونکت ادبية.,,,Majmūʻ ẓarīf min laṭāyif wa-raqayiq wa-ẓarāyif wa-daqāyiq wa-qaṣāyid sanīyah wa-nukat adabīyah,Q12098
titles.csv,Majmūʻ ẓarīf min laṭāyif wa-raqayiq wa-ẓarāyif wa-daqāyiq wa-qaṣāyid sanīyah wa-nukat adabīyah ...,مجموع ظريف من لطايف ورقايق وظرايف ودقايق وقصايد سنية ونکت ادبية.,,,Majmūʻ ẓarīf min laṭāyif wa-raqayiq wa-ẓarāyif wa-daqāyiq wa-qaṣāyid sanīyah wa-nukat adabīyah,Q12098
titles.csv,Majūʻah fī awwalhā Matn al-Hamzīyah ... etc,مجوعة في اولها متن الهمزية ... الخ.,,,Majūʻah fī awwalhā Matn al-Hamzīyah,Q11713
titles.csv,Majūʻah fī awwalhā Matn al-Hamzīyah ... etc,مجوعة في اولها متن الهمزية ... الخ.,,,Majūʻah fī awwalhā Matn al-Hamzīyah,Q11713
20240829-titles-princeton-marcxml-turkish-enriched-add.csv,Makalat-ı /,مقالات /,,,Poetry,Q1330
titles.csv,Makaranda,मकरन्द,Makarandasāranī,,Makarandasāranī,Q27676
titles.csv,Makarandasāriṇi,मकरन्दसारिणि,Makarandasāranī,,Makarandasāranī,Q27676
titles.csv,Makātīb,مکاتىب,Correspondence,,Correspondence,Q38385
titles.csv,Makhzan al-Afghānī,مخزن الافغانى,,,Makhzan al-Afghānī,Q51815
titles.csv,Makhzan al-Asrār,,,,Makhzan al-asrār,Q27799
titles.csv,Makhzan al-bukāʼ fī muṣībat Sayyid al-Shuhadāʼ,مخزن البكاء في مصيبة سيد الشهداء,Makhzan al-bukāʼ,مخزن البكاء,Makhzan al-bukāʼ,Q51916
titles.csv,Maktūbāt,,Correspondence,,Correspondence,Q38385
titles.csv,Maktūbāt-i Shaykh Aḥmad al-Fārūqī al-Naqshabandī ... [etc,مکتوبات شىخ احمد الفاروقى النقشبندى,Correspondence,,Correspondence,Q38385
titles.csv,Malamāsavrata,मलमासव्रत,Puranas,,Puranas,Q27588
titles.csv,Malavolti family records of guardianship,,,,Family documents,Q6997
titles.csv,Malefitzsachen veindlicher Bekhanntnusser ingefangen den 30 Maii anno 1572 ... etc,,,,Malefitzsachen veindlicher Bekhanntnusser,Q5016
titles.csv,Mallārikavacastotra,मल्लारिकवचस्तोत्र,Puranas,,Puranas,Q27588
titles.csv,Mallārimahātmya,मल्लारिमहात्म्य,Puranas,,Puranas,Q27588
titles.csv,Mallārisahasranāma,मल्लारिसहस्रनाम,Puranas,,Puranas,Q27588
titles.csv,Mallārisahasranāmastotra,मल्लारिसहस्रनामस्तोत्र,Puranas,,Puranas,Q27588
titles.csv,Malogranatus and other texts,,,,Malogranatus,Q5965
titles.csv,Man'yōshū chōka tanka no setsu,萬葉集長歌短歌之說,,,Man'yōshū chōka tanka no setsu,Q12719
titles.csv,Man'yōshū chōka tanka no setsu,萬葉集長歌短歌之說,,,Man'yōshū chōka tanka no setsu,Q12719
titles.csv,Manafi al-hayawan...,,,,Manafi al-Hayawan,Q39587
titles.csv,Manāfiʻ al-muslimīn,منافع المسلمىن,,,Manāfiʻ al-muslimīn,Q51818
titles.csv,Manāfiʻ-i kalāgh ...,منافع کلاغ ...,Manāfiʻ al-ḥayawān,,Manafi al-Hayawan,Q39587
titles.csv,Manāqib al-Imām Abū Bakr ibn Qiwām,مناقب الامام ابي بکر ابن قوام.,,,Manāqib al-Imām Abū Bakr ibn Qiwām,Q12028
titles.csv,Manāqib al-Imām Abū Bakr ibn Qiwām,مناقب الامام ابي بکر ابن قوام.,,,Manāqib al-Imām Abū Bakr ibn Qiwām,Q12028
titles.csv,Manār,منار.,,,Manār,Q11931
titles.csv,Manārāt al-sāʼirīn ilá Allāh wa-maqāmāt al-ṭāʼirīn bi-Allāh / taʼlīf al-Imām al-ʻĀrif al-Ustādh Najm al-Dīn Muḥammad al-Asadī al-Rāzī al-shahīr bi-Ibn Shāhāwar,,Manārāt al-sāʼirīn wa-maqāmāt al-ṭāʼirīn,,Manārāt al-sāʼirīn wa-maqāmāt al-ṭāʼirīn,Q39588
titles.csv,Manār Ibn Malak min al-uṣūl,منار ابن ملك من الاصول.,Sharḥ Manār al-anwār fī uṣūl al-fiqh,شرح منار الانوار في اصول الفقه,Sharḥ Manār al-anwār fī uṣūl al-fiqh,Q3722
titles.csv,Mānasapūjākathana,मानसपूजाकथन,Pāñcarātra,,Pāñcarātra,Q27765
titles.csv,Manāsik al-ḥajj /,مناسك الحج /,,,Manāsik al-ḥajj,Q12009
titles.csv,Manāsik al-ḥajj /,مناسك الحج /,,,Manāsik al-ḥajj,Q12009
titles.csv,Manāsik-i ḥajj] ... [etc,مناسک حج ... الخ,,,Manāsik-i ḥajj,Q51865
titles.csv,Manaṣṣat al-ʻadhārá fī sharḥ Quṣārá,,,,Manaṣṣat al-ʻadhārá fī sharḥ Quṣārá,Q54356
titles.csv,Manāẓir al-inshāʾ /,مناظر الانشاء /,,,Manāẓir al-inshāʾ,Q51949
titles.csv,Mandate; concerning the diocese of Lisbon,,,,Mandate,Q39589
titles.csv,Māṇḍūkyopaniṣad,माण्डूक्योपनिषद्,Upanishads,,Upanishads,Q27718
titles.csv,Manevi şerhi,معنوى شرحى,Şerh-i maʻnevi-i şerif,شرح معنوى شريف,Şerh-i maʻnevi-i şerif,Q39999
titles.csv,Manevi şerhi,معنوى شرحى,Şerh-i maʻnevi-i şerif,شرح معنوى شريف,Şerh-i maʻnevi-i şerif,Q39999
titles.csv,Maṅgalāgaurīvratakathā,मङ्गलागौरीव्रतकथा,Puranas,,Puranas,Q27588
titles.csv,Maṅgalaprokta,मङ्गलप्रोक्त,Tantras,,Tantras,Q27776
titles.csv,Maṅgalastotra,मङ्गलस्तोत्र,Puranas,,Puranas,Q27588
titles.csv,Manhaj al-fāz̤ilīn,منهج الفاضلىن,,,Manhaj al-fāz̤ilīn,Q51852
titles.csv,Manhaj al-sālik ilá Alfīyat Ibn Mālik,,,,Manhaj al-sālik ilá Alfīyat Ibn Mālik,Q54561
titles.csv,Maniere diverse di mesurare le distanze & le altezze,,,,Maniere diverse di mesurare le distanze & le altezze,Q39590
titles.csv,Maṇimūla,मणिमूल,Anumānakhaṇḍa,,Anumānakhaṇḍa,Q27622
titles.csv,Manipulus curatorum,,,,Manipulus curatorum,Q17579
titles.csv,Manipulus florum,,,,Manipulus florum,Q1371
