File,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_as_recorded_agr,authorized_label,ds_qid
titles.csv,De accidentibus animae rationalis,,,,De accidentibus animae rationalis,Q7860
titles.csv,De aeternitate mundi,,,,On the eternity of the world,Q44041
titles.csv,De agricultura,,De re rustica,,De agricultura,Q39282
titles.csv,De Amore Dei,,,,De amore Dei,Q1403
titles.csv,De amore et dilectione Dei (On the love and favor of God); De doctrina dicendi et tacendi (On the doctrine of speaking and keeping silent); De ritu et moribus Indorum (On the rites and ways of the Indians); Historia de preliis Alexandri Magni (History of the battles of Alexander the Great); Pseudo-Sibylline Prophecy; Sermones quattuor (Four sermons),,,,De amore Dei,Q1403
titles.csv,"De amore et dilectione dei et proximi, ac de forma vitae ... etc",,,,Liber de amore et dilectione dei et proximi et aliarum rerum et de forma vitae,Q7810
titles.csv,De animalibus,,,,De animalibus,Q5047
titles.csv,De arca Noe morali et mystica,,,,De arca Noe,Q1401
titles.csv,De arte cognoscendi venena,,,,De arte cognoscendi venena,Q44037
titles.csv,De arte metrica,,,,De arte metrica,Q1402
titles.csv,Death of the Blessed Virgin Mary,,,,Death of the Blessed Virgin Mary,Q39283
titles.csv,"Death with armful of symbols of rank, in a churchyard",,,,Death,Q51662
titles.csv,De balneis Sancti Cassiani et aliis,,,,De balneis Sancti Cassiani,Q44034
titles.csv,De balneis viterbiensibus,,,,De balneis viterbiensibus,Q44033
titles.csv,Débat sur le roman de la rose,,,,"The Debate on the ""Romance of the Rose""",Q39284
titles.csv,De bello Catelinario; De bello Jugurtino,,,,Bellum Catilinae,Q17541
titles.csv,De bello Catilinae; De bello Iugurthino,,,,Bellum Catilinae,Q17541
titles.csv,De Bello Catilinae and De Bello Jugurthinum,,,,Bellum Catilinae,Q17541
titles.csv,De bello Gotorum,,History of the wars,,De bello Gotorum,Q39285
titles.csv,De Bello Iudaico,,,,The Jewish War,Q356
titles.csv,De bello Turcico,,,,De bello Turcico,Q39286
titles.csv,De beneficiis,,,,De beneficiis,Q44048
titles.csv,De bestiis et aliis rebus; seu Columba deaurata,,,,De bestiis,Q39287
titles.csv,Decameron,,Decamerone.,,Decameron,Q7855
titles.csv,De Canticis canticorum,,,,Cantica canticorum,Q5487
titles.csv,De casibus conscientiae ... etc,,,,Summa de casibus conscientiae,Q813
titles.csv,De casibus vivorum illustrium in French,,De casibus virorum illustrium,,De casibus virorum illustrium,Q362
titles.csv,De casu diaboli (On the Fall of the Devil),,,,De casu diaboli,Q20028
titles.csv,Deccani portrait album,,,,Portrait album,Q18439
titles.csv,Deccani portrait album.,,,,Portrait album,Q18439
titles.csv,De celesti hierarchia; and other texts,,Works,,Astrological text,Q20378
titles.csv,De censuris ecclesiasticis; Three papal bulls,,,,Tractatus de censuris ecclesiasticis,Q19965
titles.csv,Decimi Iunii Iuvenalis Aquinatis satirici libri,,Saturae,,Satires,Q1364
titles.csv,De civitate Dei,,,,De civitate Dei,Q6047
titles.csv,Declaration of receipt of dowry,,,,Receipt,Q5981
titles.csv,Declaration of receipt of ox,,,,Receipt,Q5981
titles.csv,Declaratio theatri coeli et terrae,,,,Declaratio theatri coeli et terrae,Q39288
titles.csv,Declaratorio sopra la regola del padre nostro sancto Benedetto ... etc,,,,Declaratorio sopra la regola del padre nostro sancto Benedetto,Q7240
titles.csv,De claustro animae,,,,De claustro animae,Q19989
titles.csv,De claustro animae (The cloister of the soul),,,,De claustro animae,Q19989
titles.csv,De claustro animae libri IV,,,,De claustro animae,Q19989
titles.csv,De coloribus urinae ... etc,,,,De coloribus urinae,Q5486
titles.csv,De conceptu virginali et de originali peccatu,,,,De conceptu virginali et originali peccato,Q1442
titles.csv,De coniuratione Catiline et Bellum Jugurthinum,,Bellum Catilinae,,Bellum Catilinae,Q17541
titles.csv,De conscientia aedificandi,,,,De conscientia aedificandi,Q39937
titles.csv,De Consideratione,,,,De consideratione,Q10840
titles.csv,De consideratione (On Consideration),,,,De consideratione,Q10840
titles.csv,De consolacio,,De consolatione philosophiae,,De consolatione philosophiae,Q2832
titles.csv,De consolatione philosophiae,,De consolatione philosophiae (Ms. UCB 100),,De consolatione philosophiae,Q2832
titles.csv,De consolatione philosophiae,,,,De consolatione philosophiae,Q2832
titles.csv,De consolatione philosophiae,,De consolatione philosophiae,,De consolatione philosophiae,Q2832
titles.csv,De consolatione philosophiae; De mirabilis mundi; Grammatical treatise ?; Unidentified theological treatise; Miscellany,,,,De consolatione philosophiae,Q2832
titles.csv,De consolatione philosophiae / Boetius,,De consolatione philosohiae,,De consolatione philosophiae,Q2832
titles.csv,De consolatione philosophiae] / Boetius,,De consolatione philosohiae,,De consolatione philosophiae,Q2832
titles.csv,De Consolatione Philosophie /,,De consolatione philosophiae,,De consolatione philosophiae,Q2832
titles.csv,De consuetudinibus et conditionibus orientalium regionum /,,Travels of Marco Polo.,,Travels of Marco Polo,Q12758
titles.csv,De contemplatione Christi,,,,De contemplatione Christi,Q39289
titles.csv,De contractibus mercatorum and other legal and theological texts /,,De contractibus mercatorum,,Legal texts,Q6030
titles.csv,Decorated border detail,,,,Border detail,Q39453
titles.csv,Decorated initial A,,,,Decorated initial,Q19949
titles.csv,Decorated initial B,,,,Decorated initial,Q19949
titles.csv,Decorated initial C,,,,Decorated initial,Q19949
titles.csv,Decorated initial D,,,,Decorated initial,Q19949
titles.csv,Decorated initial G,,,,Decorated initial,Q19949
titles.csv,Decorated initial H,,,,Decorated initial,Q19949
titles.csv,Decorated initial I,,,,Decorated initial,Q19949
titles.csv,Decorated initial L,,,,Decorated initial,Q19949
titles.csv,Decorated initial M,,,,Decorated initial,Q19949
titles.csv,Decorated Initial Music Fragment,,,,Decorated initial,Q19949
titles.csv,Decorated initial N,,,,Decorated initial,Q19949
titles.csv,Decorated initial O,,,,Decorated initial,Q19949
titles.csv,Decorated initial P,,,,Decorated initial,Q19949
titles.csv,Decorated initial Q,,,,Decorated initial,Q19949
titles.csv,Decorated initial S,,,,Decorated initial,Q19949
titles.csv,"Decorated initials, cuttings",,,,Decorated initial,Q19949
titles.csv,Decorated initial T,,,,Decorated initial,Q19949
titles.csv,"Decorated leaf from a psalter, probably from Northern France",,,,Psalter,Q660
titles.csv,De corpore et sanguine Domini,,,,De corpore et sanguine Domini,Q812
titles.csv,"Decree of legitimacy for the natural children of Giovanni Cornelio, Count Palatine",,,,Decree,Q8177
titles.csv,Decretales,,,,Decretals,Q1447
titles.csv,Decretales (a.k.a. Liber extra),,,,Decretals of Gregory IX,Q2831
titles.csv,Decretales (glossed),,,,Decretals,Q1447
titles.csv,Decretales (Liber extra),,,,Decretals of Gregory IX,Q2831
titles.csv,Decretales abbreviate,,Decretales Gregorii IX.,,Decretals of Gregory IX,Q2831
titles.csv,Decretales Gregorii IX,,Decretales Gregorii IX,,Decretals of Gregory IX,Q2831
titles.csv,Decretalium,,,,Decretals,Q1447
titles.csv,Decretals,,Decretals,,Decretals,Q1447
titles.csv,Decretals,,,,Decretals,Q1447
titles.csv,Decretals and other fragments /,,,,Decretals,Q1447
titles.csv,Decretalsglossed,,,,Decretals,Q1447
titles.csv,Decretals of Gregory IX,,Decretales Gregorii IX (Ms. UCB 235),,Decretals of Gregory IX,Q2831
titles.csv,"Decretals of Gregory IX, commentary on",,,,Commentary on Decretals of Gregory IX,Q42436
titles.csv,Decretalswith commentary,,,,Decretals,Q1447
titles.csv,Decretals with Glossa ordinaria of bernardo da parma,,,,Decretals,Q1447
titles.csv,Decreto di banco feneratitio,,,,Decree,Q8177
titles.csv,Decretorum per dominum Iohannem de Auerbach,,,,Decretals,Q1447
titles.csv,Decretum,,,,Decretals,Q1447
titles.csv,Decretum Gratiani seu Concordia discordantium canonum,,,,Decretum Gratiani,Q1428
titles.csv,Decretumor Concordantia discordantium canonum,,,,Decretum Gratiani,Q1428
titles.csv,De decem praeceptis decalogi,,,,De decem praeceptis decalogi,Q7535
titles.csv,De descriptione terre sancte ... etc,,,,De descriptione terre sancte,Q7551
titles.csv,De die iudicii,,,,De die Iudicii,Q814
titles.csv,De differentia translationis nostrae ab hebraica littera veteris testamentum,,,,De differentia translationis nostrae ab Hebraica littera Veteris testamentum,Q19997
titles.csv,De diversis prologis martilogii per quos patet quantam diligentiam sancti et antiqui ad conpilationem huius opusculi habeant.,,,,Martyrology,Q19946
titles.csv,De divinis institutionibus,,Divinae institutiones,,De divinis institutionibus,Q39290
titles.csv,De duobus amantibus,,,,De duobus amantibus,Q866
titles.csv,De duodecim abusionibus claustri /,,,,De duodecim abusionibus claustri,Q39938
titles.csv,De duodecim abusionibus claustri Hugo de Sancto Victore,,,,De duodecim abusionibus claustri,Q39938
titles.csv,De duodecim abusionibus saeculi,,,,De duodecim abusivis,Q1424
titles.csv,De ecclesiasticis sacramentis et officiis,,,,Sacramental text,Q39291
titles.csv,Deed,,,,Deed,Q1319
titles.csv,"Deed, 1311 Dec., declaring that Squire En Posat gives in fief to Esteve Sebelia his part of a ""borie"" in the territory of Cauzieiras",,,,Deed,Q1319
titles.csv,"Deed for a gift made by Iohannis, commander of Ravenna and his wife Stefania to Iohannia, abbess of the monastary of San Giovanni Battista (called ad Navicula)",,,,Deed,Q1319
titles.csv,"Deed for sale of five arouras of land, at a cost of 200 silver drachmas, near the village of Bacchias in the topos of Pouatb",,,,Deed of sale,Q12738
titles.csv,Deed for sale of land,,,,Deed of sale,Q12738
titles.csv,"Deed of a dowry of 250,000 ducats to Maria de Urria",,,,Deed,Q1319
titles.csv,Deed of confiscated property,,,,Deed,Q1319
20240829-titles-princeton-marcxml-turkish-enriched-add.csv,Deed of endowment; of eş-Şeyh Mehmet Rıza Efendi bin eş-Şeyh İbrahim Efendi,,,,Deed,Q1319
titles.csv,Deed of exchange,,,,Deed,Q1319
titles.csv,"Deed of John Davnay, ca. 1600, granting all his lands, tenements and goods to his sons John and William",,,,Deed,Q1319
titles.csv,Deed Recording a Grant (in French),,,,Deed,Q1319
titles.csv,"Deed to two messuages in Candlewick Street, St. Mary's Abchurch, London, 1601 December 11",,,,Deed,Q1319
titles.csv,De educatione liberorum et eorum claris morbis,,,,De educatione liberorum et eorum claris moribus,Q7817
titles.csv,"De elevatione, note with signatures of Martin Luther and Johannes Bugenhagen (1485-1558)",,,,De elevatione,Q17630
titles.csv,De Emendacione Vite sive Regula Vivendi,,,,Emendatio vitae,Q1459
titles.csv,De ente et essentia,,,,On being and essence,Q44040
titles.csv,De epidemia et peste,,,,De epidemia et peste,Q44038
titles.csv,De eruditione principum,,,,De eruditione principum,Q39292
titles.csv,De excellentibus ducibus exterarum gentium,,,,De excellentibus ducibus exterarum gentium,Q39939
titles.csv,De fallaciis que sepius occurrunt in sacra pagina ... etc,,,,De fallaciis,Q12743
titles.csv,De famulatu philosophiae evangelio domini nostri Iesu Christi et pauperibus evangelicis viris,,,,De famulatu philosophiae evangelio domini nostri Iesu Christi et pauperibus evangelicis viris,Q39293
titles.csv,Defensio Civitatis Neapolitane Petri Gravina Canonici Neapolitani Carmen quo Perthenope alloquitur,,,,Defensio civitatis Neapolitanae,Q39294
titles.csv,De fide,,,,De fide,Q39295
titles.csv,De fide catholica ex veteri et novo testamento,,,,De fide catholica,Q39296
titles.csv,De finibus,,,,De finibus,Q1331
titles.csv,De finibus bonorum et malorum,,,,De finibus bonorum et malorum,Q27735
titles.csv,De forma honestae vitae; De institutione monachorum,,,,De forma honestae vitae,Q19972
titles.csv,De Genesi ad litteram,,,,De Genesi ad litteram,Q39297
titles.csv,De gradibus humilitatis et superbiae tractatus,,,,De gradibus humilitatis et superbiae tractatus,Q39298
titles.csv,De haeresibus,,,,De haeresibus,Q1323
titles.csv,De heresis adversus chirstainum fidem,,,,De heresis adversus christianum fidem,Q1473
titles.csv,De humana miseria,,,,De humana miseria,Q39299
titles.csv,De imitatione Christi,,Imitatio Christi,,De imitatione Christi,Q17565
titles.csv,De Imitatione Christi and other devotional works,,,,De imitatione Christi,Q17565
titles.csv,De imitatione Christi et contemptu omnium vanitatum mundi,,Imitatio Christi\\\\|Imitatio Christi,,De imitatione Christi,Q17565
titles.csv,De imitatione Christi et contemptu omnium vanitum mundi,,Imitatio Christi\\\\|Imitatio Christi,,De imitatione Christi,Q17565
titles.csv,De impressionibus,,,,De impressionibus,Q44029
titles.csv,De improbatione concentricorum et epicyclorum ... etc,,,,De improbatione concentricorum et epicyclorum,Q7808
titles.csv,De institutione musica,,,,De institutione musica,Q3719
titles.csv,De institutione religiosorum,,,,De institutione religiosorum,Q16429
titles.csv,De intellectu,,,,De intellectu,Q1413
titles.csv,Deiphira,,,,Deiphira,Q39300
titles.csv,De ira Dei,,,,On the Anger of God,Q39940
titles.csv,De l'amour de Leriano a Laureolle,,Cárcel de amor,,Cárcel de amor,Q48623
20240829-titles-princeton-marcxml-turkish-enriched-add.csv,Delail ül-şerif şerhi,دلائل الشريف شرحى,,,Delail ül-şerif şerhi,Q55083
titles.csv,De la manera che se havia de governar en la privanza,,,,De la manera che se havia de governar en la privanza,Q39301
titles.csv,De lapide Begaar,,,,De lapide begaar,Q44036
titles.csv,De lapidibus,,Liber lapidum (Ms. UCB 80),,Liber lapidum,Q39557
titles.csv,De la rapina di Proserpina,,De raptu Proserpinae.,,De raptu Proserpinae,Q7271
titles.csv,De las antigüedades de España,,Crónicas de España,,Chronicle,Q1475
titles.csv,De las doze cargas,,Aqui se contiene una disputa o controversia.,,Aqui se contiene una disputa o controversia,Q7025
titles.csv,De laudabilibus bonis,,,,De laudabilibus bonis,Q44046
titles.csv,De laudibus Beatae Mariae,,,,De laudibus beatae Mariae Virginis,Q44086
titles.csv,De laudibus beatae Mariae virgine libri IXX,,,,De laudibus beatae Mariae Virginis,Q44086
titles.csv,"Del bene de la vechiezza, Italian translation of De bono senectutis, made by Anchise Straccha of Bolzano (fl. 17th century)",,,,Libro del bene della Vecchiezza,Q17589
titles.csv,De legibus,,,,De legibus,Q1397
titles.csv,"Del estatuto Toledano, i çierta apologia",,,,Statute,Q7024
titles.csv,"Del estatuto Toledano, i çierta apologia",,,,Statute,Q7024
titles.csv,De libero arbitrio,,,,De libero arbitrio,Q39302
titles.csv,De liberorum educatione epithoma,,De liberorum educatione,,De liberorum educatione,Q39303
titles.csv,"Del linage y succession de los señores y caualleros del appellido de Mendoça dirigido al muy mag[nífi]co s[eñ]or don Fran[cis]co de Mendoça hijo del muy jll[ustre] S[eñ]or d[on] antj[o] de Mendoça uisorrey q[ue] fue de las p[ro]uincias de la Nueua Spaña y del Peru, e[n] las Jndias oçide[n]tales /",,,,Genealogies,Q4350
titles.csv,De locis et mirabilibus mundi,,,,De locis et mirabilibus mundi,Q1418
titles.csv,De los hechos de los Barbarosas; Al muy ille. Señor Don Pedro Alvarez y Osorio Marques de Astorga,,,,De los hechos de los Barbarosas,Q39304
titles.csv,Del Pero family deed,,,,Deed,Q1319
titles.csv,Del risco cioe iÌƒmensa letitia de la gloriosa nostra donÌƒa: alma v[er]zene Maria. ComaÌƒdameÌƒte X [versified]. Articoli ... de la fide [versified,,,,Del risco cioe iÌƒmensa letitia,Q6057
titles.csv,Del risco cioe iÌƒmensa letitia de la gloriosa nostra donÌƒa: alma verzene Maria. ComaÌƒdameÌƒte X versified. Articoli ... de la fide versified,,,,Del risco cioe iÌƒmensa letitia,Q6057
titles.csv,Del risco cioe iÌƒmensa letitia de la gloriosa nostra donÌƒa: alma verzene Maria. ComaÌƒdameÌƒte X versified. Articoli ... de la fide versified,,,,Del risco cioe iÌƒmensa letitia,Q6057
titles.csv,De ludo scachorum,,,,De ludo scachorum,Q39942
titles.csv,De ludo schacchorum seu de moribus hominum et officiis nobilium ... etc,,,,Liber super ludo scachorum,Q39305
titles.csv,De medicina equorum,,,,De medicina equorum,Q5967
titles.csv,De Medicina Equorum,,,,De medicina equorum,Q5967
titles.csv,De medicinis simplicibus,,,,De medicinis simplicibus,Q44039
titles.csv,De meditatione passionis christi per septem diei horas libellus ... etc,,,,De meditatione passionis Christi,Q39943
titles.csv,De meditatione passionis christi per septem diei horas libellus ... etc.,,,,De meditatione passionis Christi,Q39943
titles.csv,de memoria et reminiscentia,,,,De memoria et reminiscentia,Q1377
titles.csv,De Merles,,,,De Merles,Q5076
titles.csv,De mineralibus,,,,De mineralibus,Q44042
titles.csv,De miseria condicionis humane,,,,De miseria condicionis humane,Q1451
titles.csv,De miseria humanae conditionis,,,,De miseria condicionis humane,Q1451
titles.csv,"De miseria humane conditionis, and 20 other tracts or poems",,,,De miseria condicionis humane,Q1451
titles.csv,De misericordia,,,,De misericordia,Q7834
titles.csv,De miseriis curialium,,,,De miseriis curialium,Q865
titles.csv,De morbius et officys vivendi,,De ludo scachorum,,De ludo scachorum,Q39942
titles.csv,De morbo gallico,,,,De morbo gallico,Q44061
titles.csv,De moribus ecclesiae catholicae et de moribus Manichaeorum,,De moribus ecclesiae catholicae,,De moribus ecclesiae catholicae,Q7731
titles.csv,De morte Hieronymi ad Damasum,,,,De morte Hieronymi ad Damasum,Q39307
titles.csv,De morte Valerii Martialis,,,,De morte Valerii Martialis,Q39917
titles.csv,De motu cordis,,,,De motu cordis,Q44047
titles.csv,De mulieribus claris,,De mulieribus claris,,De mulieribus claris,Q39308
titles.csv,De natura balneorum,,,,De natura balneorum,Q44032
titles.csv,De natura rerum,,De natura rerum.,,De natura rerum,Q370
titles.csv,De navigatione,,,,De navigatione,Q39309
titles.csv,De Noe et Arca,,,,De Noe et arca,Q20414
titles.csv,De notariis et tabellionibus,,,,De notariis et tabellionibus,Q6011
titles.csv,DE NUPTIIS PAULLI SFORTIAE ET LU/ CRETIAE PIAE/ ACHILLIS STATII LUSITANI/ CARMEN,,,,Wedding poem,Q18364
titles.csv,De officiis,,,,De officiis,Q10836
titles.csv,De Officiis,,,,De officiis,Q10836
titles.csv,De officiis ; De amicitia ; De senectute ; Paradoxa,,Opera philosophica. Selections,,De officiis,Q10836
titles.csv,De officiis and other works,,,,De officiis,Q10836
titles.csv,De opificio Dei,,,,De opificio Dei,Q39944
titles.csv,De optimo imperatore,,Stratēgikos,,Stratēgikos,Q39310
titles.csv,De Oratore,,,,De oratore,Q10841
titles.csv,De oratore ; Orator ; Brutus,,Opera rhetorica. Selections,,De oratore,Q10841
titles.csv,De origine rerum,,,,De origine rerum,Q1436
titles.csv,De orthographia,,,,De orthographia,Q39311
titles.csv,De ortu et obitu sanctorum,,,,De ortu et obitu patrum,Q39312
titles.csv,De ortu scientiarum,,,,De ortu scientiarum,Q44043
titles.csv,De passionibus mulierum,,,,De passionibus mulierum,Q44067
titles.csv,De patriarchis,,,,De patriarchis,Q39313
titles.csv,De perfectione vitae spiritualis,,,,De perfectione vitae spiritualis,Q17618
titles.csv,De perversitate quorundam religiosorum,,,,De perversitate quorundam religiosorum,Q39314
titles.csv,De philosophia mundi ... etc,,Philosophia mundi,,Philosophia mundi,Q3157
titles.csv,De philosophia naturali,,,,De philosophia naturali,Q3130
titles.csv,De planctu naturae,,,,De planctu naturae,Q7520
titles.csv,De poenitentia,,,,De poenitentia,Q39315
titles.csv,De potentia,,,,De potentia,Q1452
titles.csv,De potentiis animae,,,,De potentiis animae,Q44045
titles.csv,De precetti della lege divina sacramento simbolo et altre cose della dottrina christiana,,,,De precetti della lege divina sacramento simbolo et altre cose della dottrina christiana,Q19951
titles.csv,De primarum qualitatum arcanis et effectibus,,,,De primarum qualitatum arcanis et effectibus,Q44027
titles.csv,De primo bello punico (On the first Punic War),,,,De primo bello Punico,Q19970
titles.csv,De processione Spiritus sancti,,,,De processione Spiritus sancti,Q1412
titles.csv,De quattuor virtutibus caritatis (On the four virtues of charity),,,,De quattuor virtutibus caritatis,Q19934
20240829-titles-princeton-marcxml-turkish-enriched-add.csv,Der beyan-ı havas-ı hilye-yi şerife ... [etc.,در بىان خواص حلىۀ شرىفه,,,Der beyan-ı havas-ı hilye-yi şerife,Q55159
titles.csv,"Der Bischoff zue Cöllen, den Maleuolis vnd bellenden Hundtenn herwieder... etc",,,,Der Bischoff zue Cöllen,Q5069
titles.csv,"Der Bischoff zue Cöllen, den Maleuolis vnd bellenden Hundtenn herwieder... etc",,,,Der Bischoff zue Cöllen,Q5069
titles.csv,De re culinaria,,,,De re coquinaria,Q3703
titles.csv,De regi[min]e p[r]in[cipum] ad re[gem] Cyp[r]i,,"De regno, ad regem Cypri",,De regno ad regem Cypri,Q39316
titles.csv,De regimine principium ... etc,,Secretum secretorum.,,Secretum secretorum,Q3153
titles.csv,De regimine principum libri III,,De regimine principum (Ms. UCB 104),,De regimine principum,Q39992
titles.csv,De re medicina,,Circa instans,,Circa instans,Q3142
titles.csv,De re militari,,,,De re militari,Q39317
titles.csv,De reparatione lapsi hominis,,,,De reparatione lapsi hominis,Q7261
titles.csv,De republica Veneta /,,,,De republica Veneta,Q7856
titles.csv,De resuscitatione Christi,,,,De resuscitatione Christi,Q5970
titles.csv,De re uxoria,,,,De re uxoria,Q39946
titles.csv,De Romanae ecclesiae potestate,,,,De Romanae ecclesiae potestate,Q39318
titles.csv,De Romanorum magistratibus,,De Romanorum magistratibus,,De Romanorum magistratibus,Q39319
titles.csv,Der ordo iudiciarius,,,,Ordo judicarius,Q5038
titles.csv,De rota verae et falsae religionis,,,,De rota verae et falsae religionis,Q1458
titles.csv,Derrotero,,,,Derrotero,Q39320
titles.csv,De sacramentis ... etc,,,,De sacramentis,Q7820
titles.csv,De sacramentis christianae fidei,,,,De sacramentis,Q7820
titles.csv,De sacra religione / Bernardinus de Senis [...et al.,,Miscellany,,De sacra religione,Q12791
titles.csv,De sacro bello contra Turcos commentarius,,,,De sacro bello,Q7524
titles.csv,"De Sancto Iacobo Minore, Chapter 2",,,,De sancto iacobo minore,Q20471
titles.csv,"Describit iter suum ad brundisi, sermo Vus",,,,Travel writings,Q48579
titles.csv,"Description of Constantinople, the Archipelago, and the Holy Land",,,,"Description of Constantinople, the Archipelago, and the Holy Land",Q39321
titles.csv,Descriptio Terrae Sanctae,,,,Descriptio terrae sanctae,Q7557
titles.csv,De secretis mulierum,,De secretis mulierum.,,De secretis mulierum,Q5050
titles.csv,De seculo et religione; editus a Colutio pyeri de Stignano cancellario florentino ad Fratrem Ieronimum de Uzano ordinis Camaldilensis in monasterio Sancte Marie de Angelis de Florentia,,De saeculo et religione,,De saeculo et religione,Q39322
titles.csv,De senectute; Paradoxa] ; [Somnium Scipionis,,,,Works of Cicero,Q48664
titles.csv,Desengaño de Rey.; Dialogos entre Rey poderosso Reyno aflixido consejero dessapasionado ofrecidos a V[uestra] Mag[esta]d /,,,,Desengaño de Rey,Q48641
titles.csv,De sensu communi,,,,De sensu communi,Q44044
titles.csv,De sermone domini in monte habito (On the sermon on the mount) and other treatises; De superbia (On pride) and other treatises; Expositio dominice orationis (Exposition on the lord's prayer),,,,Sermons,Q1400
titles.csv,"Des hochwirdigen Gott Fürsten und Herren Herren Caspers Bischoffs zu Bresslau & obersten Hauptmans in Ober und Nieder Schlesiens; Privilegium den Stedten Neisse, Patschkau, Ottmachau, Ziegnehallss und Weidnau sambt derselben einwonern unnd untterthenigen Baurschafften vorliehen publiciret ihm 1568 Jahre den 9 Februarij",,,,Rights and privileges of the bishops of Breslau,Q39323
titles.csv,Designation of factor,,,,Designation,Q39645
titles.csv,Designation of procurator,,,,Designation,Q39645
titles.csv,De simplicibus,,,,De simplicibus,Q358
titles.csv,de somno et vigilia,,,,De somno et vigilia,Q1349
titles.csv,De spectaculis,,,,De spectaculis,Q39324
titles.csv,De spermate,,,,De spermate,Q44070
titles.csv,De spiritu et anima ... etc,,,,Liber de spiritu et anima,Q7235
titles.csv,De statu atq[ue] regie Turgkeye,,,,De statu atque regie Turgkeye,Q39325
titles.csv,De summo bono,,,,De summo bono,Q39326
titles.csv,De synodis et ecclesiastica potestate,,,,De synodis et ecclesiastica potestate,Q39327
titles.csv,De temporibus,,,,De temporibus,Q39328
titles.csv,De Tiberio Cesare,,De vita Caesarum,,De Tiberio Cesare,Q39329
titles.csv,De tribus diebus,,,,De tribus diebus,Q1398
titles.csv,De Trinitate,,,,De Trinitate,Q1383
titles.csv,Detti family papers,,,,Family documents,Q6997
titles.csv,De uno confessore,,,,De uno confessore,Q5994
titles.csv,De urinarum judiciis,,,,Carmina de urinarum iudiciis et de pulsibus,Q3118
titles.csv,De urinis,,,,De urinis,Q44051
titles.csv,"Deuteronomy 4:14-18, 19-25, 27-33, 34-40, with marginal commentary of Saint Augustine",,,,Deuteronomy,Q20449
titles.csv,De venatione divini amoris,,,,De venatione divini amoris,Q7523
titles.csv,De venenis,,,,De venenis,Q44035
titles.csv,De vera differentia regiae potestatis et ecclesiae,,,,De vera differentia regiae potestatis et ecclesiae,Q39330
titles.csv,De vera religione,,,,De vera religione,Q1421
titles.csv,De vera sapientia,,Spurious and doubtful works,,De vera sapientia,Q39986
titles.csv,De verbis apostolis,,,,De verbis apostolis,Q1363
titles.csv,De vetula,,Vetula,,De vetula,Q39331
titles.csv,Devīmāhātmya,দেবীমাহাত্ম্য,Puranas,,Puranas,Q27588
titles.csv,De virginibus ad Marcellinam sororem suam De viduis,,,,De virginibus,Q39332
titles.csv,De Virginitate (prose version),,,,De virginitate,Q20504
titles.csv,"De viribus cordis, 2.4",,De viribus cordis,,De viribus cordis,Q7460
titles.csv,De viribus herbarum,,,,De viribus herbarum,Q10846
titles.csv,De Viribus Herbarum /,,,,De viribus herbarum,Q10846
titles.csv,De viris illustribus /,,,,De viris illustribus,Q16441
titles.csv,De viris illustribus urbis Romae,,,,De viris illustribus,Q16441
titles.csv,De virtutibus et viciis in spirituali,,Summa theologica,,Summa theologica,Q39333
titles.csv,De Virtutibus S. Martini,,,,De virtutibus sancti Martini,Q1356
titles.csv,Devīsahasranāmastotra,देवीसहस्रनामस्तोत्र,Tantras,,Tantras,Q27776
titles.csv,"De visione cuiusdam militis in Hybernia, visa anno 1148",,Visio Tnugdali,,Visio Tnugdali,Q39334
titles.csv,Devīsūktavarṇa,देवीसूक्तवर्ण,Tantras,,Tantras,Q27776
titles.csv,De vita Caesarum,,,,De vita Caesarum,Q7838
titles.csv,De vita christiana,,,,De vita Christiana,Q1358
titles.csv,De vita contemplativa,,,,De vita contemplativa,Q659
titles.csv,De vita contemplativa et activa,,,,De vita contemplativa,Q659
titles.csv,De vita et gestis Scipionis p'mi Affricani,,Africa,,Life of Scipio Africanus,Q39335
titles.csv,De vita et moribus philosophorum,,,,De vita et moribus philosophorum,Q39336
titles.csv,De Vita Imperatorum,,,,De vita imperatorum,Q1352
titles.csv,De vita solitaria /,,,,De vita solitaria,Q54680
titles.csv,De vita tirannica /,,Hieron.,,De vita tirannica,Q6039
titles.csv,De vita XII Caesarum,,De vita Caesarum (Ms. UCB 69),,De vita Caesarum,Q7838
titles.csv,De vita xii Caesarum ... etc. /,,,,De vita Caesarum,Q7838
20240829-titles-princeton-marcxml-turkish-enriched-add.csv,Devlet-i Aliye sabık vezir kethudası Giritli Resmî Ahmet Efendi'nin telif buyurdukları münşeât mecmuasıdır,,Letters,,Letters,Q5068
titles.csv,Devotional and theological texts,,,,Devotional texts,Q5966
titles.csv,Devotional book,,,,Devotional book,Q3720
titles.csv,Devotional exercises on the life of Christ for the seven days of the week,,,,Devotional texts,Q5966
titles.csv,Devotional extracts from the bible,,,,Devotional texts,Q5966
titles.csv,Devotional hymnal with glosses,,,,Hymnal,Q666
titles.csv,Devotional Image (Andachtsbild),,,,Devotional image,Q19960
titles.csv,Devotionalis,,,,Devotional text,Q19956
titles.csv,Devotional miscellany,,,,Devotional texts,Q5966
titles.csv,Devotional picture book,,,,Devotional book,Q3720
titles.csv,Devotional prayer book,,,,Devotional book,Q3720
titles.csv,Devotional prayers,,,,Devotional texts,Q5966
titles.csv,Devotional roll,,,,Devotional book,Q3720
