File,subject_as_recorded,vocab,subfield_codes,source_authority_uri,authorized_label,structured_value,ds_qid
subjects.csv,"Manuscripts,Medieval--Massachusetts--Boston.",0,a--z--z,,"Manuscripts, Medieval;Massachusetts--Boston",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205012,Q325;Q16365
subjects.csv,"Manuscripts, Medieval -- Massachusetts -- Boston.",0,a--z--z,,"Manuscripts, Medieval;Massachusetts--Boston",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205012,Q325;Q16365
subjects.csv,"Manuscripts, Medieval--Massachusetts--Boston.",0,a--z--z,,"Manuscripts, Medieval;Massachusetts--Boston",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205012,Q325;Q16365
subjects.csv,"Manuscripts, Medieval--Massachussetts--Boston",0,a--z--z,,"Manuscripts, Medieval;Massachusetts--Boston",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205012,Q325;Q16365
subjects.csv,"Manuscripts, Medieval--Michigan--Kalamazoo",0,a--z--z,,"Manuscripts, Medieval;Michigan--Kalamazoo",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204469,Q325;Q27166
20240718-subjects-vassar-marc-enriched.csv,"Manuscripts, Medieval--Netherlands",0,a--z,,"Manuscripts, Medieval;Netherlands",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204034,Q325;Q5863
subjects.csv,"Manuscripts, Medieval--New Jersey--Princeton",0,a--z--z,(uri) http://id.loc.gov/authorities/subjects/sh85080744,"Manuscripts, Medieval;New Jersey--Princeton",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204939,Q325;Q11460
subjects.csv,"Manuscripts, Medieval--New Jersey--Princeton.",0,a--z--z,(uri) http://id.loc.gov/authorities/subjects/sh85080744,"Manuscripts, Medieval;New Jersey--Princeton",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204939,Q325;Q11460
subjects.csv,"Manuscripts, Medieval--Oregon--Eugene",0,a--z--z,,"Manuscripts, Medieval;Oregon--Eugene",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205922,Q325;Q10788
subjects.csv,"Manuscripts, Medieval--Oregon--Eugene.",0,a--z--z,,"Manuscripts, Medieval;Oregon--Eugene",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205922,Q325;Q10788
subjects.csv,"Manuscripts, Medieval--Spain",0,a--z,(uri) http://id.loc.gov/authorities/subjects/sh85080744,"Manuscripts, Medieval;Spain",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204303,Q325;Q343
subjects.csv,"Manuscripts, Medieval--Spain.",0,a--z,(uri) http://id.loc.gov/authorities/subjects/sh85080744,"Manuscripts, Medieval;Spain",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1204303,Q325;Q343
subjects.csv,"Manuscripts, Medieval--Specimens",0,a--v,,"Manuscripts, Medieval;Specimens",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1423861,Q325;Q239
subjects.csv,"Manuscripts, Medieval--Switzerland",0,a--z,,"Manuscripts, Medieval;Switzerland",http://id.worldcat.org/fast/1008422;http://id.worldcat.org/fast/1205401,Q325;Q4281
subjects.csv,"Manuscripts, Northern Thai",fast,a,(OCoLC)fst01008448,"Manuscripts, Northern Thai",http://id.worldcat.org/fast/1008448,Q48305
subjects.csv,"Manuscripts, Northern Thai--California--Berkeley",0,a--z--z,,"Manuscripts, Northern Thai;California--Berkeley",http://id.worldcat.org/fast/1008448;http://id.worldcat.org/fast/1205020,Q48305;Q48231
subjects.csv,"Manuscripts, Oriental",openn-subjects,,,"Manuscripts, Oriental",http://id.worldcat.org/fast/1008453,Q18304
subjects.csv,"Manuscripts, Oriental--14th century",openn-subjects,,,"Manuscripts, Oriental;Fourteenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/933420,Q18304;Q295
subjects.csv,"Manuscripts, Oriental--15th century",openn-subjects,,,"Manuscripts, Oriental;Fifteenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/923962,Q18304;Q154
subjects.csv,"Manuscripts, Oriental--16th century",openn-subjects,,,"Manuscripts, Oriental;Sixteenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/1119851,Q18304;Q335
subjects.csv,"Manuscripts, Oriental--17th century",openn-subjects,,,"Manuscripts, Oriental;Seventeenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/1113663,Q18304;Q2771
subjects.csv,"Manuscripts, Oriental--18th century",openn-subjects,,,"Manuscripts, Oriental;Eighteenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/904058,Q18304;Q3024
subjects.csv,"Manuscripts, Oriental--19th century",openn-subjects,,,"Manuscripts, Oriental;Nineteenth century",http://id.worldcat.org/fast/1008453;http://id.worldcat.org/fast/1037841,Q18304;Q3538
subjects.csv,"Manuscripts, Pahlavi--California--Berkeley",0,a--z--z,,California--Berkeley,http://id.worldcat.org/fast/1205020,Q48231
subjects.csv,"Manuscripts, Pali",fast,a,,"Manuscripts, Pali",http://id.worldcat.org/fast/1008460,Q27278
subjects.csv,"Manuscripts, Pali",fast,a,(OCoLC)fst01008460,"Manuscripts, Pali",http://id.worldcat.org/fast/1008460,Q27278
subjects.csv,"Manuscripts, Pali--California--Berkeley",0,a--z--z,,"Manuscripts, Pali;California--Berkeley",http://id.worldcat.org/fast/1008460;http://id.worldcat.org/fast/1205020,Q27278;Q48231
subjects.csv,"Manuscripts, Pali--Missouri--Saint Louis",0,a--z--z,,"Manuscripts, Pali;Missouri--Saint Louis",http://id.worldcat.org/fast/1008460;http://id.worldcat.org/fast/1204930,Q27278;Q38990
subjects.csv,"Manuscripts, Pali--Specimens",0,a--v,,"Manuscripts, Pali;Specimens",http://id.worldcat.org/fast/1008460;http://id.worldcat.org/fast/1423861,Q27278;Q239
subjects.csv,"Manuscripts, Persian",fast,a,(OCoLC)fst01008462,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462,Q255
subjects.csv,"Manuscripts, Persian",0,a,,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462,Q255
subjects.csv,"Manuscripts, Persian.",0,a,,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462,Q255
subjects.csv,"Manuscripts, Persian.",fast,a,(OCoLC)fst01008462,"Manuscripts, Persian",http://id.worldcat.org/fast/1008462,Q255
subjects.csv,"Manuscripts, Persian--16th century",openn-subjects,,,"Manuscripts, Persian;Sixteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1119851,Q255;Q335
subjects.csv,"Manuscripts, Persian--17th century",openn-subjects,,,"Manuscripts, Persian;Seventeenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1113663,Q255;Q2771
subjects.csv,"Manuscripts, Persian--18th century",openn-subjects,,,"Manuscripts, Persian;Eighteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/904058,Q255;Q3024
subjects.csv,"Manuscripts, Persian--19th century",openn-subjects,,,"Manuscripts, Persian;Nineteenth century",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1037841,Q255;Q3538
subjects.csv,"Manuscripts, Persian--California--Berkeley",0,a--z--z,,"Manuscripts, Persian;California--Berkeley",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1205020,Q255;Q48231
subjects.csv,"Manuscripts, Persian--Massachusetts--Boston",0,a--z--z,,"Manuscripts, Persian;Massachusetts--Boston",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1205012,Q255;Q16365
subjects.csv,"Manuscripts, Persian--Massachusetts--Boston.",0,a--z--z,,"Manuscripts, Persian;Massachusetts--Boston",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1205012,Q255;Q16365
subjects.csv,"Manuscripts, Persian--Missouri--Saint Louis",0,a--z--z,,"Manuscripts, Persian;Missouri--Saint Louis",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1204930,Q255;Q38990
subjects.csv,"Manuscripts, Persian--New Jersey--Princeton",0,a--z--z,,"Manuscripts, Persian;New Jersey--Princeton",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1204939,Q255;Q11460
subjects.csv,"Manuscripts, Persian--New Jersey--Princeton",0,a--z--z,(uri) http://id.loc.gov/authorities/subjects/sh85080754,"Manuscripts, Persian;New Jersey--Princeton",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1204939,Q255;Q11460
subjects.csv,"Manuscripts, Persian--New Jersey--Princeton.",0,a--z--z,(uri) http://id.loc.gov/authorities/subjects/sh85080754,"Manuscripts, Persian;New Jersey--Princeton",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1204939,Q255;Q11460
subjects.csv,"Manuscripts, Persian--New Jersey--Princeton.",0,a--z--z,,"Manuscripts, Persian;New Jersey--Princeton",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1204939,Q255;Q11460
subjects.csv,"Manuscripts, Persian--New York (State)--New York",0,a--z--z,,"Manuscripts, Persian;New York (State)--New York",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1204333,Q255;Q27336
subjects.csv,"Manuscripts, Persian--Specimens",0,a--v,,"Manuscripts, Persian;Specimens",http://id.worldcat.org/fast/1008462;http://id.worldcat.org/fast/1423861,Q255;Q239
subjects.csv,"Manuscripts, Portuguese",fast,a,(OCoLC)fst01008467,"Manuscripts, Portuguese",http://id.worldcat.org/fast/1008467,Q48239
subjects.csv,"Manuscripts, Portuguese",fast,a,,"Manuscripts, Portuguese",http://id.worldcat.org/fast/1008467,Q48239
subjects.csv,"Manuscripts, Portuguese--California--Berkeley",0,a--z--z,,"Manuscripts, Portuguese;California--Berkeley",http://id.worldcat.org/fast/1008467;http://id.worldcat.org/fast/1205020,Q48239;Q48231
subjects.csv,"Manuscripts, Portuguese--Specimens",0,a--v,,"Manuscripts, Portuguese;Specimens",http://id.worldcat.org/fast/1008467;http://id.worldcat.org/fast/1423861,Q48239;Q239
subjects.csv,"Manuscripts, Provençal",fast,a,(OCoLC)fst01008469,"Manuscripts, Provençal",http://id.worldcat.org/fast/1008469,Q4203
subjects.csv,"Manuscripts, Provençal--California--Berkeley",0,a--z--z,,"Manuscripts, Provençal;California--Berkeley",http://id.worldcat.org/fast/1008469;http://id.worldcat.org/fast/1205020,Q4203;Q48231
subjects.csv,"Manuscripts, Provençal--France",0,a--z,,"Manuscripts, Provençal;France",http://id.worldcat.org/fast/1008469;http://id.worldcat.org/fast/1204289,Q4203;Q152
subjects.csv,"Manuscripts, Renaissance",fast,a,(OCoLC)fst01008472,"Manuscripts, Renaissance",http://id.worldcat.org/fast/1008472,Q311
subjects.csv,"Manuscripts, Renaissance",fast,a,,"Manuscripts, Renaissance",http://id.worldcat.org/fast/1008472,Q311
subjects.csv,"Manuscripts, Renaissance",0,a,,"Manuscripts, Renaissance",http://id.worldcat.org/fast/1008472,Q311
subjects.csv,"Manuscripts, Renaissance.",0,a,,"Manuscripts, Renaissance",http://id.worldcat.org/fast/1008472,Q311
subjects.csv,"Manuscripts, Renaissance--California--Berkeley",0,a--z--z,,"Manuscripts, Renaissance;California--Berkeley",http://id.worldcat.org/fast/1008472;http://id.worldcat.org/fast/1205020,Q311;Q48231
subjects.csv,"Manuscripts, Renaissance--Italy",0,a--z,,"Manuscripts, Renaissance;Italy",http://id.worldcat.org/fast/1008472;http://id.worldcat.org/fast/1204565,Q311;Q249
subjects.csv,"Manuscripts, Renaissance--Kansas--Lawrence",0,a--z--z,,"Manuscripts, Renaissance;Kansas--Lawrence",http://id.worldcat.org/fast/1008472;http://id.worldcat.org/fast/1212060,Q311;Q5851
subjects.csv,"Manuscripts, Renaissance--Kansas--Lawrence.",0,a--z--z,,"Manuscripts, Renaissance;Kansas--Lawrence",http://id.worldcat.org/fast/1008472;http://id.worldcat.org/fast/1212060,Q311;Q5851
subjects.csv,"Manuscripts, Renaissance--Massachusetts--Boston",0,a--z--z,,"Manuscripts, Renaissance;Massachusetts--Boston",http://id.worldcat.org/fast/1008472;http://id.worldcat.org/fast/1205012,Q311;Q16365
subjects.csv,"Manuscripts, Renaissance--Massachusetts--Boston.",0,a--z--z,,"Manuscripts, Renaissance;Massachusetts--Boston",http://id.worldcat.org/fast/1008472;http://id.worldcat.org/fast/1205012,Q311;Q16365
subjects.csv,"Manuscripts, Renaissance--Oregon--Eugene",0,a--z--z,,"Manuscripts, Renaissance;Oregon--Eugene",http://id.worldcat.org/fast/1008472;http://id.worldcat.org/fast/1205922,Q311;Q10788
subjects.csv,"Manuscripts, Renaissance--Oregon--Eugene.",0,a--z--z,,"Manuscripts, Renaissance;Oregon--Eugene",http://id.worldcat.org/fast/1008472;http://id.worldcat.org/fast/1205922,Q311;Q10788
subjects.csv,"Manuscripts, Samaritan--19th century",openn-subjects,,,"Manuscripts, Samaritan;Nineteenth century",http://id.worldcat.org/fast/1008481;http://id.worldcat.org/fast/1037841,Q6866;Q3538
subjects.csv,"Manuscripts, Sanskrit",fast,a,(OCoLC)fst01008482,"Manuscripts, Sanskrit",http://id.worldcat.org/fast/1008482,Q26663
subjects.csv,"Manuscripts, Sanskrit",0,a,,"Manuscripts, Sanskrit",http://id.worldcat.org/fast/1008482,Q26663
subjects.csv,"Manuscripts, Sanskrit--California--Berkeley",0,a--z--z,,"Manuscripts, Sanskrit;California--Berkeley",http://id.worldcat.org/fast/1008482;http://id.worldcat.org/fast/1205020,Q26663;Q48231
subjects.csv,"Manuscripts, Sanskrit--Missouri--Saint Louis",0,a--z--z,,"Manuscripts, Sanskrit;Missouri--Saint Louis",http://id.worldcat.org/fast/1008482;http://id.worldcat.org/fast/1204930,Q26663;Q38990
subjects.csv,"Manuscripts, Sinhalese",fast,a,(OCoLC)fst01008495,"Manuscripts, Sinhalese",http://id.worldcat.org/fast/1008495,Q26879
subjects.csv,"Manuscripts, Sinhalese--California--Berkeley",0,a--z--z,,"Manuscripts, Sinhalese;California--Berkeley",http://id.worldcat.org/fast/1008495;http://id.worldcat.org/fast/1205020,Q26879;Q48231
subjects.csv,"Manuscripts, Sinhalese--Specimens",0,a--v,,"Manuscripts, Sinhalese;Specimens",http://id.worldcat.org/fast/1008495;http://id.worldcat.org/fast/1423861,Q26879;Q239
subjects.csv,"Manuscripts, Spanish",fast,a,,"Manuscripts, Spanish",http://id.worldcat.org/fast/1008500,Q202
subjects.csv,"Manuscripts, Spanish",fast,a,(OCoLC)fst01008500,"Manuscripts, Spanish",http://id.worldcat.org/fast/1008500,Q202
subjects.csv,"Manuscripts, Spanish.",fast,a,(OCoLC)fst01008500,"Manuscripts, Spanish",http://id.worldcat.org/fast/1008500,Q202
subjects.csv,"Manuscripts, Spanish--California--Berkeley",0,a--z--z,,"Manuscripts, Spanish;California--Berkeley",http://id.worldcat.org/fast/1008500;http://id.worldcat.org/fast/1205020,Q202;Q48231
subjects.csv,"Manuscripts, Spanish--Massachusetts--Boston",0,a--z--z,,"Manuscripts, Spanish;Massachusetts--Boston",http://id.worldcat.org/fast/1008500;http://id.worldcat.org/fast/1205012,Q202;Q16365
subjects.csv,"Manuscripts, Spanish--Massachusetts--Boston.",0,a--z--z,,"Manuscripts, Spanish;Massachusetts--Boston",http://id.worldcat.org/fast/1008500;http://id.worldcat.org/fast/1205012,Q202;Q16365
subjects.csv,"Manuscripts, Spanish--New Jersey--Princeton",0,a--z--z,(uri) http://id.loc.gov/authorities/subjects/sh85080770,"Manuscripts, Spanish;New Jersey--Princeton",http://id.worldcat.org/fast/1008500;http://id.worldcat.org/fast/1204939,Q202;Q11460
subjects.csv,"Manuscripts, Spanish--New Jersey--Princeton.",0,a--z--z,(uri) http://id.loc.gov/authorities/subjects/sh85080770,"Manuscripts, Spanish;New Jersey--Princeton",http://id.worldcat.org/fast/1008500;http://id.worldcat.org/fast/1204939,Q202;Q11460
subjects.csv,"Manuscripts, Spanish--Spain",0,a--z,(uri) http://id.loc.gov/authorities/subjects/sh85080770,"Manuscripts, Spanish;Spain",http://id.worldcat.org/fast/1008500;http://id.worldcat.org/fast/1204303,Q202;Q343
subjects.csv,"Manuscripts, Spanish--Spain.",0,a--z,(uri) http://id.loc.gov/authorities/subjects/sh85080770,"Manuscripts, Spanish;Spain",http://id.worldcat.org/fast/1008500;http://id.worldcat.org/fast/1204303,Q202;Q343
subjects.csv,"Manuscripts, Spanish--Specimens",0,a--v,,"Manuscripts, Spanish;Specimens",http://id.worldcat.org/fast/1008500;http://id.worldcat.org/fast/1423861,Q202;Q239
subjects.csv,"Manuscripts, Syriac--Missouri--Saint Louis",0,a--z--z,,"Manuscripts, Syriac;Missouri--Saint Louis",http://id.worldcat.org/fast/1008506;http://id.worldcat.org/fast/1204930,Q12691;Q38990
subjects.csv,"Manuscripts, Syriac--New Jersey--Princeton",0,a--z--z,,"Manuscripts, Syriac;New Jersey--Princeton",http://id.worldcat.org/fast/1008506;http://id.worldcat.org/fast/1204939,Q12691;Q11460
subjects.csv,"Manuscripts, Syriac--New Jersey--Princeton.",0,a--z--z,,"Manuscripts, Syriac;New Jersey--Princeton",http://id.worldcat.org/fast/1008506;http://id.worldcat.org/fast/1204939,Q12691;Q11460
subjects.csv,"Manuscripts, Tamil--California--Berkeley",0,a--z--z,,"Manuscripts, Tamil;California--Berkeley",http://id.worldcat.org/fast/1008509;http://id.worldcat.org/fast/1205020,Q38995;Q48231
subjects.csv,"Manuscripts, Tamil--Missouri--Saint Louis",0,a--z--z,,"Manuscripts, Tamil;Missouri--Saint Louis",http://id.worldcat.org/fast/1008509;http://id.worldcat.org/fast/1204930,Q38995;Q38990
subjects.csv,"Manuscripts, Tamil--Specimens",0,a--v,,"Manuscripts, Tamil;Specimens",http://id.worldcat.org/fast/1008509;http://id.worldcat.org/fast/1423861,Q38995;Q239
subjects.csv,"Manuscripts, Thai",fast,a,(OCoLC)fst01008516,"Manuscripts, Thai",http://id.worldcat.org/fast/1008516,Q27118
subjects.csv,"Manuscripts, Thai--California--Berkeley",0,a--z--z,,"Manuscripts, Thai;California--Berkeley",http://id.worldcat.org/fast/1008516;http://id.worldcat.org/fast/1205020,Q27118;Q48231
subjects.csv,"Manuscripts, Turkish",fast,a,(OCoLC)fst01008521,"Manuscripts, Turkish",http://id.worldcat.org/fast/1008521,Q3068
subjects.csv,"Manuscripts, Turkish.",fast,a,(OCoLC)fst01008521,"Manuscripts, Turkish",http://id.worldcat.org/fast/1008521,Q3068
subjects.csv,"Manuscripts, Turkish--18th century",openn-subjects,,,"Manuscripts, Turkish;Eighteenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/904058,Q3068;Q3024
subjects.csv,"Manuscripts, Turkish--19th century",openn-subjects,,,"Manuscripts, Turkish;Nineteenth century",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1037841,Q3068;Q3538
subjects.csv,"Manuscripts, Turkish--New Jersey--Princeton",0,a--z--z,,"Manuscripts, Turkish;New Jersey--Princeton",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1204939,Q3068;Q11460
subjects.csv,"Manuscripts, Turkish--New Jersey--Princeton",0,a--z--z,(uri) http://id.loc.gov/authorities/subjects/sh85080777,"Manuscripts, Turkish;New Jersey--Princeton",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1204939,Q3068;Q11460
subjects.csv,"Manuscripts, Turkish--New Jersey--Princeton.",0,a--z--z,(uri) http://id.loc.gov/authorities/subjects/sh85080777,"Manuscripts, Turkish;New Jersey--Princeton",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1204939,Q3068;Q11460
subjects.csv,"Manuscripts, Turkish--New Jersey--Princeton.",0,a--z--z,,"Manuscripts, Turkish;New Jersey--Princeton",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1204939,Q3068;Q11460
subjects.csv,"Manuscripts, Turkish--New York (State)--New York",0,a--z--z,,"Manuscripts, Turkish;New York (State)--New York",http://id.worldcat.org/fast/1008521;http://id.worldcat.org/fast/1204333,Q3068;Q27336
subjects.csv,Manuscripts.,fast,a,http://id.worldcat.org/fast/1008230,Manuscripts,http://id.worldcat.org/fast/1008230,Q38609
subjects.csv,Manuscripts--14th century,0,a--y,,Manuscripts;Fourteenth century,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/933420,Q38609;Q295
subjects.csv,Manuscripts--16th century,0,a--y,,Manuscripts;Sixteenth century,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1119851,Q38609;Q335
subjects.csv,Manuscripts--17th century,0,a--y,,Manuscripts;Seventeenth century,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1113663,Q38609;Q2771
subjects.csv,Manuscripts--18th century,0,a--y,,Manuscripts;Eighteenth century,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/904058,Q38609;Q3024
subjects.csv,Manuscripts--19th century,0,a--y,,Manuscripts;Nineteenth century,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1037841,Q38609;Q3538
subjects.csv,"Manuscripts--Asia, Central--Specimens",0,a--z--v,,Manuscripts;Central Asia;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1240497;http://id.worldcat.org/fast/1423861,Q38609;Q48274;Q239
subjects.csv,Manuscripts--Brazil--Specimens,0,a--z--v,,Manuscripts;Brazil;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1206830;http://id.worldcat.org/fast/1423861,Q38609;Q48351;Q239
subjects.csv,Manuscripts--Egypt--16th century,0,a--z--y,,Manuscripts;Egypt;Sixteenth century,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1208755;http://id.worldcat.org/fast/1119851,Q38609;Q11259;Q335
subjects.csv,Manuscripts--France--Specimens,0,a--z--v,,Manuscripts;France;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1204289;http://id.worldcat.org/fast/1423861,Q38609;Q152;Q239
subjects.csv,Manuscripts--Germany--10th century,aat,a--z--y,,manuscripts (documents);Germany;Tenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1147737,Q10789;Q3032;Q12530
subjects.csv,Manuscripts--Germany--10th century.,aat,a--z--y,,manuscripts (documents);Germany;Tenth century,http://vocab.getty.edu/aat/300028569;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1147737,Q10789;Q3032;Q12530
subjects.csv,Manuscripts--Germany--Niederrhein--Specimens,0,a--z--z--v,,Manuscripts;Germany;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1423861,Q38609;Q3032;Q239
subjects.csv,Manuscripts--Germany--Specimens,0,a--z--x,,Manuscripts;Germany;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1210272;http://id.worldcat.org/fast/1423861,Q38609;Q3032;Q239
subjects.csv,Manuscripts--India--Specimens,0,a--z--v,,Manuscripts;India;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1210276;http://id.worldcat.org/fast/1423861,Q38609;Q26595;Q239
subjects.csv,Manuscripts--Iran--Shīrāz--Specimens,0,a--z--z--v,,Manuscripts;Iran--Shīrāz;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1208873;http://id.worldcat.org/fast/1423861,Q38609;Q48253;Q239
subjects.csv,Manuscripts--Iran--Specimens,0,a--z--v,,Manuscripts;Iran;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1204889;http://id.worldcat.org/fast/1423861,Q38609;Q16384;Q239
subjects.csv,Manuscripts--Italy--16th century--Specimens,0,a--z--y--v,,Manuscripts;Italy;Sixteenth century;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1119851;http://id.worldcat.org/fast/1423861,Q38609;Q249;Q335;Q239
subjects.csv,Manuscripts--Italy--Naples--17th century,0,a--z--z--y,,Manuscripts;Italy--Naples;Seventeenth century,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1204441;http://id.worldcat.org/fast/1113663,Q38609;Q4772;Q2771
subjects.csv,Manuscripts--Italy--Naples--Specimens,0,a--z--z--v,,Manuscripts;Italy--Naples;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1204441;http://id.worldcat.org/fast/1423861,Q38609;Q4772;Q239
subjects.csv,Manuscripts--Italy--Specimens,0,a--z--v,,Manuscripts;Italy;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1204565;http://id.worldcat.org/fast/1423861,Q38609;Q249;Q239
subjects.csv,Manuscripts--Mexico--Specimens,0,a--z--v,,Manuscripts;Mexico;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1211700;http://id.worldcat.org/fast/1423861,Q38609;Q7744;Q239
subjects.csv,Manuscripts--Michigan--Kalamazoo,0,a--z--z,,Manuscripts;Michigan--Kalamazoo,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1204469,Q38609;Q27166
subjects.csv,Manuscripts--Morocco--Specimens,0,a--z--v,,Manuscripts;Morocco;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1205592;http://id.worldcat.org/fast/1423861,Q38609;Q3567;Q239
subjects.csv,Manuscripts--Oregon--Eugene,0,a--z--z,,Manuscripts;Oregon--Eugene,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1205922,Q38609;Q10788
subjects.csv,Manuscripts--Oregon--Eugene.,0,a--z--z,,Manuscripts;Oregon--Eugene,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1205922,Q38609;Q10788
subjects.csv,Manuscripts--Portugal--Lisbon--Specimens,0,a--z--z--v,,Manuscripts;Portugal--Lisbon;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1205313;http://id.worldcat.org/fast/1423861,Q38609;Q38626;Q239
subjects.csv,Manuscripts--Portugal--Specimens,0,a--z--v,,Manuscripts;Portugal;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1208476;http://id.worldcat.org/fast/1423861,Q38609;Q7091;Q239
subjects.csv,Manuscripts--Spain--Alcalá de Henares--Specimens,0,a--z--z--v,,Manuscripts;Spain--Alcalá de Henares;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1205149;http://id.worldcat.org/fast/1423861,Q38609;Q48497;Q239
subjects.csv,Manuscripts--Spain--Aragon--Specimens,0,a--z--z--v,,Manuscripts;Spain--Aragon;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1227604;http://id.worldcat.org/fast/1423861,Q38609;Q4227;Q239
subjects.csv,Manuscripts--Spain--Barcelona--Specimens,0,a--z--z--v,,Manuscripts;Spain--Barcelona;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1204531;http://id.worldcat.org/fast/1423861,Q38609;Q8343;Q239
subjects.csv,Manuscripts--Spain--Cádiz--Specimens,0,a--z--z--v,,Manuscripts;Spain--Cádiz;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1204632;http://id.worldcat.org/fast/1423861,Q38609;Q48259;Q239
subjects.csv,Manuscripts--Spain--Cuenca--Specimens,0,a--z--z--v,,Manuscripts;Spain--Cuenca;Specimens,http://id.worldcat.org/fast/1008230;http://id.worldcat.org/fast/1204190;http://id.worldcat.org/fast/1423861,Q38609;Q48368;Q239
