language_as_recorded,language_code,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
Latin; accompanying materials in Latin and Italian.,,,,,Latin;Latin;Italian,Q397;Q397;Q652,Q113;Q113;Q116
Latin; Ancient Greek (to 1453),lat,Latin;Ancient Greek,Q397;Q35497,Q113;Q3103,Latin;Ancient Greek,Q397;Q35497,Q113;Q3103
Latin; Ancient Greek (to 1453); Middle French (ca. 1400-1600),lat;grc;frm,,,,Latin;Ancient Greek;Middle French,Q397;Q35497;Q1473289,Q113;Q3103;Q110
Latin; Anglo-Norman,,,,,Latin;Anglo-Norman,Q397;Q35214,Q113;Q1315
Latin; Anglo-Norman; Middle English,,,,,Latin;Anglo-Norman;Middle English,Q397;Q35214;Q36395,Q113;Q1315;Q119
Latin; Anglo-Norman; Middle French (ca. 1400-1600),lat;xno;frm,,,,Latin;Anglo-Norman;Middle French,Q397;Q35214;Q1473289,Q113;Q1315;Q110
Latin; Anglo-Norman French,,,,,Latin;Anglo-Norman,Q397;Q35214,Q113;Q1315
Latin; Anglo-Saxon,,,,,Latin;Old English,Q397;Q42365,Q113;Q1317
"Latin; Calendar, some rubrics and prayers in French",,,,,Latin;French,Q397;Q150,Q113;Q111
Latin; Calendar and prayers on ff. 240r-248v in French,,,,,Latin;French,Q397;Q150,Q113;Q111
Latin; Catalan,,,,,Latin;Catalan,Q397;Q7026,Q113;Q1316
Latin; Czech; German; Arabic; Polish,,,,,Latin;Czech;German;Arabic;Polish,Q397;Q9056;Q188;Q13955;Q809,Q113;Q3107;Q112;Q118;Q5014
Latin; Czech; German; Hebrew,,,,,Latin;Czech;German;Hebrew,Q397;Q9056;Q188;Q9288,Q113;Q3107;Q112;Q117
Latin; dedicatory poem in English,,,,,Latin;English,Q397;Q1860,Q113;Q109
Latin; Dutch,,,,,Latin;Dutch,Q397;Q7411,Q113;Q793
"Latin; Dutch, Flemish",lat;dut,,,,Latin;Dutch;Flemish,Q397;Q7411;Q34147,Q113;Q793;Q10832
Latin; eight poems by Corazini in Italian,,,,,Latin;Italian,Q397;Q652,Q113;Q116
Latin; English,lat;eng,,,,Latin;English,Q397;Q1860,Q113;Q109
Latin; English,,,,,Latin;English,Q397;Q1860,Q113;Q109
Latin; English; Czech,,,,,Latin;English;Czech,Q397;Q1860;Q9056,Q113;Q109;Q3107
Latin; English; French,,,,,Latin;English;French,Q397;Q1860;Q150,Q113;Q109;Q111
Latin; English; Welsh,,,,,Latin;English;Welsh,Q397;Q1860;Q9309,Q113;Q109;Q38108
Latin; Flemish,,,,,Latin;Flemish,Q397;Q34147,Q113;Q10832
Latin; French,,,,,Latin;French,Q397;Q150,Q113;Q111
Latin; French,lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
Latin; French; Dutch,,,,,Latin;French;Dutch,Q397;Q150;Q7411,Q113;Q111;Q793
Latin; French; English,,,,,Latin;French;English,Q397;Q150;Q1860,Q113;Q111;Q109
Latin; French; Italian,,,,,Latin;French;Italian,Q397;Q150;Q652,Q113;Q111;Q116
Latin; French; Middle English,,,,,Latin;French;Middle English,Q397;Q150;Q36395,Q113;Q111;Q119
Latin; French.,,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin; French (calendar, prayers ff. 156r-165v, and rubrics)",,,,,Latin;French,Q397;Q150,Q113;Q111
Latin; French (calendar and rubrics),,,,,Latin;French,Q397;Q150,Q113;Q111
Latin; French prayer on fol. 128v (16th cent.),,,,,Latin;French,Q397;Q150,Q113;Q111
Latin; German,lat;ger,,,,Latin;German,Q397;Q188,Q113;Q112
Latin; German,,,,,Latin;German,Q397;Q188,Q113;Q112
Latin; German,lat,,,,Latin;German,Q397;Q188,Q113;Q112
Latin; German; French,,,,,Latin;German;French,Q397;Q188;Q150,Q113;Q112;Q111
Latin; German; French; English,,,,,Latin;German;French;English,Q397;Q188;Q150;Q1860,Q113;Q112;Q111;Q109
Latin; German.,,,,,Latin;German,Q397;Q188,Q113;Q112
Latin; Greek,lat,,,,Latin;Greek,Q397;Q9129,Q113;Q1318
Latin; Greek,,,,,Latin;Greek,Q397;Q9129,Q113;Q1318
Latin; Greek; Dutch,,,,,Latin;Greek;Dutch,Q397;Q9129;Q7411,Q113;Q1318;Q793
Latin; Greek; Hebrew; English,,,,,Latin;Greek;Hebrew;English,Q397;Q9129;Q9288;Q1860,Q113;Q1318;Q117;Q109
Latin; Greek; Italian,,,,,Latin;Greek;Italian,Q397;Q9129;Q652,Q113;Q1318;Q116
Latin; Hebrew; Greek,,,,,Latin;Hebrew;Greek,Q397;Q9288;Q9129,Q113;Q117;Q1318
Latin; Hebrew (some notes),,,,,Latin;Hebrew,Q397;Q9288,Q113;Q117
Latin; Hebrew in added note,,,,,Latin;Hebrew,Q397;Q9288,Q113;Q117
Latin; Icelandic,,,,,Latin;Icelandic,Q397;Q294,Q113;Q38097
Latin; Italian,,,,,Latin;Italian,Q397;Q652,Q113;Q116
Latin; Italian,lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
Latin; Italian; Ancient Greek (to 1453),lat,Latin;Italian;Ancient Greek,Q397;Q652;Q35497,Q113;Q116;Q3103,Latin;Italian;Ancient Greek,Q397;Q652;Q35497,Q113;Q116;Q3103
Latin; Italian; French; Greek,,,,,Latin;Italian;French;Greek,Q397;Q652;Q150;Q9129,Q113;Q116;Q111;Q1318
Latin; Italian; French; Greek; Hebrew,,,,,Latin;Italian;French;Greek;Hebrew,Q397;Q652;Q150;Q9129;Q9288,Q113;Q116;Q111;Q1318;Q117
Latin; Italian; French; Spanish,,,,,Latin;Italian;French;Spanish,Q397;Q652;Q150;Q1321,Q113;Q116;Q111;Q114
Latin; Italian; Spanish,,,,,Latin;Italian;Spanish,Q397;Q652;Q1321,Q113;Q116;Q114
Latin; Italian.,,,,,Latin;Italian,Q397;Q652,Q113;Q116
Latin; later title in Italian,,,,,Latin;Italian,Q397;Q652,Q113;Q116
Latin; Law French,,,,,Latin;Law French,Q397;Q2044323,Q113;Q5947
Latin; Law French; Anglicana,,,,,Latin;Law French,Q397;Q2044323,Q113;Q5947
Latin; Law French; Anglicana,lat,,,,Latin;Law French,Q397;Q2044323,Q113;Q5947
Latin; Law French; Anglicana.,,,,,Latin;Law French,Q397;Q2044323,Q113;Q5947
Latin; Law French; Middle English,,,,,Latin;Law French;Middle English,Q397;Q2044323;Q36395,Q113;Q5947;Q119
Latin; Low German,,,,,Latin;Low German,Q397;Q25433,Q113;Q5013
"Latin; Low German, Low Saxon",lat;nds,,,,Latin;Low German;Low Saxon,Q397;Q25433;Q168446,Q113;Q5013;Q19912
Latin; many marginal notes in Latin and Italian; note on fol. ii in Hebrew,,,,,Latin;Italian;Hebrew,Q397;Q652;Q9288,Q113;Q116;Q117
Latin; Middle Dutch (ca. 1050-1350),lat;dum,,,,Latin;Middle Dutch,Q397;Q178806,Q113;Q10833
Latin; Middle English,,,,,Latin;Middle English,Q397;Q36395,Q113;Q119
Latin; Middle French,,,,,Latin;Middle French,Q397;Q1473289,Q113;Q110
Latin; Middle-French,,,,,Latin;Middle French,Q397;Q1473289,Q113;Q110
Latin; Middle French (ca. 1400-1600),lat;frm,,,,Latin;Middle French,Q397;Q1473289,Q113;Q110
"Latin; Middle French (ca. 1400-1600); Dutch, Flemish; Dutch, Flemish; German",lat,Latin;Middle French;Dutch;Flemish;German,Q397;Q1473289;Q7411;Q34147;Q188,Q113;Q110;Q793;Q10832;Q112,Latin;Middle French;Dutch;Flemish;German,Q397;Q1473289;Q7411;Q34147;Q188,Q113;Q110;Q793;Q10832;Q112
Latin; Middle French (ca. 1400-1600); French,lat;frm;fre,,,,Latin;Middle French;French,Q397;Q1473289;Q150,Q113;Q110;Q111
Latin; Middle High German (ca. 1050-1500),lat;gmh,,,,Latin;Middle High German,Q397;Q837985,Q113;Q115
Latin; Occitan,lat,,,,Latin;Occitan,Q397;Q14185,Q113;Q4338
Latin; Occitan,,,,,Latin;Occitan,Q397;Q14185,Q113;Q4338
Latin; Old English,lat;ang,,,,Latin;Old English,Q397;Q42365,Q113;Q1317
Latin; Old English,,,,,Latin;Old English,Q397;Q42365,Q113;Q1317
Latin; Old High German,goh,,,,Latin;Old High German,Q397;Q35218,Q113;Q5946
Latin; Old High German,,,,,Latin;Old High German,Q397;Q35218,Q113;Q5946
Latin; Old High German,lat,,,,Latin;Old High German,Q397;Q35218,Q113;Q5946
Latin; Rhenish,,,,,Latin;Rhine Franconian,Q397;Q707007,Q113;Q7802
Latin; Spanish,,,,,Latin;Spanish,Q397;Q1321,Q113;Q114
Latin; with some Greek,lat;gre,,,,Latin;Greek,Q397;Q9129,Q113;Q1318
Latin; with some Italian,lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
Latin; with some Middle English,lat;enm,,,,Latin;Middle English,Q397;Q36395,Q113;Q119
Latin.,,,,,Latin,Q397,Q113
"Latin (f. 1r-56v), with some Spanish (f. 78r-169v) and sections of German",lat;spa;ger,,,,Latin;Spanish;German,Q397;Q1321;Q188,Q113;Q114;Q112
Latin (f. 1r-5r) and Italian with rubrics in Latin (f. 5v-20r),lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin (f. 1r-77r, and table of contents, f. 88v) and French (f. 77v-88v)",fre;lat,,,,Latin;French,Q397;Q150,Q113;Q111
Latin (with some Italian rubrics),,,,,Latin;Italian,Q397;Q652,Q113;Q116
Latin (with some Spanish rubrics),,,,,Latin;Spanish,Q397;Q1321,Q113;Q114
Latin and Castilian,,,,,Latin;Spanish,Q397;Q1321,Q113;Q114
Latin and Dutch,,,,,Latin;Dutch,Q397;Q7411,Q113;Q793
Latin and English,lat,,,,Latin;English,Q397;Q1860,Q113;Q109
Latin and English,lat;eng,,,,Latin;English,Q397;Q1860,Q113;Q109
Latin and French,;lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
Latin and French,,,,,Latin;French,Q397;Q150,Q113;Q111
Latin and French,lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
Latin and French.,,,,,Latin;French,Q397;Q150,Q113;Q111
Latin and German,,,,,Latin;German,Q397;Q188,Q113;Q112
Latin and German,lat;ger,,,,Latin;German,Q397;Q188,Q113;Q112
Latin and German,lat,,,,Latin;German,Q397;Q188,Q113;Q112
Latin and German (lower Alemannic with middle German idioms),lat;ger,,,,Latin;German;Central German,Q397;Q188;Q704841,Q113;Q112;Q3105
Latin and Greek,,,,,Latin;Greek,Q397;Q9129,Q113;Q1318
Latin and Italian,,,,,Latin;Italian,Q397;Q652,Q113;Q116
Latin and Italian,;lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
Latin and Italian,lat,,,,Latin;Italian,Q397;Q652,Q113;Q116
Latin and Italian,lat;ita,,,,Latin;Italian,Q397;Q652,Q113;Q116
"Latin and Italian, with a few words in Greek",lat;ita,,,,Latin;Italian;Greek,Q397;Q652;Q9129,Q113;Q116;Q1318
Latin and Italian.,,,,,Latin;Italian,Q397;Q652,Q113;Q116
Latin and legal French,lat,,,,Latin;French,Q397;Q150,Q113;Q111
Latin and legal French,lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
Latin and legal French.,lat,,,,Latin;French,Q397;Q150,Q113;Q111
Latin and legal French.,lat;fre,,,,Latin;French,Q397;Q150,Q113;Q111
Latin and Low German,lat;nds,,,,Latin;Low German,Q397;Q25433,Q113;Q5013
Latin and Middle English,,,,,Latin;Middle English,Q397;Q36395,Q113;Q119
Latin and Middle High German,lat;gmh,,,,Latin;Middle High German,Q397;Q837985,Q113;Q115
Latin and Occitan,lat;pro,,,,Latin;Occitan,Q397;Q14185,Q113;Q4338
Latin and Old Catalan,,,,,Latin;Old Catalan,Q397;Q15478520,Q113;Q40059
Latin and Old French,lat;fro,,,,Latin;Old French,Q397;Q35222,Q113;Q3106
Latin and some English,lat,,,,Latin;English,Q397;Q1860,Q113;Q109
Latin and some English,lat;eng,,,,Latin;English,Q397;Q1860,Q113;Q109
Latin and some French,lat,,,,Latin;French,Q397;Q150,Q113;Q111
Latin and Spanish,,,,,Latin;Spanish,Q397;Q1321,Q113;Q114
Latin and Spanish,lat;spa,,,,Latin;Spanish,Q397;Q1321,Q113;Q114
Latin and Spanish words,,,,,Latin;Spanish,Q397;Q1321,Q113;Q114
Latin translation from original Greek with Latin commentary,,,,,Latin,Q397,Q113
Latin version of original Greek work,,,,,Latin,Q397,Q113
Latin with English additions,lat,,,,Latin;English,Q397;Q1860,Q113;Q109
Latin with extensive rubrics in German,,,,,Latin;German,Q397;Q188,Q113;Q112
Latin with French verses concluding each hour in the Book of Hours,lat,,,,Latin;French,Q397;Q150,Q113;Q111
Latin with German interlinear glosses and translations,lat;ger,,,,Latin;German,Q397;Q188,Q113;Q112
Latin with insertions in English,,,,,Latin;English,Q397;Q1860,Q113;Q109
Latin with marginal annotations in French,,,,,Latin;French,Q397;Q150,Q113;Q111
"Latin with occasional words in Greek (f. 21r, 134v)",lat,,,,Latin;Greek,Q397;Q9129,Q113;Q1318
Latin with one text in French,lat,,,,Latin;French,Q397;Q150,Q113;Q111
Latin with rubrics in German and later additions in Latin and German,lat;ger,,,,Latin;German;Latin;German,Q397;Q188;Q397;Q188,Q113;Q112;Q113;Q112
Latin with some Greek,,,,,Latin;Greek,Q397;Q9129,Q113;Q1318
Latin with some Italian,,,,,Latin;Italian,Q397;Q652,Q113;Q116
Latin with some rubrics in Middle English,lat;enm,,,,Latin;Middle English,Q397;Q36395,Q113;Q119
Latin with Spanish notes at the end,lat;spa,,,,Latin;Spanish,Q397;Q1321,Q113;Q114
Latin words,lat,,,,Latin,Q397,Q113
Latin words. Includes some additional text in Italian,,,,,Latin;Italian,Q397;Q652,Q113;Q116
Law French,,,,,Law French,Q2044323,Q5947
Low German,,,,,Low German,Q25433,Q5013
Low German,nds,,,,Low German,Q25433,Q5013
Low-German dialect,,Low German,Q25433,Q5013,Low German,Q25433,Q5013
"Mainly in Latin; Italian text added in 16th cent. hand, fol. 25 and 28v",,,,,Latin;Italian,Q397;Q652,Q113;Q116
Main text in Latin; table of contents in French on end flyleaf,mul,,,,Latin;French,Q397;Q150,Q113;Q111
Main text in Latin; table of contents in French on end flyleaf,,,,,Latin;French,Q397;Q150,Q113;Q111
Main text in Latin; table of contents in French on end flyleaf.,mul,,,,Latin;French,Q397;Q150,Q113;Q111
Main text in Latin; table of contents in French on end flyleaf.,,,,,Latin;French,Q397;Q150,Q113;Q111
mal,mal,,,,Malayalam,Q36236,Q27500
mar,mar,,,,Marathi,Q1571,Q27508
Materials are in Italian,ita,,,,Italian,Q652,Q116
may,,,,,Malay,Q9237,Q39962
Middle Dutch,,,,,Middle Dutch,Q178806,Q10833
Middle Dutch (ca. 1050-1350),dum,,,,Middle Dutch,Q178806,Q10833
Middle Dutch (ca. 1050-1350); Latin,dum;lat,,,,Middle Dutch;Latin,Q178806;Q397,Q10833;Q113
Middle English,,,,,Middle English,Q36395,Q119
Middle English,enm,,,,Middle English,Q36395,Q119
Middle English,eng;enm,,,,Middle English,Q36395,Q119
"Middle English, accompanying material is in Latin",enm,,,,Middle English;Latin,Q36395;Q397,Q119;Q113
"Middle English, Breviary fragment is in Latin",enm,,,,Middle English;Latin,Q36395;Q397,Q119;Q113
"Middle English, Latin",,,,,Middle English;Latin,Q36395;Q397,Q119;Q113
"Middle English, passages in Latin",enm;lat,,,,Middle English;Latin,Q36395;Q397,Q119;Q113
"Middle English, the fragment of Canon law is in Latin",enm,,,,Middle English;Latin,Q36395;Q397,Q119;Q113
"Middle English, translated from the Latin Vulgate",,,,,Middle English;Latin,Q36395;Q397,Q119;Q113
"Middle English, with some Latin notations",enm,,,,Middle English;Latin,Q36395;Q397,Q119;Q113
Middle English; Latin,,,,,Middle English;Latin,Q36395;Q397,Q119;Q113
Middle English; Latin; French,,,,,Middle English;Latin;French,Q36395;Q397;Q150,Q119;Q113;Q111
Middle English; prefatory matter in Latin,;enm;lat,,,,Middle English;Latin,Q36395;Q397,Q119;Q113
Middle English; some works in Latin,enm;lat,,,,Middle English;Latin,Q36395;Q397,Q119;Q113
Middle English; translated from the Latin Vulgate,,,,,Middle English;Latin,Q36395;Q397,Q119;Q113
Middle English.,,,,,Middle English,Q36395,Q119
Middle English (1100-1500); Latin,enm;lat,,,,Middle English;Latin,Q36395;Q397,Q119;Q113
Middle English (Midlands dialect),,,,,Middle English,Q36395,Q119
Middle English and Latin,enm;lat,,,,Middle English;Latin,Q36395;Q397,Q119;Q113
Middle English translated from the Middle French,enm,,,,Middle English;Middle French,Q36395;Q1473289,Q119;Q110
Middle French,fre,,,,Middle French,Q1473289,Q110
Middle French,,,,,Middle French,Q1473289,Q110
Middle French,frm,,,,Middle French,Q1473289,Q110
Middle French,frm;fre,,,,Middle French,Q1473289,Q110
Middle French,fro,,,,Middle French,Q1473289,Q110
"Middle French, with some sections in Latin (f. 77r-81v, 85v-87r, 93r-98r, 137v, 141r)",frm;lat,,,,Middle French;Latin,Q1473289;Q397,Q110;Q113
"Middle French, with verses in Old French",frm;fro,,,,Middle French;Old French,Q1473289;Q35222,Q110;Q3106
Middle French (ca. 1400-1600),frm,,,,Middle French,Q1473289,Q110
Middle French (ca. 1400-1600); Latin,frm;lat,,,,Middle French;Latin,Q1473289;Q397,Q110;Q113
Middle French (ca. 1400-1600); Occitan (post 1500),frm,Middle French;Occitan,Q1473289;Q14185,Q110;Q4338,Middle French;Occitan,Q1473289;Q14185,Q110;Q4338
Middle French and Latin,frm,,,,Middle French;Latin,Q1473289;Q397,Q110;Q113
Middle French language,frm,,,,Middle French,Q1473289,Q110
Middle High German,,,,,Middle High German,Q837985,Q115
Middle High German,gmh,,,,Middle High German,Q837985,Q115
"Middle High German, Rhenish (Middle Franconian) dialect",gmh;lat,,,,Middle High German;Rhine Franconian,Q837985;Q707007,Q115;Q7802
"Middle High German, with one prayer in Latin (f. 8r)",gmh;lat,,,,Middle High German;Latin,Q837985;Q397,Q115;Q113
"Middle High German, with some headings and sections in Latin",gmh;lat,,,,Middle High German;Latin,Q837985;Q397,Q115;Q113
"Middle High German, with some Latin",gmh;lat,,,,Middle High German;Latin,Q837985;Q397,Q115;Q113
Middle High German (ca. 1050-1500),gmh,,,,Middle High German,Q837985,Q115
Middle Scots,,,,,Middle Scots,Q3327000,Q38109
Modern Greek (1453-),gre,,,,Modern Greek,Q36510,Q38096
Modern Javanese,,Javanese,Q33549,Q38105,Javanese,Q33549,Q38105
"Mostly German, with benedictions in Latin (f. 22v-23r)",ger;lat,,,,German;Latin,Q188;Q397,Q112;Q113
"Mostly in German, with significant sections of the text in Latin. Some notations on the front and back end-leaves (dating from later than the text itself) are in Latin",ger,,,,German;Latin;Latin,Q188;Q397;Q397,Q112;Q113;Q113
"Ms. fragments in Latin, timeline in English",,,,,Latin;English,Q397;Q1860,Q113;Q109
mul,,,,,multiple languages,Q20923490,Q38110
mul,mul,,,,multiple languages,Q20923490,Q38110
mul;grc;cop,mul;grc;cop,,,,multiple languages;Ancient Greek;Coptic,Q20923490;Q35497;Q36155,Q38110;Q3103;Q4335
mwr,mwr,,,,Marwari,Q56312,Q27504
myn,myn,,,,Yucatec Maya,Q13354,Q38111
mynspa,mynspa,,,,Yucatec Maya;Spanish,Q13354;Q1321,Q38111;Q114
nah,,,,,Nahuatl,Q13300,Q38112
Nahuatl; Spanish,,,,,Nahuatl;Spanish,Q13300;Q1321,Q38112;Q114
Nahuatl glosses,,,,,Nahuatl,Q13300,Q38112
nds,nds,,,,Low German,Q25433,Q5013
nds;lat,nds;lat,,,,Low German;Latin,Q25433;Q397,Q5013;Q113
nep,nep,,,,Nepali,Q33823,Q27514
"No linguistic content, Not applicable",zxx,,,,no linguistic content,Q22282939,Q16428
non,non,,,,Old Norse,Q35505,Q38103
Northern Thai and Pali language in Tham script,,,,,Northern Thai;Pali,Q565110;Q36727,Q42447;Q27511
no text,,,,,no linguistic content,Q22282939,Q16428
Occitan,,,,,Occitan,Q14185,Q4338
oci,oci,,,,Occitan,Q14185,Q4338
Old Church Slavonic,,,,,Old Church Slavonic,Q35499,Q20366
Old English,,,,,Old English,Q42365,Q1317
Old English; Latin,ang;lat,,,,Old English;Latin,Q42365;Q397,Q1317;Q113
Old English; Latin,,,,,Old English;Latin,Q42365;Q397,Q1317;Q113
Old French,fro,,,,Old French,Q35222,Q3106
Old French,,,,,Old French,Q35222,Q3106
"Old French, last section has some Latin",fro;lat,,,,Old French;Latin,Q35222;Q397,Q3106;Q113
Old French (842-ca. 1400),fro,,,,Old French,Q35222,Q3106
"Old French (unidentified, possibly fake, dialect)",,,,,Old French,Q35222,Q3106
Old Occitan (Provençal),,,,,Old Occitan,Q2779185,Q38115
One article in Dutch,jpn;dut,,,,Dutch,Q7411,Q793
ota,,,,,Ottoman Turkish,Q36730,Q3104
ota,ota,,,,Ottoman Turkish,Q36730,Q3104
ota;ara,ota;ara,,,,Ottoman Turkish;Arabic,Q36730;Q13955,Q3104;Q118
Ottoman Turkish,,,,,Ottoman Turkish,Q36730,Q3104
Ottoman Turkish,;ota,,,,Ottoman Turkish,Q36730,Q3104
Ottoman Turkish,ota,,,,Ottoman Turkish,Q36730,Q3104
"Ottoman Turkish, Arabic, and Persian",,,,,Ottoman Turkish;Arabic;Persian,Q36730;Q13955;Q9168,Q3104;Q118;Q120
Ottoman Turkish.,,,,,Ottoman Turkish,Q36730,Q3104
Ottoman Turkish (1500-1928),ota,,,,Ottoman Turkish,Q36730,Q3104
Ottoman Turkish and Arabic,,,,,Ottoman Turkish;Arabic,Q36730;Q13955,Q3104;Q118
Ottoman Turkish and Arabic,;ota;ara,,,,Ottoman Turkish;Arabic,Q36730;Q13955,Q3104;Q118
Ottoman Turkish and Arabic.,,,,,Ottoman Turkish;Arabic,Q36730;Q13955,Q3104;Q118
Ottoman Turkish and Hebrew,,,,,Ottoman Turkish;Hebrew,Q36730;Q9288,Q3104;Q117
Ottoman Turkish and Persian,ota;per,,,,Ottoman Turkish;Persian,Q36730;Q9168,Q3104;Q120
Ottoman Turkish and Persian with some Arabic quotations and headings,ota;per;ara,,,,Ottoman Turkish;Persian;Arabic,Q36730;Q9168;Q13955,Q3104;Q120;Q118
Ottoman Turkish with some Arabic,ota;ara,,,,Ottoman Turkish;Arabic,Q36730;Q13955,Q3104;Q118
Ottoman Turkish with titles and vocabulary in Persian,ota,,,,Ottoman Turkish;Persian,Q36730;Q9168,Q3104;Q120
Ottoman Turkish with two pages in Arabic,ota,,,,Ottoman Turkish;Arabic,Q36730;Q13955,Q3104;Q118
Ottoman with translations from Arabic; inserts in Persian laid in,ota;ara,,,,Ottoman Turkish;Arabic;Persian,Q36730;Q13955;Q9168,Q3104;Q118;Q120
Pahlavi and Persian,pal,,,,Middle Persian;Persian,Q32063;Q9168,Q27493;Q120
pal,,,,,Middle Persian,Q32063,Q27493
pal,pal,,,,Middle Persian,Q32063,Q27493
Pali,,,,,Pali,Q36727,Q27511
Pali in Sinhalese script,,,,,Pali;Sinhala,Q36727;Q13267,Q27511;Q27509
pan,pan,,,,Punjabi,Q58635,Q27505
Patois du pays de caux,,,,,Cauchois,Q2943069,Q38113
per,,,,,Persian,Q9168,Q120
per,per,,,,Persian,Q9168,Q120
per;ara,per;ara,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
per;ota,per;ota,,,,Persian;Ottoman Turkish,Q9168;Q36730,Q120;Q3104
Persian,per,,,,Persian,Q9168,Q120
Persian,,,,,Persian,Q9168,Q120
Persian,ara,,,,Persian,Q9168,Q120
"Persian, Arabic, and Chagatai in Arabic script",,,,,Persian;Arabic;Chagatai,Q9168;Q13955;Q36831,Q120;Q118;Q42445
"Persian, Arabic, and Turkish in Arabic script",,,,,Persian;Arabic;Turkish,Q9168;Q13955;Q256,Q120;Q118;Q4337
"Persian, Arabic, and Urdu",,,,,Persian;Arabic;Urdu,Q9168;Q13955;Q1617,Q120;Q118;Q27496
"Persian, Arabic and Ottoman Turkish",,,,,Persian;Arabic;Ottoman Turkish,Q9168;Q13955;Q36730,Q120;Q118;Q3104
"Persian, Ottoman Turkish, and Arabic",,,,,Persian;Ottoman Turkish;Arabic,Q9168;Q36730;Q13955,Q120;Q3104;Q118
"Persian, Ottoman Turkish, Arabic",,,,,Persian;Ottoman Turkish;Arabic,Q9168;Q36730;Q13955,Q120;Q3104;Q118
"Persian, Panjabi, and Arabic",,,,,Persian;Punjabi;Arabic,Q9168;Q58635;Q13955,Q120;Q27505;Q118
"Persian, some pages in Ottoman Turkish at the end",,,,,Persian;Ottoman Turkish,Q9168;Q36730,Q120;Q3104
Persian; translated from Sanskrit,,,,,Persian;Sanskrit,Q9168;Q11059,Q120;Q27494
Persian.,,,,,Persian,Q9168,Q120
Persian and Arabic,per;ara,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian and Arabic,,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian and Arabic,;ara;per,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian and Arabic.,,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian and Azerbaijani,,,,,Persian;Azerbaijani,Q9168;Q9292,Q120;Q48678
Persian and Dakhini,,,,,Persian;Daknī,Q9168;Q669431,Q120;Q48680
Persian and Ottoman Turkish,,,,,Persian;Ottoman Turkish,Q9168;Q36730,Q120;Q3104
Persian and Ottoman Turkish,per;ota,,,,Persian;Ottoman Turkish,Q9168;Q36730,Q120;Q3104
Persian and Sanskrit,,,,,Persian;Sanskrit,Q9168;Q11059,Q120;Q27494
Persian and Turkish in Arabic script,,,,,Persian;Turkish;Arabic,Q9168;Q256;Q13955,Q120;Q4337;Q118
Persian and Urdu,,,,,Persian;Urdu,Q9168;Q1617,Q120;Q27496
Persian translations and commentary with Arabic source-text,per,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian with a few phrases in Arabic,per;ara,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian with Arabic source-text,per;ara,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian with Arabic source-text,per,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian with some English glosses,per,,,,Persian,Q9168,Q120
Persian with some phrases in Arabic,per,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian with some quotations in Arabic,per,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian with some quotations in Arabic,per;ara,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian with some short quotations in Arabic,per;ara,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian with some titles and labels in Arabic,per,Persian;Arabic,Q9168;Q13955,Q120;Q118,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian with source-text in Arabic,per,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian with source-text in Arabic; some glosses and notes in Chinese,per;chi,,,,Persian;Arabic;Chinese,Q9168;Q13955;Q7850,Q120;Q118;Q12715
Persian with titles in Arabic,per,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian with two leaves in Sanskrit; colophon in Urdu,per,,,,Persian;Sanskrit;Urdu,Q9168;Q11059;Q1617,Q120;Q27494;Q27496
Persian with two pages in Arabic (f. 1v-2r),per,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
Persian with two pages in Arabic (f. 23r/v),per,,,,Persian;Arabic,Q9168;Q13955,Q120;Q118
"Plant names in Latin, with a few words in Italian (f. 2r-53v); texts about Morocco in English, Spanish, and Latin (54r-97v); glossary of words in Arabic, Spanish, and Latin (f. 98r-101r)",lat;ita;eng;spa;ara,,,,Latin;Italian;English;Spanish;Latin;Arabic;Spanish;Latin,Q397;Q652;Q1860;Q1321;Q397;Q13955;Q1321;Q397,Q113;Q116;Q109;Q114;Q113;Q118;Q114;Q113
