ds_id,date_added,date_last_updated,source_type,cataloging_convention,holding_institution_ds_qid,holding_institution_as_recorded,holding_institution_id_number,holding_institution_shelfmark,link_to_holding_institution_record,iiif_manifest,production_place_as_recorded,production_place_ds_qid,production_date_as_recorded,production_date,century,century_aat,dated,title_as_recorded,title_as_recorded_agr,uniform_title_as_recorded,uniform_title_agr,standard_title_ds_qid,genre_as_recorded,genre_ds_qid,subject_as_recorded,subject_ds_qid,author_as_recorded,author_as_recorded_agr,author_ds_qid,artist_as_recorded,artist_as_recorded_agr,artist_ds_qid,scribe_as_recorded,scribe_as_recorded_agr,scribe_ds_qid,associated_agent_as_recorded,associated_agent_as_recorded_agr,associated_agent_ds_qid,former_owner_as_recorded,former_owner_as_recorded_agr,former_owner_ds_qid,language_as_recorded,language_ds_qid,material_as_recorded,material_ds_qid,physical_description,note,acknowledgments,data_processed_at,data_source_modified,source_file
,"","",ds-csv,ds-schema,Q42442,"University of California, Riverside",9917678005006531,BP128.57 .A2 1700z,https://calisphere.org/item/ark:/86086/n2t72jgg/,"",Place not identified,Q650,date unknown,"",,,false,Al-Ḥajj 1-15 : manuscript fragment,"",Qurʼan. Sūrat al-Ḥajj. Selections,"",Q3697,"","","Manuscripts, Arabic|Manuscrits arabes",Q256|Q256,"","","","","","","","","","","","","","","","In Arabic, with Farsi translations of main Arabic text in red beneath each line",Q118;Q120,illuminations,"",Extent: 1 item (2 unnumbered pages); illuminations; 31 x 19 cm,"Layout: Single column of 24 lines each on recto and verso, alternating between main Arabic text and Farsi translations.|Binding: Unbound.|Fragment from a manuscript copy of the Qur'an, surah 22 (al-Ḥajj) verses 1-15, with commentary and red, blue, and gold illustrations in margins.|Title devised by cataloger.","",2024-08-16 15:55:03 -0400,20230924,20240729-ucr-csv.csv
,"","",ds-csv,ds-schema,Q42442,"University of California, Riverside",9914363451906531,BX2080 .C3735 1401,,"","","",between 1401 and 1500,1401^1500,15,http://vocab.getty.edu/aat/300404465,false,Book of hours (orbi terre) manuscript leaf,"",Book of hours,"",Q795,"Manuscripts, Latin (Medieval and modern)|Book of hours",Q10783|Q3618,"","",Catholic Church,"",Q425,"","","","","","","","","","","","",Text in Latin,Q113,"parchment, ink",Q33,"Extent: 1 unnumbered leaf (that is, 2 unnumbered pages); parchment, ink; 195 x 150 mm, in pamphlet binder 305 mm","Layout: single column, 20 lines|Script: Gothic; ruled in red; one 2-line initial letter ""A"", opening Psalm 77(78), in blue outlined in red; twenty 1-line initial versal letters some in alternating red and blue outlined in alternating blue and red, marking the first letter in each verse.|Condition: a few holes affecting text.|Title devised by cataloger.|Former call number: UCR028.|Recto has Psalm 76(77):19-21 and Psalm 77(78):1-6. Verso has Psalm 77(78):6-16.|Incipit: orbi terr[a]e: co[m]ota est [e]t contremuit ter[ra]|Explicit: eos velutin abysso multa. Et edux[it].","",2024-08-16 15:55:03 -0400,20210616,20240729-ucr-csv.csv
,"","",ds-csv,ds-schema,Q42442,"University of California, Riverside",9914468034906531,BX2033 .A2 1450,,"","","",mid-15th century,1425^1475,15,http://vocab.getty.edu/aat/300404465,false,Psalterium et hymnarium,"",Psalter (Dominican); Hymnary. Latin,"",Q660;Q666,"Manuscripts, Latin (Medieval and modern)|psalters (books)|Psalters|Psautiers",Q10783|Q4134|Q4134|Q4134,Hymns,Q48655,Catholic Church,"",Q425,"","","","","","","","","","Augustus Frederick, Prince, Duke of Sussex, 1773-1843|McClure, Edmund, d. 1922|Foot, Isaac, 1880-1960",||,Q1637|Q48983|Q40577,Text in Latin,Q113,"","","Extent: 128 leaves (that is, 256 unnumbered pages); 110 x 90 mm, in box 125 x 101 x 40 mm","Layout: 2 columns, 32 lines|Binding: Bound in vellum; some margins shaved.|Ms. of hours, according to Dominican use, written in semi-gothic script on vellum. Rubricated; colored initials. Illuminated initials with gold decoration on leaves 7b, 41b, 50b, 60a, and 83a. No colophon.|Provenance: Heraldic bookplate with pencilled note ""From Duke of Sussex Library"" in front; at end, bookplate of Edmond McClure, A.M. (20th century); from Isaac Foot collection.|Former call number: UCR002.|On flyleaf: Psalterium et hymnarium cod. pulcher memb. c. lit. initial. illum. saec. XV.|Calendar is Dominican or Franciscan.","",2024-08-16 15:55:03 -0400,20240703,20240729-ucr-csv.csv
,"","",ds-csv,ds-schema,Q42442,"University of California, Riverside",31210025300375,(31210025300375),https://calisphere.org/item/ark:/86086/n21r6rkv/,"","","",circa 18th-20th century,1700^1999,18;19;20,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513;http://vocab.getty.edu/aat/300404514,false,Duʿāʾmanuscript leaf,"","","",Q48657,prayer books,Q6896,"","","","","","","","","","","","","","",Phillip J. Pirages Fine Books & Manuscripts,"",Q1127,Arabic,Q118,paper,Q31,Extent: 1 leaf; paper; 170 x 110 mm,"Decoration: Geometrical borders|Provenance: Purchased from Phillip J. Pirages Fine Books and Manuscripts, McMinnville, Oregon, 2017.",Imad Bayoun and Ahmad AlKurdy helped to identify and describe this manuscript,2024-08-16 15:55:03 -0400,20240729,20240729-ucr-csv.csv
,"","",ds-csv,ds-schema,Q42442,"University of California, Riverside",31210025300391,(31210025300391),https://calisphere.org/item/ark:/86086/n2x06838/,"","","",circa 18th-20th century,1700^1999,18;19;20,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513;http://vocab.getty.edu/aat/300404514,false,Duʿāʾmanuscript leaf,"","","",Q48657,prayer books,Q6896,"","","","","","","","","","","","","","",Phillip J. Pirages Fine Books & Manuscripts,"",Q1127,Arabic,Q118,paper,Q31,Extent: 1 leaf; paper; 120 x 115 mm,"Decoration: Geometrical borders|Provenance: Purchased from Phillip J. Pirages Fine Books and Manuscripts, McMinnville, Oregon, 2017.",Imad Bayoun and Ahmad AlKurdy helped to identify and describe this manuscript,2024-08-16 15:55:03 -0400,20240729,20240729-ucr-csv.csv
,"","",ds-csv,ds-schema,Q42442,"University of California, Riverside",31210025300383,(31210025300383),https://calisphere.org/item/ark:/86086/n2xs5wfr/,"","","",circa 18th-20th century,1700^1999,18;19;20,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513;http://vocab.getty.edu/aat/300404514,false,Duʿāʾmanuscript leaf,"","","",Q48657,prayer books,Q6896,"","","","","","","","","","","","","","",Phillip J. Pirages Fine Books & Manuscripts,"",Q1127,Arabic,Q118,paper,Q31,Extent: 1 leaf; paper; 120 x 115 mm,"Decoration: Geometrical borders|Provenance: Purchased from Phillip J. Pirages Fine Books and Manuscripts, McMinnville, Oregon, 2017.",Imad Bayoun and Ahmad AlKurdy helped to identify and describe this manuscript,2024-08-16 15:55:03 -0400,20240729,20240729-ucr-csv.csv
,"","",ds-csv,ds-schema,Q42442,"University of California, Riverside",31210025300409,(31210025300409),https://calisphere.org/item/ark:/86086/n28916xh/,"","","",circa 18th-20th century,1700^1999,18;19;20,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513;http://vocab.getty.edu/aat/300404514,false,Duʿāʾmanuscript leaf,"","","",Q48657,prayer books,Q6896,"","","","","","","","","","","","","","",Phillip J. Pirages Fine Books & Manuscripts,"",Q1127,Arabic,Q118,paper,Q31,Extent: 1 leaf; paper; 120 x 115 mm,"Decoration: Geometrical borders|Provenance: Purchased from Phillip J. Pirages Fine Books and Manuscripts, McMinnville, Oregon, 2017.",Imad Bayoun and Ahmad AlKurdy helped to identify and describe this manuscript,2024-08-16 15:55:03 -0400,20240729,20240729-ucr-csv.csv
,"","",ds-csv,ds-schema,Q42442,"University of California, Riverside",31210025427731,(31210025427731),https://calisphere.org/item/ark:/86086/n2v69knr/,"","","",circa 18th-20th century,1700^1999,18;19;20,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513;http://vocab.getty.edu/aat/300404514,false,Arabic language manuscript leaf,"","","",Q38349,"","","","","","","","","","","","","","","","",Phillip J. Pirages Fine Books & Manuscripts,"",Q1127,Arabic,Q118,paper,Q31,Extent: 1 leaf; paper; 220 x 180 mm,"Provenance: Purchased from Phillip J. Pirages Fine Books and Manuscripts, McMinnville, Oregon, 2017.",Imad Bayoun and Ahmad AlKurdy helped to identify and describe this manuscript,2024-08-16 15:55:03 -0400,20240729,20240729-ucr-csv.csv
,"","",ds-csv,ds-schema,Q42442,"University of California, Riverside",31210025427624,(31210025427624),https://calisphere.org/item/ark:/86086/n23r0tw2/,"","","",circa 18th-20th century,1700^1999,18;19;20,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513;http://vocab.getty.edu/aat/300404514,false,Fiqh manuscript leaf,"","","",Q48658,"","",Islamic Law,Q3605,"","","","","","","","","","","","",Phillip J. Pirages Fine Books & Manuscripts,"",Q1127,Arabic,Q118,paper,Q31,Extent: 1 leaf; paper; 150 x 205 mm,"Provenance: Possibly of West African origin.|Provenance: Purchased from Phillip J. Pirages Fine Books and Manuscripts, McMinnville, Oregon, 2017.",Imad Bayoun and Ahmad AlKurdy helped to identify and describe this manuscript,2024-08-16 15:55:03 -0400,20240729,20240729-ucr-csv.csv
,"","",ds-csv,ds-schema,Q42442,"University of California, Riverside",31210025427707,(31210025427707),https://calisphere.org/item/ark:/86086/n2jm2bp0/,"","","",circa 18th-20th century,1700^1999,18;19;20,http://vocab.getty.edu/aat/300404512;http://vocab.getty.edu/aat/300404513;http://vocab.getty.edu/aat/300404514,false,Fiqh manuscript leaf,"","","",Q48658,"","",Islamic Law,Q3605,"","","","","","","","","","","","",Phillip J. Pirages Fine Books & Manuscripts,"",Q1127,Arabic,Q118,paper,Q31,Extent: 1 leaf; paper; 235 x 165 mm,"Provenance: Purchased from Phillip J. Pirages Fine Books and Manuscripts, McMinnville, Oregon, 2017.",Imad Bayoun and Ahmad AlKurdy helped to identify and describe this manuscript,2024-08-16 15:55:03 -0400,20240729,20240729-ucr-csv.csv
