row_index,workflow_history,material_as_recorded,authorized_label_add,structured_value_add,ds_qid_add,authorized_label,structured_value,ds_qid
1,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.530868400Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z",parchment,,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
2,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.536781Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z",negative (Box 1021:2) & positive (BANC MS UCB 16 FILM),,,,,,
3,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z",negative (Box 780:12) & positive (BANC MS UCB 18 FILM),,,,,,
4,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z",paper,,,,paper,http://vocab.getty.edu/aat/300014109,Q31
5,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z",negative (Box 966:5) & positive (BANC MS UCB 19 FILM),,,,,,
6,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z",negative (Box 1034:7) & positive (BANC MS UCB 20 FILM),,,,,,
7,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z",negative (Box 764:8) & positive (BANC MS UCB 22 FILM),,,,,,
8,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z",negative (Box 1048:6) & positive (BANC MS UCB 23 FILM),,,,,,
9,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z",negative (Box 1048:7) & positive (BANC MS UCB 24 FILM),,,,,,
10,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z",negative (Box 1050:1) & positive (BANC MS UCB 25 FILM),,,,,,
11,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z","parchment, col. ill.",,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
12,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z","parchment, color illustrations",,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
13,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z",,,,,undetermined,http://vocab.getty.edu/aat/300379012,Q38412
14,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z","parchment, col. ill., port.",parchment,http://vocab.getty.edu/aat/300011851,Q33,,,
15,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z","parchment, 27 col. ill.",parchment,http://vocab.getty.edu/aat/300011851,Q33,,,
16,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z","parchment, illustrations",,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
17,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z",negative (BOX 984:3) & positive (BANC MS UCB 140 FILM),,,,,,
18,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z",cardboard,,,,,,
19,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z",2 col. ill.,,,,,,
20,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z","vellum, color illustrations",,,,parchment,http://vocab.getty.edu/aat/300011851,Q33
21,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.799331200Z",paper.,,,,paper,http://vocab.getty.edu/aat/300014109,Q31
22,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.800329700Z","paper, col. ill.",,,,paper,http://vocab.getty.edu/aat/300014109,Q31
23,"MATERIAL RECON, STEP 2: ROWS INDEXED, WORKFLOW STARTED 2024-07-09T21:32:22.537828800Z | MATERIAL RECON, STEP 3: FINALIZED 2024-07-09T21:32:44.800329700Z","paper, 41 col. ill.",paper,http://vocab.getty.edu/aat/300014109,Q31,,,
